,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,結直腸癌,,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,40.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,1,54.61,2,109.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,1,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,68.45,,,,,,,,,,,,1,,68.45,,,1,68.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,135.69,1,67.84,2,135.69,,,1,67.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,160.77,,,1,80.39,,,,,,2,160.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,97.18,,,2,194.36,,,,,,,,,,,1,97.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,316.46,,,1,158.23,1,,,,158.23,1,158.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,227.27,1,227.27,,,,,,,,,,2,454.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,375.94,,,,,,,,,,,,2,,751.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.38,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,1,33.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,53.16,,,,,,,,,,,,,,,1,53.16,,,,,,,,,,,,,1,53.16,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,,67.52,,,,,,,,,,,,,,,,,1,67.52,,,,,,,,,,,,,,,,
,,,,45~49,1,72.05,,,,,,,,,,,,,,1,72.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,68.82,,,,,1,68.82,,,,,,,,,,1,,68.82,,,,,,,,,1,68.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,155.64,,,,,,,,,,1,,77.82,,,,,,,,,,,,,,,1,77.82,2,155.64,,,,,,,,,,,,,,,,
,,,,60~64,1,92.59,,,,,1,92.59,1,92.59,,,,,,,,,,,2,185.19,,,,,1,92.59,1,92.59,,,,,2,185.19,,,1,92.59,,,,,,,,,,,,,,
,,,,65~69,,,1,147.93,,,,,,,,,,,,1,147.93,1,,147.93,,,,,,,,,,,1,147.93,,,1,147.93,,,1,147.93,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,218.82,,,1,,,,218.82,,,,,,,,1,218.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1612.90,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,38.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,33.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,104.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.00,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.72,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,73.58,,,,,1,73.58,,,,,,,,,,,,,1,73.58,,,,,1,73.58,,,,,,,1,73.58,,,,,,,,,,,,,,,,,,
,,,,50~54,1,68.54,,,,,2,137.08,,,,,,,,,,,,,1,68.54,,,,,1,68.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,152.21,,,1,76.10,,,,,,,,,,3,228.31,,,,,,,,,,,,,,,,1,76.10,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,265.25,,,,,,,,1,88.42,1,,88.42,,,1,88.42,1,88.42,1,88.42,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,134.59,,,,,1,134.59,,,,,,,,2,269.18,,,,2,269.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,207.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,341.30,,,3,1023.89,1,341.30,1,,,,341.30,1,341.30,,,,1,341.30,1,341.30,,,,,1,341.30,,,,,,,2,682.59,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,喉,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,69.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,40.16,,,1,,,,40.16,1,40.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,46.95,,,,,1,,,,46.95,1,46.95,,,,,,,,,,,,1,46.95,,,,,,,,,1,46.95,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,58.51,,,,,,,,,,,,,,,,,,,,,,,,1,58.51,,,,,,,,,,,,,,
,,,,45~49,,,,,1,70.42,,,,,1,,,,70.42,,,1,,70.42,,,1,70.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,250.16,,,,,,,,,1,,,,62.54,,,1,,62.54,2,125.08,,,1,62.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,67.07,,,,,,,,,,,,,,,,,,,,,3,201.21,1,67.07,,,,,1,67.07,,,,,,,1,67.07,,,,,,,,,,,,,,
,,,,60~64,2,163.00,1,81.50,,,,,,,3,,,,244.50,,,2,,163.00,,,1,81.50,,,,,,,,,,,,,,,1,81.50,,,,,,,,,,,,,,
,,,,65~69,1,118.34,,,,,,,,,2,,,,236.69,,,1,,118.34,,,,,1,118.34,,,,,,,,,1,118.34,,,,,,,,,,,,,,,,,,
,,,,70~74,1,190.84,,,,,,,,,2,,,,381.68,,,2,,381.68,2,381.68,,,,,1,190.84,,,,,1,190.84,,,,,,,1,190.84,,,,,,,,,,,,
,,,,75~79,1,276.24,,,,,,,1,276.24,,,,,,,,1,,276.24,,,,,,,1,276.24,,,,,,,,,1,276.24,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,,1190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1086.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.97,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.65,,,,,,,,,,,,,,
,,,,35~39,1,45.66,,,,,1,45.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,55.90,,,,,,,,,,,,,,1,55.90,,,,,,,,,,,,,,,,,,1,55.90,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,71.17,,,,,,,,,,,,,,,1,71.17,1,71.17,1,71.17,,,,,,,,,,,,,1,71.17,,,,,,,,,,,,,,
,,,,50~54,1,66.98,,,1,66.98,,,,,,,,,,1,66.98,,,,,,,,1,66.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,69.44,1,,,,69.44,4,277.78,,,,1,69.44,,,1,69.44,,,1,69.44,,,,,,,1,69.44,1,69.44,,,,,,,,,,,,,,
,,,,60~64,1,81.70,1,81.70,,,,,,,,,,,,3,245.10,2,,163.40,2,163.40,1,81.70,1,81.70,1,81.70,,,,,1,81.70,,,,,,,1,81.70,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,106.95,,,,,,,,1,106.95,,,,,1,106.95,1,106.95,,,1,106.95,,,,,2,213.90,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,1,177.30,,,2,354.61,,,1,177.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,299.40,,,1,299.40,,,,,,,,,,,,1,,299.40,,,,,,,,,,,,,1,299.40,,,,,,,,,1,299.40,,,,,,,,,,
,,,,80~84,1,552.49,,,,,,,,,,,,,,1,552.49,,,,,,,,,,,,,,,,,,,,1,552.49,,,,,1,552.49,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,,肺、支氣管及氣管,,胃,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,35.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,38.58,,,,,,,,,,,,,,,,,,,1,38.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,1,45.13,,,,,,,,,,,,,1,45.13,,,1,45.13,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,2,111.48,,,,,,,,,,,,,,,,,,,1,55.74,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,68.12,,,,1,68.12,,,,,,,,,,,1,68.12,,,,,1,68.12,3,204.36,,,,,,,,,,,,
,,,,50~54,2,136.24,,,1,68.12,,,,,,,,,,2,136.24,,,,,,1,68.12,,,,,,,1,68.12,,,1,68.12,,,,,,,,,,,,,,,,,,
,,,,55~59,1,68.31,,,,,,,1,68.31,1,,,,68.31,5,341.53,,,,1,68.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,78.99,1,78.99,,,,,,,,,,,,,,1,,78.99,1,78.99,,,,,,,,,,,,,,,1,78.99,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,3,302.11,2,,201.41,2,201.41,,,,,,,,,1,100.70,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,345.42,,,,1,172.71,,,,,,,1,172.71,,,,,,,,,,,1,172.71,1,172.71,,,,,,,,,,
,,,,75~79,1,294.99,,,1,294.99,,,,,,,,,,1,294.99,1,,294.99,3,884.96,,,1,294.99,,,,,,,,,,,,,1,294.99,,,,,,,,,,,,,,
,,,,80~84,1,487.80,,,,,,,,,,,,,,,,,,,1,487.80,,,,,,,,,,,,,,,,,,,,,1,487.80,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.16,,,,,,,,,,,,,,,,
,,,,40~44,1,51.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.68,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,129.28,,,,,,,3,193.92,,,,,,,,,,,,,,,,,,,,,1,64.64,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,73.31,,,,,1,73.31,1,73.31,,,,,,,,1,,73.31,1,73.31,,,,,,,,,,,,,,,1,73.31,1,73.31,,,,,,,,,,,,,,
,,,,55~59,,,1,68.82,,,,,1,68.82,1,,,,68.82,,,,,,,,2,137.65,,,1,68.82,1,68.82,,,,,,,1,68.82,,,,,,,,,,,,,,,,
,,,,60~64,2,151.75,2,151.75,1,75.87,,,2,151.75,1,,,,75.87,1,75.87,,,,2,151.75,,,,,,,,,,,,,,,1,75.87,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,101.21,1,,,,101.21,,,1,,101.21,1,101.21,1,101.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,159.74,,,,,,,,,,,,,,1,159.74,4,,638.98,,,,,,,,,,,,,,,1,159.74,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,289.86,1,,,,289.86,,,,,,,,,,1,289.86,,,1,289.86,1,289.86,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,507.61,2,,1015.23,2,1015.23,,,,,,,,,,,,,1,507.61,,,,,1,507.61,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1162.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,1,42.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,2,75.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.61,1,37.61,,,,,,,,,,,,,,
,,,,30~34,,,,,,,2,75.70,,,,,,,,,,,,,,,,,,,1,37.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,86.92,,,1,43.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,50.30,2,100.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.30,,,1,50.30,,,,,,,,
,,,,45~49,,,,,,,2,118.69,,,,,,,,,,,,,,,,,1,59.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,77.58,,,,,,,,,2,,,,155.16,1,77.58,1,,77.58,,,,,,,,,,,,,,,,,1,77.58,,,,,,,,,,,,,,,,
,,,,55~59,2,136.71,1,68.35,,,3,205.06,,,,,,,,1,68.35,1,,68.35,,,,,,,,,,,1,68.35,,,,,,,,,,,2,136.71,2,136.71,,,,,,,,
,,,,60~64,,,,,,,2,150.60,,,,,,,,1,75.30,3,,225.90,,,,,,,,,,,,,1,75.30,,,,,,,,,,,1,75.30,,,,,,,,
,,,,65~69,2,188.50,,,,,3,282.75,,,,,,,,2,188.50,2,,188.50,1,94.25,,,,,,,,,,,,,,,,,,,,,,,,,1,94.25,3,282.75,,,,
,,,,70~74,2,309.12,1,154.56,,,3,463.68,,,,,,,,,,1,,154.56,1,154.56,1,154.56,,,,,,,,,1,154.56,,,,,,,,,,,,,,,2,309.12,,,,
,,,,75~79,,,,,1,268.10,2,536.19,,,,,,,,,,,,,,,,,,,,,1,268.10,,,,,1,268.10,1,268.10,,,,,4,1072.39,,,,,,,,,,
,,,,80~84,,,1,518.13,1,518.13,1,518.13,,,,,,,,1,518.13,1,,518.13,1,518.13,,,,,,,,,,,,,,,,,,,,,,,,,1,518.13,1,518.13,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.94,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.07,,,,,,,,,,,,
,,,,20~24,,,,,,,1,38.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.86,,,,,,,,,,,1,37.86,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.54,,,,,,,,,,,,,,,,,,
