,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,胰,,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腦,,膀胱,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.19,,,,,,,,,1,78.19,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.63,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,156.74,,,,,,,,,,,,,,,,1,,156.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,149.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,149.93,,,,,,,1,149.93,,,,,,,,,,,,
,,,,55~59,,,,,,,2,329.49,,,,,,,,,,,,,,,1,,164.74,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,103.20,,,,,4,412.80,,,1,,,,103.20,,,,,,,,,,,,,,,,,,,1,103.20,,,,,,,,,,,,,,,,
,,,,65~69,1,95.51,,,1,95.51,,,,,,,,,,1,95.51,1,,95.51,,,,,,,,,,,,,,,,1,95.51,2,191.02,,,,,,,,,,,,
,,,,70~74,,,1,96.90,,,1,96.90,,,1,,,,96.90,1,96.90,1,,96.90,1,96.90,,,,,,,,,,1,96.90,,,,,,,1,96.90,,,,,,,,,,
,,,,75~79,,,,,,,2,248.45,1,124.22,,,,,,1,124.22,2,,248.45,1,124.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,689.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,喉,,,結直腸癌,,膀胱,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,97.09,,,,,,,1,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,166.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,143.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,166.94,,,,,,,,,1,166.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,116.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,97.37,,,,,1,97.37,,,,,,,,,,,1,97.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,185.70,2,,,,185.70,5,464.25,1,,92.85,,,,,,1,92.85,1,92.85,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,123.30,,,,,,,,,,,1,123.30,1,,123.30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,238.66,,,,,1,,,,238.66,,,,,,,,,,,1,238.66,1,238.66,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,胰,,結直腸癌,,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,86.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,70.92,,,1,70.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,92.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,160.77,,,,,,,,,,,,,,,,,,,,,,,,1,160.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,141.24,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,131.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,94.25,3,282.75,,,,,3,,,,282.75,,,2,,188.50,,,1,,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,91.58,1,,,,91.58,,,1,,91.58,1,91.58,1,,91.58,,,1,91.58,1,91.58,,,1,91.58,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,128.37,3,,,,385.11,,,,,,,,,,,,,1,128.37,,,,,1,128.37,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,217.39,,,1,,217.39,,,,,,,,,,1,217.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,結直腸癌,,腦,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,1,,77.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,67.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,,74.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,87.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,145.56,,,,,2,291.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,144.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,165.29,,,,,1,165.29,,,,,,,,1,165.29,1,,165.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,136.61,1,136.61,,,,,,,,,,1,,136.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,99.01,,,,,,,,2,198.02,1,,99.01,1,99.01,,,,1,99.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,191.94,,,,,,,,3,287.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,132.98,,,,,,,,,,,,,,,,1,132.98,1,132.98,1,132.98,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,214.13,,,,,,,,,,,,,,,,,,,,,,1,214.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,食道,,,胰,,胸腺、心臟與中隔,,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,80.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,71.94,,,1,71.94,,,,,,,,,,,,,,,,,,,,,,,,1,71.94,,,1,71.94,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,,83.13,,,,,,,,,,,,,,1,83.13,,,,,,,,,,,,,,,,
,,,,45~49,,,1,127.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,154.08,,,1,154.08,,,1,154.08,,,,,,1,154.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163.93,,,,,2,327.87,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,151.29,,,,,1,,,,151.29,,,,,,,,1,,151.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,194.17,,,1,97.09,2,,,,194.17,,,,,,,,,,,2,194.17,1,97.09,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,210.08,,,,,,,,,,,,,1,210.08,,,,,,,,,,1,210.08,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,401.61,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,,胰,,胸腺、心臟與中隔,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,67.61,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.61,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.85,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,68.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,80.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,111.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,167.50,,,,,1,167.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,311.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,163.67,,,1,163.67,,,,,,,,,,1,,163.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,109.65,,,,,,,,1,109.65,1,,109.65,,,,,,1,109.65,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,101.63,,,,,,,,,,,1,101.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,289.02,,,,,,,,,,4,,578.03,1,144.51,,,,,,,,1,144.51,,,1,144.51,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,212.77,,,2,,425.53,1,212.77,1,,212.77,,,1,212.77,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,,829.88,1,414.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,1,94.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,64.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,131.06,,,,,,,,,,,,,,,,,,,1,65.53,,,,,,,,,,,,1,65.53,,,1,65.53,,,,,,,,,,,,
,,,,45~49,1,98.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,177.62,1,177.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,150.60,,,,,,,,,1,,,,150.60,2,301.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,167.50,,,2,335.01,,,,,,,,,,,,,,
,,,,65~69,,,,,1,115.61,,,1,115.61,,,,,,,,3,,346.82,,,,,,1,115.61,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,2,,218.82,,,1,,109.41,,,2,218.82,,,,,,,,,,,3,328.23,,,,,,,,,,
,,,,75~79,,,,,,,1,136.43,,,,,,,,1,136.43,5,,682.13,,,,,,1,136.43,,,,,,,,,1,136.43,,,,,,,,,,,,,,
,,,,80~84,,,1,219.78,,,,,,,,,,,,,,1,,219.78,,,,,,,,,,1,219.78,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,341.30,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,30~34,1,67.39,,,,,,,,,2,,,,134.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,65.10,,,,,1,,,,65.10,1,65.10,,,,,,,,,,,,,,,1,65.10,,,,,,,,,,,1,65.10,,,,,,
,,,,40~44,2,155.40,,,,,,,,,2,,,,155.40,,,,,,,,1,,77.70,,,,,,,,,,,,,,,,,,,3,233.10,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94.07,,,,,,,,,,,,,1,94.07,,,,,,,,
,,,,50~54,1,166.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,166.94,,,,,,,,,,,,,,
,,,,55~59,1,151.52,1,151.52,,,,,,,2,,,,303.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,165.02,,,1,,165.02,,,,,,1,165.02,,,,,,,,,,,1,165.02,,,1,165.02,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,136.99,,,,,,4,547.95,,,,,,1,136.99,,,,,,,,,,,,,,,,,,,1,136.99,,
,,,,70~74,,,,,,,1,106.04,,,1,,,,106.04,,,2,,212.09,2,212.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,135.69,,,,,,,,1,,135.69,1,135.69,,,,1,135.69,,,2,271.37,,,1,135.69,,,1,135.69,,,,,,,1,135.69,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,2,441.50,1,,220.75,1,220.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,306.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,306.75,1,306.75,2,613.50,,,,,1,306.75,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,25~29,1,73.58,,,,,,,,,1,,,,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.33,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.80,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,270.03,,,,,1,90.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.01,1,90.01,1,90.01,,,,,,,,
,,,,50~54,1,150.15,,,,,,,,,,,,,,1,150.15,,,,,,2,,300.30,,,,,,,1,150.15,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,156.01,,,,,,1,,156.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,170.94,,,,,,3,512.82,,,,1,170.94,2,,341.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,140.25,,,,,,1,,140.25,,,,,,,,,1,140.25,,,1,140.25,1,140.25,,,,,,,,,,
,,,,70~74,,,,,1,110.86,,,,,,,,,,1,110.86,1,,110.86,1,110.86,1,,110.86,,,1,110.86,,,,,,,,,,,1,110.86,,,,,2,221.73,,,,
,,,,75~79,,,1,131.41,,,,,,,,,,,,2,262.81,,,,1,131.41,3,,394.22,1,131.41,,,,,1,131.41,,,,,,,1,131.41,,,,,2,262.81,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,235.29,,,,,,,,,,,,,1,235.29,,,,,1,235.29,,,,,2,470.59,,,,,,,,
,,,,85+,,,,,1,287.36,,,,,,,,,,,,,,,,,1,,287.36,,,,,,,,,,,,,,,,,,,1,287.36,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,胰,,胸腺、心臟與中隔,,,淋巴結,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.70,,,,,,,,,,,,,,,,
,,,,35~39,1,63.98,,,,,2,127.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,342.47,,,,,,,,,,,,,,1,85.62,,,,,,,,,,,,,,,,,,,,,1,85.62,,,,,,,,,,,,
,,,,50~54,,,,,,,1,131.93,,,,,,,,1,131.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,163.67,,,,,,,,,1,,,,163.67,,,,,,1,163.67,,,,1,163.67,,,,,,,,,,,,,1,163.67,,,,,,,,,,
,,,,60~64,,,1,172.41,,,1,172.41,,,,,,,,2,344.83,,,,,,,,,,,1,172.41,,,,,1,172.41,,,1,172.41,,,1,172.41,,,,,,,,
,,,,65~69,1,154.80,,,1,154.80,3,464.40,,,,,,,,,,,,,,,1,,154.80,,,,,,,,,,,1,154.80,,,,,,,,,,,,,,
,,,,70~74,1,115.21,,,,,,,1,115.21,,,,,,2,230.41,1,,115.21,,,,,,,,,,,,1,115.21,,,,,,,,,1,115.21,,,,,,,,
