,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.62,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.70,,
,,,,10~14,,,,,,,,,,,,,,,,1,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.85,,,,,,,1,10.85,,,,,,,,,,
,,,,20~24,,,,,,,1,13.08,,,,,,,,,,1,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.08,,,,,,,1,13.08,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.33,,,,,,,,,,
,,,,30~34,1,10.67,,,,,,,,,,,,,,,,1,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.67,,,,,,
,,,,35~39,1,10.60,,,,,,,,,1,,,,10.60,,,1,10.60,,,,,,,,,,2,21.19,,,,,1,10.60,2,21.19,,,,,,,,,,,,,,,1,10.60,,,,,,,,,,,,,,,,
,,,,40~44,2,24.28,,,,,,,,,,,,,,,,2,24.28,,,,,,,,1,12.14,,,,,,,,,2,24.28,,,,,1,12.14,,,,,,,1,12.14,,,,,,,1,12.14,,,2,24.28,,,,,,
,,,,45~49,,,1,16.95,,,,,,,,,,,,,,,,1,,16.95,,,,,,,1,16.95,1,16.95,,,,,2,33.91,1,16.95,1,16.95,,,,,,,1,16.95,2,33.91,,,,,1,16.95,,,1,16.95,3,50.86,,,1,16.95,,
,,,,50~54,4,123.95,,,,,,,,,3,,,,92.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.99,,,,,,,2,61.98,,,,,,,,
,,,,55~59,1,36.26,,,1,36.26,1,36.26,,,,,,,,,,5,181.29,,,,,,,,1,36.26,1,36.26,2,72.52,,,,,1,36.26,,,1,36.26,,,,,,,,,2,72.52,,,,,,,,,,,,,,,,,,
,,,,60~64,3,135.32,,,,,,,,,1,,,,45.11,,,1,45.11,,,,,,1,45.11,1,45.11,,,4,180.42,,,,,,,2,90.21,1,45.11,1,45.11,,,,,,,1,45.11,1,45.11,1,45.11,,,1,45.11,3,135.32,2,90.21,,,,,,
,,,,65~69,2,68.42,1,34.21,,,,,2,68.42,,,,,,,,2,68.42,,,,,,,,,,2,68.42,4,136.85,2,68.42,,,4,136.85,1,34.21,3,102.63,,,,,,,1,34.21,4,136.85,,,,,,,,,,,,,1,34.21,2,68.42,,
,,,,70~74,1,41.86,,,,,,,,,,,,,,,,3,125.58,,,,1,41.86,,,,,3,125.58,6,251.15,,,,,1,41.86,,,1,41.86,,,,,,,1,41.86,2,83.72,,,,,,,,,2,83.72,,,1,41.86,6,251.15,,
,,,,75~79,,,1,83.96,,,,,,,,,,,,,,,,,,,,,,,,,1,83.96,5,419.82,,,,,,,,,1,83.96,,,,,,,,,7,587.74,,,1,83.96,,,,,5,419.82,,,,,7,587.74,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,203.67,,,,,,,,,,,,1,203.67,,,,,,,,,,,,,,,1,203.67,,,1,203.67,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,471.70,,,1,471.70,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,2,23.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.89,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,2,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.71,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.51,,,,,2,25.03,,,1,12.51,,,,,,,,,,,,
,,,,30~34,1,10.73,,,,,,,,,,,,,,4,42.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.73,1,10.73,,,,,,,,,1,10.73,,,,,,,,,,,,
,,,,35~39,5,51.41,1,10.28,,,2,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.28,,,,,,,,,,,,,,,,,,,1,10.28,,,,,,,,,,,,,,
,,,,40~44,4,47.13,,,,,,,,,,,,,,1,11.78,,,1,,11.78,,,,,1,11.78,,,1,11.78,,,,,,,,,,,,,,,,,,,,,,,,,4,47.13,,,,,,,,,,,,
,,,,45~49,5,75.34,,,,,,,,,,,,,,4,60.27,,,,,,,,,,1,15.07,2,30.13,1,15.07,1,15.07,,,,,,,,,,,1,15.07,,,1,15.07,1,15.07,,,2,30.13,1,15.07,,,,,,,,,,,,
,,,,50~54,,,,,1,28.64,1,28.64,,,,,,,,3,85.91,,,,,,,,1,28.64,,,1,28.64,,,,,1,28.64,,,,,,,,,2,57.27,,,,,1,28.64,1,28.64,1,28.64,2,57.27,,,,,,,,,,,,
,,,,55~59,1,34.64,,,,,,,,,,,,,,8,277.10,,,,,,1,34.64,,,2,69.28,2,69.28,,,1,34.64,,,,,,,,,,,5,173.19,,,,,,,,,2,69.28,,,,,1,34.64,,,,,,,,
,,,,60~64,1,44.74,,,1,44.74,,,1,44.74,,,,,,8,357.94,,,,,,,,,,1,44.74,1,44.74,,,1,44.74,,,,,,,,,,,3,134.23,,,,,,,,,1,44.74,,,1,44.74,1,44.74,,,,,,,,
,,,,65~69,,,,,1,36.98,,,,,,,,,,8,295.86,,,,,,,,,,1,36.98,9,332.84,,,3,110.95,2,73.96,,,1,36.98,1,36.98,,,6,221.89,,,1,36.98,,,,,7,258.88,,,,,2,73.96,,,,,,,,
,,,,70~74,1,38.85,1,38.85,,,,,,,,,,,,3,116.55,,,,,,,,1,38.85,3,116.55,6,233.10,1,38.85,9,349.65,1,38.85,,,,,,,,,1,38.85,,,,,,,1,38.85,2,77.70,1,38.85,,,5,194.25,,,,,,,,
,,,,75~79,,,1,73.86,,,1,73.86,,,1,,,,73.86,,,,,,,,,,,,,,1,73.86,,,4,295.42,1,73.86,2,147.71,,,,,1,73.86,2,147.71,,,,,,,,,2,147.71,,,,,5,369.28,,,,,,,,
,,,,80~84,1,196.08,,,1,196.08,,,,,,,,,,3,588.24,,,,,,,,,,,,1,196.08,,,2,392.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,432.90,,,,,,,,,,,,,,,,,,,1,432.90,,,,,,,,,1,432.90,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.88,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.69,1,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.71,,,,,,,,,,
,,,,30~34,1,10.67,,,1,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.67,,,,,,,2,21.34,,,,,,,,,1,10.67,,,,,,,,,,
,,,,35~39,2,20.33,,,,,,,2,20.33,,,,,,,,3,30.49,,,,,,2,20.33,1,10.16,,,,,,,,,,,,,,,,,,,2,20.33,,,,,1,10.16,,,,,1,10.16,,,,,,,,,,
,,,,40~44,,,1,11.35,1,11.35,,,,,,,,,,,,3,34.06,,,,,,,,1,11.35,,,1,11.35,2,22.71,,,,,,,,,,,,,1,11.35,,,,,,,,,,,4,45.41,,,1,11.35,,,,,,
,,,,45~49,4,55.46,,,,,1,13.86,,,,,,,,,,4,55.46,,,,1,13.86,,,2,27.73,1,13.86,1,13.86,,,,,,,,,,,,,,,2,27.73,,,,,,,,,1,13.86,,,,,,,,,,,,
,,,,50~54,2,51.60,,,,,,,,,,,,,,,,5,129.00,,,,,,1,25.80,3,77.40,,,1,25.80,1,25.80,1,25.80,,,,,,,1,25.80,,,,,,,,,,,,,1,25.80,1,25.80,,,,,,,,,,
,,,,55~59,3,102.08,,,,,,,,,,,,,,,,5,170.13,,,,,,1,34.03,4,136.10,,,3,102.08,1,34.03,1,34.03,,,,,,,,,,,1,34.03,,,,,,,,,1,34.03,,,,,,,1,34.03,,,,
,,,,60~64,3,130.38,,,1,43.46,,,,,,,,,,,,8,347.67,1,,43.46,,,,,3,130.38,,,1,43.46,1,43.46,,,,,,,,,,,,,3,130.38,1,43.46,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,40.05,,,,,,,,,,,,,,,,1,40.05,,,,,,,,8,320.38,,,3,120.14,1,40.05,,,,,,,,,,,1,40.05,2,80.10,,,1,40.05,2,80.10,,,1,40.05,1,40.05,,,,,5,200.24,,,,
,,,,70~74,3,109.09,,,2,72.73,,,,,,,,,,1,36.36,11,400.00,,,,1,36.36,3,109.09,8,290.91,,,8,290.91,1,36.36,1,36.36,1,36.36,,,,,,,,,6,218.18,,,,,,,,,1,36.36,,,1,36.36,1,36.36,5,181.82,,,,
,,,,75~79,1,65.57,,,,,,,,,1,,,,65.57,,,4,262.30,,,,2,131.15,,,6,393.44,,,3,196.72,,,,,,,1,65.57,,,,,1,65.57,2,131.15,,,1,65.57,,,,,4,262.30,,,,,,,6,393.44,,,,
,,,,80~84,,,1,176.68,,,,,,,,,,,,,,2,353.36,,,,1,176.68,1,176.68,1,176.68,,,1,176.68,1,176.68,,,,,,,,,,,1,176.68,,,,,,,,,,,,,,,,,,,3,530.04,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,393.70,3,1181.10,,,,,1,393.70,,,,,,,,,,,,,2,787.40,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,23.67,,,,,,,,,,,,,,,,,,1,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.30,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,11.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,4,,,,42.68,,,,,,,,,,1,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21.34,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.63,,,,,,,,,1,12.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,10.60,,,1,10.60,,,,,2,,,,21.20,,,,,,,,,,,,1,10.60,,,,,,,,,1,10.60,,,,,,,,,,,,,,,,,,,,,1,10.60,,,,,,,,,,
,,,,35~39,2,19.97,,,,,,,,,,,,,,1,9.98,,,2,,19.97,,,,,,,,,2,19.97,,,,,,,,,,,,,1,9.98,,,,,,,2,19.97,,,,,1,9.98,,,,,,,,,,
,,,,40~44,2,22.30,,,,,,,,,,,,,,,,,,4,,44.60,,,,,,,4,44.60,2,22.30,,,1,11.15,1,11.15,,,,,,,2,22.30,,,1,11.15,,,,,,,1,11.15,2,22.30,,,1,11.15,,,,,,
,,,,45~49,8,103.43,1,12.93,,,,,,,,,,,,2,25.86,,,2,,25.86,,,,,,,2,25.86,,,1,12.93,,,1,12.93,,,,,,,3,38.78,,,,,,,1,12.93,,,3,38.78,3,38.78,,,,,,,,,,
,,,,50~54,3,67.52,,,,,,,2,45.01,,,,,,,,,,5,,112.54,1,22.51,,,,,1,22.51,2,45.01,,,1,22.51,,,,,,,,,,,,,,,,,,,,,,,1,22.51,,,,,,,,,,
,,,,55~59,,,,,1,34.01,1,34.01,,,,,,,,,,,,6,,204.08,,,,,1,34.01,1,34.01,2,68.03,,,,,1,34.01,,,,,,,1,34.01,1,34.01,,,,,,,,,1,34.01,,,,,,,,,,,,
,,,,60~64,4,167.86,,,,,,,,,1,,,,41.96,1,41.96,,,3,,125.89,,,,,,,3,125.89,3,125.89,,,2,83.93,1,41.96,1,41.96,,,,,4,167.86,,,,,,,,,,,5,209.82,,,,,2,83.93,,,,,,
,,,,65~69,1,43.18,,,2,86.36,,,,,,,,,,1,43.18,,,6,,259.07,,,,,,,3,129.53,12,518.13,,,1,43.18,1,43.18,2,86.36,,,,,3,129.53,,,,,,,,,,,2,86.36,,,,,5,215.89,,,,,,
,,,,70~74,2,70.60,,,1,35.30,,,,,,,,,,3,105.89,,,6,,211.79,,,,,2,70.60,4,141.19,7,247.09,,,4,141.19,,,1,35.30,,,2,70.60,3,105.89,,,,,,,,,,,4,141.19,1,35.30,,,4,141.19,,,,,,
,,,,75~79,2,115.74,,,1,57.87,,,,,,,,,,1,57.87,,,3,,173.61,,,,,1,57.87,2,115.74,9,520.83,,,3,173.61,,,,,1,57.87,3,173.61,5,289.35,,,,,,,,,,,2,115.74,1,57.87,1,57.87,4,231.48,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,,161.55,,,,,,,2,323.10,3,484.65,,,4,646.20,,,1,161.55,,,1,161.55,1,161.55,,,1,161.55,1,161.55,,,,,,,1,161.55,,,3,484.65,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,348.43,1,,348.43,,,,,,,,,1,348.43,,,,,1,348.43,,,,,,,,,,,,,,,,,,,,,,,,,2,696.86,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其他神經系統,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,11.92,,,,,,,,2,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,3,,,,31.52,,,2,21.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.51,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,19.55,,,,,,,,,,,,,,,,3,29.33,,,,1,9.78,2,19.55,1,9.78,,,1,9.78,,,,,,,,,,,,,,,1,9.78,,,2,19.55,,,,,,,,,,,,,,,,,,
,,,,40~44,4,42.90,,,,,,,,,1,,,,10.73,,,2,21.45,,,,2,21.45,1,10.73,,,,,1,10.73,,,,,,,,,2,21.45,1,10.73,,,1,10.73,,,1,10.73,,,,,,,,,,,,,,,,,,
,,,,45~49,2,24.49,1,12.24,,,,,,,1,,,,12.24,,,9,110.20,,,,,,1,12.24,1,12.24,,,2,24.49,,,,,,,1,12.24,1,12.24,,,,,,,1,12.24,1,12.24,,,,,,,,,,,,,,,,,,
,,,,50~54,5,95.53,,,1,19.11,,,,,,,,,,,,5,95.53,,,,,,2,38.21,,,,,,,,,,,,,,,2,38.21,,,,,1,19.11,2,38.21,3,57.32,,,,,,,,,,,,,,,,,,
,,,,55~59,1,33.51,,,,,1,33.51,,,1,,,,33.51,,,4,134.05,,,,1,33.51,,,,,1,33.51,,,,,,,,,,,1,33.51,,,,,1,33.51,3,100.54,1,33.51,,,,,,,,,,,,,,,,,,
,,,,60~64,2,79.30,1,39.65,,,,,1,39.65,,,,,,,,4,158.60,,,,2,79.30,4,158.60,,,2,79.30,1,39.65,,,1,39.65,,,,,2,79.30,1,39.65,,,,,,,1,39.65,,,,,2,79.30,,,,,,,,,,,,
,,,,65~69,1,46.23,,,1,46.23,1,46.23,,,1,,,,46.23,,,1,46.23,,,,1,46.23,7,323.62,,,1,46.23,,,1,46.23,,,,,,,4,184.93,,,,,1,46.23,3,138.70,,,,,,,2,92.46,,,,,,,,,,,,
,,,,70~74,1,35.65,,,,,,,,,1,,,,35.65,,,6,213.90,,,,,,12,427.81,1,35.65,3,106.95,,,2,71.30,,,1,35.65,1,35.65,3,106.95,,,,,,,1,35.65,1,35.65,,,,,3,106.95,,,,,,,,,,,,
,,,,75~79,1,51.87,2,103.73,,,,,,,2,,,,103.73,,,9,466.80,,,,1,51.87,9,466.80,,,2,103.73,3,155.60,2,103.73,,,,,4,207.47,6,311.20,,,,,,,5,259.34,,,1,51.87,1,51.87,6,311.20,,,,,,,,,,,,
,,,,80~84,,,,,,,1,137.17,,,,,,,,,,1,137.17,,,,,,4,548.70,1,137.17,1,137.17,,,2,274.35,,,,,,,3,411.52,,,1,137.17,,,2,274.35,,,,,,,2,274.35,,,,,,,,,,,,
,,,,85+,1,308.64,,,,,,,,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,2,617.28,,,,,,,,,,,,,,,1,308.64,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
