,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,49.38,,,,,,,,,1,,,,49.38,,,,,,,,1,,49.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,119.26,,,,,,,1,59.63,,,,,,,,,,,2,119.26,1,,59.63,,,,,,,1,59.63,,,1,59.63,1,59.63,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,81.17,,,,,,,,,,,,,,,,,,,4,324.68,,,,2,162.34,,,,,,,1,81.17,1,81.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,160.00,,,,,,,1,,,,160.00,,,,,,1,160.00,2,,320.00,,,,,1,160.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,303.95,,,1,,,,303.95,,,1,,303.95,1,303.95,2,,607.90,,,,,1,303.95,,,,,,,,,,,1,303.95,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,胰,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,24.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,23.56,,,,,,,,,,,,,,,,,,,,,,,,1,23.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,143.68,,,,,1,47.89,,,,,,,,,,,,,,,,,,,,1,47.89,1,47.89,1,47.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,47.21,1,47.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,101.27,,,,,3,151.90,,,,,,,,,,,,,,,,,,,,,,,,1,50.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,48.88,,,,,1,48.88,,,1,,,,48.88,,,,,,,,,,,,,,,1,48.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,50.15,,,,,,,,1,50.15,1,,50.15,1,50.15,1,,50.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,64.52,5,322.58,,,,,,,,2,129.03,,,,1,64.52,3,,193.55,,,1,64.52,2,129.03,2,129.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,179.05,2,,179.05,1,89.53,,,,,,,,1,89.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,152.21,1,,152.21,,,1,,152.21,1,152.21,,,1,152.21,,,1,152.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,323.62,,,,,,,,1,323.62,1,,323.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,877.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,造血系統及網狀內皮系統,,喉,,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,2,58.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,47.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,50.56,,,,,,,,,,,,,,,1,50.56,1,,50.56,,,,,1,50.56,1,50.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,48.29,,,,,,,,,1,,,,48.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,49.98,3,149.93,,,,,1,,,,49.98,2,99.95,,,,,,,,,,,,,1,49.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,130.89,,,3,196.34,1,65.45,,,1,,,,65.45,,,1,,65.45,,,,,,1,65.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,87.64,,,,,3,,,,262.93,2,175.28,1,,87.64,,,,,,1,87.64,1,87.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,146.20,,,1,146.20,,,1,146.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,638.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,胰,,胸腺、心臟與中隔,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51.26,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,27.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,1,39.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,50.51,,,,,,,,,,,,,,,1,,50.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,97.66,1,48.83,,,1,48.83,,,,,,,,,,,,,,,,,,,,1,48.83,,,1,48.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,153.85,,,1,,,,51.28,1,51.28,,,,,,,,,1,51.28,1,51.28,,,,,1,51.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,148.00,,,,,,,,,,,,,,,,,,,,1,49.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,63.13,1,63.13,,,,,,,,,,2,126.26,1,,63.13,,,,,,,,,,,,,,,,2,126.26,,,1,63.13,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,90.17,,,,,2,180.34,1,90.17,2,,,,180.34,1,90.17,1,,90.17,,,,,,1,90.17,,,,,,,,,,,1,90.17,1,90.17,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,133.69,2,267.38,1,,133.69,,,,,,1,133.69,,,,,,,,,1,133.69,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,714.29,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,,24.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.30,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,27.60,1,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,34.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,68.82,,,,,,,,,,,,,,,,,,
,,,,45~49,1,51.41,,,,,,,1,51.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,102.83,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,95.15,,,,,,1,47.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,53.05,,,,,,,1,53.05,1,,,,53.05,,,,,,,,,,,,,1,53.05,1,53.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,148.29,,,,,,2,98.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,60.75,,,,,,,1,60.75,1,,,,60.75,1,60.75,,,,2,121.51,2,,121.51,,,,,,,,,,,2,121.51,,,1,60.75,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,88.34,,,,,,,1,88.34,2,,,,176.68,1,88.34,,,,,,,,,,,,,,,,,1,88.34,,,1,88.34,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,136.99,1,136.99,,,,,,4,547.95,,,,,,,,,,,,,,,,,,,,,,,,,,,1,136.99,,,,,,,,,,,,,,,,
,,,,80~84,1,350.88,,,,,1,350.88,,,,,,,,,,,,,,,,,,,,,,,,1,350.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.87,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.43,,,,,,,,,,,,,,
,,,,25~29,1,23.72,,,,,1,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,24.68,1,24.68,1,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54.30,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,32.15,,,,,,,,,,,,,,,1,32.15,,,,,,,,,,,,,,,,,,,1,32.15,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,50.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,245.58,,,,,,,,,,,,,,1,49.12,,,,,,1,,49.12,2,98.23,,,,,,,,,,,,,1,49.12,,,1,49.12,,,,,,,,,1,49.12,,,,,,
,,,,55~59,2,106.72,,,,,,,,,,,,,,2,106.72,,,,,,1,,53.36,,,1,53.36,,,,,,,,,,,,,,,,,,,1,53.36,1,53.36,,,,,,,,,,
,,,,60~64,1,50.63,1,50.63,,,,,1,50.63,,,,,,5,253.16,,,,1,50.63,,,,2,101.27,,,2,101.27,1,50.63,,,,,,,,,,,1,50.63,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,57.11,,,,,,1,,57.11,1,57.11,,,1,57.11,2,114.22,1,57.11,,,,,,,,,1,57.11,,,,,,,,,,,,,,,,
,,,,70~74,1,85.76,,,,,,,1,85.76,1,,,,85.76,1,85.76,,,,,,1,,85.76,3,257.29,,,1,85.76,1,85.76,,,,,,,,,1,85.76,,,1,85.76,,,,,1,85.76,,,1,85.76,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,,134.77,1,134.77,1,,134.77,3,404.31,,,,,1,134.77,,,1,134.77,,,,,,,2,269.54,,,,,1,134.77,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.50,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,21.20,,,,,,,,,,,,,,,,,,,,,,1,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.18,,,1,24.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,26.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.13,,,,,,,,,,,,,,
,,,,40~44,2,59.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,48.26,,,,,,,,1,48.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,98.43,,,1,49.21,,,,,,,,,,,,,,,,,,,,1,49.21,,,,,,,,,,,,,,,,,1,49.21,1,49.21,,,,,,,,,,,,,,
,,,,55~59,2,104.49,,,,,,,,,,,,,,1,52.25,,,,2,104.49,,,,,,,,,,,,,,,,1,52.25,,,,,,,1,52.25,,,,,,,,,,,,,,
,,,,60~64,1,52.25,,,,,,,,,,,,,,3,156.74,2,,104.49,1,52.25,1,,52.25,,,,,,,,,1,52.25,1,52.25,2,104.49,,,,,,,2,104.49,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,55.46,,,,,,,,1,55.46,,,,6,332.78,,,,1,55.46,1,55.46,,,,,1,55.46,3,166.39,,,,,2,110.93,2,110.93,,,,,,,,,,,,,,,,
,,,,70~74,,,1,82.71,,,,,,,,,,,,2,165.43,1,,82.71,7,578.99,,,,2,165.43,,,1,82.71,,,1,82.71,1,82.71,,,,,,,,,,,1,82.71,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,134.77,4,539.08,,,,3,404.31,,,,2,269.54,,,,,,,,,1,134.77,,,,,,,2,269.54,,,1,134.77,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,1,23.00,,,1,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.23,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.26,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.30,,,,,,,,,1,25.30,,,,,,,,,,,,,,,,,,
,,,,40~44,3,86.93,,,,,,,2,57.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.98,,,,,1,28.98,,,,,,,,,,,,,,,,
,,,,45~49,2,87.15,,,,,,,,,,,,,,,,,,,,,1,,43.57,,,,,,,1,43.57,,,,,,,1,43.57,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,48.92,,,,,,,1,48.92,,,,,,,,,,,,,,,,,,,,,,1,48.92,,,,,1,48.92,,,,,2,97.85,,,,,,,,,,,,,,,,
,,,,55~59,3,157.15,,,,,,,2,104.77,,,,,,2,104.77,,,,,,,,,,,,,,,2,104.77,,,,,1,52.38,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,51.84,,,,,,,2,103.68,,,,,,1,51.84,1,,51.84,1,51.84,,,,,,,,,,2,103.68,,,1,51.84,,,,,1,51.84,,,,,,,,,,,,,,,,,,
,,,,65~69,2,109.11,,,1,54.56,,,1,54.56,2,,,,109.11,3,163.67,6,,327.33,,,3,,163.67,,,1,54.56,1,54.56,1,54.56,1,54.56,,,,,1,54.56,,,,,1,54.56,,,,,,,,,,,,,,
,,,,70~74,1,83.54,,,,,1,83.54,3,250.63,,,,,,,,3,,250.63,,,,,,,,,,,,1,83.54,,,,,,,1,83.54,,,,,1,83.54,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,124.38,1,124.38,,,,,,2,248.76,2,,248.76,1,124.38,1,,124.38,1,124.38,,,,,2,248.76,,,,,,,1,124.38,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,247.52,,,,,,,,,,,,,,2,,495.05,,,,,,1,247.52,,,,,,,,,,,,,1,247.52,,,,,1,247.52,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
