,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,57.47,2,,,,114.94,,,,,3,,172.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,60.06,1,60.06,,,,,,,,,,3,,180.18,,,,,,,,1,60.06,,,2,120.12,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,97.85,,,,,1,97.85,,,,,,,,,,,,1,,97.85,1,,97.85,1,97.85,,,1,97.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,胰,,,骨、關節及關節軟骨,,淋巴結,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,85.84,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,61.44,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.72,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,46.27,,,,,,,,,,,,,,,,,,,1,46.27,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,72.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,67.29,,,,,,,,,,,,,,,,,,,,,,,,1,67.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,64.98,1,64.98,,,,,,,,,,,,1,64.98,3,194.93,,,,,,,,,,,1,64.98,,,,,,,,,,,1,64.98,,,,,,,,,,,,,,
,,,,60~64,1,52.19,,,,,,,,,,,,,,1,52.19,,,,,,1,,52.19,1,52.19,,,1,52.19,,,,,,,,,1,52.19,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,57.84,2,115.67,,,,,,,,,,,,,,,1,,57.84,,,,,,,,,,,,,,,1,57.84,,,1,57.84,,,,,,,,,,,,
,,,,70~74,,,,,,,1,64.68,,,1,,,,64.68,1,64.68,,,1,,64.68,,,,,,,,,,1,64.68,1,64.68,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,2,170.79,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.40,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,337.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,胰,,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,1,31.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,152.91,1,76.45,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.80,,,,,,,,,2,135.59,,,,,,,,,,,,,,,,,,
,,,,55~59,3,205.20,,,,,1,68.40,1,68.40,,,,,,,,1,68.40,,,,1,,68.40,,,,,,,1,68.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,56.18,,,1,56.18,1,56.18,,,,,,,,2,112.36,,,,,,1,,56.18,,,,,1,56.18,,,,,,,,,,,1,56.18,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,58.96,1,58.96,4,,,,235.85,2,117.92,1,58.96,,,,,,,,,,,,,2,117.92,,,1,58.96,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,148.59,,,1,,74.29,,,,,,,,,,,,1,74.29,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,306.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,31.82,,,,,,,,,,,,,,,,,,,1,31.82,,,1,31.82,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.39,,,,,,,,,,
,,,,35~39,2,87.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.55,,,,,,
,,,,40~44,1,56.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.72,,,,,,
,,,,45~49,,,,,,,,,1,78.99,,,,,,,,1,78.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.99,,,,,,
,,,,50~54,1,69.78,1,69.78,,,,,,,3,,,,209.35,,,,,,,,,,,,,,,,,,,,,1,69.78,,,,,,,,,,,1,69.78,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,70.57,,,,,,,,,,,,,,,,,,,1,70.57,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,56.59,,,,,,1,,56.59,,,1,56.59,1,56.59,,,,,,,1,56.59,,,,,,,,,,,1,56.59,,,,,,
,,,,65~69,,,,,,,,,,,3,,,,181.49,,,,,1,,60.50,3,,181.49,,,,,,,,,,,,,3,181.49,,,,,1,60.50,1,60.50,2,120.99,,,,,,,,
,,,,70~74,1,75.19,,,1,75.19,,,1,75.19,1,,,,75.19,,,,,1,,75.19,4,,300.75,,,,,,,,,,,,,2,150.38,,,1,75.19,,,,,,,,,1,75.19,,,,
,,,,75~79,,,,,1,86.21,1,86.21,,,1,,,,86.21,,,,,1,,86.21,2,,172.41,2,172.41,,,,,,,,,,,1,86.21,,,,,,,,,1,86.21,,,,,,,,
,,,,80~84,,,,,,,,,1,301.20,,,,,,,,,,1,,301.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1111.11,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,42.61,,,,,,,,,,,,,,,,,,,,,1,,42.61,,,,,,,,,,,,,,,1,42.61,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,52.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,1,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,70.82,,,,,1,,70.82,,,,,,1,70.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,1,,69.44,,,,,,,,,,,,,,1,69.44,,,2,138.89,,,,,,,,,,,,,,,,
,,,,60~64,3,180.51,1,60.17,,,,,,,,,,,,1,60.17,2,120.34,3,,180.51,1,,60.17,,,1,60.17,,,,,,,,,1,60.17,1,60.17,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,60.83,,,,,1,,,,60.83,,,,,2,,121.65,,,,,,,,1,60.83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,77.94,1,,,,77.94,,,3,233.83,,,,,,,,,1,77.94,,,,,1,77.94,,,1,77.94,1,77.94,1,77.94,,,,,,,,,,,,,,
,,,,75~79,1,93.37,1,93.37,,,,,1,93.37,,,,,,,,1,93.37,2,,186.74,,,,,,1,93.37,,,1,93.37,,,,,1,93.37,,,1,93.37,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,199.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,862.07,,,,,,,,,,,,,,,,1,862.07,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腎,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,36.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,34.52,,,,,,,,,,,,,,,,,,,,,,,,1,34.52,,,,,,,1,34.52,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,42.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,49.31,,,,,1,49.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,76.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,73.53,,,,,3,220.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73.53,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,135.50,,,,,,,,3,203.25,,,,,,,,,,,1,67.75,,,,,1,67.75,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,64.02,,,,,3,192.06,,,,,,,,1,64.02,,,,,,,,,,,,,,,,,,,,,,,1,64.02,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,59.52,,,,,,,,1,59.52,1,59.52,,,,1,,59.52,1,59.52,,,,,,,1,59.52,,,,,1,59.52,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,156.01,,,2,,,,156.01,1,78.00,,,,,,,,,1,78.00,,,1,78.00,,,,,,,,,1,78.00,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,96.53,,,,,,,,3,289.58,,,1,,96.53,,,,,,,,,,,,,,,,1,96.53,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,2,1574.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,男性乳房,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,胰,,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.50,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,33.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,40.06,,,,,,,,,,,,,,,,1,40.06,,,,,,,,,,,1,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,45.96,,,,,,,,,,,,,,1,45.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,72.83,,,,,,,,,,1,72.83,,,,,,1,,72.83,,,,,,,1,72.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,74.96,,,,,,,,,,,,,,,,,,,,,1,74.96,,,,,1,74.96,,,,,,,,,,,,,,
,,,,55~59,1,68.26,,,,,,,,,2,,,,136.52,,,,,,,,,,,,,1,68.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,69.88,2,139.76,,,,,,,,,1,69.88,,,,,,,,,,,1,69.88,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,58.86,1,58.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,74.02,,,,,1,74.02,,,,,,,,1,74.02,2,148.04,1,,74.02,,,,,,,,,,,,,,,,1,74.02,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,96.71,,,,,1,96.71,,,,,,1,96.71,2,193.42,2,,193.42,,,,,,,,1,96.71,,,,,,,,,,,2,193.42,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,2,,312.99,,,,,,,,,,,,,,,,,,,,2,312.99,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,其他分界不明的部位,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,1,42.43,,,,,,,,,,,,,,,,,,,,,,1,42.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.44,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,34.57,,,,,,,,,,,,,,,,,,,,,,,,1,34.57,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.47,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,33.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,43.27,,,,,,,,1,,43.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,63.78,,,,,,,,,1,,,,63.78,,,,,,,,,,,1,63.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,78.74,,,,,,,,,1,,,,78.74,,,,,,,,1,,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,141.14,,,,,,,,,,,,,,1,70.57,1,70.57,1,,70.57,,,,1,70.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,70.32,,,,,,,,,2,,,,140.65,,,,,,,,1,,70.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,61.01,,,2,122.03,,,,,,,,,,,,,2,,122.03,,,1,61.01,,,1,61.01,1,61.01,,,,,1,61.01,1,61.01,1,61.01,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,1,,72.10,,,1,72.10,,,,,1,72.10,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,1,,107.18,,,,,,,,,,,,,,,,,,,1,107.18,,,,,,,,,,,,
,,,,80~84,,,1,150.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.21,,,1,33.21,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,36.68,,,,,,,,,,,,,,1,36.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,43.71,,,,,,,,,,,,,,,,,,,,,1,43.71,,,1,43.71,,,,,,,,,,,,,,
,,,,45~49,2,113.31,,,1,56.66,,,,,,,,,,,,,,,,,1,,56.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,79.81,,,,,,,,,1,,,,79.81,,,,,1,,79.81,,,,1,79.81,,,,,,,,,,,,,,,1,79.81,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,72.89,,,,,,1,72.89,1,72.89,,,,,,,,,,,1,72.89,,,,,,,,,,,1,72.89,,,,,,,,,,,,,,
,,,,60~64,,,1,73.42,,,,,,,,,,,,,,1,73.42,,,,,,,1,73.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,61.35,1,61.35,,,,,,,,1,61.35,,,,,,,,,,,,,,,,,,,,,,,1,61.35,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,74.29,2,148.59,,,,,,,,3,222.88,,,,1,,74.29,,,,,,,2,148.59,,,2,148.59,,,1,74.29,,,1,74.29,,,,,,,,,,,,
,,,,75~79,1,103.09,,,,,,,,,,,,,,,,,,,,,,,,,,1,103.09,,,,,,,,,,,,,,,1,103.09,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,286.53,,,,,,,1,143.27,,,1,143.27,,,,,,,,,,,,,1,143.27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
