,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,189.39,,,,,2,378.79,,,,,,,,,,,,,,2,378.79,,,,,1,189.39,,,,,,,,,1,189.39,,,,,1,189.39,,,1,189.39,1,189.39,,,,,,,,
,,,,75~79,,,1,411.52,,,,,,,,,,,,,,,1,,411.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,892.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,38.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,26.82,,,1,,,,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.54,,,,,,,,,,,,,,,1,29.54,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,52.83,,,,,,,,,1,,,,52.83,2,,105.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,4,254.61,,,,,,2,,127.31,,,,,,,,1,63.65,,,,,,,,,1,63.65,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,70.27,,,1,70.27,,,4,281.10,,,,,,,,,2,,140.55,,,,,,,,,2,140.55,2,140.55,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,72.41,,,1,72.41,1,,,,72.41,,,,2,,144.82,,,,,4,289.65,,,1,72.41,,,1,72.41,,,1,72.41,2,144.82,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,105.15,1,,105.15,1,,105.15,,,,,1,105.15,,,2,210.30,,,1,105.15,,,1,105.15,1,105.15,,,1,105.15,,,,,,,,,,,,,,
,,,,70~74,,,1,183.15,,,,,1,183.15,,,,,,2,,366.30,1,,183.15,,,,,,,1,183.15,,,,,,,,,,,1,183.15,,,2,366.30,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,,386.10,,,,,,,,,,,1,386.10,,,,,,,,,,,1,386.10,,,,,,,,,,,,,,
,,,,80~84,,,,,1,934.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,934.58,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,1,27.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,31.01,,,,,,,,,,,,,,,,,,,,,,,,,1,31.01,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.44,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.00,,,,,1,29.00,1,29.00,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,,42.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.63,,,,,,,,,1,52.63,,,,,,,,,,,,,,
,,,,50~54,2,130.12,1,65.06,,,,,,,,,,,,5,,325.31,,,,,,1,65.06,,,,,,,1,65.06,,,,,,,,,,,1,65.06,,,,,,,,,,,,,,
,,,,55~59,1,69.35,,,1,69.35,,,1,69.35,,,,,,4,,277.39,,,,,,,,1,69.35,1,69.35,1,69.35,,,,,1,69.35,,,,,1,69.35,1,69.35,,,,,,,,,,,,,,
,,,,60~64,1,74.63,,,,,,,,,1,,,,74.63,1,,74.63,,,,,,,,1,74.63,,,,,1,74.63,2,149.25,,,,,,,,,2,149.25,,,,,,,,,,,,,,
,,,,65~69,1,96.25,,,,,,,,,,,,,,5,,481.23,1,,96.25,1,96.25,1,96.25,2,192.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,171.82,,,,1,171.82,2,343.64,1,171.82,,,,,,,,,,,1,171.82,,,1,171.82,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,348.43,,,,,,,,,2,696.86,,,,,,,1,348.43,1,348.43,,,,,,,1,348.43,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,925.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,29.21,,,,,,,,,,,,,,,,,,,1,29.21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,54.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.88,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,66.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,1,,69.93,,,,,,,,,,,,,1,69.93,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,77.10,,,,,1,77.10,,,,,,,,1,,77.10,,,,1,77.10,,,1,77.10,,,1,77.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,94.16,2,188.32,1,94.16,2,188.32,,,,,,,,2,,188.32,1,,94.16,,,,,1,94.16,1,94.16,,,,,1,94.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,165.02,,,1,165.02,,,,,,,,,,,,,1,,165.02,,,1,165.02,1,165.02,,,,,1,165.02,,,1,165.02,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,327.87,1,327.87,1,327.87,,,,,,2,,655.74,,,,,,,,,,,,,,1,327.87,,,1,327.87,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,,1709.40,1,,854.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,43.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,33.59,,,1,33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,35.32,,,2,70.65,,,,,,,,,,1,,35.32,,,,,,,,,,,,1,35.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,115.41,,,,,,,,,1,,,,57.70,,,,1,,57.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,126.90,,,,,1,,,,63.45,1,,63.45,,,,1,63.45,,,1,63.45,1,63.45,,,1,63.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,71.23,,,,,,,,,,,,,1,,71.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,158.35,,,1,79.18,,,,,,,,,,,,1,79.18,,,,,1,79.18,1,79.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,92.08,,,1,92.08,3,,,,276.24,1,,92.08,,,,1,92.08,,,,,2,184.16,,,1,92.08,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,146.20,,,,,,,1,146.20,1,,,,146.20,1,,146.20,,,,,,1,146.20,,,1,146.20,,,3,438.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,284.90,,,,,1,,,,284.90,,,,1,,284.90,1,284.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,847.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1754.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,骨、關節及關節軟骨,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,36.48,,,,,,,,1,,36.48,,,,,,1,36.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,34.64,,,,,,,,,1,,,,34.64,,,,,,,,,,,,,,,,,,,,,1,34.64,1,34.64,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.91,,,,,1,31.91,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,33.65,,,,,,,,,,,,,,,,,,,,,,1,33.65,,,,,,,,,,,1,33.65,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,56.63,,,,,,,1,56.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,125.08,,,,,,,,,1,,,,62.54,,,,1,,62.54,,,1,62.54,,,,,,,1,62.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,72.67,3,,,,218.02,1,,72.67,,,,1,72.67,2,145.35,,,1,72.67,1,72.67,1,72.67,,,,,2,145.35,1,72.67,,,,,,,,,,,,,,,,,,
,,,,60~64,1,79.30,,,,,1,79.30,,,3,,,,237.91,,,,2,,158.60,2,158.60,,,1,79.30,,,1,79.30,,,,,1,79.30,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,90.66,,,1,90.66,,,1,90.66,1,,,,90.66,,,,,,,3,271.99,,,,,,,,,3,271.99,,,1,90.66,,,1,90.66,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,137.36,,,,,,,,,,,,,,,,,,4,549.45,2,274.73,1,137.36,,,,,,,1,137.36,,,,,2,274.73,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,253.81,,,1,,,,253.81,,,,1,,253.81,,,1,253.81,,,,,,,,,,,1,253.81,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,763.36,,,,1,,763.36,1,763.36,1,763.36,,,,,,,1,763.36,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2127.66,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.22,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,34.99,,,,,,,,,,,,1,34.99,,,,,,,,,,,1,34.99,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,38.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,36.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,32.67,,,,,,,1,,,,32.67,,,,,,,,,,,,,,,,,,,,,,,1,32.67,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,33.19,,,,,,,,,,,,,,,,,1,,33.19,,,,,1,33.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,105.43,,,,,,,2,105.43,,,,,,,,,,,,,,,,,,,,,,1,52.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,62.81,,,,,1,62.81,,,,,,,,,,,,,,,,,,,,1,62.81,,,,,1,62.81,1,62.81,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,75.53,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.53,,,,,,,,,,,1,75.53,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,2,,164.20,,,1,82.10,,,,,,,1,82.10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,87.18,2,174.37,,,,,,2,,174.37,1,,87.18,,,,,,,,,,,1,87.18,,,,,,,,,1,87.18,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,131.23,1,131.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,131.23,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,251.89,,,,,,,,,1,,251.89,,,,,,,1,251.89,,,1,251.89,,,1,251.89,,,,,1,251.89,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,657.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.97,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,34.31,,,,,,,1,,,,34.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,99.73,,,,,,,2,66.49,,,,,,1,,33.24,,,,1,33.24,,,,,,,,,,,,,,,1,33.24,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,96.11,,,,,,,2,96.11,,,,,,,,,,,,2,96.11,1,48.05,,,,,,,,,,,,,1,48.05,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,61.92,2,,,,123.84,,,,,,,,,,,,,,,,,,,2,123.84,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,76.80,,,,,,,3,230.41,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.80,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,2,,159.36,,,,,,,,,,,,1,79.68,1,79.68,1,79.68,1,79.68,1,79.68,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,89.05,,,,,1,89.05,1,89.05,,,,,,4,,356.19,,,,1,89.05,,,1,89.05,,,1,89.05,2,178.09,1,89.05,1,89.05,1,89.05,1,89.05,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,120.34,1,,,,120.34,1,,120.34,1,,120.34,3,361.01,,,,,,,,,1,120.34,,,1,120.34,1,120.34,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,229.36,,,1,229.36,,,,,,,,,,,,,,,,,,1,229.36,,,,,,,2,458.72,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,,1156.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.29,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,39.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,37.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,34.00,,,,,,,,,1,,,,34.00,,,,,,,1,34.00,,,1,34.00,,,,,,,,,1,34.00,,,1,34.00,,,1,34.00,,,,,,,,,,,,,,
,,,,45~49,1,44.72,,,,,1,44.72,,,1,,,,44.72,,,,,,,,,1,44.72,,,1,44.72,,,,,,,,,1,44.72,1,44.72,,,1,44.72,,,,,,,,,,,,,,
,,,,50~54,2,126.98,,,,,,,,,5,,,,317.46,,,,1,,63.49,,,,,1,63.49,1,63.49,,,,,,,,,,,,,,,3,190.48,,,,,,,,,,,,,,
,,,,55~59,1,78.62,,,,,,,,,4,,,,314.47,,,,,,,1,78.62,,,,,,,,,,,1,78.62,,,,,1,78.62,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,79.18,,,,,1,,,,79.18,,,,,,,2,158.35,,,1,79.18,,,,,,,,,1,79.18,,,,,,,,,,,,,,,,,,,,,,
