,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,14.85,,,,,,,,,,,1,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.98,1,9.98,,,,,,,1,9.98,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.56,,,,,,,,,,,,,,,,
,,,,30~34,1,11.34,,,,,,,,,,,,,,,,,,,,,,,,1,11.34,,,,,,,,,,,,,,,1,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,23.68,,,,,,,,,,,,,,,,,1,11.84,,,,,,1,11.84,,,,,,,1,11.84,,,,,,,,,,,,,1,11.84,,,,,,,1,11.84,1,11.84,,,,,,,,,,,,,,,,
,,,,40~44,6,71.68,,,1,11.95,,,,,2,,,,23.89,,,,1,11.95,,,,,,,,,,,,3,35.84,,,1,11.95,,,,,,,,,1,11.95,1,11.95,,,,,1,11.95,1,11.95,2,23.89,,,,,,,,,,,,,,,,
,,,,45~49,6,100.70,,,,,,,,,,,,,,,,,6,100.70,,,,,,3,50.35,2,33.57,,,1,16.78,,,,,,,1,16.78,,,1,16.78,1,16.78,1,16.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,7,146.84,,,,,,,,,,,,,,,,,8,167.82,,,,,,,,2,41.96,2,41.96,,,1,20.98,1,20.98,,,,,,,,,,,1,20.98,,,,,,,3,62.93,1,20.98,,,,,,,,,,,,,,,,
,,,,55~59,4,102.54,,,2,51.27,,,,,1,,,,25.63,,,,8,205.08,,,,,,2,51.27,3,76.90,,,1,25.63,3,76.90,,,1,25.63,,,,,,,,,1,25.63,,,,,,,1,25.63,1,25.63,,,1,25.63,,,,,,,,,,,,
,,,,60~64,1,33.29,1,33.29,,,,,1,33.29,,,,,,,,,2,66.58,,,,,,2,66.58,2,66.58,,,2,66.58,,,,,,,,,,,,,1,33.29,2,66.58,,,2,66.58,,,1,33.29,2,66.58,,,,,,,,,,,,,,,,
,,,,65~69,3,115.96,,,1,38.65,1,38.65,1,38.65,,,,,,,,,3,115.96,,,,,,2,77.31,5,193.27,1,38.65,1,38.65,1,38.65,,,,,,,,,,,1,38.65,1,38.65,,,,,,,1,38.65,1,38.65,1,38.65,2,77.31,,,,,,,,,,,,
,,,,70~74,,,,,,,1,60.75,,,1,,,,60.75,,,,3,182.26,,,,,,,,6,364.52,,,3,182.26,,,,,,,,,,,1,60.75,,,3,182.26,,,,,1,60.75,3,182.26,,,1,60.75,2,121.51,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,117.51,,,,,1,,117.51,,,3,352.53,,,3,352.53,,,2,235.02,,,,,,,,,,,,,,,,,,,2,235.02,,,,,2,235.02,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,516.80,,,,,,,,,,,,,,,,,,,,,,,1,258.40,,,1,258.40,,,,,1,258.40,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,680.27,,,,,,,,,,,,,,,,,,,,,1,680.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,,,,,,,,,1,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,1,9.40,,,,,,,,,,1,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.71,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,11.52,,,,,,,,,,,,,1,,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,23.96,,,,,,,,,,,,,,,,,,,,,1,,11.98,,,,,,,,,1,11.98,,,,,,,,,,,,,1,11.98,,,,,,,,,,,1,11.98,,,,,,,,,,,,,,
,,,,40~44,3,36.33,,,,,,,,,,,,,,,,,4,48.44,,,,,,,,,,,,,,1,12.11,,,,,,,,,,,,,,,,,,,,,,,1,12.11,1,12.11,,,,,,,,,,,,,,
,,,,45~49,13,193.57,,,,,,,,,,,,,,,,,4,59.56,,,,,,1,14.89,1,14.89,,,,,4,59.56,,,,,1,14.89,,,1,14.89,,,1,14.89,,,,,,,,,2,29.78,,,,,,,,,,,,,,,,
,,,,50~54,2,44.55,,,,,,,,,,,,,,3,,66.83,3,66.83,,,,,,,,1,22.28,,,,,1,22.28,,,,,,,,,,,2,44.55,,,,,2,44.55,,,,,,,,,1,22.28,,,,,,,,,,,,
,,,,55~59,3,72.17,,,1,24.06,,,,,,,,,,,,,5,120.28,,,,,,,,3,72.17,,,,,1,24.06,1,24.06,,,,,,,,,,,4,96.22,,,,,,,1,24.06,1,24.06,,,,,,,,,,,,,,,,
,,,,60~64,1,32.74,,,,,,,,,,,,,,,,,5,163.72,,,,,,2,65.49,2,65.49,2,65.49,,,2,65.49,1,32.74,1,32.74,,,,,,,,,1,32.74,,,,,,,,,2,65.49,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,38.31,,,,,1,,,,38.31,1,,38.31,6,229.89,,,1,,38.31,1,38.31,8,306.51,,,,,7,268.20,1,38.31,1,38.31,,,1,38.31,,,,,5,191.57,,,1,38.31,,,,,1,38.31,1,38.31,,,,,2,76.63,,,,,,,,
,,,,70~74,,,1,55.71,2,111.42,,,,,,,,,,,,,3,167.13,,,1,,55.71,1,55.71,8,445.68,,,,,2,111.42,3,167.13,,,,,,,,,,,2,111.42,,,,,,,,,1,55.71,,,,,2,111.42,2,111.42,,,,,,,,
,,,,75~79,1,103.20,,,,,1,103.20,,,,,,,,,,,6,619.20,,,,,,,,2,206.40,,,1,103.20,2,206.40,,,,,,,,,,,1,103.20,2,206.40,,,1,103.20,,,,,2,206.40,,,,,,,2,206.40,,,,,,,,
,,,,80~84,,,,,1,249.38,,,,,1,,,,249.38,,,,,,,,,,,1,249.38,,,,,,,,,,,,,,,,,,,,,1,249.38,,,,,,,,,1,249.38,,,,,,,1,249.38,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,653.59,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30.34,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,13.45,,,,,,,,,,,,,,,,,1,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.69,,,,,,,,,,,,,,,,,1,9.69,,,,,,,,,,
,,,,20~24,,,,,1,9.79,,,,,,,,,,,,,,,1,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,10.84,,,,,,,,,,,,,,,,,,,,,,1,10.84,1,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.72,,,1,11.72,,,,,,,,,,,1,11.72,,,,,,,,,,,,,1,11.72,,,,,,,,,,,,,,,,
,,,,35~39,4,47.74,,,,,,,1,11.93,,,,,,,,,1,11.93,,,,,,,,,,,,1,11.93,,,,,,,,,,,,,,,,,1,11.93,,,,,,,,,,,,,3,35.80,,,,,,,,,,
,,,,40~44,5,61.64,1,12.33,,,,,1,12.33,,,,,,1,,12.33,,,2,24.66,,,,,,1,12.33,1,12.33,1,12.33,,,1,12.33,,,,,,,,,,,,,,,3,36.99,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,56.04,,,,,,,1,14.01,,,,,,1,,14.01,,,5,70.05,,,,,,,,3,42.03,,,,,,,,,1,14.01,,,,,1,14.01,,,,,,,1,14.01,,,,,,,,,2,28.02,,,,,,,,,,
,,,,50~54,9,200.27,,,,,,,,,,,,,,1,,22.25,,,11,244.77,1,,22.25,1,22.25,,,,,,,,,,,2,44.50,,,1,22.25,,,,,,,1,22.25,,,,,1,22.25,,,1,22.25,2,44.50,1,22.25,,,,,,,,,,
,,,,55~59,4,93.15,,,1,23.29,,,,,,,,,,1,,23.29,,,10,232.88,,,,,,4,93.15,2,46.58,,,,,,,,,1,23.29,,,,,,,,,1,23.29,,,,,1,23.29,1,23.29,,,,,2,46.58,1,23.29,,,,,,,,
,,,,60~64,5,164.04,,,1,32.81,,,,,1,,,,32.81,,,,,,5,164.04,,,,1,32.81,3,98.43,6,196.85,,,,,1,32.81,,,,,,,,,,,,,,,2,65.62,,,4,131.23,,,,,3,98.43,2,65.62,3,98.43,,,,,,,,
,,,,65~69,1,38.10,,,,,,,,,,,,,,1,,38.10,,,9,342.86,,,,,,1,38.10,4,152.38,1,38.10,1,38.10,1,38.10,,,,,1,38.10,,,,,,,,,,,,,1,38.10,,,,,1,38.10,2,76.19,3,114.29,,,,,,,,
,,,,70~74,,,,,1,51.02,,,,,,,,,,3,,153.06,,,5,255.10,,,,,,1,51.02,5,255.10,1,51.02,,,4,204.08,,,,,,,,,,,1,51.02,1,51.02,,,1,51.02,,,,,,,3,153.06,1,51.02,4,204.08,,,,,,,,
,,,,75~79,2,198.02,,,,,,,,,,,,,,1,,99.01,,,3,297.03,,,,,,2,198.02,3,297.03,,,,,2,198.02,,,,,1,99.01,,,,,2,198.02,,,1,99.01,,,,,,,,,,,,,3,297.03,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,224.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,224.22,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,552.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,552.49,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.99,,,,,,,,,,,,,,
,,,,25~29,1,10.77,,,,,,,,,,,,,,1,,10.77,,,1,10.77,,,,,,,,,,,,,,,,1,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.56,,,,,,,1,11.56,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,35.22,,,1,11.74,1,11.74,,,,,,,,1,,11.74,,,,,,,,1,11.74,,,,,,,,,,,,,1,11.74,,,,,,,,,,,,,,,,,,,3,35.22,,,,,,,,,,,,,,
,,,,40~44,9,109.36,,,,,,,,,,,,,,4,,48.60,,,1,12.15,,,,1,12.15,,,,,,,,,1,12.15,,,,,,,1,12.15,2,24.30,,,1,12.15,,,,,1,12.15,1,12.15,,,,,,,,,,,,,,,,
,,,,45~49,6,79.26,,,1,13.21,1,13.21,1,13.21,,,,,,8,,105.68,,,,,2,,26.42,,,1,13.21,1,13.21,1,13.21,,,,,,,,,,,,,1,13.21,,,,,,,,,,,1,13.21,1,13.21,,,,,,,,,,,,,,
,,,,50~54,9,191.29,1,21.25,,,1,21.25,,,,,,,,7,,148.78,,,1,21.25,4,,85.02,,,,,3,63.76,,,,,,,,,,,,,,,1,21.25,,,,,,,,,,,,,3,63.76,,,,,1,21.25,,,,,,,,
,,,,55~59,2,44.97,,,,,,,4,89.95,,,,,,16,,359.79,,,1,22.49,3,,67.46,,,1,22.49,2,44.97,1,22.49,1,22.49,,,,,,,,,,,3,67.46,,,1,22.49,1,22.49,,,,,4,89.95,,,,,,,3,67.46,,,,,,,,
,,,,60~64,3,93.60,,,,,,,,,1,,,,31.20,10,,312.01,,,6,187.21,5,,156.01,,,,,1,31.20,4,124.80,,,,,,,,,,,,,7,218.41,,,,,1,31.20,,,,,4,124.80,,,,,,,,,,,,,,,,
,,,,65~69,3,112.78,1,37.59,,,,,2,75.19,,,,,,6,,225.56,,,5,187.97,2,,75.19,,,,,3,112.78,1,37.59,,,,,,,,,,,,,2,75.19,1,37.59,1,37.59,1,37.59,,,1,37.59,,,,,,,1,37.59,5,187.97,,,,,,,,
,,,,70~74,1,47.76,1,47.76,,,,,,,,,,,,7,,334.29,1,47.76,1,47.76,7,,334.29,,,,,1,47.76,2,95.51,,,,,,,,,1,47.76,,,2,95.51,,,1,47.76,,,,,,,3,143.27,,,1,47.76,1,47.76,4,191.02,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,,275.74,,,2,183.82,4,,367.65,,,,,1,91.91,,,2,183.82,,,,,,,,,,,2,183.82,,,,,,,,,,,,,,,,,,,1,91.91,,,,,,,,
,,,,80~84,,,1,206.61,,,,,1,206.61,,,,,,1,,206.61,,,,,1,,206.61,,,,,1,206.61,1,206.61,1,206.61,,,,,,,,,,,,,,,,,1,206.61,,,,,1,206.61,,,,,1,206.61,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,473.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,2,19.46,,,,,,,,,,,1,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,10.76,,,,,,,,3,,32.29,,,1,10.76,,,,,,,,,,,,,,,,,,,,,,,,1,10.76,1,10.76,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,5,57.25,,,,,1,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.45,1,11.45,,,,,,,,,,,,,,,,,,,2,22.90,,,,,,,,,,,,,,,,
,,,,35~39,6,70.88,,,,,2,23.63,1,11.81,,,,,,6,,70.88,1,11.81,,,1,,11.81,,,,,,,,,,,,,,,,,1,11.81,,,,,,,,,1,11.81,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,60.42,1,12.08,,,,,,,,,,,,3,,36.25,1,12.08,1,12.08,1,,12.08,4,48.33,,,1,12.08,3,36.25,,,,,,,,,1,12.08,,,,,,,,,,,2,24.17,,,,,,,,,,,,,,,,,,,,
,,,,45~49,5,64.05,,,,,,,,,,,,,,13,,166.54,,,,,3,,38.43,,,,,3,38.43,3,38.43,,,,,,,,,1,12.81,2,25.62,,,,,,,,,1,12.81,,,6,76.86,,,1,12.81,,,,,,,,,,,,
,,,,50~54,8,161.55,,,,,,,2,40.39,,,,,,9,,181.74,,,2,40.39,1,,20.19,,,1,20.19,,,,,1,20.19,,,,,,,,,,,,,,,,,,,,,2,40.39,4,80.78,,,,,,,,,,,,,,,,
,,,,55~59,6,133.75,1,22.29,1,22.29,,,,,,,,,,10,,222.92,,,4,89.17,1,,22.29,,,1,22.29,,,1,22.29,1,22.29,,,,,,,1,22.29,2,44.58,,,,,,,,,,,,,2,44.58,,,1,22.29,,,,,,,,,,,,
,,,,60~64,4,120.34,,,,,,,3,90.25,,,,,,8,,240.67,,,3,90.25,6,,180.51,,,,,2,60.17,1,30.08,,,,,,,,,,,2,60.17,,,1,30.08,2,60.17,,,,,,,4,120.34,1,30.08,2,60.17,,,,,,,,,,,,
,,,,65~69,4,150.77,,,,,,,,,1,,,,37.69,10,,376.93,,,4,150.77,7,,263.85,,,,,1,37.69,1,37.69,1,37.69,,,,,1,37.69,2,75.39,5,188.47,,,,,1,37.69,,,,,,,,,,,6,226.16,,,,,,,,,,,,
,,,,70~74,1,45.93,4,183.74,1,45.93,,,,,,,,,,6,,275.61,,,1,45.93,12,,551.22,,,,,2,91.87,,,,,,,,,,,2,91.87,3,137.80,,,,,2,91.87,,,,,6,275.61,1,45.93,,,3,137.80,,,,,,,,,,,,
,,,,75~79,,,1,83.47,,,,,4,333.89,,,,,,7,,584.31,,,1,83.47,3,,250.42,,,,,1,83.47,,,,,,,,,2,166.94,,,1,83.47,,,,,1,83.47,,,,,4,333.89,,,,,2,166.94,,,,,,,,,,,,
,,,,80~84,,,1,190.48,,,,,3,571.43,,,,,,,,,,,,,2,,380.95,,,,,2,380.95,,,1,190.48,,,,,,,,,,,,,,,,,,,,,1,190.48,,,,,3,571.43,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,409.84,,,,,,,,,,,,,,,,,,,,1,409.84,,,,,1,409.84,,,,,,,,,,,,,1,409.84,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
