,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,168.35,,,,,,,1,84.18,,,,,,,,,,,,,1,,84.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,85.18,2,170.36,,,,,,,,,1,85.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,110.99,1,110.99,,,2,221.98,,,,,,,,,1,110.99,,,,,,,,1,110.99,,,,,,,1,110.99,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,214.13,,,,,,,,,,,,,1,,214.13,,,,,,,1,214.13,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,286.53,,,,,,1,286.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,833.33,,,,,,,,,,,,,1,,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,1818.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,63.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,40.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,2,,,,103.36,,,,,,,,,,,,,,,,,,,,,,,1,51.68,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,62.93,,,2,,,,125.87,,,,,,,,,,,,,,,,,,,,,,,1,62.93,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,90.66,,,,,,,,1,,90.66,,,,,1,90.66,,,1,90.66,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,97.75,,,1,,,,97.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,,84.25,,,,,,,,,,,,,,1,84.25,,,1,84.25,1,84.25,,,,,,,,,,,,,,
,,,,55~59,,,,,1,86.51,,,,,,,,,,,,,,,1,86.51,,,,,,,,1,86.51,,,1,86.51,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,99.50,1,99.50,,,,,,1,,99.50,1,99.50,1,99.50,,,,,,,,,,,,,,,,,,1,99.50,,,,,,,,,,,,
,,,,65~69,1,161.81,1,161.81,,,,,,,1,,,,161.81,,,,,,2,323.62,2,,323.62,,,1,161.81,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,1,215.52,,,,,,,,1,215.52,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,277.78,,,,,,,,,,,,,,,1,277.78,1,277.78,,,,1,277.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,666.67,,,,,,,,,,,,,,,,,,1,666.67,1,666.67,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,消化器官其他分界不明部位,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,1,61.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,,45.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,41.08,,,,,,,,,1,41.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,48.12,,,,,,,,,,,,,,,,,1,48.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,62.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,80.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,3,310.88,1,,103.63,1,103.63,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,168.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,175.13,1,87.57,,,,,2,175.13,,,,,,,,,,,3,262.70,,,,,,1,87.57,,,,,,,,,,,2,175.13,,,,,,,,,,,,
,,,,60~64,1,95.06,,,,,1,95.06,2,190.11,,,,,,1,,95.06,,,2,190.11,1,,95.06,1,95.06,,,1,95.06,,,,,1,95.06,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,160.77,2,321.54,,,,,,,,,,,,,1,,160.77,,,,,,,,,,,,,,,1,160.77,1,160.77,,,,,,,,,,
,,,,70~74,1,193.80,,,,,,,1,193.80,,,,,,,,,,,2,387.60,1,,193.80,1,193.80,,,,,,,,,,,,,,,1,193.80,,,,,,,,,,
,,,,75~79,,,,,,,2,569.80,2,569.80,,,,,,,,,1,284.90,2,569.80,,,,,,,,,,2,569.80,1,284.90,,,1,284.90,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1754.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,1,47.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,47.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,59.42,,,,,,,,,1,,,,59.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,74.07,,,,,1,74.07,,,,,,,,,,,,,,,1,,74.07,,,,,1,74.07,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,108.81,1,108.81,,,,,,,1,,,,108.81,,,,,,,,,,,,,,,,,,,,,1,108.81,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,84.25,1,,84.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,87.87,1,87.87,,,1,,,,87.87,,,,2,175.75,,,,,,,,,,,,,,,,,,,,1,87.87,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,2,189.39,,,,,,,,1,94.70,,,,,1,94.70,1,94.70,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,294.99,2,,294.99,,,1,147.49,,,,1,147.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,190.84,,,,1,190.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,280.11,,,,,,,,,1,280.11,,,1,,280.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1075.27,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,,,胃,,,食道,,胰,,喉,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,1,46.99,,,,,1,,,,46.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,46.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,68.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.17,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,1,,105.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,174.52,3,261.78,,,,,,,,,,,,,,,1,87.26,,,,,,,,1,87.26,1,87.26,,,1,87.26,,,,,,,,,,,,,,,,,,
,,,,55~59,2,174.98,2,174.98,,,1,87.49,2,174.98,,,,,,,,,,,,,,,,1,87.49,,,,,1,87.49,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,90.99,1,90.99,,,,,2,181.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.99,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,267.02,,,,,,,,,,,,,1,,133.51,,,,,,,,,,,,,1,133.51,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,202.02,,,,,,,,,,,1,202.02,,,,1,202.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,536.19,,,,,1,268.10,,,,,,,,2,,536.19,,,,,,,,,,,,,,,,,,,,1,268.10,,,,,,,,,,,,,,
,,,,80~84,1,460.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,460.83,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,胸膜,,,喉,,結直腸癌,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,49.02,,,,,,,,,,,,,,,,,,,,,,,,1,49.02,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,130.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,100.50,,,,,,,2,201.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,91.58,,,,,,,1,91.58,,,,,,1,,91.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,87.72,,,,,,,1,87.72,,,,,,2,,175.44,,,2,175.44,,,,,,,,,,1,87.72,1,87.72,1,87.72,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,92.68,1,92.68,1,,,,92.68,1,,92.68,1,92.68,,,,,,1,92.68,,,,,1,92.68,1,92.68,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,123.76,,,1,123.76,1,123.76,,,,,,,,,,,,,,,,,,,,,,,,2,247.52,2,247.52,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,193.05,,,1,193.05,3,,,,579.15,2,,386.10,,,,,1,,193.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,274.73,1,,274.73,,,,,,,,,,1,274.73,,,,,,,1,274.73,,,,,,,,,,,,,,,,
,,,,80~84,1,438.60,,,,,,,,,,,,,,1,,438.60,,,,,,,,,,,,,,,,,,1,438.60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,胸腺、心臟與中隔,,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,1,,50.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,53.08,,,1,,,,53.08,,,,,,,,,,,,,,,,,2,106.16,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,201.01,,,2,,,,201.01,,,,1,100.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,87.26,1,87.26,1,87.26,,,,,,,,,1,87.26,1,87.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,186.74,1,93.37,3,,,,280.11,2,,186.74,,,,,,,,1,93.37,,,,,,,1,93.37,,,,,,,,,,,,,,,,,,
,,,,65~69,1,113.12,1,113.12,,,1,113.12,,,2,,,,226.24,2,,226.24,,,,,,,,2,226.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,193.05,2,386.10,,,1,,,,193.05,2,,386.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,1,280.90,,,2,561.80,,,1,280.90,,,,,,,,,,,,,,,,,,
,,,,80~84,1,429.18,,,,,2,858.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000.00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,,食道,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,1,51.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,60.24,1,60.24,,,,,,,,,,,,,1,,60.24,1,60.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,160.00,,,,,,,,,,,,,,,,2,160.00,1,80.00,,,1,80.00,,,1,80.00,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,105.60,2,,,,211.19,1,,105.60,1,105.60,,,,,,1,105.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,176.21,,,,,,1,,88.11,,,,,1,,88.11,1,88.11,,,,,1,88.11,,,1,88.11,,,,,,,,,,,,,,,,
,,,,60~64,1,93.98,,,,,1,93.98,1,93.98,1,,,,93.98,3,,281.95,,,,,1,,93.98,,,,,,,1,93.98,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,107.41,,,,,,,4,429.65,,,,,,,,,,,1,107.41,2,,214.82,1,107.41,,,1,107.41,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,193.80,,,,,,,1,193.80,,,,,,,,,,,,,,,,,,,,,,1,193.80,,,1,193.80,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,258.40,1,,258.40,,,,,1,,258.40,,,,,,,1,258.40,1,258.40,,,1,258.40,,,,,,,,,,,,,,
,,,,80~84,,,1,465.12,,,,,1,465.12,,,,,,2,,930.23,,,,,,,,,,,,,,1,465.12,,,,,1,465.12,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,909.09,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,100.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.03,,,,,,,,,,,,,,
,,,,40~44,,,,,1,59.24,,,1,59.24,,,,,,,,,,,1,59.24,,,,,,,,,,,,,,,,1,59.24,,,,,,,,,,,,,,
,,,,45~49,2,145.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,110.38,,,,,,1,,110.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,88.73,,,,,,,1,88.73,,,,,,,,,,,,,1,,88.73,,,,,1,88.73,,,,,,,,,1,88.73,,,,,,,,,,,,
,,,,60~64,,,,,1,94.25,,,3,282.75,,,,,,1,,94.25,,,3,282.75,,,,1,94.25,,,1,94.25,3,282.75,,,1,94.25,,,,,,,,,,,,,,,,
,,,,65~69,,,1,107.99,,,,,2,215.98,,,,,,2,,215.98,1,107.99,1,107.99,,,,,,,,,,2,215.98,1,107.99,1,107.99,,,,,,,,,,,,,,,,
,,,,70~74,1,174.52,,,,,,,,,,,,,,1,,174.52,1,174.52,1,174.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,257.73,3,773.20,,,,,,1,,257.73,,,,,,,,1,257.73,,,,,1,257.73,1,257.73,1,257.73,,,,,1,257.73,,,,,,,,,,
,,,,80~84,,,,,,,,,1,450.45,1,,,,450.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,877.19,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,,61.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,1,,49.31,,,,,,,,,,,,,,,,,,,1,49.31,,,,,,,,
,,,,40~44,2,118.98,,,,,,,2,118.98,,,,,,,,,,,1,59.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,135.78,,,,,,,2,135.78,,,,,,1,,67.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
