,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,278.55,1,,278.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,862.07,,,,,,,,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,2702.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,,胰,,胸腺、心臟與中隔,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,38.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,73.86,,,,,,1,,73.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,192.49,,,,,1,,,,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,93.11,1,93.11,,,,,,1,,93.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,90.74,,,,,,1,,90.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,116.41,1,116.41,,,,,,,,,,1,,116.41,1,,116.41,,,,,,,,1,116.41,,,1,116.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,,201.21,1,201.21,,,,,,,,1,201.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,1,268.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,胸腺、心臟與中隔,,,胸膜,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,2,,70.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,36.89,,,,,,,,,,,,,,,,,,,,,,,,,1,36.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,79.18,1,79.18,,,,,,,,,,,,,,,,1,,79.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,91.66,1,91.66,,,,,,,,,,,,,,,,,,,,,,,,,1,91.66,1,91.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,3,298.51,,,,,,,,,,1,,99.50,1,,99.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,1,,87.87,,,,,,,,,,,,,,1,87.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,110.99,,,,,1,,,,110.99,1,,110.99,4,,443.95,1,110.99,,,,,,1,110.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,193.80,,,,2,,387.60,,,,,,,,,,,,,,1,193.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,251.89,,,,,,1,,251.89,1,,251.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,淋巴結,,,結直腸癌,,睪丸,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,,41.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,1,,31.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,,35.27,,,1,35.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,48.12,,,,,,,2,,,,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,82.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,104.71,1,104.71,,,1,104.71,,,1,,,,104.71,,,,,,,,,,,,2,209.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,91.91,2,183.82,1,,,,91.91,1,,91.91,,,,1,91.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,214.36,1,107.18,,,1,107.18,,,,,,2,,214.36,,,,2,214.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,372.44,,,,,2,372.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,,498.75,,,,,,,,,,,,,1,249.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,769.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,2173.91,,,,,,,1,,,,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,食道,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,35.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,81.77,,,,,,,,1,,81.77,,,,,,,,,1,81.77,,,,,,,,,2,163.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,161.42,,,1,,,,80.71,,,,,,,,,,,,,,1,80.71,,,,,1,80.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,104.60,,,1,104.60,4,418.41,1,104.60,,,,,,,,,,,,,,,,,,,1,104.60,,,,,,,,,1,104.60,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,184.16,,,,,,,,,,,,,,1,92.08,,,,,,2,184.16,,,1,92.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,107.18,1,107.18,,,,,,,,,,,,,,,2,,214.36,,,,,,,,3,321.54,1,107.18,,,1,107.18,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,348.43,,,1,,,,174.22,,,,2,,348.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,256.41,,,2,512.82,1,256.41,3,,,,769.23,,,,1,,256.41,,,,,,,,,,,,,,,,,,1,256.41,1,256.41,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,617.28,,,,,,,1,,,,617.28,,,,,,,,,1,,617.28,,,1,617.28,,,1,617.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,,其他男性生殖器官,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,淋巴結,,喉,,結直腸癌,,腎,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.89,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,32.14,,,,1,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,2,,71.56,,,,,,,,,,,1,35.78,,,,,,,1,35.78,,,,,,,,,,,,,,,,
,,,,40~44,1,40.14,,,1,40.14,,,,,2,,,,80.29,,,,1,,40.14,1,40.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,141.64,,,,,,,,,1,,70.82,1,70.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,3,,,,218.98,,,,,,,,,1,,72.99,,,2,145.99,,,,,,,,,,,,,,,1,72.99,,,,,,,,,,,,,,,,
,,,,55~59,,,1,99.50,,,,,,,1,,,,99.50,,,,,,,,,2,,199.00,,,,,,,,,1,99.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,89.45,1,89.45,,,3,,,,268.34,,,,,,,1,89.45,2,,178.89,,,2,178.89,,,,,,,2,178.89,,,,,,,,,1,89.45,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,102.67,1,,,,102.67,,,,,,,,,3,,308.01,3,308.01,,,1,102.67,,,,,2,205.34,1,102.67,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,151.98,,,,,,,2,,,,303.95,,,,,,,1,151.98,4,,607.90,2,303.95,1,151.98,,,1,151.98,,,1,151.98,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,269.54,,,,,,,,,,,,1,269.54,2,,539.08,3,808.63,,,,,,,,,1,269.54,,,,,,,,,1,269.54,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,492.61,1,,492.61,,,,,,,,,1,492.61,,,,,,,,,,,1,492.61,,,1,492.61,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1754.39,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,,肝及肝內膽管,,,其他內分泌腺,,其他分界不明的部位,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,33.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.76,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.75,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,1,,37.15,,,1,,37.15,,,,,,,1,37.15,,,,,,,1,37.15,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,2,,131.75,1,65.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,74.57,,,,,,,,,2,,149.14,,,,,,,,,,1,74.57,,,,,,,,,,,,,,,1,74.57,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,1,,101.42,,,,,,,,1,101.42,,,4,405.68,,,,,1,101.42,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,1,,97.75,,,,,,1,97.75,2,195.50,,,4,391.01,,,2,195.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,101.63,1,101.63,,,1,,,,101.63,,,,4,,406.50,,,,,,,,5,508.13,,,3,304.88,1,101.63,,,,,1,101.63,1,101.63,,,1,101.63,,,,,,,,,,,,,,
,,,,70~74,,,1,142.86,1,142.86,,,,,,,,,,,,,1,,142.86,,,,,,1,142.86,2,285.71,,,1,142.86,1,142.86,,,1,142.86,,,,,1,142.86,,,1,142.86,,,,,,,,,,,,
,,,,75~79,1,280.90,,,1,280.90,,,1,280.90,,,,,,,,,,,,,,,,,,,,,,,1,280.90,,,,,1,280.90,,,1,280.90,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,465.12,,,,,,,,,,,,,1,465.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,肝及肝內膽管,,,,,其他內分泌腺,,,其他分界不明的部位,,,直腸與肛門,,肺、支氣管及氣管,,,後腹膜腔及腹膜,,胃,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,1,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.33,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.68,,,,,,,,,,,,,,,,,1,32.68,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,,30.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,31.74,,,,1,,31.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.50,,,,,,,,,,,,,,,,
,,,,45~49,1,54.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.73,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,79.30,,,,,,,,,,,,,,,,,,,,1,79.30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,93.20,,,,,1,93.20,,,2,,,,186.39,,,,,,,,,3,,279.59,,,,,1,93.20,,,,,,,,,,,,,1,93.20,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,105.71,,,,,1,,,,105.71,,,,,,,,,2,,211.42,,,1,105.71,1,105.71,2,211.42,,,1,105.71,,,,,1,105.71,1,105.71,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,97.94,5,,,,489.72,,,,,,,1,97.94,3,,293.83,,,1,97.94,,,,,,,1,97.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,134.23,,,,,3,,,,402.68,,,,,,,1,134.23,7,,939.60,,,1,134.23,,,,,,,,,1,134.23,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,259.74,,,,,,,2,,,,519.48,,,,,,,,,2,,519.48,,,1,259.74,,,,,1,259.74,,,,,,,1,259.74,,,1,259.74,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,425.53,,,,,,,,,1,,425.53,,,1,425.53,,,1,425.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1369.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,29.28,,,,,,,1,29.28,,,,,,,,,,,,,,,,,,,,,,,,,1,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.99,,,,,,,,,,,,,,,,,,
,,,,40~44,1,33.70,,,,,,,1,33.70,,,,,,,,,,,,,,1,,33.70,,,,,,,,,,,,,,,1,33.70,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,5,229.04,1,,,,45.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,82.24,,,,,,,,,,,,,,,,,2,164.47,,,,,,,,,,,,,1,82.24,1,82.24,,,,,,,,,,,,,,,,,,
,,,,55~59,1,83.19,,,,,,,1,83.19,,,,,,,,,1,,83.19,1,83.19,,,,1,83.19,,,,,,,,,,,1,83.19,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,216.68,1,,,,108.34,,,,2,,216.68,,,1,,108.34,2,216.68,1,108.34,,,,,,,,,,,1,108.34,,,,,1,108.34,,,,,,,,,,,,,,
,,,,65~69,,,,,1,99.50,1,99.50,2,199.00,,,,,,1,,99.50,3,,298.51,,,2,,199.00,,,,,,,1,99.50,3,298.51,,,,,1,99.50,,,,,1,99.50,,,,,,,,,,,,,,
,,,,70~74,,,1,128.53,,,,,,,,,,,,,,,6,,771.21,,,2,,257.07,1,128.53,2,257.07,,,1,128.53,2,257.07,,,,,,,1,128.53,,,1,128.53,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,495.05,,,,,,,,,6,,1485.15,,,3,,742.57,,,1,247.52,,,,,,,,,,,,,,,1,247.52,,,,,,,,,,,,,,,,
