,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,246.91,,,1,246.91,,,1,,,,246.91,,,,,,,,,,,,,,,,1,246.91,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,393.70,,,,,,1,,393.70,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,578.03,1,578.03,1,,578.03,1,,578.03,,,,1,578.03,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,943.40,,,1,943.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,結直腸癌,,腎,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,40~44,1,138.31,,,,,1,138.31,,,,,,,,,,,,,,,,,,,,,,,1,138.31,,,1,138.31,,,,,,,,,,
,,,,45~49,,,,,1,162.60,1,162.60,,,1,,,,162.60,,,,,,1,,162.60,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,130.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,145.35,,,2,290.70,,,,,,,,,,,,1,,145.35,1,,145.35,,,,,,1,145.35,,,,,1,145.35,,,,,,,,,,
,,,,60~64,1,176.37,1,176.37,,,,,,,,,,,,,,1,,176.37,,,,1,,176.37,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,227.27,,,,,,,,,,3,,681.82,1,,227.27,,,,1,227.27,,,,,,,,,,,,,1,227.27,,,,
,,,,70~74,,,,,,,,,1,378.79,,,,,,,,1,,378.79,,,,,,,,,1,378.79,,,1,378.79,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,578.03,1,,578.03,,,,1,,578.03,,,,,,,,,1,578.03,1,578.03,1,578.03,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,結直腸癌,,,腎盂及其他泌尿系統,,腦,,膀胱,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,198.81,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,142.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,97.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,132.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,143.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,311.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,138.89,,,,,,1,138.89,1,,138.89,2,,277.78,,,,1,138.89,,,,,,,,,,,,,,,,,,
,,,,55~59,1,140.45,,,,,,,1,140.45,,,,,,,,1,,140.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,346.02,1,173.01,,,,,,,,,,,,,,1,173.01,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,225.73,4,902.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,1,,337.84,1,,337.84,,,,,2,675.68,1,337.84,,,,,,,,,,,,
,,,,80~84,1,990.10,1,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,990.10,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,,,,,1,81.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.16,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,125.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,141.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,152.44,,,1,152.44,,,,,,,,,,,,,,,,,1,152.44,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,148.15,,,,,,,,,,,,,,,,,,1,148.15,,,,,,,,,,,,
,,,,55~59,1,134.41,,,,,,,3,403.23,,,,,,1,134.41,2,,268.82,1,,134.41,1,,134.41,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,1,,170.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,439.56,,,,,,,,1,,219.78,,,,,,,,,,,,,,,1,219.78,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,1,,314.47,,,,2,,628.93,,,1,314.47,,,,,,,1,314.47,,,,,,,,
,,,,75~79,,,,,,,,,1,598.80,,,,,,1,598.80,1,,598.80,,,,,,,,,1,598.80,,,,,,,,,,,,,,,,
,,,,80~84,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,909.09,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,,胰,,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,2,156.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,144.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,149.03,,,1,149.03,,,,,,,,,,,,1,,149.03,,,,,,,1,149.03,,,,,,,,,,,,,,,,,,
,,,,50~54,1,151.29,1,151.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,151.29,,,,,,,,,,,,
,,,,55~59,1,134.95,,,2,269.91,1,134.95,1,134.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,167.22,,,,,,,,,,,,,,1,167.22,,,,,,,,,,,,,,,,1,167.22,,,,,,,,,,,,
,,,,65~69,1,207.47,,,1,207.47,,,2,414.94,1,,,,207.47,1,207.47,1,,207.47,,,,,,,,,,,1,207.47,,,,,,,,,,,,,,
,,,,70~74,,,,,3,890.21,1,296.74,1,296.74,,,,,,1,296.74,,,,1,,296.74,1,,296.74,,,1,296.74,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,543.48,1,543.48,,,,,,,,1,,543.48,,,,,,,,,,,,,,,2,1086.96,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1041.67,,,,,,1,1041.67,,,,,,,,,,,,,,,,1,1041.67,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,喉,,,結直腸癌,,,膀胱,,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,1,108.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,108.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,142.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,320.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,135.32,,,,,1,135.32,1,135.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,159.49,,,1,159.49,1,159.49,2,318.98,,,,,,,,,,,1,,159.49,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,200.80,,,1,200.80,,,,,,1,200.80,,,,,,,,,,,,1,200.80,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,299.40,1,299.40,,,,,,,,,,,,,1,,299.40,,,,,,1,299.40,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,540.54,2,1081.08,1,540.54,1,,,,540.54,,,1,,540.54,,,,,,,1,540.54,1,540.54,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1851.85,,,1,,,,1851.85,,,,,,,,,1,,1851.85,,,1,1851.85,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,肺、支氣管及氣管,,胃,,,食道,,,喉,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,1,112.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82.92,,,,,,,,,,,,,,
,,,,40~44,1,139.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,145.35,,,,,,,1,145.35,,,,,,,,,,,,,,1,,145.35,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,497.51,,,,,,,2,331.67,,,,,,2,331.67,,,,,,,,,,,,1,165.84,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,134.77,,,,1,,134.77,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,5,769.23,1,,,,153.85,,,,,,1,,153.85,,,,,,,,,,1,153.85,,,,,,,,,,,,
,,,,65~69,1,197.24,,,,,1,197.24,2,394.48,1,,,,197.24,2,394.48,,,,,,,,,,,,,,,,1,197.24,,,,,,,,,,,,
,,,,70~74,,,,,1,270.27,,,,,1,,,,270.27,,,,,,,,,,,,,,,,,,1,270.27,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,515.46,,,,,,,,,,,,
,,,,80~84,,,1,970.87,,,,,,,,,,,,,,,,,,,,,,,1,970.87,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1851.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,,喉,,結直腸癌,,腦,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,35~39,1,101.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,133.33,,,,,1,133.33,,,1,,,,133.33,,,,,,,,,,,,,,,,,,1,133.33,,,,,,,,,,,,
,,,,45~49,,,,,,,1,145.35,,,,,,,,,,,,,1,,145.35,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,161.29,,,1,161.29,1,161.29,2,322.58,,,,,,,,,,,,,,,,,,,1,161.29,1,161.29,,,,,,,,,,,,,,
,,,,55~59,2,287.36,,,,,4,574.71,,,,,,,,,,,,,1,,143.68,,,,1,143.68,1,143.68,,,,,,,,,,,,,,,,
,,,,60~64,3,445.10,,,,,1,148.37,,,2,,,,296.74,,,,,,,,,1,,148.37,,,1,148.37,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,193.05,1,193.05,,,,,,,,,,,,,,,,,,,,,,,,,,,1,193.05,,,,,,,,,,
,,,,70~74,,,,,,,1,269.54,,,2,,,,539.08,,,1,,269.54,1,,269.54,1,,269.54,,,1,269.54,,,,,,,,,,,,,,,,
,,,,75~79,,,1,452.49,1,452.49,2,904.98,,,,,,,,1,452.49,,,,1,,452.49,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1851.85,,,,,,,,,,,,,,,,,,,,1,925.93,,,,,,,,,,
,,,,85+,,,,,,,,,1,1851.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,喉,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,90.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,132.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,132.63,,,,,,,,,,,,,,
,,,,45~49,,,1,147.28,,,1,147.28,,,,,,,,,,1,,147.28,,,,,,,,,1,147.28,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,157.23,,,,,,,,,,1,157.23,,,,,,,1,,157.23,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,155.52,,,,,,,,,,
,,,,60~64,2,283.29,,,,,,,1,141.64,1,,,,141.64,,,1,,141.64,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,186.22,,,4,744.88,1,186.22,2,372.44,,,,,,,,,,,,,,,,,,,,,,,1,186.22,,,,,,,,,,,,
,,,,70~74,,,,,4,1061.01,3,795.76,1,265.25,,,,,,,,,,,1,,265.25,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,796.81,,,,,1,,,,398.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,1886.79,,,,,,,,,,,,,,,,,,,,,1,943.40,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,121.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.99,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.09,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,93.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,128.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,151.29,,,1,,151.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,152.44,,,1,152.44,,,1,,,,152.44,,,,,,,,,,,,1,152.44,,,1,152.44,,,,,,,1,152.44,,,,,,
,,,,55~59,1,159.24,,,,,,,2,318.47,3,,,,477.71,,,1,,159.24,1,,159.24,,,,,,,,1,159.24,,,1,159.24,1,159.24,1,159.24,,,,,,
,,,,60~64,1,140.85,,,,,,,1,140.85,1,,,,140.85,,,1,,140.85,3,,422.54,,,,,,1,140.85,3,422.54,,,,,1,140.85,,,,,,,,
,,,,65~69,1,186.22,,,,,,,1,186.22,2,,,,372.44,,,,,,1,,186.22,1,,186.22,1,186.22,,,,,,,,,,,2,372.44,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,242.13,,,1,,242.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,763.36,,,1,381.68,,,,,,,,,,,,1,,381.68,,,,,,,,,,,1,381.68,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,884.96,1,,884.96,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1639.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,,喉,,,結直腸癌,,,腦,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,196.85,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,94.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,193.05,,,,,,,,,,,,,,,,,,,,,,1,,96.53,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,1,,117.23,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,151.52,,,1,151.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,451.81,2,301.20,,,,,1,150.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,342.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,4,576.37,,,1,144.09,,,,,,,,,,,,,,2,,288.18,,,1,144.09,,,,,,,,,,,,,,,,
,,,,65~69,1,175.75,,,4,702.99,1,175.75,1,175.75,,,,,,,,1,,175.75,,,,1,,175.75,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,230.95,2,461.89,7,1616.63,1,,,,230.95,,,,,,,,,,,,,,3,692.84,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,395.26,3,1185.77,,,,,,1,395.26,1,,395.26,,,,1,,395.26,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,1680.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1449.28,,,,,,,,,,2,2898.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,,消化器官其他分界不明部位,,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,鼻咽,,攝護腺,,,,,,,
