,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,骨、關節及關節軟骨,,,喉,,結直腸癌,,鼻咽,,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,,68.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,80.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,116.41,,,,,,,,,,,,,,,,,,,1,116.41,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,445.10,,,,,,,,,,,,,,,,,1,148.37,1,148.37,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,166.67,,,,,,,,,,,,,,,,,,,,,,1,166.67,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,181.82,1,181.82,,,,,,,,,,,,,1,,181.82,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,303.95,1,,,,303.95,,,,,,1,303.95,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,413.22,,,,,,,,,,,,,,,,,,,,1,413.22,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,684.93,1,,,,684.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1333.33,1,1333.33,1,1333.33,,,,,,,,,,,,,,,,,,,,2,2666.67,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,結直腸癌,,腦,,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,72.89,,,,,,,,,,,,,,,1,,72.89,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,106.27,,,,,,,1,106.27,,,,,,,,,,,,,,,,,,2,212.54,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,169.49,,,,,,,,,,,,1,169.49,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,144.51,,,1,144.51,,,,,,,,,1,144.51,,,,,,1,144.51,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,166.39,,,,,,,,,,,,,1,166.39,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,189.39,1,189.39,,,,,,1,,189.39,,,1,189.39,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,257.73,2,,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,418.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,609.76,,,,,,,,,,,,1,609.76,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,結直腸癌,,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,2,125.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,73.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,96.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,147.49,,,,,,,,1,,147.49,,,,,1,,147.49,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,165.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,174.83,,,,,,,,,,,,,,,1,,174.83,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,246.31,,,2,,,,492.61,1,,246.31,,,,,1,,246.31,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,800.00,,,,,,,,,,,1,400.00,1,400.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,628.93,,,,,,,,,,,,,,,1,628.93,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,2564.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,鼻咽,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.88,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.40,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.02,,,,,,,,,,,,,,,,,,
,,,,40~44,1,91.32,,,,,,,3,273.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,139.66,,,,,,,,,,,,,1,,139.66,,,1,139.66,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,158.98,,,,,1,158.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,316.96,1,158.48,,,,,2,316.96,,,,,,,,,,,1,158.48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,175.13,,,1,175.13,1,,,,175.13,1,,175.13,,,2,350.26,,,,,,1,175.13,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,2,448.43,1,224.22,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,408.16,,,,,,1,,408.16,1,408.16,1,408.16,2,,816.33,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,591.72,,,,,1,591.72,,,,,,,,,,,2,1183.43,,,2,,1183.43,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,食道,,胰,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,1,57.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,68.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,123.15,1,123.15,,,,,,,,,,,,1,,123.15,,,,,,,,1,123.15,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,169.49,1,169.49,,,,,1,169.49,,,,,,,,,,,1,169.49,,,,,,,,,,,,,,1,169.49,,,,,,,,,,
,,,,55~59,1,151.98,,,,,,,1,151.98,1,,,,151.98,2,,303.95,1,151.98,,,,,,1,151.98,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,180.18,,,,,1,180.18,1,180.18,,,,,,1,,180.18,,,,,1,,180.18,,,,,,,1,180.18,1,180.18,1,180.18,1,180.18,,,,,,,,
,,,,65~69,1,211.42,,,,,,,2,422.83,1,,,,211.42,2,,422.83,,,,,,,,,,1,211.42,1,211.42,,,,,,,1,211.42,,,,,,,,
,,,,70~74,,,,,,,1,380.23,,,1,,,,380.23,1,,380.23,,,,,,,,,,1,380.23,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,549.45,,,,,,3,,1648.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,1176.47,,,,,,,,,,1,1176.47,,,,,,,,,1,1176.47,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,胰,,,喉,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,1,70.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.39,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.84,,,,,,,,,,,,,,,,,,
,,,,35~39,1,66.14,,,,,,,1,66.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,117.65,1,,,,117.65,1,,117.65,,,,,,,,1,117.65,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,507.61,,,,,,,2,338.41,,,,,,,,,1,169.20,,,,,,,,,,,,1,169.20,,,,,,,,,,,,,,
,,,,55~59,3,468.75,1,156.25,,,,,2,312.50,1,,,,156.25,,,,,,,,,,,,,,,1,156.25,,,1,156.25,,,,,,,,,,,,
,,,,60~64,2,357.14,,,,,,,,,,,,,,,,,,,,,,,,,,3,535.71,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,3,,595.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,354.61,,,,,1,,,,354.61,2,,709.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,555.56,1,555.56,,,1,,555.56,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,1052.63,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,1,73.48,1,73.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,1,67.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,137.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,71.99,,,,,,,1,71.99,,,,,,,,,,,,,,,,1,71.99,1,71.99,,,,,,,1,71.99,,,,,,,,,,
,,,,45~49,1,107.30,1,107.30,,,,,1,107.30,,,,,,,,,,,1,107.30,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,1,173.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,150.60,,,,,,,,,1,150.60,,,,,,,,1,150.60,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,530.04,,,,,,1,,176.68,1,176.68,,,,,,,,,,,,,,,,,,1,176.68,,,,,,,,
,,,,65~69,,,1,206.19,,,,,1,206.19,,,,,,,,,1,206.19,2,412.37,1,,206.19,,,1,206.19,1,206.19,1,206.19,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,294.12,,,,,,,,,,,1,294.12,1,294.12,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,584.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,2,2150.54,1,,,,1075.27,,,,,,,,1,,1075.27,,,,,,,1,1075.27,2,2150.54,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,食道,,眼及淚腺,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,,70.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.43,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,56.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,69.06,,,,,,,,,,,,,,,,,,,,,,1,69.06,,,,,,,,,,,,,,,,
,,,,35~39,2,131.75,1,65.88,,,1,65.88,,,,,,,,,,,,,,,,,,,,,,2,131.75,,,2,131.75,,,,,,,,,,,,
,,,,45~49,1,95.51,,,,,2,191.02,,,,,,,,,,,,,1,95.51,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,318.98,,,,,,,,,,,1,159.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,459.42,,,,,,,,,,,1,153.14,1,153.14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,177.30,2,354.61,1,177.30,,,,,,,,,,,,,1,,177.30,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,1,196.08,,,,,,,,1,196.08,,,1,196.08,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,561.80,,,,,,,,,,,,,,,1,280.90,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,526.32,,,,1,526.32,1,526.32,,,,,,,,,,1,526.32,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1960.78,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,,,,,,,,,1,68.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.73,,,,,,,,
,,,,40~44,,,,,1,71.53,,,1,71.53,1,,,,71.53,,,,,,,,,,,,,,,1,71.53,,,,,,,,,,,,,,,,
,,,,45~49,1,90.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,141.84,,,,,,,,,,,,,,1,,141.84,,,,,,,,,,,,1,141.84,,,,,,,,,,,,,,,,
,,,,55~59,1,162.87,1,162.87,,,,,3,488.60,,,,,,,,,,,1,162.87,,,,,,,,,,,,,,,,1,162.87,,,,,,,,
,,,,60~64,1,170.94,,,,,,,1,170.94,2,,,,341.88,1,,170.94,,,1,170.94,2,,341.88,1,170.94,1,170.94,1,170.94,1,170.94,,,,,,,,,,,,,,
,,,,65~69,,,,,1,195.69,,,3,587.08,,,,,,1,,195.69,,,,,,,,,,,,,,,,,,1,195.69,,,1,195.69,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,255.75,1,,255.75,,,1,255.75,1,,255.75,,,,,,,1,255.75,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,537.63,1,537.63,1,,,,537.63,,,,,,1,537.63,,,,,,,,1,537.63,,,1,537.63,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1111.11,,,,,,,,,1,1111.11,1,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1960.78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,1,69.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,1,60.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,69.25,,,,,1,69.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,198.68,1,66.23,,,1,66.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,137.74,,,,,2,137.74,,,,,,,,,,,,,,,1,,68.87,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,171.82,,,,,,,,2,,171.82,,,1,85.91,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,125.31,,,1,125.31,,,,,1,,,,125.31,,,,,,,,,,,,,,,,,1,125.31,,,,,,,,,,,,,,
,,,,55~59,1,173.61,,,,,2,347.22,,,,,,,,1,,173.61,,,,,,,,1,173.61,,,,,,,1,173.61,2,347.22,,,,,,,,,,
,,,,60~64,,,,,,,5,816.99,1,163.40,,,,,,,,,,,,,,,,,,1,163.40,,,,,,,1,163.40,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,2,,404.04,,,2,404.04,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,244.50,1,244.50,,,1,244.50,,,1,,,,244.50,1,,244.50,,,,,,,,,,,,2,489.00,,,,,,,,,,,,,,,,
,,,,75~79,1,471.70,,,,,1,471.70,,,,,,,,1,,471.70,,,1,471.70,2,,943.40,,,,,1,471.70,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,,2020.20,,,,,,,,,,,,,,1,1010.10,,,,,,,2,2020.20,,,,,,
,,,,85+,,,,,1,1851.85,1,1851.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1851.85,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,1,74.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
