,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,133.87,,,,,,,,,,,,,,1,,133.87,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,,97.18,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,,103.63,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,164.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,265.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,123.30,1,123.30,2,246.61,,,1,123.30,,,,,,1,,123.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,363.64,,,1,181.82,,,1,,,,181.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,425.53,,,,,,,,,,,,,1,,425.53,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,,,,喉,,,結直腸癌,,,腎,,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,30~34,,,1,110.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,1,229.89,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,275.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,415.80,,,,,1,,,,207.90,,,,1,,207.90,,,,1,207.90,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,251.26,,,,,,,1,125.63,1,,,,125.63,1,,125.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,167.79,,,,,,,,,,,,,,,1,,167.79,1,,167.79,,,,,1,167.79,,,,,,,,,,,,,,,,
,,,,75~79,,,1,396.83,,,1,396.83,1,396.83,1,,,,396.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,,胰,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,94.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,94.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,104.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,129.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,275.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,303.03,,,,,,,,,1,,303.03,1,,303.03,1,303.03,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,245.70,1,245.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,134.59,,,1,134.59,2,269.18,2,269.18,,,,,,1,,134.59,,,,1,,134.59,,,1,134.59,1,134.59,2,269.18,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,153.85,,,,,,,,,,1,153.85,,,1,153.85,,,,,,,,,,,,,,,,
,,,,75~79,,,1,347.22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,347.22,,,,,,,,,,,,,,
,,,,80~84,,,,,1,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,胰,,,造血系統及網狀內皮系統,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,1,94.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,104.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,130.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,151.06,,,1,151.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,295.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,274.73,,,,,1,274.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,5,748.50,1,149.70,2,299.40,1,,,,149.70,,,,1,,149.70,,,,1,149.70,,,,,1,149.70,,,,,,,,,,,,,,
,,,,70~74,1,151.06,,,,,,,2,302.11,,,,,,,,,,,,,,,,,1,151.06,1,151.06,1,151.06,1,151.06,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,584.80,,,,,,,,,,,,1,,292.40,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,781.25,,,,,,,,1,,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,胰,,,喉,,結直腸癌,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,132.10,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,123.00,,,,,,,,,,,,,,,,,,,,,,,,,1,123.00,,,,,,,,,,,,
,,,,40~44,,,1,147.93,,,1,147.93,,,,,,,,1,,147.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,168.63,1,,168.63,,,,,,,,,,,,1,168.63,,,,,,,,,,,,
,,,,50~54,,,,,,,1,295.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,273.22,,,,,,,1,273.22,1,,,,273.22,1,,273.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,302.11,,,,,,,,,,,,,,,,1,302.11,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,171.82,,,2,,,,343.64,,,,,,,,,,,,,,,,1,171.82,1,171.82,,,1,171.82,,,,,,,,
,,,,70~74,1,149.70,,,1,149.70,,,,,2,,,,299.40,1,,149.70,1,,149.70,,,,1,149.70,2,299.40,,,,,,,,,1,149.70,,,,,,,,
,,,,75~79,,,,,,,1,277.78,,,1,,,,277.78,2,,555.56,,,,,,,,,,,,,,,,,1,277.78,1,277.78,,,,,,,,
,,,,80~84,,,,,,,,,1,746.27,,,,,,,,,,,,1,,746.27,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,胰,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,1,,122.55,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,142.86,2,285.71,,,,,,,,1,,142.86,1,,142.86,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,161.03,,,2,322.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,283.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,273.97,,,1,273.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,326.80,,,1,326.80,,,,,,,,,1,,326.80,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,194.55,,,1,194.55,1,194.55,1,194.55,1,,,,194.55,1,,194.55,,,,1,,194.55,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,302.11,,,,,,,,,,,,1,,151.06,,,1,151.06,,,2,302.11,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,259.07,2,518.13,,,,,,,,,,,,,,,1,259.07,,,,,1,259.07,,,,,,,,,,,,,,
,,,,80~84,,,1,671.14,,,,,1,671.14,,,,,,,,,,,,1,,671.14,,,,,1,671.14,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1639.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,後腹膜腔及腹膜,,,胃,,,胸腺、心臟與中隔,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94.07,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,118.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,138.12,,,,,,,,,,,,,,,,,,,,,,,,,1,138.12,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,158.73,,,,1,,158.73,,,,,,,,,,,,1,158.73,,,,,,,,,,,,
,,,,55~59,2,573.07,,,,,1,286.53,,,1,,,,286.53,,,,,,,1,,286.53,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,310.56,1,310.56,,,,,,,,,,,,,,,1,310.56,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,231.48,,,,,,,,,,,1,,231.48,,,,1,231.48,,,1,231.48,,,,,,,,,,,,,,,,
,,,,70~74,,,1,154.56,1,154.56,1,154.56,,,,,,,,,,,1,,154.56,,,,,,,,,,1,154.56,,,,,1,154.56,2,309.12,,,,,,
,,,,75~79,,,,,2,469.48,2,469.48,1,234.74,4,,,,938.97,,,,1,,234.74,,,,,,1,234.74,,,,,,,,,1,234.74,1,234.74,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,657.89,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1538.46,,,,,,,,,,,1,,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,30~34,,,,,,,,,,,,,,,,,,,1,,102.25,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,1,153.61,,,,,1,153.61,,,,,,,,,,,,,,
,,,,50~54,3,643.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,214.59,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,591.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,311.53,,,1,,,,311.53,,,,,,,1,,311.53,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,265.25,,,,,,,2,,530.50,1,265.25,1,265.25,,,2,530.50,,,2,530.50,,,2,530.50,,,1,265.25,,
,,,,70~74,1,162.34,,,1,162.34,,,1,162.34,1,,,,162.34,1,,162.34,,,,1,,162.34,5,811.69,1,162.34,1,162.34,1,162.34,2,324.68,1,162.34,,,1,162.34,1,162.34,,,1,162.34
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,3,641.03,,,1,213.68,,,,,2,427.35,1,213.68,,,,,,,2,427.35
,,,,80~84,,,,,,,,,,,2,,,,1156.07,,,,,,,,,,3,1734.10,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1265.82,,,,,,,1,,,,1265.82,,,,,,,,,,1,1265.82,,,,,,,,,1,1265.82,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,139.66,,,,,,,,,,,,
,,,,20~24,,,,,,,1,96.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,140.25,,,,,,1,,140.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,150.15,,,,,,,,,,,,,,1,,150.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,195.31,,,,,,,,,,,,,1,,195.31,,,,,,,,,,,,1,195.31,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,322.58,1,,322.58,,,,1,,322.58,,,,,,,,,,,,,1,322.58,,,,,,,,
,,,,60~64,,,,,,,,,2,579.71,,,,,,,,,1,,289.86,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,321.54,2,,643.09,,,,,,,,,,,1,321.54,1,321.54,,,2,643.09,,,,,,,,,,
,,,,70~74,,,,,,,,,1,186.92,,,,,,1,,186.92,1,,186.92,,,,,,1,186.92,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,206.19,,,,,4,824.74,1,,,,206.19,3,,618.56,,,,1,,206.19,1,206.19,1,206.19,,,2,412.37,,,1,206.19,,,,,1,206.19,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,456.62,1,,456.62,,,,,1,456.62,,,,,,,,,1,456.62,1,456.62,,,,
,,,,85+,,,,,,,,,,,,,,,,2,,2247.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,2,183.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93.37,,,,,,,,,,,,,,
,,,,40~44,1,134.77,,,,,,,,,1,,,,134.77,,,,,,,3,,404.31,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,146.63,,,,,,,1,146.63,,,,,,,,,,,,,,,,,,,,,,,,,1,146.63,,,,,,,,,,
,,,,50~54,,,,,,,1,176.06,1,176.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,636.94,,,,,,,,,,,,,,,,,,,1,318.47,,,,,,,,,,,,,,,,
,,,,60~64,1,288.18,,,,,,,,,,,,,,,,,,,,,,,,,1,288.18,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,358.42,,,,,,1,,358.42,,,,1,,358.42,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,205.76,,,2,411.52,1,,,,205.76,2,,411.52,1,,205.76,,,,,,1,205.76,,,,,1,205.76,1,205.76,,,,,,,,,,
,,,,75~79,,,,,,,,,1,199.60,,,,,,2,,399.20,,,,,,,1,199.60,3,598.80,,,1,199.60,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,431.03,,,,,,,,,,,,,,,,,,,,,,,,,1,431.03,1,431.03,,,,,,,,
,,,,85+,,,1,1136.36,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎,,睪丸,,膀胱,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.79,,,,,,,,
,,,,35~39,1,103.52,,,,,1,103.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,129.70,,,,,1,129.70,,,,,,,,,,,,,,1,,129.70,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,140.65,,,1,140.65,,,,,1,,,,140.65,,,,,,,,,,,,,,1,140.65,,,,,,,,,,,,,,,,
,,,,50~54,,,1,167.50,,,,,,,,,,,,,,,,,,,,,1,167.50,,,,,,,,,1,167.50,,,,,,,,,,
,,,,60~64,,,,,,,,,1,293.26,,,,,,,,,,,,,,,,,,,1,293.26,,,,,,,,,,,2,586.51,,,,
,,,,65~69,1,362.32,,,,,1,362.32,,,,,,,,,,,,,,,,,2,724.64,1,362.32,2,724.64,,,,,,,,,,,1,362.32,,,,
,,,,70~74,,,,,,,,,5,1144.16,,,,,,,,,,,,,,,,,,,1,228.83,,,1,228.83,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,402.41,,,,,,,,,1,,201.21,,,,2,402.41,,,,,1,201.21,,,,,,,,,,,,,,
,,,,80~84,,,,,1,401.61,,,,,,,,,,1,,401.61,,,,,,,,,1,401.61,,,,,,,,,,,,,1,401.61,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,980.39,,,,,,,,,,,,,1,980.39,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
