,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.12,,,,,,,,,,,1,12.12,,,,,1,12.12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.54,,,,,1,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,30.58,1,15.29,,,,,1,15.29,1,,,,15.29,,,1,,15.29,,,,,,,1,15.29,,,,,,,,,,,,,,,,,,,,,1,15.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,47.60,,,,,,,,,2,,,,31.73,,,,,,,,,,,,1,15.87,,,,,,,,,,,,,,,,,1,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,42.63,,,1,21.32,1,21.32,,,2,,,,42.63,,,2,,42.63,,,,,,,1,21.32,,,,,,,,,,,,,,,,,,,,,1,21.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,63.59,1,31.80,,,,,,,,,,,,1,31.80,,,,,,,1,,31.80,1,31.80,,,,,,,,,,,1,31.80,1,31.80,,,,,1,31.80,1,31.80,1,31.80,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,5,,,,166.50,2,66.60,4,,133.20,,,,,,,1,33.30,,,,,,,,,,,,,,,,,,,,,,,,,1,33.30,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,39.02,,,,,,,,,2,,,,78.03,1,39.02,3,,117.05,,,,1,,39.02,2,78.03,,,,,,,,,,,1,39.02,,,,,,,2,78.03,1,39.02,,,,,3,117.05,,,,,,,,,,,,,,,,,,
,,,,65~69,4,182.07,,,,,,,1,45.52,7,,,,318.62,,,8,,364.13,1,,45.52,2,,91.03,,,1,45.52,,,1,45.52,,,2,91.03,2,91.03,,,,,,,1,45.52,,,,,,,1,45.52,,,,,,,,,,,,,,,,,,
,,,,70~74,2,140.15,,,,,,,,,1,,,,70.08,2,140.15,4,,280.31,1,,70.08,1,,70.08,1,70.08,,,,,,,,,,,,,,,,,,,1,70.08,1,70.08,,,,,3,210.23,,,,,,,,,,,,,,,,,,
,,,,75~79,1,136.99,,,,,,,1,136.99,,,,,,2,273.97,1,,136.99,1,,136.99,1,,136.99,,,,,,,,,,,1,136.99,,,,,,,,,2,273.97,,,,,,,2,273.97,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,299.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,763.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,16.27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,12.00,,,,,,,,1,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,1,,14.27,1,,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,15.09,,,1,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,6,90.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,15.79,,,,,,,,,,,,,,3,47.36,,,,,,,1,,15.79,,,,,1,15.79,,,,,,,,,,,,,,,1,15.79,,,,,,,1,15.79,,,,,,,,,,,,,,,,,,
,,,,45~49,1,19.88,1,19.88,,,,,,,,,,,,1,19.88,,,,,,,,,,,,1,19.88,,,1,19.88,,,,,,,,,,,1,19.88,1,19.88,1,19.88,1,19.88,,,3,59.65,1,19.88,,,,,,,,,,,,,,,,
,,,,50~54,1,31.43,,,,,1,31.43,,,,,,,,2,62.85,,,,,,,3,,94.28,,,,,1,31.43,,,,,,,,,,,1,31.43,,,1,31.43,,,,,1,31.43,2,62.85,,,,,,,,,,,,,,,,,,
,,,,55~59,3,98.59,,,,,,,1,32.86,,,,,,4,131.45,,,,1,,32.86,4,,131.45,1,32.86,,,1,32.86,,,1,32.86,,,,,,,,,,,1,32.86,,,,,,,,,,,2,65.72,,,,,,,,,,,,,,
,,,,60~64,1,38.54,,,,,,,,,,,,,,2,77.07,,,,,,,3,,115.61,2,77.07,,,2,77.07,3,115.61,1,38.54,,,1,38.54,1,38.54,,,,,1,38.54,,,1,38.54,,,,,,,1,38.54,,,,,,,,,,,,,,
,,,,65~69,4,180.75,,,,,2,90.38,,,1,,,,45.19,5,225.94,,,,,,,2,,90.38,8,361.50,,,3,135.56,,,,,,,,,,,,,2,90.38,4,180.75,,,,,1,45.19,1,45.19,,,3,135.56,,,,,,,,,,,,,,
,,,,70~74,2,126.98,,,,,,,,,,,,,,1,63.49,,,,,,,2,,126.98,3,190.48,,,,,,,1,63.49,,,,,,,1,63.49,,,1,63.49,,,,,,,,,1,63.49,2,126.98,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,384.12,,,,,,,1,,128.04,1,128.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,128.04,1,128.04,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,293.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,662.25,,,,,1,662.25,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他男性生殖器官,,其他神經系統,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.62,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,31.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,30.25,,,,,,,1,15.13,1,,,,15.13,,,,,,1,,15.13,,,,1,15.13,,,,,,,,,,,,,,,,,,,,,,,,,3,45.38,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,15.67,,,,,1,15.67,,,1,,,,15.67,,,,,,,,,,,,2,31.33,,,,,1,15.67,,,,,,,,,,,,,,,,,,,1,15.67,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,18.77,,,,,5,,,,93.84,,,,,,,,,1,,18.77,2,37.54,,,,,,,,,,,,,,,,,,,,,1,18.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,29.90,,,,,,,,,5,,,,149.48,,,,,,,,,1,,29.90,1,29.90,,,,,,,,,,,1,29.90,,,,,1,29.90,,,,,1,29.90,2,59.79,1,29.90,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,32.75,,,,,,,3,,,,98.26,,,,,,,,,,,,1,32.75,1,32.75,1,32.75,,,,,,,,,1,32.75,,,,,,,,,,,1,32.75,1,32.75,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,38.70,,,,,7,,,,270.90,,,,,,1,,38.70,3,,116.10,2,77.40,,,2,77.40,,,,,,,1,38.70,4,154.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,90.17,,,4,,,,180.34,,,,,,2,,90.17,,,,6,270.51,,,,,2,90.17,,,,,1,45.09,4,180.34,1,45.09,,,,,1,45.09,4,180.34,,,1,45.09,,,,,,,,,,,,,,,,,,
,,,,70~74,2,117.65,,,,,1,58.82,,,4,,,,235.29,1,58.82,,,,1,,58.82,4,,235.29,6,352.94,,,,,1,58.82,1,58.82,1,58.82,1,58.82,1,58.82,,,,,,,,,1,58.82,,,2,117.65,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,3,369.46,,,1,123.15,,,,,,,,,1,123.15,,,,,,,,,2,246.31,,,2,246.31,,,,,,,,,,,,,,,,,,
,,,,80~84,1,284.09,1,284.09,,,2,568.18,,,,,,,,,,,,,,,,,,,5,1420.45,,,,,,,,,1,284.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,34.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.53,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,13.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32.17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,31.28,,,,,,,,,,,,,,,,,,,,,,1,15.64,,,,,,,,,,,1,15.64,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,3,44.92,,,,1,,14.97,2,,29.95,,,,,3,44.92,,,,,2,29.95,,,,,,,1,14.97,1,14.97,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,15.78,,,,,1,15.78,,,,,,,,2,31.56,1,,15.78,1,,15.78,1,,15.78,,,,,1,15.78,1,15.78,,,,,,,,,,,1,15.78,,,1,15.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,17.90,,,,,,,,,,,,,,6,107.39,,,,,,,,,,1,17.90,1,17.90,2,35.80,,,,,1,17.90,,,1,17.90,,,1,17.90,,,1,17.90,1,17.90,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,84.08,,,1,28.03,,,1,28.03,,,,,,6,168.16,,,,1,,28.03,2,,56.05,,,,,,,,,,,,,,,,,,,,,1,28.03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,98.33,,,,,,,,,,,,,,7,229.43,,,,,,,1,,32.78,,,2,65.55,,,,,,,4,131.10,,,,,,,,,2,65.55,3,98.33,1,32.78,,,1,32.78,,,,,,,,,,,,,,,,,,
,,,,60~64,3,114.94,,,,,,,,,,,,,,5,191.57,,,,3,,114.94,3,,114.94,,,,,1,38.31,1,38.31,,,3,114.94,,,,,1,38.31,,,,,2,76.63,1,38.31,2,76.63,3,114.94,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,45.23,,,,,,,,,,,,5,226.14,,,,3,,135.69,3,,135.69,,,3,135.69,,,2,90.46,,,,,,,,,,,,,,,1,45.23,1,45.23,,,3,135.69,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,55.96,,,,,,5,279.80,,,,2,,111.92,8,,447.68,,,3,167.88,1,55.96,1,55.96,1,55.96,2,111.92,,,,,1,55.96,,,,,1,55.96,,,,,3,167.88,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,109.53,,,,,,2,219.06,,,,,,,10,,1095.29,,,,,,,,,1,109.53,,,,,,,1,109.53,,,,,1,109.53,,,1,109.53,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,266.67,,,,,,,,,,,,,,2,533.33,,,,1,,266.67,3,,800.00,,,,,,,1,266.67,,,2,533.33,,,,,,,,,,,1,266.67,,,,,1,266.67,,,,,,,,,,,,,,,,,,
,,,,85+,1,520.83,,,,,,,,,,,,,,,,,,,,,,2,,1041.67,,,1,520.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,,其他神經系統,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,淋巴結,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.73,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.30,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,12.77,,,,,,,,,,,,1,,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.77,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.10,,,,,1,16.10,,,,,,,,,,,1,16.10,,,,,,,1,16.10,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,15.87,,,,,,,,,,,,,,,,,,,1,15.87,1,15.87,,,,,,,,,,,,,1,15.87,,,,,,,,,1,15.87,,,,,,,,,,,,,,,,,,
,,,,35~39,3,45.79,,,,,,,,,1,,,,15.26,2,30.53,,,,,,,,,,,,,,,,,,1,15.26,1,15.26,,,,,,,1,15.26,,,,,,,,,,,1,15.26,,,,,,,,,,,,,,,,
,,,,40~44,1,15.80,1,15.80,,,,,,,,,,,,2,31.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.80,,,,,1,15.80,,,1,15.80,,,,,,,,,,,,,,
,,,,45~49,6,103.90,,,1,17.32,,,,,,,,,,4,69.26,,,,,,,1,,17.32,,,1,17.32,,,,,2,34.63,2,34.63,,,,,1,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,76.71,,,,,,,1,25.57,,,,,,3,76.71,,,,,,,,,,1,25.57,2,51.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,100.64,1,33.55,,,,,,,,,,,,4,134.18,,,,,,,,,,1,33.55,4,134.18,1,33.55,,,,,2,67.09,,,,,,,2,67.09,,,,,,,,,,,1,33.55,,,,,,,,,,,,,,,,
,,,,60~64,5,186.43,1,37.29,,,1,37.29,,,,,,,,3,111.86,,,,,,,,,,6,223.71,2,74.57,,,,,,,1,37.29,,,,,,,3,111.86,1,37.29,,,1,37.29,,,2,74.57,1,37.29,,,,,2,74.57,,,,,,,,,,
,,,,65~69,4,178.17,1,44.54,,,,,,,,,,,,5,222.72,,,,,,,,,,3,133.63,6,267.26,,,,,4,178.17,3,133.63,,,,,1,44.54,4,178.17,,,,,,,,,,,,,,,,,6,267.26,,,,,,,,,,
,,,,70~74,1,55.28,,,1,55.28,1,55.28,1,55.28,,,,,,5,276.40,,,,,,,,,,1,55.28,8,442.23,1,55.28,,,2,110.56,1,55.28,,,,,,,2,110.56,,,,,1,55.28,,,1,55.28,3,165.84,,,1,55.28,2,110.56,,,,,,,,,,
,,,,75~79,,,,,,,2,201.41,,,,,,,,5,503.52,,,,1,,100.70,1,,100.70,1,100.70,6,604.23,,,,,3,302.11,,,1,100.70,1,100.70,,,5,503.52,,,,,,,,,,,1,100.70,,,,,1,100.70,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,238.66,,,,,,,,,,2,477.33,2,477.33,,,,,1,238.66,,,,,,,,,1,238.66,,,,,1,238.66,,,,,,,,,,,4,954.65,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,487.80,,,,,,,1,,487.80,1,487.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,487.80,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
