,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,214.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,318.47,,,,,,,,,,,,,,,,,,,,,,1,318.47,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,568.18,,,1,568.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,喉,,,,,結直腸癌,,膀胱,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,,68.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,106.61,,,,,2,213.22,,,,,,,,1,106.61,1,106.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,105.26,1,105.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,106.38,,,1,106.38,1,106.38,,,,,,,,,,1,,106.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,170.36,2,340.72,1,170.36,1,,,,170.36,,,1,170.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,201.61,1,,,,201.61,1,201.61,1,201.61,,,,1,,201.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.27,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,66.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,103.20,,,,,,,,,,,,,,,,,,,,,1,,103.20,,,,,,,,,,,,,1,103.20,,,,,,,,,,,,
,,,,45~49,1,135.69,,,,,,,,,1,,,,135.69,,,,,,,,1,,135.69,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,211.19,,,,,,,,,,1,,105.60,1,,105.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,104.82,,,,,,,,,,,,,,,,,,,,,,,,1,104.82,,,,,,,,,,,,,1,104.82,,,,,,,,,,
,,,,60~64,,,,,,,,,1,103.52,,,,,,,,1,103.52,1,,103.52,1,,103.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,160.00,1,160.00,,,,,,,,,,1,160.00,,,1,,160.00,1,,160.00,,,,,,,,,1,160.00,,,1,160.00,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,182.48,,,,,,1,182.48,,,2,,364.96,,,,1,182.48,1,182.48,,,1,182.48,,,1,182.48,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,286.53,,,,,,,,,,,,1,,286.53,,,,,,,,,,,,,,,,1,286.53,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,505.05,,,,,,,,1,505.05,,,,,,,,,,,,,,,,,,,1,505.05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,喉,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,1,,64.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,98.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,264.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,107.18,,,1,107.18,,,,,,,,,,,,,,,,,,,,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,102.99,,,3,,,,308.96,,,,,,,,,,,,,,,1,102.99,1,102.99,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,102.15,,,3,306.44,1,102.15,3,,,,306.44,,,1,102.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,144.51,,,1,,,,144.51,2,289.02,,,,,,,,,,,,,1,144.51,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,418.41,,,,,,,,,,,1,209.21,1,209.21,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,289.02,,,,,,,1,289.02,3,,,,867.05,1,289.02,,,1,,289.02,,,,,,,,,,,,1,289.02,,,,,,,,,,,,,,,,
,,,,80~84,1,471.70,,,,,1,471.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,胰,,結直腸癌,,腎盂及其他泌尿系統,,,腦,,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,85.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,54.44,,,,,,,,,,,,1,54.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,97.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,127.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,218.58,1,109.29,,,2,218.58,,,,,,,,,,,,,,,,,,,,1,109.29,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,213.90,1,106.95,,,,,,,,,,,,,,,,,,1,106.95,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,105.60,2,211.19,1,105.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,134.05,,,3,402.14,1,134.05,,,,,,,,1,134.05,,,,1,,134.05,,,1,134.05,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,405.68,,,2,405.68,,,1,,,,202.84,,,,,,,,,,,,,,,1,202.84,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,284.09,,,2,568.18,,,1,,,,284.09,,,,,1,,284.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,487.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,2,2127.66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,,食道,,,胰,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,61.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,75.24,,,,,,,,,,,,1,,75.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,90.74,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.74,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,118.76,,,1,118.76,,,,,,,,,,,,,,,,,,,,,,1,118.76,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,2,237.81,,,,,,,,,,,,,,,,,1,118.91,,,,,,,,,,,,,,,,
,,,,55~59,1,107.64,,,,,2,215.29,,,,,,,,,,1,107.64,,,,,,,,,,,1,107.64,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,106.27,1,106.27,1,106.27,1,106.27,1,106.27,1,,,,106.27,1,106.27,,,1,,106.27,,,,1,106.27,,,,,1,106.27,,,,,,,,,,,,,,,,,,
,,,,65~69,1,124.53,,,1,124.53,2,249.07,,,,,,,,3,373.60,,,,,,,,,,,,,,,,,,,1,124.53,,,,,,,,,,,,,,
,,,,70~74,1,209.64,,,,,1,209.64,,,1,,,,209.64,1,209.64,,,,,,1,,209.64,,,1,209.64,1,209.64,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,579.71,,,,,,,,,,,,,,,,,,1,289.86,,,,,,,,,1,289.86,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,483.09,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,961.54,,,,,,,,,,,,,,1,961.54,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,結直腸癌,,睪丸,,,膀胱,,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,62.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,1,,59.59,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,316.46,,,,,3,316.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,126.10,,,,,,,,,,,,,,,,,,1,,126.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,107.64,,,1,107.64,1,107.64,,,,,,,,,,1,107.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,110.50,,,1,110.50,1,110.50,,,,,,,,1,110.50,,,,,,,1,110.50,1,110.50,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,117.79,,,1,117.79,2,235.57,,,,,,,,,,,,,1,,117.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,4,824.74,,,,,,,,1,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,268.82,,,1,268.82,1,268.82,,,1,,,,268.82,1,268.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,467.29,,,,,,1,,467.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,854.70,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,胰,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,136.24,,,,,,1,68.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,69.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.04,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,263.50,,,,,,,,,,,,,,,,,,,,,,,,,,1,131.75,,,,,,,,,,,,,,
,,,,55~59,2,211.86,,,,,2,211.86,,,3,,,,317.80,,,,,,,,,,,,,1,105.93,1,105.93,,,,,2,211.86,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,112.23,,,2,,,,224.47,,,,,1,,112.23,1,,112.23,,,,,,,1,112.23,,,1,112.23,,,,,,,,,,,,,,
,,,,65~69,,,,,1,115.87,,,4,463.50,5,,,,579.37,,,1,115.87,,,,,,,1,115.87,,,1,115.87,,,,,2,231.75,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,3,608.52,1,,,,202.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,497.51,,,1,248.76,,,,,3,,,,746.27,,,,,1,,248.76,,,,,,,,,,,,1,248.76,,,,,,,,,,,,,,,,
,,,,80~84,,,1,454.55,,,,,2,909.09,2,,,,909.09,,,,,1,,454.55,,,,,,,,1,454.55,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,813.01,1,,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,2,128.04,,,,,,,,,,,,,,,,,,,,,1,,64.02,,,,,,,,,,,,,,,1,64.02,,,,,,,,,,
,,,,45~49,1,97.56,,,,,,,2,195.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,131.23,,,,,3,393.70,1,,,,131.23,1,131.23,,,,,,1,,131.23,,,,,1,131.23,,,,,,,,,2,262.47,,,,,,,,,,
,,,,55~59,2,222.22,,,,,1,111.11,4,444.44,,,,,,,,2,222.22,,,,,,,1,111.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,221.24,,,,,1,110.62,3,331.86,,,,,,,,,,,,,1,,110.62,,,,,,,,,,,1,110.62,,,1,110.62,,,,,,,,,,
,,,,65~69,1,118.20,1,118.20,,,,,4,472.81,,,,,,,,3,354.61,,,,1,,118.20,1,118.20,,,,,,,1,118.20,,,1,118.20,,,1,118.20,,,,,,,,
,,,,70~74,,,,,1,175.13,,,4,700.53,,,,,,,,2,350.26,,,,,,,,,,,1,175.13,1,175.13,,,,,,,,,1,175.13,1,175.13,,,,,,
,,,,75~79,1,268.82,,,,,,,,,,,,,,1,268.82,4,1075.27,1,,268.82,,,,,,,,,,,,,,,,1,268.82,,,,,1,268.82,,,,,,
,,,,80~84,,,,,,,,,1,450.45,,,,,,,,,,,,,2,,900.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,826.45,,,,,,,,,,,2,1652.89,,,,,,,,,,,,,,,1,826.45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,喉,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,79.87,,,,,,,,,,,,,1,,79.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,97.18,,,,,2,194.36,1,,,,97.18,,,,,,,,,,,2,194.36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,128.53,,,1,128.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,113.77,,,,,,,,1,113.77,,,,,,,,,1,113.77,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,114.29,,,,,,,,1,114.29,1,,114.29,,,,,,,,,,1,114.29,1,114.29,1,114.29,,,,,,,,,,,,,,
,,,,65~69,1,119.05,,,,,1,119.05,4,476.19,,,,,,2,238.10,2,238.10,1,,119.05,,,,1,119.05,1,119.05,,,2,238.10,,,,,,,,,,,,,,,,,,
,,,,70~74,1,161.29,,,,,1,161.29,4,645.16,,,,,,1,161.29,4,645.16,2,,322.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,266.67,,,,,,,,,,2,533.33,,,,1,,266.67,1,266.67,,,1,266.67,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,450.45,,,,,,,,,,1,450.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,769.23,,,,,,,,,,,,,,,,,,,,,,,,1,769.23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,胰,,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,69.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,138.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,155.76,,,,,2,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,186.57,,,,,1,93.28,,,,,,,,,,1,93.28,,,,1,,93.28,,,,,,,,,,,,,2,186.57,,,,,,,,,,,,
,,,,50~54,1,121.21,,,,,2,242.42,,,1,,,,121.21,,,,,,,,,,,,,,,1,121.21,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,124.69,,,,,2,249.38,,,,,,,,1,124.69,1,124.69,2,,249.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,115.87,1,115.87,1,115.87,3,347.62,,,1,,,,115.87,1,115.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,118.48,,,1,,,,118.48,1,118.48,,,,,,,,,,,,,,,,,,,,,,,2,236.97,,,,,,,,,,
,,,,70~74,,,,,,,2,297.62,1,148.81,,,,,,4,595.24,,,,,,,,,1,148.81,,,,,,,,,,,,,1,148.81,,,,,,,,,,
