,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,後腹膜腔及腹膜,,,胃,,食道,,胰,,淋巴結,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,,72.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,,50.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.05,,,,,,,,,1,45.05,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.58,,,,,,,,,,,,
,,,,40~44,,,,,1,111.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111.73,,,,
,,,,50~54,2,184.50,,,,,,,,,,,,,,,,,,,,,,,,,1,92.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,85.47,,,1,85.47,2,170.94,1,,,,85.47,,,,1,85.47,,,,,,,,,,,1,85.47,,,,,,,,,,,,,,,1,85.47,1,85.47,,
,,,,60~64,,,,,,,,,3,258.18,,,,,,,,,,,2,,172.12,,,,1,86.06,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,89.93,,,,,,,,,,,,,,,,,3,,269.78,,,,1,89.93,,,,,,,,,,,,,,,,,2,179.86,,,,,1,89.93
,,,,70~74,,,,,,,,,3,324.32,,,,,,,,,,,,,,,,,,,1,108.11,,,,,1,108.11,,,,,1,108.11,,,,,,,1,108.11,,
,,,,75~79,,,,,,,,,,,,,,,,1,,169.78,,,2,,339.56,,,,2,339.56,,,,,,,,,,,,,,,,,,,,,,,1,169.78
,,,,80~84,,,,,,,,,1,386.10,,,,,,,,,,,1,,386.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,621.12,,,,,,,,,1,621.12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,肺、支氣管及氣管,,,胃,,食道,,,胰,,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,,92.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,88.34,,,1,88.34,,,,,,,,,,,1,,88.34,,,,,,,,1,88.34,,,1,88.34,,,,,,,,,,,,,,,,
,,,,60~64,2,167.64,,,,,1,83.82,,,1,,,,83.82,,,,,,,,,,,,,,,,,,,,,,2,167.64,2,167.64,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,187.79,,,,,,5,,469.48,,,,,,,,,,,,,,,,,1,93.90,,,,,,,,,,,,,,,,
,,,,70~74,,,1,107.99,,,,,1,107.99,,,,,,,,,2,215.98,,,,1,,107.99,,,1,107.99,,,,,1,107.99,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,329.49,1,,,,164.74,1,,164.74,1,164.74,,,,,,,,,,,,,1,164.74,2,329.49,,,1,164.74,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,396.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,胰,,胸腺、心臟與中隔,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,1,70.08,,,,,,,,,,2,,140.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,54.35,,,,,,,,,,,,,,,,,1,,54.35,,,,,,,,1,54.35,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,72.52,,,,,,,,,2,,,,145.03,,,,,,1,,72.52,,,,,,,,,,1,72.52,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,88.97,,,,,,,,,,,,,,,,,,1,88.97,,,,,,,,,,,,,,,,,,
,,,,45~49,1,130.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130.72,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,1,98.52,,,,,,,1,98.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,179.05,,,,,1,89.53,,,2,,,,179.05,,,,,,,,,,,,,,,,,,,,,,,,1,89.53,,,,,,,,,,,,
,,,,60~64,,,1,82.58,,,1,82.58,1,82.58,,,,,,,,,,,,,,,,,,,,,,,1,82.58,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,1,95.06,1,,95.06,,,,,,,,,,,,,,,,1,95.06,,,2,190.11,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,110.74,,,,1,110.74,1,,110.74,1,,110.74,1,110.74,,,,,,,,,1,110.74,2,221.48,1,110.74,1,110.74,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,167.79,,,,,,,,,1,167.79,,,,,,,,,1,167.79,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,366.30,,,,,1,366.30,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,598.80,,,,,,,1,598.80,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.82,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,62.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.07,,,,,,,,,,
,,,,45~49,2,252.21,,,,,,,,,,,,,,1,,126.10,1,126.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,101.11,,,,,,,,,,,,
,,,,55~59,1,91.66,,,,,,,,,,,,,,,,,,,1,,91.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,84.03,,,,,,,,,,,,,,,1,,84.03,,,,,,,,1,84.03,2,168.07,,,,,1,84.03,,,1,84.03,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,93.11,2,,186.22,,,2,,186.22,,,,1,93.11,1,93.11,,,,,,,1,93.11,,,,,,,,,,,,,,
,,,,70~74,1,112.61,,,1,112.61,,,1,112.61,,,,,,,,,,,1,,112.61,1,,112.61,,,,,,,,,,,,,1,112.61,,,3,337.84,,,,,,,,
,,,,75~79,,,2,318.98,,,,,,,,,,,,2,,318.98,,,2,,318.98,,,,1,159.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,564.97,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,80.97,,,,,,,,,,,1,80.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,93.46,,,1,93.46,,,,,,,,,,,,,,,,,,,,,,,1,93.46,1,93.46,,,,,,,,,,,,,,,,,,
,,,,60~64,1,87.18,,,,,1,87.18,1,87.18,,,,,,,,,,,1,,87.18,,,,1,87.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,187.79,,,,,2,187.79,,,2,,,,187.79,,,,1,93.90,,,,1,,93.90,1,93.90,,,1,93.90,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,340.91,1,113.64,3,,,,340.91,,,,,,,,,,,,,,,,,,,,1,113.64,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,326.80,1,163.40,,,,,,,,1,,163.40,,,,,,,,,1,163.40,1,163.40,1,163.40,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,347.22,,,,,,,,2,,694.44,1,347.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,胰,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.54,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,52.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.33,,,,,,,,,,,,,,
,,,,35~39,1,65.45,,,,,,,1,65.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,75.47,1,75.47,,,,,,,,,,,,,,,,,,,1,75.47,,,1,75.47,,,1,75.47,,,,,,,,,,,,,,
,,,,45~49,1,109.89,,,,,1,109.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,117.10,,,,,1,,,,117.10,,,,1,117.10,,,,1,,117.10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,192.31,,,,,,,,1,,96.15,,,,,,,,,,,,,1,96.15,,,,,,,,,,,1,96.15,,,,,,,,
,,,,60~64,,,,,,,,,1,90.09,2,,,,180.18,,,,,,,,,,,,,,,,1,90.09,2,180.18,,,,,,,1,90.09,,,,,,,,,,
,,,,65~69,1,91.49,1,91.49,,,,,,,2,,,,182.98,,,,,,1,,91.49,,,,,,1,91.49,,,,,,,,,1,91.49,,,,,2,182.98,,,,,,
,,,,70~74,,,,,,,2,246.31,1,123.15,2,,,,246.31,,,,1,123.15,,,,,,,1,123.15,,,,,,,,,,,,,,,,,1,123.15,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,163.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,299.40,,,,,,,,,,,,,,,,,,,1,299.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,2,,,,1204.82,,,,,,,,,,,,1,602.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,,食道,,,胸腺、心臟與中隔,,淋巴結,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.85,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,96.34,1,96.34,,,,,,,,,,,,,,,,,1,96.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,129.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,96.25,,,1,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,93.63,1,93.63,,,1,,,,93.63,,,,,,,,,1,,93.63,,,1,93.63,1,93.63,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,175.59,1,87.80,3,,,,263.39,,,,,,,,,,,,,,,,1,87.80,,,,,1,87.80,,,1,87.80,1,87.80,,,,,,,,
,,,,70~74,,,,,,,2,247.22,1,123.61,2,,,,247.22,,,,1,123.61,,,,,,,,,,,1,123.61,,,,,1,123.61,,,,,,,,,,,,,,
,,,,75~79,1,157.98,,,,,,,2,315.96,2,,,,315.96,,,,,,1,,157.98,1,,157.98,,,,,,,,,,,,,1,157.98,,,,,,,,,,,,
,,,,80~84,1,294.12,,,1,294.12,2,588.24,1,294.12,,,,,,,,,,,,,,,,,,,,,,,1,294.12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,60.46,,,1,,,,60.46,1,,60.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,88.11,,,,1,88.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,402.14,,,,,,,,,1,,,,134.05,,,,,,1,,134.05,1,,134.05,,,,,,,,,,,,,1,134.05,,,,,,,,,,,,
,,,,55~59,2,201.82,1,100.91,,,,,2,201.82,,,,,,,,,,,,,,,,,1,100.91,,,,,1,100.91,,,1,100.91,1,100.91,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,4,,,,381.32,,,,,,2,,190.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,88.42,1,88.42,4,,,,353.67,,,,,,5,,442.09,,,,,,,,1,88.42,2,176.83,,,1,88.42,,,,,,,,,,,,,,
,,,,70~74,,,,,1,120.19,,,1,120.19,2,,,,240.38,,,,,,3,,360.58,1,,120.19,,,,,,,,,1,120.19,,,,,4,480.77,,,,,,,,,,
,,,,75~79,1,161.55,,,,,,,,,3,,,,484.65,,,,,,2,,323.10,1,,161.55,,,,,,,,,,,,,,,1,161.55,,,,,,,,,,
,,,,80~84,,,1,297.62,,,,,,,,,,,,,,,1,297.62,1,,297.62,,,,,,,,,,,,,,1,297.62,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,胸腺、心臟與中隔,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.49,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,69.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,61.27,1,,61.27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.92,,,,,,,,,,,,,,,,,,
,,,,40~44,2,144.40,,,,,,,,,1,,,,72.20,,,,,,,,,,,,,,,,,,1,72.20,2,144.40,,,,,,,,,,,,,,,,
,,,,45~49,,,1,85.18,,,,,,,2,,,,170.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,130.89,,,,,,,,,,,,,,,1,,130.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,103.95,1,,,,103.95,,,,,,,,,,,,1,103.95,,,1,103.95,1,103.95,,,,,,,,,,,,,,,,,,
,,,,60~64,1,96.06,,,1,96.06,2,192.12,,,1,,,,96.06,,,,,,,,,,,,,,,,,,,,,,,,1,96.06,,,,,,,,,,,,
,,,,65~69,,,,,,,1,91.32,,,,,,,,1,,91.32,,,2,,182.65,1,,91.32,,,,,,,,,,,1,91.32,1,91.32,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,4,,,,460.30,,,,2,230.15,2,,230.15,,,,,,,,,,,,,,,,4,460.30,,,,,,,,,,,,
,,,,75~79,,,1,159.74,,,,,2,319.49,1,,,,159.74,,,,1,159.74,5,,798.72,1,,159.74,,,,,1,159.74,,,1,159.74,,,3,479.23,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,3,,833.33,1,,277.78,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,512.82,,,,,,,,1,512.82,,,,,,,2,1025.64,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,食道,,,造血系統及網狀內皮系統,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,1,72.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,65.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.75,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,59.81,1,59.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
