,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,19.68,1,19.68,1,19.68,,,,,,,,,,7,,137.77,,,,,,,,,1,19.68,1,19.68,,,,,1,19.68,,,,,,,1,19.68,3,59.04,1,19.68,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,74.82,,,,,,,,,1,,,,37.41,9,,336.70,2,74.82,1,37.41,,,,,,,,,1,37.41,1,37.41,,,,,,,,,,,,,1,37.41,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,41.39,,,,,,,,,,4,,165.56,,,4,165.56,,,,,1,41.39,,,,,1,41.39,,,,,,,,,,,1,41.39,,,,,,,2,82.78,,,,,,,,,,,,,,
,,,,60~64,1,51.26,,,1,51.26,,,2,102.51,,,,,,9,,461.30,1,51.26,5,256.28,,,1,51.26,,,1,51.26,,,,,1,51.26,,,1,51.26,1,51.26,,,,,,,,,1,51.26,,,,,,,,,,,,,,,,
,,,,65~69,2,112.99,1,56.50,,,,,1,56.50,1,,,,56.50,1,,56.50,1,56.50,10,564.97,,,,,2,112.99,1,56.50,,,1,56.50,1,56.50,,,2,112.99,1,56.50,,,1,56.50,1,56.50,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,186.57,,,1,93.28,1,93.28,1,93.28,,,,,,3,,279.85,,,6,559.70,,,,,3,279.85,1,93.28,1,93.28,,,,,,,1,93.28,,,,,,,1,93.28,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,172.41,,,,,,,,,2,344.83,2,344.83,,,1,172.41,,,,,1,172.41,,,1,172.41,,,,,,,,,1,172.41,,,,,,,5,862.07,,,,,,,,,,,,,,
,,,,80~84,1,296.74,,,,,,,,,,,,,,2,,593.47,1,296.74,2,593.47,,,,,1,296.74,,,1,296.74,,,3,890.21,,,,,,,,,1,296.74,,,,,,,1,296.74,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,578.03,,,2,1156.07,,,,,1,578.03,,,,,1,578.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,34.92,,,,,,,,,,,,1,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.28,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.91,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,12.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.70,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,1,15.28,,,,,,,,,,,1,15.28,,,,,,,,,,,,,,,1,15.28,,,,,1,15.28,,,,,,,,,,,,,,
,,,,30~34,3,43.15,,,,,,,,,,,,,,,,,1,14.38,,,,,1,14.38,,,,,,,,,,,,,,,1,14.38,,,,,,,,,,,1,14.38,,,,,,,,,,,,,,
,,,,35~39,2,25.92,,,,,,,,,,,,,,1,,12.96,2,25.92,,,1,12.96,,,,,1,12.96,1,12.96,,,,,,,,,,,,,,,,,,,,,1,12.96,,,,,1,12.96,,,,,,,,
,,,,40~44,,,,,1,14.06,,,,,,,,,,1,,14.06,7,98.45,,,1,14.06,,,,,,,1,14.06,,,,,,,1,14.06,,,1,14.06,1,14.06,,,,,,,3,42.19,,,,,,,,,,,,,,
,,,,45~49,,,,,1,18.14,,,,,1,,,,18.14,,,,9,163.22,1,18.14,,,2,36.27,,,2,36.27,1,18.14,1,18.14,,,,,1,18.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,34.65,,,2,69.30,1,34.65,,,,,,,,,,,6,207.90,,,2,69.30,,,,,,,1,34.65,,,1,34.65,1,34.65,1,34.65,1,34.65,,,,,,,,,1,34.65,,,,,,,,,,,,,,,,
,,,,55~59,2,79.11,,,,,,,,,,,,,,3,,118.67,7,276.90,,,2,79.11,9,356.01,,,1,39.56,,,,,,,,,1,39.56,,,1,39.56,1,39.56,,,,,1,39.56,1,39.56,,,1,39.56,,,,,,,,,,
,,,,60~64,1,49.73,,,1,49.73,,,,,,,,,,,,,9,447.54,,,,,5,248.63,,,1,49.73,3,149.18,,,,,,,1,49.73,,,,,1,49.73,,,,,1,49.73,,,,,1,49.73,2,99.45,,,,,,,,
,,,,65~69,2,112.49,,,1,56.24,,,,,1,,,,56.24,1,,56.24,5,281.21,,,4,224.97,1,56.24,,,2,112.49,,,,,,,1,56.24,2,112.49,1,56.24,,,1,56.24,,,,,3,168.73,,,,,,,3,168.73,,,,,,,,
,,,,70~74,1,86.36,,,,,,,,,1,,,,86.36,1,,86.36,11,949.91,,,3,259.07,6,518.13,,,3,259.07,,,,,,,,,2,172.71,,,,,,,,,,,,,,,1,86.36,,,2,172.71,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,,488.60,2,325.73,,,2,325.73,2,325.73,,,1,162.87,,,,,1,162.87,2,325.73,1,162.87,,,,,,,,,,,1,162.87,,,,,1,162.87,1,162.87,,,,,,,,
,,,,80~84,,,1,302.11,,,,,,,,,,,,1,,302.11,1,302.11,,,,,3,906.34,,,3,906.34,,,,,,,,,,,,,,,,,,,,,,,,,1,302.11,,,5,1510.57,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,591.72,1,591.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,11.96,,,,,,,,,,,1,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.17,,,,,,,,,,,,,,,,,,,,,,,,,2,30.34,,,1,15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.25,,,,,,,,,,,,,,,,,,,2,28.49,,,,,,,,,,,,,,,2,28.49,,,,,,,,,,,,,2,28.49,,,,,,,,,,,,,,,,
,,,,35~39,1,12.95,,,,,,,1,12.95,,,,,,,,,,,3,38.85,,,,,,,,,1,12.95,,,1,12.95,,,,,,,,,,,,,,,1,12.95,,,,,,,,,,,,,,,,
,,,,40~44,1,13.51,,,,,,,,,,,,,,,,,,,4,54.05,,,,,1,13.51,,,,,,,1,13.51,,,,,,,,,1,13.51,,,1,13.51,3,40.54,,,,,,,,,,,,,,,,
,,,,45~49,1,16.89,2,33.79,,,1,16.89,1,16.89,1,,,,16.89,1,,16.89,,,5,84.47,,,,,1,16.89,1,16.89,,,,,,,,,,,2,33.79,,,,,,,3,50.68,1,16.89,,,,,,,,,,,,,,,,
,,,,50~54,1,31.01,,,,,,,,,,,,,,,,,,,3,93.02,,,,,2,62.02,,,,,,,,,,,,,,,1,31.01,,,,,,,1,31.01,1,31.01,,,,,,,,,,,,,,
,,,,55~59,2,78.13,,,1,39.06,,,,,,,,,,,,,,,10,390.63,1,39.06,,,2,78.13,1,39.06,,,,,,,,,,,2,78.13,1,39.06,,,,,1,39.06,2,78.13,,,,,,,,,,,,,,,,
,,,,60~64,4,189.66,,,,,,,,,,,,,,1,,47.42,,,12,568.99,,,2,94.83,5,237.08,,,,,,,2,94.83,,,,,1,47.42,,,,,1,47.42,1,47.42,1,47.42,,,,,,,,,,,,,,,,
,,,,65~69,1,56.92,,,,,,,,,1,,,,56.92,1,,56.92,1,56.92,7,398.41,,,1,56.92,6,341.49,1,56.92,,,4,227.66,1,56.92,,,,,1,56.92,,,,,,,2,113.83,,,,,,,,,,,,,,,,,,
,,,,70~74,3,243.11,,,3,243.11,,,,,,,,,,1,,81.04,,,2,162.07,,,3,243.11,4,324.15,,,,,4,324.15,,,,,1,81.04,,,,,,,,,2,162.07,,,1,81.04,1,81.04,,,,,,,,,,,,
,,,,75~79,,,1,152.21,1,152.21,,,,,,,,,,,,,,,2,304.41,,,3,456.62,2,304.41,,,,,1,152.21,,,2,304.41,,,,,,,,,,,2,304.41,,,1,152.21,,,,,,,,,,,,,,
,,,,80~84,1,318.47,,,2,636.94,,,,,,,,,,1,,318.47,,,3,955.41,,,2,636.94,1,318.47,,,,,1,318.47,,,1,318.47,1,318.47,2,636.94,,,,,,,,,,,1,318.47,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,549.45,1,,549.45,,,3,1648.35,,,,,1,549.45,,,,,1,549.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,14.47,,,,,,,,,1,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,11.89,,,,,,1,,11.89,,,,,,,,,,,,,,,,,,,,,,,1,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,,14.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.40,,,,,,,,,,,,,,,,,,,,,,,1,14.40,,,,,,,,,,,,,,,,,,,1,14.40,,,,,,,,,1,14.40,,,,,,,,,,,,
,,,,35~39,1,13.17,,,,,,,,,,,,,,5,,65.87,,,,,,,,,1,13.17,,,,,2,26.35,,,,,,,,,,,,,1,13.17,1,13.17,,,,,,,,,,,1,13.17,,,,,,
,,,,40~44,4,53.10,,,1,13.27,,,1,13.27,1,,,,13.27,7,,92.92,,,,,,,1,13.27,2,26.55,1,13.27,,,1,13.27,,,,,,,,,,,,,,,,,,,,,,,1,13.27,2,26.55,2,26.55,,,,,,
,,,,45~49,5,79.26,,,,,1,15.85,,,1,,,,15.85,14,,221.94,,,,,,,1,15.85,4,63.41,,,,,1,15.85,,,,,,,,,1,15.85,1,15.85,2,31.71,,,,,1,15.85,,,,,2,31.71,1,15.85,,,,,,
,,,,50~54,5,135.14,,,1,27.03,,,1,27.03,,,,,,8,,216.22,,,,,1,27.03,1,27.03,2,54.05,,,,,2,54.05,,,1,27.03,,,,,,,,,,,,,1,27.03,,,,,,,,,1,27.03,1,27.03,,,,
,,,,55~59,,,,,,,,,,,1,,,,38.91,8,,311.28,,,,,,,4,155.64,2,77.82,,,,,1,38.91,,,1,38.91,,,,,1,38.91,,,1,38.91,,,1,38.91,,,,,,,,,1,38.91,,,2,77.82,2,77.82
,,,,60~64,2,91.58,1,45.79,,,,,,,2,,,,91.58,6,,274.73,,,1,45.79,,,2,91.58,6,274.73,,,,,,,,,1,45.79,1,45.79,,,,,,,2,91.58,1,45.79,,,1,45.79,,,,,1,45.79,1,45.79,1,45.79,,,1,45.79
,,,,65~69,2,118.69,1,59.35,1,59.35,,,,,,,,,,9,,534.12,,,,,,,2,118.69,6,356.08,,,,,3,178.04,1,59.35,,,,,,,,,,,1,59.35,,,,,,,,,,,1,59.35,,,1,59.35,1,59.35,4,237.39
,,,,70~74,,,,,,,,,1,72.78,2,,,,145.56,4,,291.12,,,,,,,2,145.56,9,655.02,,,,,3,218.34,,,1,72.78,,,,,,,,,2,145.56,,,1,72.78,2,145.56,,,,,3,218.34,1,72.78,,,1,72.78,2,145.56
,,,,75~79,1,143.06,,,,,,,,,2,,,,286.12,1,,143.06,,,,,2,286.12,,,5,715.31,1,143.06,,,1,143.06,,,,,,,,,,,,,,,,,,,,,,,,,2,286.12,,,,,,,3,429.18
,,,,80~84,,,,,3,946.37,,,,,2,,,,630.91,1,,315.46,,,,,,,1,315.46,1,315.46,,,,,1,315.46,,,,,,,,,,,1,315.46,,,,,,,2,630.91,,,,,2,630.91,,,,,,,2,630.91
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,497.51,,,,,2,995.02,,,,,,,,,,,,,1,497.51,,,,,,,,,,,,,,,,,,,2,995.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,1,12.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.79,,,,,,,,,1,,,,14.79,,,,,,,,,,,,,,,,,,,,,,1,14.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,53.51,,,,,,,,,,,,,,4,,53.51,,,,,1,13.38,,,1,13.38,,,,,,,,,1,13.38,1,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,7,92.35,,,,,,,,,2,,,,26.39,5,,65.96,,,1,13.19,3,39.58,,,2,26.39,1,13.19,,,,,,,,,1,13.19,,,,,,,2,26.39,1,13.19,1,13.19,,,,,,,,,,,,,,,,
,,,,45~49,2,30.84,,,2,30.84,,,,,,,,,,4,,61.68,,,,,2,30.84,2,30.84,1,15.42,1,15.42,,,,,1,15.42,,,,,1,15.42,,,1,15.42,1,15.42,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,44.90,,,,,,,,,,,,,,6,,134.71,,,4,89.81,7,157.16,,,1,22.45,1,22.45,2,44.90,,,,,,,,,2,44.90,,,1,22.45,1,22.45,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,78.83,1,39.42,1,39.42,,,1,39.42,,,,,,6,,236.50,,,2,78.83,4,157.67,,,1,39.42,,,1,39.42,1,39.42,,,1,39.42,,,,,,,,,2,78.83,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,176.06,,,,,1,44.01,,,1,,,,44.01,9,,396.13,,,3,132.04,3,132.04,,,4,176.06,,,2,88.03,,,,,2,88.03,,,,,,,2,88.03,,,1,44.01,,,1,44.01,,,,,,,,,,,,,,
,,,,65~69,,,,,1,59.35,,,1,59.35,1,,,,59.35,5,,296.74,,,1,59.35,6,356.08,1,59.35,1,59.35,,,,,,,,,,,,,1,59.35,1,59.35,3,178.04,,,,,,,1,59.35,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,3,,,,210.97,6,,421.94,1,70.32,4,281.29,3,210.97,1,70.32,3,210.97,,,,,,,,,3,210.97,,,2,140.65,,,1,70.32,,,,,,,3,210.97,,,,,,,,,,,,,,
,,,,75~79,3,409.28,,,,,,,,,,,,,,3,,409.28,,,1,136.43,5,682.13,,,,,,,,,,,,,2,272.85,,,1,136.43,,,1,136.43,,,,,,,1,136.43,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,284.09,3,852.27,,,,,,,,,,,,,2,568.18,,,,,,,1,284.09,,,,,,,4,1136.36,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,512.82,,,,,,,,,1,512.82,,,,,,,,,,,,,,,,,1,512.82,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,1,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.73,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,11.31,1,,11.31,,,,,,,,,,,1,11.31,,,,,,,,,,,,,,,,,,,,,1,11.31,,,,,,,,,,,,,,,,
,,,,30~34,3,44.64,,,,,1,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.88,,,,,,,1,14.88,,,,,,,1,14.88,,,,,,,,,,,,,,,,
,,,,35~39,2,27.87,,,1,13.94,,,,,4,,,,55.75,,,,,,,,,,,,1,13.94,,,1,13.94,,,,,,,,,2,27.87,,,,,,,,,1,13.94,1,13.94,,,,,,,,,,,,,,
,,,,40~44,3,39.05,,,,,1,13.02,,,7,,,,91.11,,,,,,,,,,1,13.02,3,39.05,1,13.02,2,26.03,2,26.03,,,,,,,1,13.02,,,,,,,,,1,13.02,,,,,,,,,,,,,,,,
,,,,45~49,7,103.50,,,,,,,1,14.79,6,,,,88.72,,,,,,,,,,1,14.79,2,29.57,,,2,29.57,,,1,14.79,,,,,1,14.79,,,1,14.79,1,14.79,1,14.79,3,44.36,,,,,,,,,,,,,,,,
,,,,50~54,3,60.06,,,,,1,20.02,3,60.06,7,,,,140.14,,,,1,20.02,1,20.02,1,20.02,1,20.02,2,40.04,1,20.02,1,20.02,2,40.04,1,20.02,1,20.02,,,,,,,,,,,,,2,40.04,,,,,,,,,,,,,,,,
,,,,55~59,2,76.51,,,,,,,1,38.26,4,,,,153.02,,,,,,,,,,2,76.51,2,76.51,,,,,1,38.26,1,38.26,,,,,1,38.26,,,,,,,3,114.77,1,38.26,,,1,38.26,,,,,,,,,,,,
,,,,60~64,2,88.26,1,44.13,2,88.26,,,,,8,,,,353.05,,,,,,,,,,3,132.39,4,176.52,,,2,88.26,,,,,,,,,2,88.26,,,2,88.26,1,44.13,2,88.26,2,88.26,,,1,44.13,1,44.13,,,,,,,,,,
,,,,65~69,2,116.01,,,,,,,4,232.02,7,,,,406.03,,,,,,,,,,5,290.02,9,522.04,,,1,58.00,,,,,,,1,58.00,4,232.02,1,58.00,,,,,1,58.00,1,58.00,,,,,2,116.01,,,,,,,,,,
,,,,70~74,,,,,1,67.39,,,,,6,,,,404.31,,,,1,67.39,,,,,1,67.39,10,673.85,,,2,134.77,,,,,,,1,67.39,5,336.93,,,,,,,,,,,,,1,67.39,3,202.16,,,,,,,,,,
