,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,胰,,,腎盂及其他泌尿系統,,,鼻咽,,,膽囊及肝外膽管,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,1,,145.99,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,172.71,,,,,,,,,,,,,1,,172.71,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,337.27,,,,,1,,,,168.63,,,,,,,,,,1,,168.63,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,174.22,2,,,,348.43,,,,,,,,,,2,,348.43,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,207.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,304.88,1,304.88,2,609.76,1,304.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,512.82,,,,,,,,,,2,1025.64,,,,,,,,,,,,,,
,,,,80~84,1,854.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,,淋巴結,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,40~44,1,142.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,165.56,,,,,,,,,,,,,,,,,,,,,,1,165.56,1,165.56,,,,,,,,
,,,,50~54,1,221.73,,,,,1,221.73,,,,,,,,1,,221.73,,,,,,,,,,1,221.73,,,,,,,,,,,,,,
,,,,55~59,,,,,1,178.89,,,1,178.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,172.71,,,,,,,,,,
,,,,65~69,,,,,,,,,1,201.21,1,,,,201.21,,,,2,,402.41,1,,201.21,,,,,,1,201.21,,,1,201.21,,,,,,,,
,,,,70~74,,,1,298.51,,,,,1,298.51,,,,,,1,,298.51,,,,,,,1,,298.51,,,,,,,,,1,298.51,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,,480.77,,,,1,,480.77,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,869.57,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1923.08,,,,,,,,,,,,,,,1,1923.08,,,,,1,1923.08,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.01,,,,,,,,,,
,,,,35~39,,,,,1,108.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,323.10,,,,,,,,,,,,,,,,,1,,161.55,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,219.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,187.27,,,1,187.27,,,,,2,,,,374.53,,,,,,,,,,1,,187.27,,,,,,,,,,,,,,,,
,,,,60~64,,,1,179.21,,,,,,,2,,,,358.42,,,,1,,179.21,,,,,,,,,1,179.21,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,,579.71,1,,289.86,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,442.48,1,442.48,1,,,,442.48,,,,2,,884.96,1,,442.48,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,840.34,,,,,,,,,,1,840.34,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,淋巴結,,,結直腸癌,,,膀胱,,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,35~39,,,,,2,213.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,155.76,,,,,,,,,,,,,,1,,155.76,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,204.08,1,204.08,,,,,,,,,,,,,,,,,,,,,,,,,,1,204.08,,,,,,,,,,
,,,,60~64,,,,,2,346.02,,,1,173.01,,,,,,,,,,,,,,,,,,1,173.01,,,,,,,,,,,,,,
,,,,65~69,,,1,206.19,,,1,206.19,3,618.56,,,,,,,,,1,,206.19,1,,206.19,,,,,,1,206.19,,,,,,,,,,,,
,,,,70~74,,,,,2,543.48,,,1,271.74,,,,,,,,,,,,1,,271.74,2,,543.48,,,,,,,,,,,,,,,,
,,,,75~79,,,1,458.72,1,458.72,,,2,917.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,813.01,1,,,,813.01,,,,,,,,,,1,,813.01,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,1,170.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103.20,,,,,,,,,,
,,,,45~49,,,,,,,,,1,151.52,,,,,,,,,,,,,,,,,,1,151.52,,,1,151.52,,,,,,,,,,
,,,,50~54,,,1,201.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,216.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,348.43,1,,,,174.22,,,,1,,174.22,1,,174.22,1,,174.22,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,210.97,,,,,,1,,210.97,2,,421.94,1,,210.97,,,,,,,,,,2,421.94,,,,,,,,
,,,,70~74,,,,,1,262.47,,,1,262.47,,,,,,,,,1,,262.47,1,,262.47,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,438.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,438.60,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1538.46,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,腎盂及其他泌尿系統,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,35~39,,,,,1,101.83,,,,,,,,,,1,,101.83,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,123.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,302.57,,,,,,,,,,,,,,,,,,,,,,,1,,151.29,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,187.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,225.23,,,,,,,,,,,,,1,,225.23,,,,1,,225.23,,,,,,,,,,,,,,,,
,,,,60~64,1,185.19,,,1,185.19,,,1,185.19,,,,,,1,,185.19,,,,1,,185.19,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,200.40,,,,,1,,,,200.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,,267.38,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,408.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,800.00,,,,,,,,,,,,,,,1,,800.00,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1351.35,,,,,,,,,,,,,,,,,,1,1351.35,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,,結直腸癌,,,腎盂及其他泌尿系統,,,睪丸,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,154.08,,,,,,,,,,,,,,
,,,,40~44,,,,,1,117.92,1,117.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,1,,150.60,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,175.44,,,,,,,,,,,,,,,,,,,,1,175.44,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,461.89,,,,,,,,,,,,
,,,,60~64,,,1,195.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,198.02,,,1,198.02,1,,,,198.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,255.75,,,,,,,1,255.75,,,,,,1,,255.75,1,,255.75,1,,255.75,,,,,,,,1,255.75,,,,,,,,,,
,,,,75~79,,,,,,,1,400.00,2,800.00,,,,,,1,,400.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,763.36,,,,,,,,,,,,1,,763.36,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,,1190.48,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,結直腸癌,,,腎盂及其他泌尿系統,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,1,134.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,104.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,112.99,,,,,1,112.99,,,,,,,,,,,,,,,,,1,,112.99,,,,,,,,,,,,,,,,
,,,,45~49,,,1,147.06,,,,,,,,,,,,,,,,,,3,,441.18,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,168.92,,,,,1,168.92,,,1,,,,168.92,,,,1,,168.92,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,221.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,203.67,,,2,,,,407.33,,,,,,,,,,,,,1,203.67,1,203.67,,,,,,,,,,,,
,,,,65~69,,,,,,,2,401.61,,,2,,,,401.61,1,,200.80,1,,200.80,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,243.31,,,,,,,,,,,,,,,,,,,,,,1,243.31,,,,,,,,,,,,
,,,,75~79,,,,,2,772.20,2,772.20,1,386.10,,,,,,,,,,,,,,,,,,,,1,386.10,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,,680.27,1,,680.27,,,1,680.27,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,,1149.43,,,1,1149.43,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胰,,,喉,,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,226.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,107.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,113.77,,,1,113.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,139.66,,,,,,,,,,,,,,,,,2,,279.33,,,,,,,,,,,1,139.66,,,,,,,,,,
,,,,50~54,4,634.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,1,,222.72,,,,,,,,,,,,,1,222.72,,,,,,,,
,,,,60~64,3,645.16,,,,,,,1,215.05,,,,,,,,,1,,215.05,1,,215.05,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,386.10,,,,,,,,,,,,1,,193.05,1,,193.05,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,251.26,,,,,,,,,1,,251.26,,,,1,,251.26,1,251.26,,,,,,,,,,,,,,
,,,,75~79,,,,,1,363.64,1,363.64,,,,,,,,,,,,,,,,,,,,,,1,363.64,1,363.64,,,,,,,,,,
,,,,80~84,,,,,,,,,1,653.59,,,,,,,,,,,,,,,,,,,,,,,,,,1,653.59,,,,,,
,,,,85+,,,,,1,1086.96,,,,,,,,,,1,,1086.96,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,造血系統及網狀內皮系統,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,209.64,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,1,,154.08,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,,158.98,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,114.55,,,,,,,1,114.55,,,,,,,,,,,,1,,114.55,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,110.13,,,,,,,,,,,,,,,,,,,,1,,110.13,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,132.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,154.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,154.08,,,,,,,,
,,,,55~59,,,,,,,,,1,204.08,,,,,,,,,1,,204.08,,,,,,,,,,,,,,,1,204.08,,,,,,
,,,,60~64,,,,,,,,,1,229.36,,,,,,1,,229.36,,,,,,,,,,1,229.36,,,,,,,,,,,,,,
,,,,65~69,,,1,191.20,,,,,4,764.82,,,,,,,,,,,,1,,191.20,1,,191.20,,,,,,,,,,,,,,,,
,,,,70~74,1,250.00,,,1,250.00,,,,,,,,,,2,,500.00,,,,,,,,,,,,,,,,,,1,250.00,,,,,,
,,,,75~79,,,,,,,,,1,344.83,1,,,,344.83,3,,1034.48,1,,344.83,,,,,,,1,344.83,,,1,344.83,,,1,344.83,,,,,,
,,,,80~84,,,,,,,1,602.41,1,602.41,,,,,,,,,,,,,,,,,,,,,,,,1,602.41,1,602.41,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1136.36,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,結直腸癌,,腎盂及其他泌尿系統,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,1,,176.68,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,109.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,254.78,,,,,,,,,,,,,,,,,,,,,,,1,,127.39,,,,,,,,,,,,,,,,
,,,,55~59,1,187.97,,,,,,,2,375.94,,,,,,1,,187.97,,,,,,,,,,1,187.97,,,1,187.97,1,187.97,1,187.97,,,,,,
,,,,60~64,1,230.41,,,,,,,1,230.41,2,,,,460.83,,,,,,,,,,,,,,,1,230.41,,,1,230.41,,,,,,,,
,,,,65~69,,,,,1,201.61,,,1,201.61,,,,,,1,,201.61,1,,201.61,1,,201.61,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,235.85,,,,,1,,,,235.85,,,,,,,,,,,,,,,1,235.85,,,,,,,,,,,,
,,,,75~79,,,1,342.47,,,1,342.47,1,342.47,1,,,,342.47,,,,,,,,,,,,,,,1,342.47,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,598.80,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,,1030.93,,,,,,,,,,,1,1030.93,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130.21,,,,,1,130.21,,,,
,,,,45~49,1,122.10,,,,,1,122.10,,,,,,,,2,,244.20,,,,,,,,,,,,,,,,,,1,122.10,,,,,,
,,,,50~54,1,146.41,,,,,2,292.83,,,1,,,,146.41,,,,,,,,,,,,,,,1,146.41,,,,,,,,,,,,
,,,,55~59,,,,,,,1,175.13,,,,,,,,2,,350.26,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,478.47,,,1,239.23,1,239.23,,,1,,,,239.23,,,,,,,,,,,,,,,1,239.23,,,,,,,,,,,,
,,,,65~69,1,211.86,,,,,1,211.86,,,,,,,,2,,423.73,,,,2,,423.73,1,,211.86,,,,,,,,,,,,,,,1,211.86
,,,,70~74,1,229.36,,,1,229.36,2,458.72,,,,,,,,,,,1,,229.36,1,,229.36,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,320.51,,,,,,,,,,,,,,,,,,,,,,,,1,320.51,,,,,,,,
