,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,479.62,1,239.81,,,2,479.62,,,,,,,,,,,,,,,1,239.81,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,865.80,,,,,,,,,,,,1,,432.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,606.06,1,606.06,,,,,,,,,,,,,,1,606.06,1,,606.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,75.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.19,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,88.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.14,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,151.52,1,151.52,,,,,,,,1,151.52,,,,,,,,,,1,151.52,1,151.52,1,151.52,,,,,,,,,,,,,,,,
,,,,50~54,,,1,120.77,1,120.77,,,,,1,,,,120.77,1,120.77,,,,,,,,,,1,120.77,,,1,120.77,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,123.92,,,1,,,,123.92,,,,,,,,,,1,123.92,1,123.92,,,2,247.83,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,147.28,2,294.55,,,,,,,,1,147.28,,,,,1,,147.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,227.27,,,2,454.55,,,,,4,,,,909.09,,,,,,,,,,,,,,,,,,,,1,227.27,,,,,,,,,,,,,,
,,,,70~74,,,,,1,411.52,,,,,2,,,,823.05,,,,,,,,,,,,,,,,1,411.52,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,617.28,,,,,,,,,,,,,,,,1,617.28,,,1,617.28,1,617.28,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73.69,,,,,,,,,,,,
,,,,35~39,1,84.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,156.01,,,,,1,156.01,,,,,,,,,,1,156.01,,,,1,156.01,1,156.01,,,,,,,,,,,1,156.01,,,,,,,,,,
,,,,50~54,1,121.36,,,,,,,2,242.72,,,,,,,,,,1,121.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,4,496.89,2,248.45,1,,,,124.22,1,124.22,1,124.22,2,248.45,,,,,,,,,,1,124.22,1,124.22,1,124.22,,,2,248.45,,,,,,,,,,
,,,,60~64,,,,,,,1,145.14,,,,,,,,2,290.28,,,3,435.41,,,,,,,,,,1,145.14,1,145.14,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,451.47,,,,,,,,,,1,225.73,1,,225.73,,,,,,,,,,,,,,,2,451.47,,,,,,,,,,
,,,,70~74,,,,,,,,,1,420.17,,,,,,,,1,420.17,2,840.34,,,,,,,,,,,,,,1,420.17,,,,,,,,,,,,,,
,,,,75~79,,,,,1,602.41,2,1204.82,,,,,,,,,,,,,,1,,602.41,,,,,,,1,602.41,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,6250.00,1,,6250.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,胰,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,,72.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104.28,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,317.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,1,127.55,1,127.55,1,,127.55,1,127.55,1,127.55,1,127.55,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,121.95,,,1,121.95,1,121.95,1,121.95,,,,,,,,,,1,121.95,,,,,,,,3,365.85,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,143.27,1,143.27,,,4,573.07,1,,,,143.27,,,,,,,,,,1,143.27,,,2,286.53,,,1,143.27,,,,,,,,,,,,,,,,
,,,,65~69,1,218.34,1,218.34,2,436.68,,,1,218.34,,,,,,1,218.34,,,,,1,,218.34,1,218.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,390.63,,,2,781.25,,,,,,,,,,,,,,,,,,,1,390.63,1,390.63,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,609.76,,,1,,,,609.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1333.33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,胰,,淋巴結,,結直腸癌,,,腎,,腎盂及其他泌尿系統,,膀胱,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,35~39,1,74.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,1,,93.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,154.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,264.90,,,,,,,,,,1,132.45,,,1,132.45,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,3,381.68,1,127.23,,,2,,,,254.45,,,,,,,,,,,,,,3,381.68,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,137.55,,,4,550.21,,,1,,,,137.55,,,,,,,,,,,,1,137.55,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,189.75,1,189.75,2,,,,379.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,694.44,,,,,1,,,,347.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,671.14,,,1,671.14,,,,,,,,,,,,1,671.14,,,,,,1,671.14,,,1,671.14,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,3,3225.81,,,,,,,,,,,,1,1075.27,,,,,,,,2,2150.54,2,2150.54,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,3703.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,,喉,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,1,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.19,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,63.45,1,63.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,70.47,,,,,,,,,,,,,,,,,,,,,,,1,70.47,,,,,,,,,,,,,,,,
,,,,40~44,1,87.03,,,,,,,,,1,,,,87.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,299.40,,,,,,1,149.70,,,,,1,,149.70,,,,,1,149.70,2,299.40,1,149.70,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,130.21,1,130.21,1,130.21,,,1,,130.21,,,,,,,1,130.21,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,136.99,1,,,,136.99,1,136.99,,,1,136.99,,,,,,,,,,1,136.99,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,173.91,,,,,,,,1,173.91,1,173.91,,,,,,1,173.91,,,,,,,,,2,347.83,1,173.91,,,,,,,,,,,,
,,,,70~74,1,300.30,,,,,,,1,300.30,,,,,,1,300.30,,,,,,,,,,,,1,300.30,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,636.94,,,,,,,,,,,,3,1910.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,952.38,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,胸腺、心臟與中隔,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,69.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,69.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,67.39,1,67.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,2,173.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,117.10,,,,,,,,,,,,,,1,117.10,,,1,117.10,,,,,,1,117.10,,,,,,,1,117.10,,,,,,,,,,,,,,
,,,,50~54,,,,,1,164.47,4,657.89,,,1,,,,164.47,,,,,,,,,,,,,,,,,,1,164.47,,,,,,,,,,,,,,,,
,,,,55~59,,,1,129.70,,,6,778.21,,,,,,,,1,129.70,,,,,,,,1,129.70,1,129.70,1,129.70,,,,,1,129.70,,,,,,,,,,,,,,
,,,,60~64,1,139.08,,,1,139.08,4,556.33,,,,,,,,5,695.41,,,,,1,,139.08,,,,,,,,,,,1,139.08,,,,,,,,,,,,,,
,,,,65~69,,,1,168.35,,,1,168.35,,,2,,,,336.70,1,168.35,1,168.35,,,,,,,,,,,,,,4,673.40,2,336.70,1,168.35,,,,,,,,,,,,
,,,,70~74,,,,,3,854.70,1,284.90,,,,,,,,4,1139.60,,,,,,,,1,284.90,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,598.80,1,598.80,2,1197.60,1,598.80,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1052.63,,,3,3157.89,1,1052.63,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.83,,,,,,,,,,,,
,,,,20~24,,,,,1,74.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,67.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,135.87,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,67.84,1,67.84,,,,,,,,,,1,67.84,,,,,,,,,,,1,67.84,,,,,,,,
,,,,40~44,3,237.91,,,,,,,,,1,,,,79.30,,,,,1,79.30,,,,1,79.30,,,,,,,,,,,,,1,79.30,,,,,,,,,,
,,,,45~49,,,,,,,,,2,216.22,,,,,,1,108.11,,,,,,,,,,,,1,108.11,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,172.41,,,1,172.41,2,344.83,1,,,,172.41,,,,,,,,,,,,,,1,172.41,,,,,1,172.41,,,,,,,1,172.41,,,,,,
,,,,55~59,,,,,,,,,6,810.81,1,,,,135.14,4,540.54,,,,,,,,,,,,,,1,135.14,1,135.14,1,135.14,,,4,540.54,,,,,,,,,,
,,,,60~64,,,,,,,1,139.28,1,139.28,,,,,,2,278.55,,,,,,,,,,1,139.28,2,278.55,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,165.29,,,1,165.29,4,661.16,,,,,,2,330.58,,,,,1,,165.29,,,1,165.29,1,165.29,,,,,4,661.16,1,165.29,2,330.58,,,,,,,,,,
,,,,70~74,,,,,,,2,534.76,2,534.76,,,,,,2,534.76,2,534.76,,,,,,,,,,1,267.38,,,,,1,267.38,,,3,802.14,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,561.80,,,,,,,,,,1,561.80,2,1123.60,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1052.63,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他內分泌腺,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,10~14,,,,,1,83.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.92,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,1,73.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,142.96,,,,,,,,,,,,
,,,,35~39,2,134.95,,,1,67.48,,,,,2,,,,134.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,79.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,99.50,1,99.50,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.50,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,349.04,,,,,,,1,,174.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,278.55,,,,,1,139.28,,,,1,139.28,1,139.28,,,1,139.28,,,1,139.28,,,,,1,139.28,1,139.28,,,,,,
,,,,60~64,,,1,139.28,,,1,139.28,1,139.28,3,,,,417.83,,,,,1,139.28,2,,278.55,1,139.28,,,,,,,,,,,,,3,417.83,2,278.55,,,1,139.28,,,,
,,,,65~69,,,,,,,2,339.56,,,2,,,,339.56,,,,,,,4,,679.12,,,2,339.56,1,169.78,,,1,169.78,,,1,169.78,,,1,169.78,,,,,1,169.78,,
,,,,70~74,,,,,,,4,1007.56,,,2,,,,503.78,,,1,251.89,,,3,,755.67,1,251.89,1,251.89,,,1,251.89,,,,,,,,,,,,,,,1,251.89,,
,,,,75~79,,,,,,,,,,,1,,,,487.80,,,,,1,487.80,1,,487.80,1,487.80,,,,,,,,,,,,,,,1,487.80,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,,2298.85,,,1,1149.43,,,1,1149.43,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,1,98.62,,,1,98.62,,,,,,,,,,,,1,98.62,,,,,,,,1,98.62,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,100.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,77.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,154.44,,,,,,,,,3,,,,231.66,,,,,,,,,,1,77.22,,,,,,,,,,,,,1,77.22,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,92.85,,,,,,,,,,,,,,,,,,,,,,1,92.85,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,161.03,,,,,,,,,,,,,,,,,,1,161.03,1,161.03,3,483.09,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,147.71,1,147.71,,,,,1,,147.71,,,,,,,,,1,147.71,,,2,295.42,,,1,147.71,,,,,,,,
,,,,60~64,,,1,143.06,1,143.06,,,,,6,,,,858.37,1,143.06,3,429.18,,,,,,,,,,,,,,2,286.12,,,3,429.18,,,,,1,143.06,,,,,,
,,,,65~69,,,1,164.74,,,,,3,494.23,5,,,,823.72,1,164.74,3,494.23,,,,,,,,,,,,1,164.74,1,164.74,,,2,329.49,,,,,,,,,,,,
,,,,70~74,,,2,479.62,,,,,,,1,,,,239.81,,,1,239.81,,,,,,,,2,479.62,,,,,1,239.81,,,1,239.81,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,460.83,2,,,,921.66,,,1,460.83,,,,,,,,,,,,1,460.83,,,,,2,921.66,,,,,,,1,460.83,,,,
,,,,80~84,,,1,1098.90,,,,,1,1098.90,,,,,,,,,,,,,,,,,,,,,,,1,1098.90,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
