,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,胰,,造血系統及網狀內皮系統,,,,,結直腸癌,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,,111.23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,173.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,200.80,1,200.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,1,,180.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,203.67,,,,,,,,,,,,,,,,1,,203.67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,226.24,,,2,452.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,704.23,,,,,,,,,,1,352.11,,,,1,,352.11,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,523.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,,,,胃,,結直腸癌,,,腦,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,1,113.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,108.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,154.08,,,,,,,,,,,,1,154.08,1,,154.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,209.64,,,1,,,,209.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,366.97,,,,,,,,,,,,,,,,,,,,,,,,,1,183.49,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,200.00,1,200.00,,,,,,,,,,,1,,200.00,,,,,,1,200.00,,,,,,,,,,,,,,
,,,,65~69,,,,,1,219.78,,,,,,,,,,,,3,,659.34,,,,1,,219.78,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,,478.47,,,,,,,,,1,478.47,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1000.00,,,,,,,,2,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,胰,,,腎盂及其他泌尿系統,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,1,103.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,118.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,110.01,,,,,,,1,110.01,,,,,,,,,,,,,,,,,1,110.01,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,144.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,217.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,179.21,,,,,1,,,,179.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,4,,,,813.01,,,1,,203.25,,,,,,,,,1,203.25,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,214.13,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,319.49,,,,1,,319.49,1,,319.49,1,319.49,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,854.70,,,,,,,1,854.70,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,結直腸癌,,,,,腎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,119.47,,,1,119.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,139.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,213.22,,,,,,,,,,,,1,213.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,188.68,,,1,188.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,431.97,,,2,431.97,1,215.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,300.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,460.83,,,1,460.83,,,1,,,,460.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,,造血系統及網狀內皮系統,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,117.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,116.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,134.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,190.48,,,,,1,,,,190.48,,,1,,190.48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,195.31,,,,,2,390.63,,,,,,,,,,,,,,,,,,,1,195.31,1,195.31,,,,,,,,,,,,
,,,,65~69,,,,,2,465.12,1,232.56,,,,,,,,,,,,,1,,232.56,1,,232.56,1,232.56,,,2,465.12,,,,,,,,,,,,
,,,,70~74,,,,,3,802.14,,,,,1,,,,267.38,1,267.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,930.23,,,,,,,,,,,,,,1,,465.12,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,833.33,2,,,,1666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,35~39,,,,,,,1,119.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,,117.79,1,,117.79,1,,117.79,,,,,,,1,117.79,,,,,,,,,,
,,,,45~49,,,,,,,1,128.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,128.53,,,,
,,,,55~59,,,1,210.97,,,,,,,,,,,,,,1,,210.97,,,,1,,210.97,1,210.97,,,,,,,1,210.97,,,,,,,1,210.97
,,,,60~64,1,193.80,,,,,3,581.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,225.73,,,1,,,,225.73,1,225.73,1,,225.73,,,,,,,,,1,225.73,,,,,,,1,225.73,,,1,225.73,1,225.73
,,,,70~74,,,1,258.40,,,2,516.80,1,258.40,,,,,,1,258.40,5,,1291.99,,,,,,,,,,,1,258.40,,,,,,,,,,,1,258.40
,,,,75~79,,,,,,,3,1382.49,,,1,,,,460.83,,,,,,,,,,,,,,,,,,,,,,1,460.83,,,1,460.83,,
,,,,80~84,,,,,1,751.88,2,1503.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,,1724.14,,,,,,,,,,,,,,,,,1,1724.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胰,,結直腸癌,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,1,149.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,384.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,115.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,129.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,220.26,,,,,,,,,,,,,,,1,,220.26,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,193.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,226.76,1,226.76,,,,,,,,,,1,,226.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,490.20,,,1,245.10,1,,,,245.10,,,1,,245.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,450.45,,,,,,2,,900.90,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,757.58,,,,,,1,,757.58,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1724.14,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,男性乳房,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胰,,結直腸癌,,,腎盂及其他泌尿系統,,,鼻腔、中耳及副鼻竇,,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,149.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,232.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,191.57,,,,,,1,191.57,,,,,,,,,,1,191.57,,,,,,,,,,,,,,,,
,,,,65~69,1,227.79,,,,,3,683.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,243.90,,,2,,,,487.80,,,,,,,,,1,,243.90,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,413.22,,,1,413.22,,,1,,,,413.22,,,,,,1,,413.22,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,740.74,1,740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1333.33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,胰,,,造血系統及網狀內皮系統,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,,126.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,145.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,140.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,119.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,125.63,,,,,,,,,,,,,,,,1,,125.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,143.27,,,,,,,1,,,,143.27,1,143.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,230.41,,,1,230.41,1,230.41,,,,,,,,,,,,,,,,1,,230.41,,,,,1,230.41,1,230.41,,,,,,,,,,
,,,,60~64,1,199.60,,,,,,,,,1,,,,199.60,,,1,,199.60,,,,,,,1,199.60,1,199.60,,,,,,,,,,,,,,
,,,,65~69,,,,,3,660.79,,,,,,,,,,1,220.26,,,,,,,,,,,,,,,,,,,,1,220.26,1,220.26,,,,
,,,,70~74,,,,,1,249.38,,,1,249.38,,,,,,,,,,,,,,,,,,,,,1,249.38,,,1,249.38,,,,,,,,
,,,,75~79,,,,,1,383.14,,,,,,,,,,,,,,,2,,766.28,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,719.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,2,2409.64,,,1,1204.82,,,,,,,,,,,,,,,,,,,,,,,,,1,1204.82,,,,,1,1204.82,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,腎盂及其他泌尿系統,,,膀胱,,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,1,140.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,152.21,,,1,,,,152.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,277.39,,,,,2,277.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,124.69,,,,,,,,,,,,,,,,,,,,,,,,,1,124.69,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,124.22,,,,,,,,,,,,,,,,,,,1,124.22,1,124.22,,,,,,,,,,,,,,
,,,,50~54,2,277.01,,,,,1,138.50,1,138.50,,,,,,,,,,,,,,1,,138.50,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,211.86,,,1,,,,211.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,405.68,1,202.84,,,,,,,,1,,202.84,,,,1,,202.84,,,1,202.84,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,646.55,,,,,,,,,,,,,1,,215.52,,,,,,,,1,215.52,,,,,,,,,,,,
,,,,70~74,,,1,266.67,,,1,266.67,,,1,,,,266.67,1,266.67,,,,,,,1,,266.67,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,326.80,3,980.39,,,1,,,,326.80,,,,,,,,,,,,,,,,1,326.80,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1438.85,1,719.42,,,,,,,,3,,2158.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,2,2380.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,男性乳房,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,喉,,結直腸癌,,腦,,膀胱,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,1,120.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,149.48,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,128.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,125.47,,,,,,,,,,,,,,1,125.47,,,,,,,,,,,,,,1,125.47,,,,,,,,,,,,
,,,,50~54,3,402.14,,,,,,,,,,,,,,,,1,,134.05,,,,,,,,,,,,,1,134.05,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,187.27,,,,,,,,,,1,187.27,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,1,,220.75,,,2,441.50,,,,,,,,,,,,,,
,,,,65~69,,,1,208.77,,,,,,,1,,,,208.77,,,2,,417.54,,,,,,,,,,,,,1,208.77,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,520.83,1,260.42,,,,1,,260.42,,,,,,,,,,,,1,260.42,,,,,,,,
,,,,75~79,,,,,1,312.50,,,1,312.50,1,,,,312.50,,,1,,312.50,,,,,,,,,2,625.00,,,1,312.50,1,312.50,,,,,,,,
,,,,80~84,,,,,1,724.64,,,,,2,,,,1449.28,,,2,,1449.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1052.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,,胃,,,食道,,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,204.92,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.94,,,,,,,,,,,,,,,,
,,,,30~34,,,,,2,291.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,414.94,,,1,138.31,,,,,,,,,,,,,,,,,,,,,,,,,1,138.31,,,,,,,,,,,,
,,,,45~49,,,,,,,1,122.25,,,,,,,,,,,,,,,,,,,,,,,,,1,122.25,,,,,,,,,,
,,,,50~54,,,,,1,134.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,167.79,,,1,167.79,,,1,167.79,2,,,,335.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,229.36,,,,,,1,,229.36,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,408.16,,,1,204.08,,,,,,,,,,,,,,1,,204.08,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,256.41,,,1,256.41,1,,,,256.41,,,,,,,,,,,,,,1,256.41,,,,,,,,,,,,,,
,,,,75~79,,,1,307.69,,,,,1,307.69,,,,,,1,307.69,,,,,,,,,,,,,,1,307.69,,,,,1,307.69,,,,,,
,,,,80~84,,,,,1,675.68,,,,,,,,,,,,,,,2,,1351.35,,,,,,,,1,675.68,,,1,675.68,,,,,,,,
