,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,161.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,185.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,162.60,1,162.60,,,2,,,,325.20,1,162.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,531.91,,,2,,,,354.61,,,1,,177.30,1,,177.30,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,341.30,1,,,,341.30,,,,,,,,,,,,1,341.30,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,617.28,,,,,,,,,,,,,,,,,,,,,,,1,617.28,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,990.10,,,,1,,990.10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,5~9,,,,,,,1,85.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,,80.00,1,80.00,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,85.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,96.71,,,,,,,,,,,,,,,,,,1,,96.71,,,,,,,,,,,,,,,1,96.71,,,,
,,,,50~54,,,,,,,,,1,167.22,,,,,,,,1,,167.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,175.13,,,,,,,,,,,,1,175.13,,,,,,,,,,,,,,1,175.13,,,1,175.13,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,169.49,1,169.49,,,,2,,338.98,,,,1,169.49,,,,,1,169.49,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,,,1,167.50,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,326.80,,,1,,326.80,,,,,,,1,326.80,,,,,,,,,,,,,,,,,,
,,,,75~79,1,588.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,588.24,1,588.24,,,1,588.24,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,900.90,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,,,1,79.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,75.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.02,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73.96,,,,,,,,,,,,,,,,,,
,,,,35~39,1,84.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,139.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,170.36,,,1,,,,170.36,,,,,,,,,,,,,,,,,,,,1,170.36,,,,,,,,,,
,,,,55~59,3,511.07,,,,,3,511.07,,,,,,,,,,,,,,,,,,,1,170.36,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,369.69,,,,,,,,,,2,,369.69,1,,184.84,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,166.39,,,2,332.78,1,166.39,,,,,,2,332.78,1,,166.39,,,,1,,166.39,,,1,166.39,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,276.24,,,,,,,,,,2,,552.49,,,,,,,,,,,,,1,276.24,,,1,276.24,,,,,,,,
,,,,75~79,,,,,,,1,526.32,,,1,,,,526.32,1,526.32,1,,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,892.86,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,造血系統及網狀內皮系統,,,結直腸癌,,,鼻咽,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,2,161.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,88.03,,,1,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,129.37,,,,,1,129.37,,,,,,1,129.37,,,,,,,1,,129.37,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,340.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,168.92,,,1,168.92,,,2,,,,337.84,,,1,,168.92,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,374.53,,,2,374.53,1,187.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,169.20,2,338.41,,,1,169.20,1,169.20,1,,,,169.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,250.00,1,250.00,,,1,250.00,,,,,,,,,,,3,,750.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,518.13,1,,,,518.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,847.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,,結直腸癌,,,膀胱,,,鼻咽,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,80.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,72.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,77.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,73.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,87.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,115.07,,,,,,,,,,,,,,,,,,,,,1,115.07,,,,,,,,,,,,,,,,,,
,,,,50~54,1,169.49,,,1,169.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,163.93,,,1,163.93,,,,,,,,,,,,,,1,,163.93,1,163.93,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,597.61,,,,,,,,,,,,,,,,,1,199.20,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,172.12,,,,,,1,172.12,1,,172.12,1,,172.12,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,234.74,1,234.74,1,234.74,,,,,,,,1,,234.74,,,,1,,234.74,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,3,1428.57,,,1,476.19,,,,,,,,1,,476.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,877.19,,,,,1,,,,877.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,,,,,,,1,78.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,77.04,,,1,77.04,1,77.04,,,,,,,,,,,,,1,,77.04,,,,,,,,,,,,,,1,77.04,,,,,,,,
,,,,40~44,,,,,,,3,252.31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84.10,,,,,,,,,,
,,,,45~49,1,103.20,,,,,,,,,1,,,,103.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,163.67,,,,,,1,163.67,,,,,,,,,,,,,,,,1,163.67,,,,,,,,,,,,
,,,,60~64,1,198.41,1,198.41,,,2,396.83,,,1,,,,198.41,,,,,,,,,,,,,,1,198.41,,,,,,,1,198.41,,,,,,,,
,,,,65~69,,,,,,,4,722.02,,,2,,,,361.01,,,,,,1,,180.51,,,,,,,,,,,,1,180.51,,,2,361.01,,,,,,
,,,,70~74,,,1,214.13,,,,,,,2,,,,428.27,,,1,,214.13,,,,,,,1,214.13,2,428.27,1,214.13,,,1,214.13,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,858.37,,,,,,,,,,,,,,,,,,,,1,429.18,,,1,429.18,,,,,,
,,,,80~84,,,,,,,1,900.90,,,1,,,,900.90,,,,,,1,,900.90,1,,900.90,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,,胸腺、心臟與中隔,,,喉,,,睪丸,,膀胱,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.68,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,65.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,74.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,75.82,,,,,1,75.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,83.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,1,,153.37,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,347.22,1,173.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,183.49,,,1,183.49,,,,,,,,,,,,,,1,,183.49,,,2,366.97,1,183.49,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,190.48,4,761.90,,,,,,1,190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,596.42,3,596.42,2,,,,397.61,,,1,,198.81,,,,,,,,,1,198.81,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,411.52,,,,,,,,,,,,,,,,,,1,411.52,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,877.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胰,,,喉,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,1,73.53,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73.53,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,83.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,88.57,,,,,2,177.15,,,,,,,,,,,,,,,,,,,1,88.57,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,139.66,,,,,,,,,,,,,,,,,,,,,,,1,139.66,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,354.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,182.15,5,910.75,,,,,,,,,,,,1,182.15,,,,,,,,,,,,,,,,
,,,,65~69,1,208.33,,,,,2,416.67,,,,,,,,1,208.33,,,,1,,208.33,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,383.14,2,383.14,,,,,,,,,,2,,383.14,,,,,,,,,,,,,1,191.57,,,,,,,,,,,,
,,,,75~79,,,,,,,1,359.71,,,1,,,,359.71,,,1,,359.71,,,,,,,,,1,359.71,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,757.58,,,,,,,,,,,,,,,,,,1,,757.58,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.25,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,71.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,78.43,,,,,,,,,,1,78.43,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73.58,,,,,,,,,,,,,,,,,,
,,,,40~44,1,80.84,,,,,,,,,1,,,,80.84,,,1,,80.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,87.11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87.11,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,258.06,1,129.03,1,,129.03,,,,,,,1,129.03,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,342.47,,,,,,,,,1,,171.23,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,1,,179.21,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,430.11,,,,,,,,,,,,,,1,215.05,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,198.41,,,,,,,,,,,,1,,198.41,,,,,,,,,1,198.41,,,1,198.41,,,,,,,2,396.83,,,,
,,,,75~79,,,,,,,,,,,2,,,,643.09,1,321.54,1,,321.54,1,,321.54,1,,321.54,,,,,,,,,1,321.54,1,321.54,1,321.54,,,,,,
,,,,80~84,,,1,763.36,,,,,1,763.36,3,,,,2290.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1449.28,,,,,,,,,,,,,,,,,,,1,1449.28,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,食道,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,1,83.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,74.57,,,,,,,,,,,,,,,,,1,74.57,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.32,,,,,,,,,,,,
,,,,45~49,2,176.37,,,,,,,,,,,,,,,,,,,1,,88.18,,,,,,1,88.18,,,1,88.18,,,,,,,,,,,,
,,,,50~54,1,113.25,,,,,1,113.25,,,,,,,,,,,,,,,,,,,,,,,1,113.25,,,,,,,,,,,,,,
,,,,55~59,2,346.02,,,,,2,346.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,511.95,,,,,,,,,,,,,,,,,,,,,,,1,170.65,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,663.72,,,,,,,,2,442.48,1,,221.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,209.21,1,209.21,1,209.21,2,418.41,,,,,,,,1,209.21,,,,,,,,,,,,,,1,209.21,1,209.21,2,418.41,,,,,,,,,,
,,,,75~79,,,,,,,1,300.30,,,,,,,,1,300.30,,,,1,,300.30,1,,300.30,,,,,,,,,1,300.30,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,649.35,2,1298.70,1,,649.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,2,2666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,,胸膜,,結直腸癌,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,1,89.85,,,,,,,,,,,,,,,,,,,,,1,89.85,,,,,,,,,,,,,,
,,,,40~44,2,156.49,,,1,78.25,,,,,,,,,,1,78.25,,,,1,,78.25,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,84.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,105.15,,,,,1,105.15,,,,,,,,,,,,,1,,105.15,,,,,,1,105.15,,,,,1,105.15,,,,,,,,,,
,,,,55~59,1,171.23,,,,,2,342.47,,,,,,,,,,1,,171.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,171.23,,,1,171.23,2,342.47,,,1,,,,171.23,1,171.23,,,,1,,171.23,,,,1,171.23,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,219.30,,,2,438.60,,,,,,,,3,657.89,1,,219.30,,,,,,,,,,,,,1,219.30,,,,,,,,,,,,
,,,,70~74,,,,,,,2,434.78,,,,,,,,1,217.39,,,,,,,2,,434.78,,,2,434.78,,,1,217.39,,,1,217.39,,,,,,,,
,,,,75~79,,,1,280.90,,,2,561.80,,,1,,,,280.90,,,,,,1,,280.90,1,,280.90,,,,,,,1,280.90,,,2,561.80,,,,,,,,
,,,,80~84,,,,,1,578.03,,,,,,,,,,,,1,,578.03,,,,,,,,,,,,,,,,,2,1156.07,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1408.45,1,1408.45,2,,2816.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
