,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,3125.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,66.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,53.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.82,,,,,,,,,,,,,,,,,,
,,,,35~39,1,88.57,,,,,,,,,1,,,,88.57,,,1,88.57,,,1,88.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,271.74,1,135.87,,,1,135.87,,,,,1,135.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,216.92,,,,,,,,,,,,,,,,,,,2,216.92,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,94.79,,,,,1,94.79,,,,,,,,,,,,,,,1,94.79,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,95.69,1,95.69,,,,,2,191.39,1,,,,95.69,,,,,2,191.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,134.05,,,,,1,134.05,,,,,,,,,,,,,1,134.05,2,268.10,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,184.84,,,,,,,,,2,,,,369.69,,,,,,,1,184.84,,,,,1,184.84,,,1,184.84,,,3,554.53,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,289.02,1,,,,289.02,,,,,1,289.02,2,578.03,,,,,,,,,1,289.02,1,289.02,1,289.02,1,289.02,1,289.02,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,442.48,2,,,,884.96,,,,,,,,,1,442.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,79.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,66.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,171.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,124.07,,,1,,,,124.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,120.05,,,1,120.05,1,,,,120.05,,,,,,,,,,,,,,,1,120.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,282.22,,,1,,,,94.07,,,,,1,94.07,,,,,,,1,94.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,94.70,1,94.70,3,284.09,,,3,,,,284.09,,,,,,,,,,,,,1,94.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,373.13,,,2,,,,248.76,1,124.38,,,,,,,1,124.38,2,248.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,178.89,,,,,,,1,178.89,3,,,,536.67,,,1,178.89,,,,,,,1,178.89,1,178.89,,,1,178.89,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,289.86,,,1,,,,289.86,1,289.86,1,289.86,,,,,,,,,2,579.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,847.46,,,,,1,423.73,,,,,,,1,423.73,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,970.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,86.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,107.30,,,1,107.30,,,,,,2,214.59,,,,,,,,,1,107.30,,,1,107.30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,1,133.51,1,133.51,1,133.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,92.59,,,1,92.59,,,,,,1,92.59,,,,,1,92.59,,,,,1,92.59,,,1,92.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,96.99,,,,,,,2,193.99,2,,,,193.99,1,96.99,,,,,,,,,,,1,96.99,,,,,4,387.97,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,117.37,,,1,117.37,4,469.48,2,,,,234.74,,,,,1,117.37,,,,,,,,,,,,,3,352.11,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,180.83,3,542.50,1,180.83,1,180.83,,,,,1,180.83,,,1,180.83,,,1,180.83,1,180.83,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,256.41,1,256.41,,,,,,1,256.41,,,,,,,,,1,256.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,454.55,,,,,,,,1,454.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,食道,,消化器官其他分界不明部位,,胸腺、心臟與中隔,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,1,46.04,,,,,,,1,46.04,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.04,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,60.64,,,,,1,60.64,,,,,,,,,,1,60.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,83.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,1,99.60,,,,,,,,,,,,,2,199.20,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,96.34,,,1,96.34,1,,,,96.34,,,,,,,1,96.34,1,96.34,,,,,,,1,96.34,,,1,96.34,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,97.66,1,97.66,1,97.66,,,1,97.66,,,,,,,1,97.66,,,2,195.31,3,292.97,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,111.36,1,,,,111.36,,,,,,,1,111.36,,,,,,,,,,,1,111.36,1,111.36,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,1,171.53,4,686.11,,,1,171.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,516.80,,,,,,,,,,,,,,,,,1,258.40,,,1,258.40,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,431.03,,,,,,,1,,,,431.03,,,,,,,,,,,,,,,,,,,,,,,,,1,431.03,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,671.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2127.66,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.07,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.03,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.87,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,81.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,91.16,,,,,1,91.16,,,1,,,,91.16,,,,,1,91.16,,,,,1,91.16,,,,,,,1,91.16,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,284.90,,,,,,,,,1,,,,142.45,1,142.45,1,142.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,205.13,,,1,102.56,1,102.56,,,,,,,,,,,3,307.69,1,102.56,,,1,102.56,1,102.56,,,,,,,,,,,,,,,,
,,,,55~59,2,187.27,,,1,93.63,,,,,2,,,,187.27,,,1,93.63,1,93.63,,,,,,,,,,,,,2,187.27,,,3,280.90,1,93.63,,,,,,,,,,,,,,,,
,,,,60~64,1,106.84,,,,,,,2,213.68,,,,,,1,106.84,,,3,320.51,,,1,106.84,,,,,,,,,1,106.84,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,332.23,,,,,,,,,,3,498.34,1,166.11,,,,,,,1,166.11,1,166.11,,,,,1,166.11,,,1,166.11,1,166.11,,,,,,,,,,,,
,,,,70~74,,,1,248.76,,,,,2,497.51,1,,,,248.76,,,,,1,248.76,5,1243.78,,,,,1,248.76,1,248.76,,,2,497.51,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,411.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,411.52,,,1,411.52,,,,,,,,,1,411.52,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,769.23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,88.42,,,,,2,176.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,132.10,,,,,1,132.10,,,,,,,,,,,,1,132.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,328.59,,,,,,,,,,,,,,,,,,2,219.06,2,219.06,1,109.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,194.55,,,1,97.28,2,,,,194.55,1,97.28,1,97.28,,,,,,,,,2,194.55,1,97.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,103.41,,,2,206.83,1,103.41,3,310.24,1,,,,103.41,,,,,1,103.41,2,206.83,,,2,206.83,2,206.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,311.04,,,4,622.08,,,,,,1,155.52,,,,,1,155.52,1,155.52,1,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,226.76,,,,,1,,,,226.76,,,,,2,453.51,,,,,1,226.76,2,453.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,829.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,胰,,喉,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,85.54,,,,,,,,,,,,,,1,85.54,,,1,85.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,119.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,193.99,,,,,,,,,,,,,,1,96.99,,,,,,,,,1,96.99,1,96.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,106.27,,,1,106.27,5,531.35,,,,,,,,,,,,,,,,2,212.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,146.20,2,292.40,,,,,,1,146.20,,,,,,,1,146.20,2,292.40,,,,,1,146.20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,229.36,,,,,,,,,,,,1,229.36,,,1,229.36,,,1,229.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,416.67,,,,,,,,,1,,,,416.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,675.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,69.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,83.96,,,,,,1,83.96,1,83.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,103.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,135.69,,,1,135.69,2,271.37,,,2,,,,271.37,,,,,,,1,135.69,,,,,,,,,,,,,,,1,135.69,,,,,,,,,,,,,,,,,,
,,,,55~59,1,96.71,,,1,96.71,2,193.42,,,5,,,,483.56,2,193.42,,,,,,,,,,,1,96.71,,,,,1,96.71,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,214.59,2,214.59,,,5,,,,536.48,1,107.30,1,107.30,,,,,,,,,,,,,,,1,107.30,1,107.30,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,137.55,,,,,2,275.10,,,6,,,,825.31,,,,,1,137.55,,,,,1,137.55,,,1,137.55,,,2,275.10,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,233.10,1,233.10,,,,,,,1,233.10,,,,,1,233.10,,,1,233.10,,,1,233.10,,,,,,,,,,,,,,,,,,
,,,,75~79,1,362.32,,,,,1,362.32,,,1,,,,362.32,2,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,781.25,1,781.25,,,,,,,,,,,,,,,,,,,,1,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1388.89,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,58.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,1,58.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,165.02,1,82.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,98.33,,,,,,,,,,,,,,2,196.66,,,,,,,,,,,1,98.33,,,,,,,,,1,98.33,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,139.66,1,,,,139.66,1,139.66,1,139.66,,,,,,,,,,,,,,,2,279.33,,,2,279.33,,,,,,,,,,,,,,,,,,
