,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,,,,喉,,,結直腸癌,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,207.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,237.53,,,,,,,,,,,,,,,,2,,475.06,,,,,,,,,,,,,,,,
,,,,55~59,1,212.31,,,,,1,212.31,1,212.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,217.86,,,1,217.86,,,1,217.86,,,,,,2,,435.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,458.72,1,229.36,2,458.72,1,,,,229.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,320.51,,,,,,,,,,,,,1,,320.51,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,502.51,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,胰,,,結直腸癌,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,35~39,,,1,122.10,,,,,1,122.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,233.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,229.89,,,,,,,,,2,,,,459.77,1,,229.89,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,230.41,,,,,,,,,,,,,1,230.41,,,,2,,460.83,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,304.88,,,,1,,304.88,1,304.88,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,925.93,,,,1,462.96,1,,462.96,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,,腎,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,,162.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,118.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,110.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,250.63,,,1,250.63,,,,,1,,,,250.63,,,,,,1,,250.63,,,,,,1,250.63,,,,,,,,,,,,
,,,,55~59,,,,,1,223.71,,,1,223.71,,,,,,,,,1,223.71,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,222.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,,,1,251.89,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,589.97,,,,,,,,,,,,,,,,,,,,,,,1,294.99,,,,,,,,,,
,,,,75~79,,,2,961.54,1,480.77,,,,,,,,,,,,,,,1,,480.77,1,,480.77,,,,,1,480.77,,,,,,,,,,
,,,,80~84,,,,,,,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膽囊及肝外膽管,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,10~14,,,,,,,1,172.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.14,,,,,,,,
,,,,35~39,,,,,1,115.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,,141.04,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,177.62,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,240.38,,,,,,,,,,
,,,,55~59,2,480.77,,,,,,,,,1,,,,240.38,,,,,,2,,480.77,,,,,,1,240.38,,,,,,,,,1,240.38,,
,,,,60~64,,,,,,,1,220.75,1,220.75,1,,,,220.75,,,,,,,,,,,,,,,,1,220.75,,,1,220.75,,,,,,
,,,,65~69,1,250.63,,,,,,,2,501.25,,,,,,1,,250.63,3,751.88,,,,1,,250.63,,,,,1,250.63,,,,,,,1,250.63,,
,,,,70~74,1,303.95,1,303.95,,,,,,,,,,,,1,,303.95,,,,,,,,,,,,,1,303.95,,,,,,,2,607.90,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,460.83,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,952.38,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,1612.90,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,,骨、關節及關節軟骨,,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,35~39,1,119.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,138.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,169.49,,,,,,,,,,,,,,,,,1,169.49,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,,243.90,2,487.80,,,,1,,243.90,,,,,1,243.90,,,,,,,,,,
,,,,60~64,,,,,,,1,220.26,1,220.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,256.41,,,,,,,3,,,,769.23,2,,512.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,295.86,1,295.86,,,,,,,,,,,,,,,1,295.86,1,,295.86,,,,1,295.86,,,,,1,295.86,1,295.86,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,500.00,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,819.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1724.14,,,,,,,,,,,,,,1,1724.14,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,,胰,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,1,,123.15,,,,,,,,,,,,,,1,123.15,,,,
,,,,40~44,1,133.33,,,,,,,2,266.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,226.76,,,,,,,1,226.76,,,,,,1,,226.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,257.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,234.74,1,,234.74,1,234.74,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,246.91,1,246.91,,,1,246.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,312.50,,,,,1,312.50,,,,,,,,1,,312.50,,,1,,312.50,1,,312.50,,,,,1,312.50,,,1,312.50,,,,,,
,,,,75~79,,,,,1,462.96,,,1,462.96,1,,,,462.96,1,,462.96,,,,,,,,,1,462.96,1,462.96,,,1,462.96,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,757.58,,,,,,,,,,,3,2272.73,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1694.92,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,胰,,結直腸癌,,,腦,,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,45~49,2,318.47,1,159.24,1,159.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,239.81,1,,,,239.81,,,,,,1,,239.81,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,254.45,,,,,,,,,,,,,,1,254.45,,,,,,,,,,,,
,,,,70~74,,,,,1,311.53,,,,,2,,,,623.05,,,,,,,,,,,,2,623.05,,,,,,,,,,,,,,
,,,,75~79,,,,,1,416.67,1,416.67,,,,,,,,2,,833.33,1,416.67,,,,1,,416.67,,,1,416.67,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,800.00,1,,800.00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,喉,,結直腸癌,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,35~39,,,,,,,,,1,133.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,129.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,157.73,1,157.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,191.94,,,,,,,,,,,,,,,,,,,,,,1,,191.94,1,191.94,,,1,191.94,,,,,,,,,,
,,,,55~59,,,,,,,,,2,539.08,,,,,,,,,1,269.54,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,242.72,,,,,,,,,,,1,242.72,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,248.14,,,,,,,1,248.14,2,,,,496.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,323.62,1,323.62,,,,,,,,,1,323.62,,,,,,,,,1,323.62,,,1,323.62,1,323.62,,,,,,
,,,,75~79,,,,,1,392.16,,,,,,,,,,1,,392.16,1,392.16,,,,1,,392.16,,,,,,,,,1,392.16,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,1,854.70,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1408.45,,,,,,,,,,,1,,1408.45,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,食道,,胰,,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,1,147.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,158.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,142.05,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,1,129.37,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,145.14,,,,,,,1,145.14,1,,,,145.14,,,,,,,,,,,,1,145.14,,,,,,,,,,,,,,
,,,,50~54,1,194.17,,,,,1,194.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,,258.40,,,,,,,,,1,258.40,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,1,254.45,,,,,,,1,254.45,,,,,,,,,,,,,,
,,,,65~69,1,248.76,,,1,248.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,304.88,1,304.88,,,,,1,304.88,,,,,,,,,1,304.88,1,,304.88,1,,304.88,,,,,1,304.88,,,,,,,,,,
,,,,75~79,,,1,408.16,1,408.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1574.80,,,1,,,,787.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,胰,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腦,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,20~24,,,,,1,151.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,149.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,270.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,142.45,,,,,,,,,,,,,,,,,,,,,,1,,142.45,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,182.15,,,,,,1,,182.15,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,235.29,,,1,235.29,2,470.59,,,,,,,,,,,,,,,,,,,,,1,235.29,,,,,,,,,,
,,,,60~64,1,270.27,,,,,1,270.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,248.76,2,497.51,,,,,,,,,,,1,,248.76,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,305.81,,,,,,,2,611.62,,,,,,1,,305.81,1,305.81,,,,,,,2,611.62,,,1,305.81,,,,,,,,,,
,,,,75~79,,,,,,,,,2,790.51,,,,,,1,,395.26,1,395.26,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,,1666.67,,,,,,,,,,,1,833.33,,,,,1,833.33,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1123.60,,,1,1123.60,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,結直腸癌,,,腎盂及其他泌尿系統,,,睪丸,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,160.00,,,,,,,,,,,,,,
,,,,40~44,2,275.48,,,,,,,,,1,,,,137.74,,,,2,275.48,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,7,979.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1,139.86,,,,,,,,,,,,
,,,,50~54,3,517.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,232.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,271.74,,,,,2,543.48,,,,,,1,,271.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,519.48,,,2,519.48,1,259.74,,,,,,,,,,,,,,,,,,,,,,,1,259.74,,,,,,,,,,
,,,,70~74,1,296.74,,,1,296.74,,,2,593.47,,,,,,,,,1,296.74,1,,296.74,1,,296.74,,,,,1,296.74,,,,,,,,,,
,,,,75~79,1,398.41,,,1,398.41,,,1,398.41,1,,,,398.41,1,,398.41,,,,,,,,,,,1,398.41,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,719.42,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,30~34,,,1,174.83,,,,,,,,,,,,,,,1,174.83,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,146.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,283.69,,,,,,,,,,,,,,2,,283.69,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,334.45,,,,,,,,,,,,,,1,,167.22,,,,,,1,,167.22,,,1,167.22,1,167.22,,,,,1,167.22,,,,
,,,,55~59,1,207.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,207.47,,,,,,,,
,,,,60~64,1,296.74,,,,,1,296.74,,,1,,,,296.74,1,,296.74,1,296.74,,,,2,,593.47,1,296.74,,,,,,,1,296.74,,,,,,
,,,,65~69,1,266.67,,,,,,,,,,,,,,1,,266.67,,,,,,,,,,,,,,,,,,,1,266.67,,,,
,,,,70~74,1,298.51,,,1,298.51,,,,,,,,,,1,,298.51,,,1,,298.51,1,,298.51,,,,,,,,,1,298.51,1,298.51,,,,
,,,,75~79,,,,,,,1,396.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,625.00,,,,,,,,1,,625.00,,,,,,,,,,,,,1,625.00,,,,,,,1,625.00,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2197.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,食道,,結直腸癌,,,,,膀胱,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
