,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1219.51,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,胰,,,腎盂及其他泌尿系統,,,膀胱,,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,35~39,,,,,,,,,,,1,,,,173.01,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,195.69,1,195.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,260.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,375.94,,,,,,
,,,,55~59,,,,,,,1,277.78,,,,,,,,1,277.78,,,,,,,,,,1,277.78,,,,,,,,
,,,,60~64,,,,,,,,,1,263.85,,,,,,1,263.85,,,,,,,,,,1,263.85,,,,,,,,
,,,,65~69,1,287.36,,,1,287.36,,,1,287.36,,,,,,,,,,,1,,287.36,1,,287.36,,,,,,,,,,
,,,,70~74,,,,,2,701.75,,,,,,,,,,,,,,,,,,,,,,,,,1,350.88,,,,
,,,,75~79,,,,,,,,,1,598.80,,,,,,,,1,,598.80,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1030.93,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,眼及淚腺,,喉,,結直腸癌,,,,,腦,,膀胱,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,165.02,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,342.47,,,,,1,342.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,326.80,,,,,,,,,,,,,,1,326.80,,,,1,,326.80,,,,,,,,,,,,,
,,,,60~64,2,523.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,2,,571.43,,,,,,,,,,,,,,,,
,,,,70~74,,,1,350.88,,,,,,,,,,,,,,2,,701.75,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,534.76,,,,,,1,,534.76,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1041.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,食道,,,,,胰,,結直腸癌,,,膽囊及肝外膽管,,,攝護腺,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,1,217.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,,249.38,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,242.13,,,,,1,,,,242.13,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,709.22,,,,,,,,,,,,,,1,,354.61,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,264.55,,,,,,,,,,1,,264.55,,,,,,,,,,,,,,,,
,,,,65~69,1,289.86,1,289.86,2,579.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,694.44,,,,,,,,,,,,,,,,1,,347.22,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,478.47,,,,1,,478.47,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1000.00,,,,,,,1,,1000.00,,,,,,,,,,
,,,,85+,,,,,1,1785.71,,,,,,,,,,,,,,,,,,1,,1785.71,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,非何杰金氏淋巴瘤,,胃,,,,,喉,,結直腸癌,,,腎,,,膀胱,,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,
,,,,35~39,,,,,1,164.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,,230.95,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,378.79,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,275.48,1,275.48,2,550.96,1,,,,275.48,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,294.12,,,,,,,1,294.12,,,,,,,,1,,294.12,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,344.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,440.53,,,1,440.53,,,,,,,,1,440.53,,,,,,,1,,440.53,1,440.53,,,,,,,,
,,,,80~84,,,,,1,934.58,1,934.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1639.34,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,結直腸癌,,,腦,,,膀胱,,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,
,,,,25~29,1,180.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,165.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,180.51,,,,,1,,,,180.51,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,216.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,281.69,,,1,281.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,378.79,,,1,378.79,1,378.79,,,,,,1,378.79,1,,378.79,,,,,,,,,,,,,,,,
,,,,60~64,1,277.01,,,,,1,277.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,307.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,346.02,,,,,,,,1,,346.02,,,,,,,1,346.02,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,877.19,,,,1,,438.60,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1020.41,,,,,,,,1,1020.41,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1470.59,,,,1,,1470.59,1,1470.59,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,胸腺、心臟與中隔,,,膀胱,,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,169.49,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,324.68,,,,,1,162.34,,,,,,,,,,1,,162.34,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,186.57,,,,,,,,,,,,1,,186.57,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,,200.40,1,,200.40,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,266.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,374.53,,,,,,,,,,1,,374.53,,,,,,,,,,,,,,,,
,,,,60~64,,,1,303.03,,,,,,,2,,,,606.06,,,2,,606.06,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,920.25,,,2,,,,613.50,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,347.22,,,,,,,,
,,,,75~79,,,,,1,434.78,,,,,1,,,,434.78,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,892.86,,,,,,,,1,,892.86,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1333.33,,,,,,,,,,,,,,,,1,,1333.33,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胰,,,,,結直腸癌,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,497.51,,,2,497.51,,,,,,,,,,1,248.76,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,337.84,,,,,,,,,,1,,337.84,,,,,,,,,,,,,,,,
,,,,60~64,1,347.22,,,,,,,3,1041.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,724.64,,,1,362.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,869.57,,,1,434.78,,,,,,1,434.78,,,,1,,434.78,,,,,,,,,,,,,
,,,,80~84,,,1,775.19,,,,,1,775.19,1,,,,775.19,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1587.30,,,,,,1,1587.30,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,食道,,造血系統及網狀內皮系統,,,膀胱,,,鼻咽,,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,
,,,,30~34,2,389.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,,181.49,,,,,,,,,,
,,,,45~49,,,,,1,191.57,,,,,,,,,,,,1,,191.57,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,237.53,,,,,,,1,,237.53,,,,,,,,,,
,,,,55~59,,,,,,,,,1,294.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,375.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,313.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,380.23,1,380.23,,,,,,,,,,,,,1,,380.23,,,,,,,,,,,,,
,,,,75~79,,,1,429.18,,,2,858.37,,,1,,,,429.18,,,,,,,,,,,,1,429.18,,,,,,,,
,,,,80~84,,,,,,,1,709.22,,,,,,,,,,,,,1,,709.22,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胰,,,造血系統及網狀內皮系統,,,結直腸癌,,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,,,1,198.81,,,,,2,397.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,172.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,886.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,189.75,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,229.89,,,,,,,,,,,,,,,,,,,1,,229.89,,,,,,,,,,,,,
,,,,55~59,1,280.90,,,,,,,,,1,,,,280.90,,,,,,,,,,,,,,1,280.90,,,,,,
,,,,60~64,1,409.84,,,,,,,1,409.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,321.54,1,321.54,,,,,,,,,,,,,,,,1,,321.54,,,,,,,,,,
,,,,70~74,,,,,,,,,1,378.79,,,,,,,,,,,,,,,,,1,378.79,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,444.44,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,649.35,,,,,,,,1,649.35,1,,649.35,,,,1,,649.35,,,,,,,,,,
,,,,85+,,,,,,,1,1470.59,,,2,,,,2941.18,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,結直腸癌,,,腎盂及其他泌尿系統,,,睪丸,,膀胱,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,20~24,1,292.40,,,,,,,,,,,,,,,,,,,,,,,,,1,292.40,,,,,,,,
,,,,35~39,,,,,2,378.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,177.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,185.53,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,271.74,,,1,271.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,400.00,,,1,400.00,,,,,,1,400.00,,,,,,,,,,,,1,400.00,,,,,,
,,,,65~69,,,,,,,1,326.80,,,1,,,,326.80,,,1,,326.80,1,,326.80,1,,326.80,,,,,,,,,,
,,,,70~74,,,,,,,,,1,384.62,1,,,,384.62,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,458.72,,,,,,,,,,,,,,,,1,458.72,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,649.35,1,,649.35,,,1,649.35,,,,,,
,,,,85+,,,1,1250.00,1,1250.00,,,,,,,,,,,,,,,1,,1250.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胰,,結直腸癌,,,腎盂及其他泌尿系統,,,腦,,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,35~39,,,1,194.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,171.23,,,1,171.23,,,,,,,,,,,,,,,,,,,,,,,1,171.23,,,,,,
,,,,45~49,,,,,,,,,1,189.04,1,,,,189.04,,,,,,,,,1,,189.04,,,,,,,,,,
,,,,50~54,,,,,1,194.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,393.70,,,1,393.70,,,,,,1,393.70,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,1,,352.11,,,,,,,,,,,1,352.11,,,,
,,,,70~74,,,1,390.63,,,,,2,781.25,,,,,,,,1,,390.63,1,,390.63,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,930.23,,,,,,,,,,,,,,,,1,,465.12,,,,,,,,,,
,,,,80~84,,,,,1,628.93,,,,,,,,,,,,,,,,,,,,,1,628.93,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1176.47,,,,,,,,,,,,,,1,1176.47,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,食道,,,胰,,,結直腸癌,,,腎,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,30~34,,,,,,,1,229.36,1,229.36,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,183.49,,,,,,,,,,,,,,,,,,,1,,183.49,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,191.94,,,,,,,,,,,,,,1,,191.94,,,1,191.94,,,,,,
,,,,55~59,1,241.55,,,,,,,1,241.55,,,,,,,,1,,241.55,,,,,,,,,,,,,,,,
,,,,65~69,,,1,390.63,,,1,390.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,378.79,,,,,,,1,378.79,,,,,,1,378.79,,,,,,,,,,,,,,,,,,2,757.58
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,465.12,1,465.12,,
,,,,80~84,,,,,1,645.16,,,,,,,,,,,,,,,,,,1,,645.16,,,,,,,,,,
,,,,85+,,,,,,,,,,,2,,,,2061.86,,,,,,,,,1,,1030.93,1,1030.93,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,卵巢、輸卵管及寬韌帶,,胃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,225.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,440.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,446.43,,,1,446.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,直腸與肛門,,胃,,胸腺、心臟與中隔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,454.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,943.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,主唾液腺,,肺、支氣管及氣管,,結直腸癌,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,261.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,208.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,240.96,,,1,240.96,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,421.94,,,,,2,843.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,534.76,,,,,1,534.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
