,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,375.94,,,,,,,,,,,,,,1,375.94,,,,,,1,,375.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,606.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,造血系統及網狀內皮系統,,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,56.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,60.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,103.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,160.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,135.14,,,,,1,135.14,,,,,,,,,,,,,,,,,,,,,,1,135.14,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,139.28,,,1,139.28,2,278.55,,,1,,,,139.28,,,,,,,,,,,1,139.28,,,,,1,139.28,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,1,156.74,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,247.52,,,,,,,,,,,,1,,247.52,1,,247.52,,,,,,,1,247.52,1,247.52,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,711.74,,,,,,,,,,,,2,711.74,,,,,,,,,,,,,1,355.87,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,602.41,,,,,,,2,1204.82,,,,,,,,1,602.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,何杰金氏淋巴瘤,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,結直腸癌,,腎盂及其他泌尿系統,,腦,,,鼻咽,,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,,60.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,51.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,71.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,59.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,71.74,,,,,,,,,,,,,,,,,,,,,1,,71.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,95.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,157.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,137.17,,,,,,,,,,,,,1,,137.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,267.38,,,1,,,,133.69,,,1,133.69,1,,133.69,,,,1,133.69,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,159.74,1,159.74,1,,,,159.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,236.97,,,,,,,,,,,,,,,,,,1,236.97,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,664.45,,,1,,,,332.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,621.12,,,,,,,,1,621.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1041.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,1,72.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,57.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,70.47,,,1,70.47,,,,,,,,,,,,,,1,,70.47,,,,,,1,70.47,,,,,,,,,,,1,70.47,,,,,,,,,,,,
,,,,40~44,3,265.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,145.99,,,,,,,1,145.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,141.24,,,,,,,,,,,,,,,,,,,,,,,,,1,141.24,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,136.61,1,136.61,,,,,,,,,,,,,,,,,,,1,136.61,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,1,158.48,,,,1,,158.48,,,,,,,,,1,158.48,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,441.50,,,,,,,,,,,1,220.75,,,1,220.75,,,,,,,1,220.75,,,,,,,,,,,,,,
,,,,70~74,,,1,309.60,1,309.60,,,,,,,,,,,,,,2,,619.20,,,,,,,,1,309.60,,,1,309.60,,,,,,,1,309.60,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,609.76,,,1,609.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,943.40,,,,,,,,1,,943.40,,,,,,,1,943.40,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,2631.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,其他分界不明的部位,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,胰,,,結直腸癌,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,241.16,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,286.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,277.01,1,138.50,,,1,,,,138.50,2,277.01,1,138.50,,,,,,,,,1,138.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,154.56,,,1,154.56,,,1,154.56,,,,,,2,309.12,,,1,,154.56,2,,309.12,1,154.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,402.41,,,3,603.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,313.48,,,,,1,313.48,,,,,,,,,,,,,1,,313.48,,,,,2,626.96,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,540.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,結直腸癌,,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.04,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,55.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,62.89,,,1,62.89,,,1,,,,62.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,2,154.44,1,77.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,114.94,,,,,1,114.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,152.21,,,1,,152.21,,,,,,,,,,1,152.21,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,141.04,,,,,,,,,,,,,,,,,,,,,1,141.04,,,,,,,,,,,,,,,,
,,,,60~64,1,148.37,,,1,148.37,1,148.37,,,,,,,,1,148.37,1,148.37,,,,,,,1,148.37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,376.65,,,,,,,,2,376.65,1,188.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,300.30,,,,,,,,1,,300.30,,,,,1,300.30,,,1,300.30,1,300.30,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,515.46,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,952.38,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,胰,,造血系統及網狀內皮系統,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.35,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.99,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,57.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,59.35,,,,,,,1,,,,59.35,,,,,,,,,,,,,,,,,1,59.35,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,148.26,,,1,74.13,,,,,,,,,,,,1,74.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,101.94,1,101.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,323.10,,,1,161.55,,,,,1,,,,161.55,,,,,1,,161.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,139.66,,,1,139.66,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,291.55,,,,,2,,,,291.55,,,,,,,,1,,145.77,,,,,,,,,1,145.77,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,3,,,,525.39,,,,,,,,,,,,,1,175.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,584.80,,,,,1,,,,292.40,,,,,,,,,,,,,,,,,,,,,,,1,292.40,,,,,,,,,,,,,,
,,,,75~79,,,,,3,1477.83,1,492.61,,,2,,,,985.22,,,,,,,,,,,,,,,,,,,,,,,1,492.61,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,1,,60.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.16,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,60.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,70.72,,,1,70.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,311.04,,,,,,,,,,,,,,,,,,,,,1,,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,141.64,3,424.93,,,,,,,,,,1,141.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,142.86,,,4,571.43,,,3,428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,349.04,,,1,174.52,,,,,,,,,,,,,,,,,,,,1,174.52,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,283.29,,,3,849.86,,,,,1,,,,283.29,1,283.29,,,,,,,,,,,1,283.29,1,283.29,,,,,1,283.29,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,434.78,1,434.78,1,434.78,,,,,,,,,,,,,,,,1,434.78,,,,,,,,,1,434.78,,,,,,,,,,,,,,,,
,,,,80~84,,,1,892.86,,,,,1,892.86,,,,,,,,1,892.86,,,,,,,,,,,1,892.86,1,892.86,1,892.86,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,淋巴結,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,1,69.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.66,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,57.21,,,,,,,,,,1,,57.21,,,,,,,,,,,,,,,,,,1,57.21,,,,,,,,,,,,
,,,,45~49,1,89.29,1,89.29,,,,,2,178.57,,,,,,,,1,89.29,,,,,,,1,89.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,145.56,,,1,145.56,,,,1,,145.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,144.30,,,,,,,,,,,,,,,,2,288.60,,,,,,,,,,,,,,,1,144.30,,,,,1,144.30,,,,,,,,,,,,
,,,,65~69,1,176.99,,,,,1,176.99,1,176.99,,,,,,,,2,353.98,,,,1,,176.99,1,176.99,,,,,,,,,,,,,,,1,176.99,,,,,,,,,,
,,,,70~74,1,256.41,,,,,,,3,769.23,,,,,,,,2,512.82,,,,,,,,,1,256.41,,,,,,,,,1,256.41,,,1,256.41,,,,,,,,,,
,,,,75~79,,,,,,,,,1,398.41,,,,,,,,1,398.41,,,,,,,1,398.41,,,,,,,,,1,398.41,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,869.57,,,,,,,,1,869.57,1,869.57,,,,,,,,,,,,,1,869.57,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1694.92,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,,骨、關節及關節軟骨,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,3,199.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,53.97,,,1,53.97,,,,,,,,,,,,,,,,,,,,,,,,1,53.97,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,65.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.50,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,64.89,,,,,,,,,,,,,,,,,,1,64.89,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,163.67,,,,,,,,,,,,,,1,81.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,272.85,,,,,,,3,409.28,,,,,,1,136.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,145.99,,,,,,,,,1,,,,145.99,1,145.99,,,,,,,,,1,145.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,289.02,,,,,,,,,,,,,,4,578.03,,,,,,1,,144.51,,,1,144.51,,,,,1,144.51,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,339.56,,,,,,2,339.56,,,1,,169.78,,,,,,1,169.78,1,169.78,,,,,1,169.78,,,,,,,,,,,,,,,,
,,,,70~74,,,1,239.23,,,,,1,239.23,,,,,,1,239.23,,,,,,1,,239.23,,,,,1,239.23,1,239.23,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,400.00,,,,,,2,800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,1,909.09,,,,,1,909.09,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1538.46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
