,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,78.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,101.73,,,,,,,,,,,,,,1,101.73,1,101.73,,,,,,,,,1,101.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,1,,100.91,,,,,,1,100.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,81.30,1,81.30,,,,,2,162.60,1,,,,81.30,,,,,1,,81.30,,,,,,,,1,81.30,1,81.30,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,58.38,,,,,,,2,116.75,,,,,,,,,,,,,1,,58.38,,,,,1,58.38,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,71.17,,,,,1,71.17,,,,,,,,1,71.17,,,3,,213.52,,,,1,71.17,1,71.17,,,,,1,71.17,,,,,,,,,,,,,,,,,,
,,,,70~74,1,137.17,,,,,,,,,,,,,,,,1,137.17,,,,,,,,,1,137.17,,,,,1,137.17,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,219.30,,,,,,,,,,1,219.30,,,,,,,,,1,219.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,1,,65.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.06,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,66.23,,,,,,,,,,,,,,,,1,66.23,,,,,,,1,66.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,92.00,,,1,92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,100.10,,,,,,,,,,,,,,1,100.10,1,100.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,92.68,,,,,,,1,92.68,,,,,,,,1,92.68,,,,,,,1,92.68,,,,,,,1,92.68,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,61.31,,,,,,,,,,,,,,2,122.62,,,,1,,61.31,1,61.31,,,,,1,61.31,,,,,,,1,61.31,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,71.17,,,,,,,,1,71.17,1,,71.17,,,,,,,,,,,,1,71.17,,,1,71.17,,,,,,,,,,,,,,
,,,,70~74,1,124.38,,,,,1,124.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,124.38,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,401.61,,,1,200.80,1,,200.80,,,,,,1,200.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,657.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,63.94,1,,63.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.53,,,,,,,,,,,1,75.53,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,111.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,99.40,1,99.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,99.40,,,1,,,,99.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,65.02,3,195.06,,,,,,1,65.02,,,1,,65.02,1,,65.02,,,,,,,1,65.02,,,,,,,1,65.02,,,,,,,,,,,,
,,,,65~69,,,,,,,4,276.05,,,,,,,,1,69.01,,,,,,,,,,,,,,,,,,,1,69.01,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,108.70,,,2,,,,217.39,,,,,,,,,,,1,108.70,,,,,,,,,2,217.39,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,1,208.77,,,1,208.77,,,1,208.77,1,208.77,,,,,,,,,,,,,,,,
,,,,80~84,1,487.80,1,487.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,66.01,,,,,,,,,,,,,,,,,,,,,,,,1,66.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,186.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,359.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,217.39,,,,,1,108.70,,,,,,,,,,1,108.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,115.74,,,,,,,,,1,,,,115.74,,,,,,,,,,,1,115.74,,,,,1,115.74,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,74.68,,,,,1,74.68,,,1,,,,74.68,1,74.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,202.43,,,1,67.48,,,,,1,,,,67.48,,,,,1,,67.48,,,,1,67.48,,,1,67.48,1,67.48,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,105.60,3,316.79,,,,,,,,2,211.19,,,,1,,105.60,1,105.60,,,1,105.60,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,207.47,,,1,207.47,,,,,,,,,,,,1,207.47,,,,,,,,,,,1,207.47,,,1,207.47,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,51.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,1,,89.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,119.62,,,,,,,,,,,,,,,,,,,,,,1,119.62,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,111.48,,,,,,,1,111.48,,,,,,3,334.45,,,,,,,,,,,,,,,,,,,,,,,1,111.48,,,,,,,,,,,,
,,,,55~59,2,232.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,85.54,,,,,,,1,85.54,,,,,,3,256.63,,,1,,85.54,,,,1,85.54,,,,,,,,,1,85.54,1,85.54,,,,,,,,,,,,,,
,,,,65~69,,,2,135.32,,,1,67.66,3,202.98,,,,,,5,338.29,,,1,,67.66,,,,,,,,1,67.66,2,135.32,,,,,,,1,67.66,1,67.66,,,,,,,,,,
,,,,70~74,,,,,1,99.70,,,1,99.70,,,,,,1,99.70,,,1,,99.70,2,,199.40,,,1,99.70,,,,,1,99.70,,,,,,,1,99.70,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,214.13,1,214.13,,,,,,,,,,,,,,,,,,,,,,,,,1,214.13,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,2,,806.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1162.79,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,,胰,,結直腸癌,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,108.70,,,1,108.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,2,228.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,2,234.19,1,,117.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,96.99,,,,,,,1,,,,96.99,,,,,3,,290.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,73.37,3,220.10,,,1,73.37,1,73.37,,,,,,1,73.37,1,73.37,1,,73.37,,,,1,73.37,,,,,1,73.37,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,97.66,,,4,390.63,2,,195.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,200.00,,,,,,,,,,,,,,,,,,,,1,200.00,1,200.00,1,200.00,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,386.10,,,1,,386.10,1,,386.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,喉,,結直腸癌,,腦,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.14,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.88,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.63,,,,,,,,,,,,,,,,
,,,,45~49,2,199.40,1,99.70,,,,,1,99.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,243.90,,,,,,,,,1,,,,121.95,,,,,,,,1,,121.95,,,,,,,,,,,1,121.95,,,,,,,,,,,,,,,,
,,,,60~64,1,108.46,,,1,108.46,,,1,108.46,,,,,,1,108.46,2,216.92,,,,1,,108.46,,,1,108.46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,78.86,3,236.59,,,,,,1,78.86,3,236.59,,,,1,,78.86,,,,,1,78.86,,,1,78.86,1,78.86,1,78.86,,,,,,,,,,,,,,
,,,,70~74,2,192.31,,,,,1,96.15,2,192.31,,,,,,,,3,288.46,1,,96.15,3,,288.46,,,1,96.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,194.55,,,,,,,1,194.55,,,,,,2,389.11,3,583.66,,,,2,,389.11,1,194.55,1,194.55,,,2,389.11,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,,354.61,1,,354.61,,,,,,,,,,,,,,,2,709.22,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.82,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,72.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,79.49,,,,,,,,,,,,,,,,1,79.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,98.14,,,,,,,,1,98.14,1,,98.14,,,,,,,,,,1,98.14,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,122.85,,,,,,,,,,,,,,,,,1,122.85,1,122.85,,,,,,,,,,,,,,,,
,,,,55~59,1,114.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.68,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,231.75,,,1,115.87,3,347.62,,,,,,,,,,1,115.87,1,,115.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,83.82,,,3,,,,251.47,,,,,1,,83.82,,,,,,1,83.82,1,83.82,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,95.06,1,95.06,,,3,285.17,,,3,,,,285.17,,,,,,,,,,,,,,,,,2,190.11,,,,,1,95.06,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,169.20,1,169.20,2,338.41,,,,,,,,,1,169.20,1,169.20,,,,,,,,,2,338.41,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,386.10,1,,,,386.10,,,,,,,,,,,1,386.10,,,,,,,,,,,,,1,386.10,,,,,,,,,,,,
,,,,85+,,,,,1,970.87,,,,,,,,,,,,,,,,,1,,970.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,後腹膜腔及腹膜,,胃,,食道,,,胰,,,骨、關節及關節軟骨,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,93.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,70.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,60.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,60.90,,,,,,,,,,,,,,,,,,,,,,1,60.90,,,1,60.90,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,72.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.05,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,74.68,,,,,,,,,,,,1,74.68,,,,,,,,,,,,,,,1,74.68,,,,,,,,,,,,,,,,,,
,,,,45~49,1,86.51,,,1,86.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,114.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,330.76,1,110.25,2,220.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,118.76,,,,,,,,,1,,,,118.76,,,1,118.76,,,,,,,,,,,,,,,,,1,118.76,,,,,,,,,,,,,,,,
,,,,65~69,,,1,90.66,3,271.99,2,181.32,2,181.32,1,,,,90.66,,,2,181.32,,,,,,,,,1,90.66,1,90.66,,,,,1,90.66,,,,,,,,,,,,,,,,
,,,,70~74,2,183.65,1,91.83,,,,,1,91.83,1,,,,91.83,,,4,367.31,2,,183.65,,,,,,,,,,,,,,2,183.65,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,163.93,,,1,163.93,,,,1,,163.93,,,1,163.93,,,,,1,163.93,2,327.87,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,3,1107.01,,,,,,,,,,,,,,,,,1,369.00,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,892.86,,,,,,,,,1,892.86,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,,胸腺、心臟與中隔,,,眼及淚腺,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,,70.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.54,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.40,,,,,,,,,,,,,,,,
,,,,40~44,2,154.20,,,,,,,1,77.10,,,,,,,,2,154.20,,,,,,,,,,,,,,,,,,,1,77.10,,,,,,,,,,,,,,
,,,,45~49,1,83.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,228.05,,,,,,,,,1,,,,114.03,1,114.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,113.12,,,1,113.12,,,,,1,,,,113.12,,,,,1,,113.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,472.81,,,,,,,1,118.20,1,,,,118.20,1,118.20,,,,,,,,,,,1,118.20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,101.32,1,,,,101.32,1,101.32,1,101.32,1,,101.32,,,,,,,,2,202.63,,,1,101.32,,,,,1,101.32,1,101.32,,,,,,,,,,
,,,,70~74,3,271.25,1,90.42,,,2,180.83,1,90.42,3,,,,271.25,2,180.83,,,,,,,,,1,90.42,,,1,90.42,1,90.42,,,,,,,1,90.42,,,,,,,,,,,,
,,,,75~79,,,,,,,,,3,488.60,2,,,,325.73,2,325.73,,,,,,,,,,,,,,,,,,,,,,,,,1,162.87,,,,,,,,,,
,,,,80~84,,,,,,,,,1,353.36,1,,,,353.36,,,,,,,,,,,,,,,,,,,1,353.36,,,,,,,2,706.71,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
