,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,,胰,,喉,,結直腸癌,,腦,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,40.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.56,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,148.59,,,,,,,,,,1,74.29,,,,1,74.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,152.67,,,,,,1,76.34,,,5,381.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,88.34,,,,,,,,,,,,,,1,88.34,,,,,,,,,,,,1,88.34,1,88.34,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,136.05,,,1,136.05,2,272.11,,,,,,1,136.05,1,136.05,,,,,,,,,,,,,,1,136.05,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,230.95,,,1,230.95,,,,,,,,,,2,461.89,1,,230.95,,,1,230.95,1,230.95,,,1,230.95,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,374.53,2,749.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2272.73,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,33.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,46.51,2,93.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,53.53,,,,,,,,,,,,,,,,,,,,,,,2,107.07,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,79.37,,,,,,,,,,,,,,1,79.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,84.46,,,,,,,,,,,,,,1,,84.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,149.25,,,,,,,,,,,,,,,,1,74.63,1,74.63,,,,,,,,,,1,74.63,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,77.76,,,1,77.76,,,,,,,,,,,,1,,77.76,2,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,84.60,,,,,,,,1,84.60,,,1,84.60,,,,2,169.20,1,84.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,391.64,,,,,,,,,,,,,,1,130.55,,,1,130.55,2,,261.10,,,,,2,261.10,1,130.55,1,130.55,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,208.77,,,,,,,,,,2,417.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,359.71,,,,,,,,,,,,2,719.42,,,,,,,,,,,,1,359.71,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,1,40.77,,,,,,,,,,,,,,,,1,,40.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.07,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,51.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,69.69,,,,,,,,,,,,,,,,,,,,,,1,69.69,,,,,,,,,,,,,,
,,,,45~49,1,90.01,,,,,,,,,,,,,,,,1,90.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,152.21,,,1,76.10,,,,,,,,,,,,2,152.21,,,,1,76.10,,,1,76.10,,,,,,,1,76.10,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,160.51,,,1,,,,80.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,81.37,,,1,81.37,4,325.47,1,,,,81.37,,,1,81.37,1,81.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,120.19,1,120.19,3,,,,360.58,,,3,360.58,,,,,,,,1,120.19,,,1,120.19,1,120.19,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,202.02,4,,,,808.08,,,,,,,,,,,,,,1,202.02,,,,,1,202.02,,,,,,,,,,,,,,,,
,,,,75~79,,,1,323.62,,,,,,,,,,,,,,1,323.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,847.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,,,1,36.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,,35.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,2,107.01,,,,,,,,,,,,,,,,,,,,,,1,53.50,,,,,,,,,,,,
,,,,40~44,,,,,1,63.21,,,,,,,,,,,,,,,,,,,,,1,63.21,,,,,,,1,63.21,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,94.61,1,94.61,,,,,,,,,,,,,,,,,,,,,,2,189.21,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,2,156.13,,,,,,,,,,1,78.06,,,,,,,1,78.06,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,4,317.97,,,,,,,,2,158.98,,,,,,,1,79.49,,,1,79.49,1,79.49,,,,,,,,,,,,
,,,,60~64,1,82.64,,,,,1,82.64,,,,,,,,1,82.64,,,,,,,,,,4,330.58,1,82.64,1,82.64,,,,,1,82.64,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,113.51,1,113.51,,,,,,1,113.51,4,454.03,1,113.51,1,113.51,1,113.51,,,,,,,2,227.01,,,,,,,,,,
,,,,70~74,,,1,198.81,,,,,,,,,,,,1,198.81,,,1,198.81,,,,2,397.61,1,198.81,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,318.47,,,,,1,,318.47,1,318.47,,,,,,,,,,,1,318.47,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,689.66,,,,,,,,,,1,689.66,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,1,39.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,59.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.07,,,1,59.07,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,193.42,,,,,1,96.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,78.62,,,1,78.62,,,,,,,,,,1,78.62,,,,,,,,1,78.62,,,,,,,1,78.62,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,163.53,,,,,2,163.53,,,,,,1,81.77,,,,,1,,81.77,,,,,,,,,,,,,,,3,245.30,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,2,168.92,3,253.38,4,337.84,1,,84.46,1,84.46,,,1,84.46,1,84.46,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,217.63,,,,,,,,1,108.81,6,652.88,1,,108.81,,,1,108.81,1,108.81,1,108.81,,,,,1,108.81,1,108.81,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,182.48,1,182.48,,,,,,,,,,,,1,182.48,1,182.48,,,,,,,,,,,,,,,,,,
,,,,75~79,1,312.50,,,,,,,,,,,,,,,,,,2,625.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,,胃,,食道,,胰,,喉,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,2,98.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,45.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,40.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,37.51,,,,,,,,1,37.51,,,1,37.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,43.10,,,,,,,,,,,,,,,,1,,43.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,52.83,,,,,,,,,,,,,,,,1,52.83,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.59,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93.02,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,165.84,1,82.92,,,,,,,,,,,,1,82.92,1,82.92,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,159.74,,,1,79.87,,,,,,,,1,79.87,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,175.90,,,,,1,87.95,,,,,,1,87.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,102.35,,,,,,,1,,,,102.35,1,102.35,1,102.35,,,,,,2,204.71,,,,,,,,,,,1,102.35,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,162.07,,,,,,,,,,2,324.15,,,,,,3,486.22,1,162.07,,,,,,,,,,,2,324.15,,,,,,,,,,,,
,,,,75~79,1,321.54,,,,,,,,,,,,,,,,3,964.63,,,,,,2,643.09,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,602.41,,,,,,,1,602.41,,,,,,1,602.41,2,1204.82,,,,,,,,,,,,,,,,,,1,602.41,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,胸腺、心臟與中隔,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,30~34,,,,,,,,,1,44.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,57.47,,,,,,,,1,57.47,,,,,,,1,57.47,,,1,57.47,,,,,,,,,,,,,,
,,,,45~49,2,163.80,,,,,,,,,1,,,,81.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.37,,,,,,,,,,,,
,,,,55~59,1,79.68,,,1,79.68,,,5,398.41,,,,,,,,,,1,79.68,1,,79.68,,,,,,,,,,,,,,,,,1,79.68,,,,,,,,,,
,,,,60~64,3,264.78,,,,,,,,,,,,,,,,4,353.05,,,,,,,,1,88.26,1,88.26,,,,,,,,,,,,,1,88.26,,,,,,,,
,,,,65~69,,,,,,,1,99.30,,,,,,,,1,99.30,1,99.30,,,1,,99.30,,,1,99.30,1,99.30,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,163.40,,,,,1,163.40,,,,,,,,,,,,,,,,,1,163.40,,,1,163.40,,,,,,,,,,,1,163.40,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,,295.86,,,,,,,,,,,1,295.86,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,578.03,,,1,,578.03,,,1,578.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,1,51.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.07,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,51.52,,,,,,,,,1,,,,51.52,,,,,,,1,,51.52,,,,,1,51.52,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,57.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,72.89,1,72.89,2,145.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,193.24,,,,,,,,1,96.62,,,2,193.24,,,,1,96.62,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,82.92,3,248.76,,,,,,,,1,82.92,4,331.67,,,,,,,,,,,,,,3,248.76,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,88.81,2,177.62,1,,,,88.81,,,,,,,,,,2,177.62,,,,,1,88.81,,,1,88.81,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,95.79,1,95.79,1,95.79,3,,,,287.36,,,2,191.57,1,95.79,,,,1,95.79,1,95.79,1,95.79,1,95.79,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,4,,,,622.08,1,155.52,4,622.08,1,155.52,,,,,,1,155.52,,,1,155.52,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,272.48,,,3,,,,817.44,,,1,272.48,,,,,,,,,,,,,,,,1,272.48,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,552.49,,,1,552.49,2,,,,1104.97,,,,,,,,,,,,,,,,,,,,1,552.49,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,結直腸癌,,腎盂及其他泌尿系統,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.13,,,1,45.13,,,,,,,,,,,,,,,,
,,,,35~39,1,50.71,,,,,,,,,,,,,,1,50.71,,,1,50.71,,,,1,50.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,58.45,,,1,58.45,,,,,,,,,,,,,,,,,,,,,,,,,1,58.45,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,67.61,,,,,,,,,,,,1,67.61,,,1,67.61,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,100.60,,,,,,,,,,,,,,,,,,,1,100.60,,,,,,,,,,,1,100.60,,,,,,,,,,
,,,,55~59,,,1,85.91,,,,,1,85.91,,,,,,,,1,85.91,,,1,,85.91,3,257.73,1,85.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,87.26,,,,,,,,,,1,87.26,,,1,,87.26,,,,,,,1,87.26,,,1,87.26,1,87.26,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,193.99,,,,,,,,1,96.99,3,290.98,,,,2,193.99,,,1,96.99,1,96.99,,,,,,,,,1,96.99,,,,,,,,,,
,,,,70~74,,,,,,,2,291.12,1,145.56,,,,,,,,,,4,582.24,,,,3,436.68,3,436.68,,,1,145.56,,,1,145.56,1,145.56,1,145.56,2,291.12,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,257.73,,,,,,,,,,,,1,257.73,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,1,546.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1234.57,,,,,1,1234.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
