,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.34,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,17.33,,,,,,,,,,,,,,,1,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,15.32,,,,,,,,1,15.32,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,12.93,,,,,,,,,1,,,,12.93,1,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.86,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,12.93,,,,,,2,25.86,,,1,,12.93,2,25.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.93,,,,,,,,,,,,
,,,,40~44,3,46.90,,,1,15.63,,,,,,,,,,3,46.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46.90,,,,,,,,,,,,
,,,,45~49,2,44.40,,,,,,,1,22.20,,,,,,2,44.40,,,,,,,,1,22.20,,,1,22.20,,,,,,,,,1,22.20,,,2,44.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,43.80,,,,,1,43.80,,,1,,,,43.80,2,87.60,,,,,,,,2,87.60,,,,,,,,,,,,,,,,,,,,,,,1,43.80,1,43.80,,,1,43.80,,,,,,,,,,,,
,,,,55~59,1,52.19,,,1,52.19,,,,,,,,,,2,104.38,,,,,,,,2,104.38,,,2,104.38,1,52.19,1,52.19,,,,,1,52.19,,,,,,,,,,,,,,,1,52.19,,,,,,,,,,,,
,,,,60~64,1,63.33,1,63.33,,,,,1,63.33,,,,,,3,189.99,,,,,,,,2,126.66,,,3,189.99,4,253.32,,,,,,,,,,,1,63.33,,,,,,,,,1,63.33,1,63.33,,,1,63.33,,,,,,,,
,,,,65~69,3,150.53,,,,,,,,,,,,,,2,100.35,,,1,,50.18,1,50.18,5,250.88,1,50.18,2,100.35,,,,,,,,,1,50.18,,,3,150.53,1,50.18,,,,,,,1,50.18,,,,,,,2,100.35,,,,,,
,,,,70~74,2,114.42,,,,,,,,,2,,,,114.42,4,228.83,,,1,,57.21,3,171.62,3,171.62,,,,,2,114.42,,,,,,,,,1,57.21,3,171.62,,,,,2,114.42,,,1,57.21,,,,,,,3,171.62,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,125.31,2,250.63,1,125.31,,,,1,125.31,1,125.31,,,,,,,,,,,1,125.31,,,,,4,501.25,,,1,125.31,,,,,,,,,1,125.31,,,1,125.31,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,2,591.72,1,295.86,,,,,,,,,1,295.86,,,,,1,295.86,1,295.86,,,,,,,,,,,,,,,,,1,295.86,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,2,1709.40,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,男性乳房,,肝及肝內膽管,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,14.33,,,,,,,,1,14.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,1,13.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.52,,,,,,,,,,,,
,,,,20~24,1,16.97,,,,,,,1,16.97,1,,,,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,,12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.81,1,12.81,1,12.81,,,,,,,,,,,,
,,,,35~39,2,25.05,1,12.53,1,12.53,,,,,,,,,,,,,,3,,37.58,,,,,1,12.53,,,,,,,1,12.53,,,,,,,,,,,,,,,,,,,1,12.53,,,,,,,,,,,,
,,,,40~44,3,44.63,,,,,1,14.88,,,,,,,,,,,,4,,59.51,,,,,,,,,1,14.88,,,1,14.88,,,,,,,,,1,14.88,,,1,14.88,,,1,14.88,2,29.75,,,,,,,,,,,,
,,,,45~49,3,60.57,,,,,,,,,,,,,,,,,,6,,121.14,,,,,1,20.19,3,60.57,,,,,,,,,,,,,1,20.19,1,20.19,1,20.19,,,,,1,20.19,1,20.19,,,,,,,,,,,,
,,,,50~54,2,79.62,,,,,1,39.81,,,,,,,,,,,,6,,238.85,,,,,,,2,79.62,,,,,1,39.81,,,,,,,1,39.81,1,39.81,,,,,,,,,1,39.81,,,,,,,,,,,,
,,,,55~59,,,,,1,48.50,,,,,,,,,,2,96.99,,,5,,242.48,,,,,1,48.50,1,48.50,,,,,2,96.99,1,48.50,,,1,48.50,,,,,,,,,1,48.50,,,,,,,,,,,,,,,,
,,,,60~64,1,62.58,,,,,,,,,1,,,,62.58,,,,,5,,312.89,,,,,1,62.58,2,125.16,,,,,2,125.16,,,1,62.58,,,,,1,62.58,,,,,,,,,1,62.58,,,,,,,,,,,,
,,,,65~69,1,54.26,,,,,,,,,,,,,,,,,,6,,325.56,,,1,54.26,4,217.04,3,162.78,,,,,2,108.52,1,54.26,,,,,1,54.26,5,271.30,,,1,54.26,,,1,54.26,,,2,108.52,5,271.30,,,,,,,,
,,,,70~74,2,104.88,,,,,1,52.44,,,,,,,,,,,,2,,104.88,,,,,3,157.32,5,262.19,,,,,3,157.32,1,52.44,,,,,,,2,104.88,1,52.44,,,,,1,52.44,,,,,1,52.44,,,,,,,,
,,,,75~79,1,113.90,1,113.90,,,,,,,,,,,,,,1,113.90,1,,113.90,,,,,,,7,797.27,,,1,113.90,2,227.79,1,113.90,,,,,2,227.79,2,227.79,,,,,,,,,,,,,4,455.58,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,2,,542.01,,,,,2,542.01,2,542.01,,,,,,,2,542.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,729.93,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他神經系統,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,28.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.08,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,1,13.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.10,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.94,,,,,,,,,,,,,,,,1,15.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.94,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,12.62,1,12.62,2,25.24,1,,12.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,12.19,,,,,,,,,,,,,,,,3,36.57,,,,,,,,,,,,1,12.19,1,12.19,1,12.19,1,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,7,98.48,,,,,1,14.07,,,,,,,,,,4,56.27,,,,,,2,28.14,1,14.07,1,14.07,1,14.07,,,,,,,,,1,14.07,,,1,14.07,,,,,,,1,14.07,1,14.07,,,,,,,,,,,,
,,,,45~49,3,55.58,,,,,,,,,,,,,,,,6,111.15,,,,,,2,37.05,1,18.53,,,1,18.53,1,18.53,,,,,,,,,2,37.05,,,,,,,,,1,18.53,2,37.05,,,,,,,,,,,,
,,,,50~54,1,34.39,,,,,,,,,,,,,,,,5,171.94,,,,1,34.39,1,34.39,,,,,,,,,,,,,,,,,1,34.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,195.50,,,1,48.88,,,,,1,,,,48.88,,,4,195.50,,,,,,1,48.88,4,195.50,1,48.88,,,,,,,,,,,2,97.75,1,48.88,,,1,48.88,,,,,1,48.88,,,,,,,,,,,,,,
,,,,60~64,1,59.59,,,,,,,,,,,,,,2,119.19,4,238.38,,,,,,1,59.59,7,417.16,,,1,59.59,1,59.59,1,59.59,,,,,1,59.59,5,297.97,,,,,,,,,3,178.78,1,59.59,1,59.59,,,1,59.59,,,,,,
,,,,65~69,,,1,60.75,,,,,1,60.75,,,,,,,,1,60.75,,,,,,1,60.75,3,182.26,,,6,364.52,1,60.75,1,60.75,,,,,2,121.51,3,182.26,,,,,,,,,,,,,,,1,60.75,1,60.75,,,,,,
,,,,70~74,2,105.99,,,2,105.99,,,,,,,,,,1,52.99,4,211.98,,,,2,105.99,2,105.99,5,264.97,,,3,158.98,1,52.99,1,52.99,,,,,1,52.99,3,158.98,,,,,,,,,,,1,52.99,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,205.97,3,308.96,,,,1,102.99,2,205.97,7,720.91,,,3,308.96,,,2,205.97,,,,,,,1,102.99,,,,,,,1,102.99,3,308.96,1,102.99,1,102.99,,,2,205.97,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,249.38,2,498.75,,,,1,249.38,1,249.38,2,498.75,,,4,997.51,,,,,,,1,249.38,,,,,,,,,,,,,,,,,,,,,2,498.75,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,684.93,,,1,684.93,,,,,,,,,,,1,684.93,,,,,,,,,2,1369.86,,,,,,,1,684.93,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,16.00,,,,,,,1,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.00,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,3,35.48,,,,,,,,,,,,,,,,,,,,1,11.83,,,,,2,23.65,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,53.61,,,,,,,,,,,,,,,,1,13.40,,,,,,1,13.40,1,13.40,,,,,2,26.81,,,,,,,,,1,13.40,,,,,,,1,13.40,,,1,13.40,,,,,,,,,,,,
,,,,45~49,9,153.51,,,,,2,34.11,,,1,,,,17.06,4,68.22,,,,,,1,17.06,1,17.06,1,17.06,,,,,,,1,17.06,1,17.06,1,17.06,,,3,51.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,117.47,,,,,,,,,,,,,,1,29.37,,,,,,,,,,,,1,29.37,2,58.74,1,29.37,1,29.37,,,,,,,,,,,,,1,29.37,,,1,29.37,,,1,29.37,,,,,,,,,,
,,,,55~59,3,144.72,,,1,48.24,,,,,,,,,,5,241.20,,,,,,,,2,96.48,3,144.72,,,1,48.24,1,48.24,,,,,,,1,48.24,1,48.24,,,,,,,,,1,48.24,,,1,48.24,2,96.48,,,,,,,,
,,,,60~64,2,112.55,,,,,,,,,2,,,,112.55,2,112.55,,,1,,56.27,,,1,56.27,5,281.37,,,2,112.55,1,56.27,,,,,,,,,3,168.82,,,2,112.55,,,,,,,1,56.27,,,1,56.27,,,,,,,,
,,,,65~69,2,130.72,,,,,,,1,65.36,,,,,,7,457.52,,,,,,,,2,130.72,6,392.16,,,2,130.72,1,65.36,,,,,,,,,3,196.08,,,1,65.36,,,,,5,326.80,1,65.36,,,2,130.72,,,,,,,,
,,,,70~74,,,1,53.53,,,,,1,53.53,1,,,,53.53,5,267.67,,,,,,,,1,53.53,11,588.87,,,5,267.67,,,2,107.07,,,2,107.07,,,4,214.13,,,,,,,,,,,,,,,3,160.60,,,,,,,,
,,,,75~79,1,86.13,,,,,,,,,4,,,,344.53,3,258.40,,,,,,,,1,86.13,2,172.27,1,86.13,3,258.40,,,2,172.27,,,,,1,86.13,4,344.53,,,2,172.27,,,,,2,172.27,,,,,5,430.66,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,227.27,3,681.82,,,,,,2,454.55,,,3,681.82,,,3,681.82,,,,,,,2,454.55,,,2,454.55,1,227.27,,,,,,,2,454.55,,,,,1,227.27,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,598.80,,,,,,,,,,,,1,598.80,,,,,,,,,,,,,,,1,598.80,,,,,,,,,,,,,,,1,598.80,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,1,12.39,,,,,,1,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,14.65,,,,,,,,,,,,,,,1,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.66,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,25.18,,,,,,,,1,12.59,,,,,,,,,,,,,,,,,,,,,,,,,1,12.59,,,,,,,,,,,,,,,,
,,,,35~39,1,11.62,1,11.62,,,,,,,,,,,,2,23.25,,,,,,1,11.62,1,11.62,,,1,11.62,,,1,11.62,,,,,,,,,,,,,,,,,3,34.87,,,,,,,,,,,,,,,,
,,,,40~44,6,77.43,,,1,12.90,2,25.81,,,,,,,,3,38.71,,,,,,1,12.90,1,12.90,1,12.90,,,2,25.81,,,1,12.90,1,12.90,4,51.62,1,12.90,,,,,,,,,3,38.71,1,12.90,,,,,,,,,,,,,,
,,,,45~49,4,64.29,,,,,1,16.07,1,16.07,,,,,,1,16.07,,,,,,1,16.07,2,32.14,1,16.07,,,,,,,1,16.07,,,3,48.22,,,,,,,,,,,1,16.07,,,,,,,,,,,,,,,,
,,,,50~54,3,74.29,,,,,1,24.76,,,,,,,,2,49.53,,,,,,1,24.76,,,,,,,2,49.53,,,,,,,,,,,,,,,,,2,49.53,1,24.76,,,,,,,,,,,,,,,,
,,,,55~59,1,47.87,,,,,,,1,47.87,,,,,,3,143.61,,,,,,1,47.87,2,95.74,,,1,47.87,,,,,,,1,47.87,2,95.74,,,1,47.87,1,47.87,,,,,1,47.87,,,,,2,95.74,,,,,,,,,,
,,,,60~64,2,107.35,,,1,53.68,,,2,107.35,1,,,,53.68,7,375.74,,,,,,,,4,214.71,,,2,107.35,1,53.68,1,53.68,,,,,,,,,,,,,1,53.68,2,107.35,,,,,,,2,107.35,,,,,,,,,,
,,,,65~69,4,270.45,,,,,1,67.61,1,67.61,,,,,,4,270.45,,,,,,1,67.61,2,135.23,,,,,1,67.61,,,,,,,5,338.07,,,,,,,,,,,,,,,1,67.61,4,270.45,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,111.98,8,447.93,1,55.99,1,,55.99,1,55.99,6,335.95,,,6,335.95,1,55.99,1,55.99,,,,,1,55.99,1,55.99,1,55.99,,,,,,,1,55.99,,,1,55.99,6,335.95,,,,,,,,,,
,,,,75~79,,,,,2,151.86,,,1,75.93,1,,,,75.93,6,455.58,,,1,,75.93,3,227.79,8,607.44,1,75.93,2,151.86,,,1,75.93,,,,,3,227.79,,,,,1,75.93,,,4,303.72,,,,,,,5,379.65,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,202.43,1,202.43,,,,,,2,404.86,3,607.29,,,1,202.43,,,,,,,,,,,,,,,,,,,,,,,,,,,2,404.86,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,2,1030.93,1,515.46,,,,,,1,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1546.39,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
