,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,218.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,304.88,,,,,,,1,,,,304.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,260.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,440.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,352.11,,,,,1,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,628.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,1398.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1666.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,造血系統及網狀內皮系統,,,,,結直腸癌,,,腎,,,睪丸,,,腦,,,膀胱,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,,176.68,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,1,,170.94,,,,,,,,,,,,,,
,,,,40~44,,,1,154.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,312.50,,,,,,,,,,,,,,,1,,312.50,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,267.38,,,1,,,,267.38,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,215.52,,,,,,,,,,,,,,,,,,,,,,1,215.52,,,,,,,,,,,,
,,,,65~69,,,1,305.81,,,,,,,,,,,,1,,305.81,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,751.88,,,,,,,1,751.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,皮膚,,肝及肝內膽管,,胃,,食道,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,180.83,,,1,180.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,293.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,273.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,458.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,258.40,1,258.40,1,258.40,,,1,,,,258.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,578.03,1,578.03,1,578.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,食道,,胰,,骨、關節及關節軟骨,,,,,結締組織、皮下組織及其他軟組織,,,腎盂及其他泌尿系統,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,107.76,1,,107.76,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,153.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,539.08,,,,,,,,,,,,,,,1,,269.54,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,232.56,1,232.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,232.02,2,464.04,1,232.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,喉,,,結直腸癌,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,,120.48,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,134.95,,,,,,,,,,,,,,,1,,134.95,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,1,,218.34,,,,,,,,,,,,,,,,,
,,,,55~59,1,271.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,225.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,215.52,1,215.52,1,215.52,1,,,,215.52,,,,,,,1,,215.52,1,,215.52,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,,429.18,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,699.30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,900.90,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,喉,,,結直腸癌,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,
,,,,5~9,,,1,135.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,106.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,127.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,274.73,,,,,,,,,,1,,274.73,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,222.72,1,,,,222.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,1,,204.50,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,364.96,,,,,,,,,,1,,364.96,,,,,,,1,,364.96,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,,699.30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,,骨、關節及關節軟骨,,,喉,,,結直腸癌,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,40~44,,,,,,,,,2,244.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,117.23,,,,,,,2,234.47,,,,,,,,,1,,117.23,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,169.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,195.69,2,391.39,2,391.39,1,,,,195.69,2,,391.39,,,,,,,1,,195.69,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,626.96,,,,,,,,,,,,1,,313.48,,,,1,313.48,,,1,313.48,,,,,,,,
,,,,75~79,,,,,,,,,1,645.16,1,,,,645.16,1,,645.16,,,,,,,1,,645.16,,,1,645.16,1,645.16,,,,,,,,
,,,,80~84,,,,,,,,,1,900.90,1,,,,900.90,2,,1801.80,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1204.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,結直腸癌,,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,35~39,,,,,,,1,110.01,,,,,,,,,,,,,,,,,1,,110.01,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,1,,107.53,,,,2,215.05,,,,,,,,,,,,
,,,,45~49,1,112.11,,,,,,,,,,,,,,,,,,,,1,,112.11,,,,,,,,,,,,,,,,,
,,,,50~54,1,136.05,,,,,2,272.11,,,1,,,,136.05,1,,136.05,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,221.24,,,,,3,663.72,,,,,,,,,,,,,,,,,1,,221.24,,,,,,,,,,,,,,
,,,,60~64,3,618.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,206.19,,,,,,,,,,
,,,,65~69,,,,,,,5,986.19,,,,,,,,1,,197.24,,,,1,,197.24,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,259.07,,,2,518.13,,,2,,,,518.13,1,,259.07,,,,,,,,,,,,1,259.07,,,,,,,,,,
,,,,75~79,,,,,,,1,613.50,,,,,,,,,,,,,,1,,613.50,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,833.33,1,833.33,1,833.33,1,833.33,,,,,,,,,1,,833.33,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1123.60,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,,造血系統及網狀內皮系統,,結直腸癌,,腎,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,109.29,,,,,,
,,,,40~44,,,,,,,1,92.68,1,92.68,,,,,,,,,,,,,,,,,,,,1,92.68,,,,,,,,,,
,,,,45~49,,,,,,,1,95.06,,,,,,,,,,,,,,,,,,,,,,1,95.06,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,109.77,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,182.48,,,,,1,182.48,1,182.48,,,,,,,,,1,,182.48,,,,1,,182.48,,,2,364.96,1,182.48,,,,,,,,
,,,,60~64,2,372.44,,,,,,,,,1,,,,186.22,,,,,,,1,,186.22,,,,,,3,558.66,,,,,,,,,,
,,,,65~69,1,194.93,,,,,,,,,1,,,,194.93,1,,194.93,,,,2,,389.86,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,236.97,3,710.90,2,473.93,3,,,,710.90,,,,2,,473.93,,,,,,,1,236.97,1,236.97,,,,,1,236.97,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,,510.20,1,,510.20,,,,,1,510.20,,,1,510.20,,,,
,,,,80~84,,,1,781.25,,,1,781.25,,,2,,,,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,,1000.00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,食道,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,腎,,,膀胱,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,40~44,,,,,1,82.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,169.78,,,,,1,,,,84.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,88.26,,,1,88.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,264.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,173.01,,,,,,,,,,,,,,,,,,,,,,,,1,173.01,,,,,,,,,,
,,,,65~69,,,,,1,180.83,3,542.50,,,1,,,,180.83,,,,1,,180.83,,,,1,,180.83,2,361.66,,,,,,,,,,,,
,,,,70~74,,,1,214.13,,,2,428.27,,,,,,,,1,,214.13,,,,1,,214.13,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,452.49,,,,,,,,,,,,,,,1,,452.49,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,775.19,,,,,,,,,,,,,,,,,,,,,,1,775.19,,,,,,,,,,
,,,,85+,,,,,,,1,840.34,,,1,,,,840.34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111.48,,,,,,,,,,
,,,,35~39,,,,,,,1,83.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,76.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,221.89,,,1,73.96,,,,,,,,,,,,,,,,1,,73.96,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,109.29,,,,,,,,,,,,,,1,,109.29,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,158.48,,,,,,,,,,,,,,,,,,,,1,158.48,,,,,1,158.48,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,174.22,,,,,,,,,,1,,174.22,2,348.43,,,,,,,,,,,,
,,,,70~74,,,1,199.20,1,199.20,,,,,,,,,,,,,,,,1,,199.20,1,,199.20,,,,,1,199.20,1,199.20,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,4,,1600.00,1,,400.00,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,724.64,,,,,,,,,,,,1,,724.64,1,,724.64,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,2,,1562.50,,,,,,,,,,,,,,,,1,781.25,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,食道,,,結締組織、皮下組織及其他軟組織,,,鼻咽,,,鼻腔、中耳及副鼻竇,,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,1,84.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,76.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,150.38,1,75.19,,,,,,,,,,,,1,,75.19,,,,2,,150.38,,,,,,,,,,,,,,,,,
,,,,50~54,1,72.46,,,,,1,72.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,96.53,,,,,1,96.53,1,96.53,1,,,,96.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,156.99,1,156.99,1,156.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,,174.83,,,,,,,,,,2,349.65,,,,,,,,,,,,
,,,,70~74,,,,,,,5,946.97,1,189.39,,,,,,3,,568.18,1,,189.39,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,338.98,1,338.98,,,,,,,,1,,338.98,,,,1,,338.98,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1492.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,787.40,,,,,,,,,,,,,,,,,1,,787.40,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,結直腸癌,,,腦,,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,1,,79.49,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,79.24,,,,,,,,1,,79.24,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,74.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,69.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,66.93,,,,,,,1,,,,66.93,,,,,,,,,,,,,,,1,66.93,,,,,,,,,,
,,,,55~59,,,,,,,2,165.02,,,,,,,,1,,82.51,,,,,,,,,,1,82.51,1,82.51,,,,,,,,,,
,,,,60~64,,,,,,,,,3,427.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,168.35,,,,1,,168.35,1,,168.35,,,,,,,,,,1,168.35,,,,,,
,,,,70~74,,,,,,,1,194.17,,,,,,,,1,,194.17,,,,2,,388.35,,,,,,1,194.17,1,194.17,,,,,,,,
,,,,75~79,,,1,288.18,,,,,,,1,,,,288.18,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,729.93,,,,,1,,,,729.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,694.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,,,,胃,,,食道,,,胰,,,胸腺、心臟與中隔,,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,25~29,,,,,,,1,79.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83.54,,,,
,,,,40~44,1,74.96,,,1,74.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,64.98,,,,,,,,,,,,,,,1,,64.98,,,,,,,,,,,1,64.98,1,64.98,,,,,1,64.98
,,,,55~59,,,3,234.19,,,1,78.06,,,,,,,,2,,156.13,,,,,,,,,,1,78.06,,,,,,,1,78.06,,,,
,,,,60~64,1,128.37,1,128.37,,,,,1,128.37,,,,,,1,,128.37,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,2,,336.13,,,,,,1,168.07,,,,,,,,,,
