,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,109.53,,,,,,,,,,,,,,,,,,1,109.53,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,136.43,,,,1,,136.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,152.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,139.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,152.91,,,1,152.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,127.88,,,1,127.88,,,,,,,,,,,,,,,,,,1,,127.88,1,127.88,1,127.88,,,,,1,127.88,,,,,,,,,,,,,,
,,,,65~69,,,,,1,147.93,,,3,443.79,,,,,,,,,,,,,,,,,,,,,1,147.93,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,249.38,1,249.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,431.03,,,,,,,,,,1,,431.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,肺、支氣管及氣管,,胃,,,,,胰,,胸腺、心臟與中隔,,,骨、關節及關節軟骨,,,造血系統及網狀內皮系統,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,,69.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,127.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,140.45,1,140.45,,,,,,,,,,,,,,,,,,,,,1,140.45,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,148.59,,,,,,,,,,,,,,,,,,1,,148.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,125.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,136.24,,,4,544.96,,,,,,,,,,,,,,1,,136.24,,,,,1,136.24,1,136.24,,,,,,,,,,,,,,,,
,,,,70~74,,,2,475.06,,,,,1,237.53,1,,,,237.53,,,,,,,,,,,,1,237.53,,,,,1,237.53,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,411.52,,,,,,,,,,,,,,,1,,411.52,,,,1,411.52,,,,,1,411.52,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,食道,,,,,胰,,骨、關節及關節軟骨,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,100.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,165.56,,,,,,,,,,,,,,1,,165.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,134.41,,,1,134.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,151.29,,,,,,,,,,,,,,,,,,1,,151.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,134.95,1,134.95,2,269.91,,,,,,,,,,,1,,134.95,,,,,,,,1,134.95,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,131.06,2,262.12,,,,,,1,131.06,1,,131.06,,,,,,,1,131.06,,,2,262.12,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,4,917.43,,,1,229.36,1,,,,229.36,,,,,,,,,,,,2,458.72,1,229.36,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,386.10,1,386.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,751.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胰,,,,,喉,,結直腸癌,,,腎,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,1,,88.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,97.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,114.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,146.20,,,,,,,1,,,,146.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,144.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,247.52,1,123.76,,,2,247.52,,,,,,1,123.76,,,,,,,1,,123.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,206.19,,,1,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,735.29,1,367.65,,,,,1,367.65,,,,,,,,1,,367.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,,699.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,肺、支氣管及氣管,,,,,胃,,食道,,,腎,,,腦,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,122.85,,,,,,,,,,,,,,,,1,,122.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,,68.87,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,93.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,150.60,,,,,,,,,,,,,,,,,,,,,,,,,1,150.60,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,155.76,,,,,,,,1,,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,3,,,,380.71,1,126.90,,,,1,,126.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,181.82,,,1,181.82,,,,,,3,545.45,,,,,,,,,,,,,,1,181.82,,,,,,,,,,,,,,,,,,
,,,,75~79,2,706.71,,,,,,,,,,,,,,1,353.36,,,,,,,,,,2,706.71,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1639.34,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,喉,,,結直腸癌,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,121.65,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,93.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,166.11,1,166.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,135.32,,,,,,,1,135.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,165.29,,,,,,1,165.29,,,,1,,165.29,,,,,,,,,,1,165.29,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,134.41,1,134.41,,,,,,,,,,,,,,,,,,,,,1,134.41,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,342.47,1,,,,171.23,,,,,,1,,171.23,,,,,,,,,,2,342.47,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,,332.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,609.76,,,,,,,,,,,,,,1,609.76,,,,1,,609.76,1,,609.76,1,609.76,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1754.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,胰,,,胸腺、心臟與中隔,,,結直腸癌,,腎,,腦,,膀胱,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,40~44,1,104.17,,,1,104.17,,,,,,,,,,,,,,,,,,,,,,,,,1,104.17,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,128.53,1,128.53,,,1,128.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,1,,163.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,142.86,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,161.81,,,1,,,,161.81,,,,,,,,,,,,,,,,,,1,161.81,1,161.81,,,,,,,,,,,,,,
,,,,65~69,,,,,2,283.29,,,1,141.64,,,,,,1,141.64,,,,,,,1,,141.64,,,2,283.29,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,164.47,,,,,1,,,,164.47,,,2,,328.95,1,,164.47,,,,1,164.47,,,,,,,3,493.42,,,,,,,,,,,,,,
,,,,75~79,1,327.87,1,327.87,,,,,,,,,,,,,,,,,,,,,,,1,327.87,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1265.82,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82.44,,,,,,,,,,,,,,,,
,,,,30~34,1,77.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.46,,,,,,,,,,
,,,,45~49,,,,,,,,,1,123.46,,,,,,,,,,,,,,,,,1,123.46,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,162.07,1,162.07,,,,,,,,,,,,,,1,162.07,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,287.77,,,,,,1,143.88,1,,143.88,,,,,,,,,1,143.88,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,162.87,,,,,1,162.87,2,325.73,,,,,,,,,,,,,,,,,,,1,162.87,,,,,1,162.87,1,162.87,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,150.38,,,,,,1,150.38,,,,1,,150.38,,,,2,300.75,,,,,,,,,,,,,1,150.38,,,,,,,,
,,,,70~74,,,,,1,154.80,,,1,154.80,,,,,,,,1,,154.80,2,,309.60,1,,154.80,,,,,1,154.80,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,321.54,,,,,,,,,,,1,,321.54,,,,,,,,,,,,,,,,,,1,321.54,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,588.24,,,,,,,1,,588.24,1,588.24,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,1,76.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,76.10,1,76.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,101.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,238.95,,,,,1,119.47,,,,,,,,,,,,,1,,119.47,,,,,,1,119.47,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,156.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,155.28,,,,,,,,,,,,,,,,,,,,,1,155.28,,,1,155.28,,,1,155.28,,,,,,,,,,,,,,
,,,,60~64,1,160.26,,,,,2,320.51,1,160.26,,,,,,,,1,,160.26,,,,1,,160.26,1,160.26,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,160.00,,,,,,,,1,160.00,1,,160.00,,,,,,,2,320.00,,,,,1,160.00,,,1,160.00,,,,,,,,,,,,
,,,,70~74,,,,,,,1,149.93,,,1,,,,149.93,1,149.93,,,,1,,149.93,1,,149.93,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,586.51,,,,,1,293.26,,,,,,,,1,293.26,1,,293.26,,,,,,,,,2,586.51,,,1,293.26,,,1,293.26,,,,,,,,,,,,
,,,,80~84,,,1,568.18,,,1,568.18,,,,,,,,1,568.18,,,,1,,568.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1162.79,,,,,,1,,1162.79,,,,1,1162.79,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,胰,,骨、關節及關節軟骨,,,結直腸癌,,,腦,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,,81.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,77.34,,,,,,,,,,,,,,,,,,1,,77.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,86.96,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86.96,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,112.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,154.32,,,,,,,,,,,,,,,,,,,,,1,154.32,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,159.74,,,2,319.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,170.07,,,1,170.07,,,,,,,,,,,,,,,,,,,,,2,340.14,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,152.44,1,,,,152.44,,,,,,,,,,,,,,,,1,152.44,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,261.10,,,,,,,,,,,,,,,,,,,,,,,1,261.10,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,526.32,,,,,,,,,,,,1,526.32,,,,1,,526.32,,,,1,526.32,,,1,526.32,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1162.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,結直腸癌,,鼻咽,,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,100.30,,,,,,,,,,,,,,1,,100.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,221.98,2,221.98,,,,,,,1,,,,110.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,140.85,,,,,,,,,,1,,140.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,174.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,298.06,1,149.03,1,149.03,1,149.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,364.96,2,364.96,3,547.45,,,,,,,,1,182.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,156.49,4,625.98,2,312.99,,,1,156.49,,,,,,,,,,,1,,156.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,234.19,1,234.19,,,,,,,,,,,,,1,,234.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1063.83,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
