,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,1,19.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,17.76,,,,,,,,1,,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,17.32,,,,,,,,,,,,,,1,17.32,,,,,,,,,,1,17.32,,,,,,,,,1,17.32,1,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.62,,,,,,,2,35.24,,,,,,,,,,,1,17.62,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,49.59,,,,,,,1,16.53,,,,,,2,33.06,,,,1,16.53,,,,,,,,,,,,,,,,,1,16.53,,,,,,,,,,,,,2,33.06,,,,,,,,,,,,,,,,
,,,,40~44,2,33.77,,,,,,,,,,,,,,5,84.42,,,,,,1,16.88,1,16.88,,,,,,,,,1,16.88,,,,,,,1,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,41.03,,,,,,,,,,,,,,5,102.56,,,,,,1,20.51,,,1,20.51,,,,,,,,,,,,,,,,,,,,,,,,,3,61.54,,,,,,,,,,,,,,,,
,,,,50~54,3,105.30,1,35.10,,,,,1,35.10,,,,,,4,140.40,,,,2,70.20,2,70.20,,,1,35.10,1,35.10,,,,,,,,,,,,,,,,,,,,,1,35.10,,,,,,,,,,,,,,,,,,
,,,,55~59,1,36.31,,,,,,,,,,,,,,6,217.86,,,,1,36.31,2,72.62,,,,,,,,,1,36.31,,,,,,,,,1,36.31,,,,,,,,,3,108.93,,,,,,,,,,,,,,,,
,,,,60~64,1,46.47,,,2,92.94,,,1,46.47,,,,,,,,,,,3,139.41,1,46.47,,,,,2,92.94,,,,,,,,,,,,,1,46.47,,,,,,,2,92.94,,,,,,,,,,,,,,,,,,
,,,,65~69,1,50.74,,,,,,,,,,,,,,3,152.21,,,,1,50.74,11,558.09,,,4,202.94,,,1,50.74,,,,,,,1,50.74,,,,,,,,,,,2,101.47,,,,,,,2,101.47,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,57.84,6,347.02,,,,,,4,231.35,,,2,115.67,,,3,173.51,,,,,,,,,,,,,1,57.84,,,1,57.84,1,57.84,,,1,57.84,,,1,57.84,,,,,,,,,,
,,,,75~79,1,104.60,,,,,,,1,104.60,1,,,,104.60,3,313.81,,,,,,2,209.21,,,3,313.81,2,209.21,1,104.60,,,,,1,104.60,,,,,,,,,,,,,2,209.21,,,1,104.60,1,104.60,3,313.81,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,210.08,1,210.08,,,,,,1,210.08,1,210.08,1,210.08,,,,,,,,,,,1,210.08,,,,,,,,,,,,,,,,,,,3,630.25,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,18.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,17.84,,,,,,,,1,,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.84,,,,,,,,,,,,,,,,,,
,,,,35~39,2,33.53,,,,,,,,,,,,,,,,2,,33.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.77,,,,,,,,,,,,,,,,,,
,,,,40~44,8,133.69,1,16.71,,,,,,,,,,,,,,3,,50.13,,,1,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.71,,,,,,,,,,,,,,,,,,
,,,,45~49,1,19.23,,,,,,,,,,,,,,1,19.23,5,,96.14,,,1,19.23,,,,,,,1,19.23,,,,,,,1,19.23,2,38.45,,,,,,,2,38.45,2,38.45,,,,,,,,,,,,,,,,,,
,,,,50~54,2,66.05,,,,,,,,,,,,,,,,5,,165.13,,,1,33.03,1,33.03,,,,,1,33.03,,,,,,,,,,,,,,,,,1,33.03,1,33.03,,,,,,,,,,,,,,,,,,
,,,,55~59,2,71.68,,,,,,,,,1,,,,35.84,,,5,,179.21,,,,,3,107.53,,,,,,,,,1,35.84,,,,,2,71.68,,,1,35.84,,,2,71.68,,,1,35.84,,,,,,,,,,,,,,,,
,,,,60~64,1,44.62,,,,,,,,,,,,,,1,44.62,4,,178.49,,,,,3,133.87,,,,,2,89.25,,,2,89.25,,,,,3,133.87,1,44.62,1,44.62,1,44.62,1,44.62,3,133.87,,,2,89.25,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,52.22,1,,,,52.22,1,52.22,4,,208.88,1,52.22,3,156.66,4,208.88,1,52.22,1,52.22,1,52.22,,,,,,,1,52.22,4,208.88,,,2,104.44,,,4,208.88,1,52.22,,,1,52.22,,,,,,,,,,,,,,
,,,,70~74,2,112.49,,,3,168.73,,,,,,,,,,2,112.49,3,,168.73,,,1,56.24,9,506.19,,,,,2,112.49,,,,,,,1,56.24,,,,,2,112.49,,,1,56.24,1,56.24,1,56.24,2,112.49,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,3,,285.44,,,,,3,285.44,,,,,2,190.29,1,95.15,,,1,95.15,,,1,95.15,,,,,,,1,95.15,,,,,3,285.44,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,207.90,,,,,3,623.70,,,,,,,,,,,1,207.90,,,2,415.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,529.10,,,,,,,,,,,,,,,,,1,529.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,22.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,1,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,14.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,17.66,,,,,,,,,,,,,,,,,,,,,,,,1,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,2,,36.21,,,,,,,1,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,34.77,,,,,,,1,17.39,,,,,,,,3,,52.16,,,,,1,17.39,1,17.39,,,,,,,,,,,2,34.77,,,,,1,17.39,,,2,34.77,,,,,,,,,,,,,,,,,,,,
,,,,40~44,6,99.98,,,,,1,16.66,,,,,,,,,,7,,116.65,,,,,,,,,,,,,,,,,,,2,33.33,,,,,2,33.33,,,3,49.99,1,16.66,,,,,,,,,,,,,,,,,,
,,,,45~49,3,55.68,,,,,1,18.56,1,18.56,,,,,,,,2,,37.12,,,,,3,55.68,1,18.56,2,37.12,,,,,1,18.56,1,18.56,,,,,,,,,,,,,,,1,18.56,,,,,,,,,,,,,,,,
,,,,50~54,3,91.05,,,,,,,,,,,,,,,,5,,151.75,,,,,1,30.35,6,182.09,,,1,30.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,70.80,,,,,,,,,,,,,,,,6,,212.39,,,,,1,35.40,1,35.40,1,35.40,,,,,1,35.40,,,1,35.40,,,,,1,35.40,2,70.80,1,35.40,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,43.44,,,1,43.44,1,43.44,,,,,,,,,,3,,130.32,,,,,4,173.76,1,43.44,,,1,43.44,1,43.44,,,,,2,86.88,,,1,43.44,,,3,130.32,1,43.44,,,,,1,43.44,,,,,,,,,,,,,,
,,,,65~69,2,105.04,1,52.52,1,52.52,,,,,2,,,,105.04,,,7,,367.65,,,,,3,157.56,,,,,2,105.04,,,1,52.52,,,2,105.04,,,4,210.08,,,3,157.56,1,52.52,,,2,105.04,4,210.08,,,,,,,,,,,,,,
,,,,70~74,,,1,56.63,2,113.25,,,,,,,,,,,,6,,339.75,1,56.63,,,4,226.50,3,169.88,,,4,226.50,,,1,56.63,,,7,396.38,,,1,56.63,,,4,226.50,,,,,1,56.63,5,283.13,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,84.82,3,,,,254.45,,,3,,254.45,,,,,2,169.64,6,508.91,,,6,508.91,1,84.82,1,84.82,,,3,254.45,,,2,169.64,,,,,,,,,,,4,339.27,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,194.93,,,,,,,,,,,,1,194.93,,,1,194.93,,,,,,,1,194.93,,,,,,,1,194.93,,,,,,,2,389.86,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,462.96,,,,,,,1,462.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,28.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.52,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.91,,,,,,,1,17.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,18.47,,,1,18.47,,,,,,,,,,,,,,,,,1,18.47,,,1,18.47,,,,,,,,,,,,,,,,,,,,,,,,,1,18.47,,,,,,,,,,,,
,,,,35~39,2,35.90,,,1,17.95,,,,,,,,,,1,17.95,,,,,,,,,,,,,,,,,,,,,,,,1,17.95,1,17.95,,,,,,,,,,,1,17.95,1,17.95,,,,,,,,,,,,
,,,,40~44,1,16.74,,,1,16.74,,,1,16.74,,,,,,6,100.44,,,,,,,,,,,,,,,,,,,,,,,,,,2,33.48,,,,,,,,,,,1,16.74,1,16.74,,,,,,,,,,,,
,,,,45~49,3,54.31,,,1,18.10,,,,,,,,,,14,253.44,,,,,,2,36.21,,,,,,,,,1,18.10,,,,,,,,,1,18.10,,,,,,,,,,,1,18.10,,,,,,,,,,,,,,
,,,,50~54,3,79.49,,,2,52.99,,,,,2,,,,52.99,9,238.47,,,,1,26.50,,,2,52.99,,,,,1,26.50,1,26.50,2,52.99,,,,,,,,,,,,,,,,,,,1,26.50,2,52.99,,,,,,,,,,,,
,,,,55~59,8,292.61,,,,,,,,,,,,,,5,182.88,,,,,,3,109.73,1,36.58,,,,,1,36.58,1,36.58,1,36.58,,,,,,,,,,,1,36.58,2,73.15,,,1,36.58,2,73.15,1,36.58,,,1,36.58,2,73.15,,,,,,
,,,,60~64,4,167.01,,,1,41.75,,,,,,,,,,10,417.54,,,,,,4,167.01,4,167.01,,,,,1,41.75,1,41.75,,,,,1,41.75,,,1,41.75,,,,,,,,,,,,,2,83.51,,,,,,,,,,,,
,,,,65~69,1,53.56,,,,,,,,,1,,,,53.56,4,214.25,,,,,,1,53.56,8,428.49,,,,,3,160.69,2,107.12,2,107.12,,,,,,,2,107.12,,,1,53.56,,,1,53.56,,,2,107.12,,,,,1,53.56,2,107.12,,,,,,
,,,,70~74,,,,,,,1,56.79,2,113.57,2,,,,113.57,3,170.36,,,,,,2,113.57,8,454.29,,,,,3,170.36,,,,,,,,,4,227.14,3,170.36,,,1,56.79,1,56.79,,,,,1,56.79,1,56.79,1,56.79,,,1,56.79,,,,,,
,,,,75~79,,,1,82.37,,,,,,,1,,,,82.37,3,247.12,,,,,,2,164.74,7,576.61,,,,,4,329.49,,,,,,,,,,,2,164.74,,,,,,,,,,,2,164.74,,,,,,,4,329.49,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,167.79,1,167.79,,,,1,167.79,1,167.79,2,335.57,,,,,,,1,167.79,,,,,,,,,1,167.79,,,1,167.79,,,,,,,,,,,,,1,167.79,1,167.79,,,,,,
,,,,85+,,,,,,,,,,,1,,,,408.16,,,,,,,,,,2,816.33,,,,,1,408.16,1,408.16,,,,,,,,,,,,,1,408.16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,1,20.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,1,16.73,,,,,,,,,,,,,1,16.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.88,,,,,,,,,,,,,,,,
,,,,30~34,1,19.02,,,,,,,1,19.02,,,,,,,,,,,,,,,1,19.02,1,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,18.55,,,1,18.55,,,,,2,,,,37.10,,,,,,4,74.20,1,18.55,,,,,,,,,,,,,,,,,1,18.55,,,,,,,,,,,1,18.55,,,,,,,,,,,,,,,,
,,,,40~44,6,101.73,,,,,,,,,,,,,,,,,,,7,118.68,,,2,33.91,,,2,33.91,,,,,,,,,,,1,16.95,,,,,,,,,1,16.95,4,67.82,,,,,,,,,,,,,,,,
,,,,45~49,6,109.25,1,18.21,2,36.42,,,1,18.21,,,,,,,,,,,6,109.25,,,1,18.21,,,1,18.21,,,,,,,,,1,18.21,1,18.21,,,,,,,,,3,54.62,2,36.42,,,,,,,,,,,,,,,,
,,,,50~54,2,46.48,,,,,,,,,,,,,,,,,,,4,92.96,1,23.24,7,162.68,,,3,69.72,1,23.24,,,,,,,,,,,,,,,,,1,23.24,1,23.24,1,23.24,,,1,23.24,,,,,,,,,,,,
,,,,55~59,2,75.59,,,,,,,,,2,,,,75.59,1,37.79,,,,9,340.14,4,151.17,5,188.96,3,113.38,,,2,75.59,1,37.79,,,,,,,2,75.59,1,37.79,,,,,,,1,37.79,1,37.79,,,,,1,37.79,,,,,,,,,,
,,,,60~64,4,165.56,,,,,,,,,,,,,,1,41.39,,,,6,248.34,1,41.39,3,124.17,1,41.39,,,,,,,,,,,,,3,124.17,,,,,4,165.56,,,1,41.39,,,,,,,2,82.78,,,,,,,,,,
,,,,65~69,1,52.47,,,,,1,52.47,,,1,,,,52.47,1,52.47,,,,6,314.80,2,104.93,2,104.93,,,1,52.47,,,,,,,1,52.47,1,52.47,1,52.47,,,,,,,1,52.47,,,,,1,52.47,,,2,104.93,,,,,,,,,,
,,,,70~74,,,,,2,115.87,,,1,57.94,1,,,,57.94,3,173.81,,,,10,579.37,4,231.75,3,173.81,,,3,173.81,1,57.94,,,,,,,,,3,173.81,,,2,115.87,1,57.94,,,4,231.75,1,57.94,,,1,57.94,5,289.69,,,,,,,,,,
,,,,75~79,,,,,1,78.00,,,,,,,,,,1,78.00,,,,4,312.01,2,156.01,9,702.03,,,1,78.00,1,78.00,,,,,,,1,78.00,2,156.01,1,78.00,,,,,1,78.00,1,78.00,,,,,,,5,390.02,,,,,,,,,,
,,,,80~84,,,,,2,316.46,,,,,,,,,,,,,,,1,158.23,2,316.46,5,791.14,,,,,,,1,158.23,,,,,,,1,158.23,,,1,158.23,1,158.23,,,1,158.23,,,,,,,2,316.46,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,2,743.49,2,743.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,371.75,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,1,32.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35.90,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,,14.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.78,,,,,,,,,,,,,,,1,16.78,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,19.12,2,,38.23,,,,,,,,,,,,,,,,,,,,,1,19.12,,,,,,,,,,,1,19.12,,,,,,,,,,,,,,,,
,,,,35~39,2,38.42,,,,,,,1,19.21,,,,,,,,2,,38.42,,,1,19.21,1,19.21,,,,,3,57.64,,,,,,,,,1,19.21,,,,,,,1,19.21,,,,,,,,,,,,,,,,,,,,
