,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,喉,,,腎,,,鼻咽,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,93.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,150.60,,,,,,,,,,,,,,,,,,1,,150.60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,273.22,,,,,,,,,,,,,,,,,,1,273.22,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,296.74,,,,,1,296.74,1,296.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,277.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,324.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,995.02,,,,,,2,,995.02,,,,,,,1,,497.51,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,806.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,,喉,,結直腸癌,,鼻咽,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.13,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,134.23,1,134.23,,,,,,,,1,,134.23,,,,,,,,,,1,134.23,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,282.49,,,,,,,,,,,,,,,,,,,,1,282.49,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,1,,264.55,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,287.36,,,,,,,,,,,,1,287.36,,,,,,,,,,,,,,,,,,
,,,,65~69,1,302.11,,,,,,,,,,,,,,,,,1,,302.11,,,,,,,,,1,302.11,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,438.60,,,,,,,,,,,,,,,,,,1,,438.60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,806.45,,,,,,,,,,1,,806.45,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1408.45,,,,,1,,,,1408.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,1,85.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.29,,,2,228.57,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,1,,168.63,,,1,168.63,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,277.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,255.75,,,,,,1,,255.75,,,,,,,,,,1,255.75,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,271.00,,,,,,,,,,,,,,1,,271.00,,,,,,,,,,1,271.00,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,283.29,2,,566.57,,,,,,,,,,,,,,1,283.29,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,429.18,,,1,429.18,,,,,,1,,429.18,1,,429.18,,,,,,,1,429.18,,,1,429.18,,,1,429.18,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,666.67,,,,,,1,,666.67,,,,,,,,,,1,666.67,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1265.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,,2040.82,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,消化器官其他分界不明部位,,,胰,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,1,67.43,,,,,1,67.43,,,,,,,,,,,,,,,,,,,,1,67.43,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,1,,74.13,,,,,,,,,,,1,74.13,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,102.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,149.25,,,,,,,1,,149.25,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,1,,251.89,1,,251.89,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,552.49,,,,,,,,1,,276.24,1,,276.24,,,,,,,,,1,276.24,1,276.24,1,276.24,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,278.55,,,,,,,,1,,278.55,,,,,,,,,,,,,,,,1,278.55,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,387.60,,,,,,,,2,,775.19,1,,387.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,617.28,,,1,617.28,,,1,,,,617.28,2,,1234.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,2597.40,,,,,,,,,,,,,,,,1,,1298.70,,,,,,,,,,1,1298.70,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1923.08,,,,,,,,,1,,1923.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,,胰,,,造血系統及網狀內皮系統,,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,90.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,68.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,94.43,,,,,,,,,,,,,,,,,,,1,,94.43,1,94.43,,,,,3,283.29,,,,,,,,,,,,,,
,,,,45~49,2,261.10,,,3,391.64,1,130.55,,,,,,,,,,,,,,,,,,,,1,130.55,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,238.10,,,1,238.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,226.76,,,,,,,,,,,,,,,,,,,,,,,,,,1,226.76,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,288.18,,,,,,,,,,,,,,,,,,,,,,,,,,1,288.18,,,,,,,,,,,,
,,,,65~69,,,,,1,272.48,,,,,,,,,,1,,272.48,,,,,,,,,,,,1,272.48,,,,,,,1,272.48,,,,,,,,,,
,,,,70~74,,,2,757.58,,,1,378.79,2,757.58,,,,,,,,,1,,378.79,,,,,,,,,,,,,,,,,1,378.79,,,,,,,,,,
,,,,75~79,,,,,1,588.24,,,,,,,,,,3,,1764.71,1,,588.24,,,,,,,1,588.24,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,,1,1219.51,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,,1923.08,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,,,胃,,,食道,,,胰,,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,83.19,,,,,,,,,,,,,,,,,1,83.19,,,,,,,,,,,,,,,,
,,,,35~39,1,64.35,1,64.35,,,1,64.35,,,,,,,,,,,,,,,,,,,,,,1,64.35,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,84.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,120.05,1,120.05,,,,,,,,,,,,,,,,,,,,,,,,,,1,120.05,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,223.71,,,,,,,1,223.71,,,,,,,,,1,,223.71,1,,223.71,1,,223.71,,,,,,,1,223.71,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,1,,269.54,2,539.08,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,277.78,,,1,277.78,1,277.78,,,,,,,,,,,,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,344.83,,,,,,,,,,1,344.83,,,,,,,1,344.83,1,344.83,,,,,,,,,,
,,,,75~79,,,,,,,1,584.80,,,,,,,,,,,,,,,,,,,,1,584.80,,,,,,,,,1,584.80,,,,,,,,,,
,,,,80~84,,,,,,,,,2,2083.33,,,,,,1,,1041.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,喉,,結直腸癌,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.75,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,61.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,156.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,108.11,,,2,216.22,,,,,1,,,,108.11,,,,,,,,,,,,,,,,,1,108.11,,,,,,,,,,,,,,,,
,,,,50~54,1,169.49,,,,,,,,,1,,,,169.49,,,,,,,,,,,,,,,1,169.49,,,1,169.49,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,236.97,1,236.97,,,1,236.97,,,,,,,,,,,,,,
,,,,60~64,,,,,1,251.26,,,1,251.26,,,,,,,,,,,,,,,1,,251.26,,,1,251.26,1,251.26,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,2,,571.43,,,,,,,1,285.71,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,334.45,,,,,,,1,,,,334.45,1,,334.45,1,,334.45,1,,334.45,2,,668.90,,,,,1,334.45,,,1,334.45,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,1081.08,2,,1081.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,961.54,,,,,,,,,1,,,,961.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,,1818.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,消化器官其他分界不明部位,,,胰,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.45,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.41,,,,,,,,,,,,,,,,,,
,,,,40~44,1,75.53,1,75.53,,,,,,,,,,,,,,,,,,,,,,,,1,75.53,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,96.15,,,1,96.15,3,288.46,,,,,,,,,,,1,,96.15,1,,96.15,,,,1,96.15,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,286.12,,,,,,,,1,,143.06,,,,,,,,,,,,,,,,,,,,,,1,143.06,,,,,,,,
,,,,55~59,,,,,,,,,1,239.81,,,,,,,,,,,,,,,,,,,,,,1,239.81,,,,,,,2,479.62,,,,,,,,
,,,,60~64,,,,,,,1,238.10,,,,,,,,1,,238.10,,,,,,,,,,1,238.10,,,,,,,,,1,238.10,,,,,,,,,,
,,,,65~69,,,,,1,276.24,,,1,276.24,,,,,,,,,,,,,,,1,,276.24,,,,,1,276.24,,,,,,,,,,,,,,,,
,,,,70~74,1,314.47,,,,,1,314.47,1,314.47,1,,,,314.47,3,,943.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,5,,,,2631.58,,,,,,,,,,,,,,,,,,,1,526.32,,,,,,,,,,,,,,
,,,,80~84,,,,,1,840.34,,,1,840.34,,,,,,1,,840.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,消化器官其他分界不明部位,,喉,,結直腸癌,,腎,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.69,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.45,,,,,,
,,,,40~44,2,133.33,,,,,,,,,,,,,,,,,,,,1,,66.67,,,,2,133.33,,,,,1,66.67,,,,,,,,,,,,,,
,,,,45~49,1,90.99,2,181.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.99,,,1,90.99,,,,
,,,,50~54,,,,,,,,,,,2,,,,254.78,,,,,,,1,,127.39,1,,127.39,1,127.39,,,,,1,127.39,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,1,,229.36,,,,,,,,,,,,,,,1,229.36,,,,,,,,,,,,
,,,,60~64,,,,,,,1,235.85,,,,,,,,,,,1,,235.85,3,,707.55,1,,235.85,,,1,235.85,1,235.85,,,2,471.70,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,308.64,,,,1,,308.64,,,,1,308.64,,,,,,,1,308.64,,,,,2,617.28,,,1,308.64,,
,,,,75~79,,,,,1,492.61,,,,,,,,,,,,,,,,2,,985.22,,,,1,492.61,,,,,,,,,1,492.61,,,,,,,1,492.61,,
,,,,80~84,,,,,,,,,,,1,,,,869.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1470.59,,,,,,,,,,,,1,,1470.59,,,,1,1470.59,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,1,91.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,142.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,60.42,,,,,,,,,,,,,,,,,,,,,1,,60.42,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,61.65,,,,,,,,,,,,,1,,61.65,,,,1,,61.65,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,86.96,,,,,1,86.96,,,,,,,,,,,,,,,,,1,,86.96,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,113.38,,,,,,1,,113.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,217.86,,,,,,,,,,,,,,1,,217.86,,,,,,,,,,,,,,1,217.86,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,438.60,,,,2,,438.60,,,,,,,,,,,1,219.30,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,277.78,1,277.78,2,,,,555.56,,,,1,,277.78,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,315.46,,,,,,1,,315.46,,,,1,,315.46,1,,315.46,,,,,1,315.46,,,1,315.46,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,833.33,,,,,,,1,833.33,1,833.33,1,833.33,,,,,1,833.33,1,833.33,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,1,91.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
