,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,77.49,1,38.74,,,,,,,1,,,,38.74,2,77.49,,,2,,77.49,2,77.49,,,3,116.23,2,77.49,,,,,,,1,38.74,3,116.23,,,,,,,1,38.74,1,38.74,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,3,135.81,1,45.27,,,,,2,,,,90.54,7,316.89,,,5,,226.35,5,226.35,2,90.54,1,45.27,,,,,,,,,,,3,135.81,1,45.27,,,,,1,45.27,,,,,,,3,135.81,,,,,,,,,,,,,,
,,,,70~74,1,62.81,1,62.81,,,,,1,62.81,1,,,,62.81,2,125.63,,,1,,62.81,10,628.14,,,2,125.63,,,,,,,,,1,62.81,1,62.81,,,,,,,1,62.81,,,,,,,2,125.63,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,97.47,,,1,,97.47,4,389.86,1,97.47,1,97.47,,,,,,,,,,,1,97.47,,,,,,,,,,,1,97.47,,,4,389.86,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,173.91,1,,,,173.91,5,869.57,,,,,,1,173.91,,,1,173.91,,,1,173.91,,,,,1,173.91,2,347.83,,,,,,,,,,,,,,,1,173.91,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,328.95,,,,,,,,,,,,1,328.95,1,328.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,17.48,,,,,,1,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,17.61,,,,,,,,1,17.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,17.22,,,,,,,,,,,,,,,,,1,17.22,,,,,,,,,,,,,,,,,,,,,1,17.22,,,1,17.22,,,,,,,,,,,,,,,,,,
,,,,35~39,2,33.92,,,1,16.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,17.73,,,,,,,,,,,,,,3,53.19,,,,,,,,,,1,17.73,2,35.46,,,,,,,,,1,17.73,,,,,,,,,,,2,35.46,,,,,,,,,,,,,,,,,,
,,,,45~49,1,20.26,1,20.26,,,,,1,20.26,,,,,,4,81.04,,,,,,,,,,2,40.52,1,20.26,,,1,20.26,,,,,,,,,,,,,,,,,1,20.26,,,,,,,,,,,,,,,,,,
,,,,50~54,2,66.91,,,,,,,,,,,,,,2,66.91,,,,,,,,,,,,1,33.46,,,1,33.46,2,66.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,100.33,,,,,,7,234.11,,,3,,100.33,4,133.78,,,2,66.89,1,33.44,,,,,,,1,33.44,2,66.89,,,,,,,,,1,33.44,,,,,,,1,33.44,,,,,,,,,,,,
,,,,60~64,3,113.64,1,37.88,,,,,,,,,,,,7,265.15,,,,,,1,37.88,1,37.88,,,2,75.76,,,,,,,,,4,151.52,1,37.88,1,37.88,,,,,,,1,37.88,,,,,2,75.76,,,,,,,,,,,,
,,,,65~69,1,45.25,1,45.25,,,2,90.50,,,,,,,,7,316.74,,,1,,45.25,4,181.00,,,4,181.00,,,,,,,,,,,3,135.75,,,,,,,,,1,45.25,,,,,1,45.25,3,135.75,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,61.09,2,122.17,,,,,,5,305.44,,,2,122.17,3,183.26,,,,,,,,,4,244.35,,,2,122.17,1,61.09,,,2,122.17,1,61.09,1,61.09,,,6,366.52,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,6,546.95,,,5,,455.79,9,820.42,1,91.16,2,182.32,,,1,91.16,2,182.32,,,1,91.16,3,273.47,,,,,,,,,,,,,,,,,2,182.32,,,,,,,,,,,,
,,,,80~84,1,165.29,1,165.29,,,,,,,,,,,,1,165.29,,,1,,165.29,1,165.29,,,5,826.45,,,,,,,,,,,1,165.29,,,,,,,,,1,165.29,,,,,,,1,165.29,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,294.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,16.98,,,,,,,,,,,,,,,,,,,,,,,,,1,16.98,,,,,,,,,,,,,,,1,16.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,88.35,,,,,1,17.67,1,17.67,4,,,,70.68,,,,,3,,53.01,1,17.67,,,1,17.67,1,17.67,,,,,,,,,,,,,,,,,1,17.67,2,35.34,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,38.26,,,,,,,,,1,,,,19.13,,,,,2,,38.26,,,,,,,1,19.13,,,,,,,,,3,57.39,,,,,1,19.13,,,2,38.26,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,157.58,,,,,1,31.52,,,5,,,,157.58,,,,,,,,2,63.03,,,,,,,,,1,31.52,,,1,31.52,1,31.52,,,,,,,1,31.52,,,1,31.52,,,,,,,,,,,,,,,,,,
,,,,55~59,1,33.68,1,33.68,,,,,,,6,,,,202.09,,,,,2,,67.36,,,,,1,33.68,,,,,,,,,,,1,33.68,,,1,33.68,,,2,67.36,,,1,33.68,,,,,,,,,,,,,,,,,,
,,,,60~64,1,37.64,2,75.27,,,,,,,5,,,,188.18,,,,,1,,37.64,2,75.27,1,37.64,3,112.91,2,75.27,1,37.64,,,,,1,37.64,1,37.64,,,,,,,1,37.64,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,87.45,1,43.73,,,1,43.73,,,8,,,,349.80,,,,,2,,87.45,6,262.35,1,43.73,2,87.45,2,87.45,,,,,,,,,2,87.45,,,,,,,1,43.73,,,1,43.73,4,174.90,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,59.56,,,,,1,,,,59.56,,,,,1,,59.56,6,357.36,,,2,119.12,1,59.56,1,59.56,,,,,1,59.56,2,119.12,,,1,59.56,,,1,59.56,,,,,4,238.24,,,,,,,,,,,,,,,,
,,,,75~79,1,86.51,1,86.51,,,,,,,2,,,,173.01,1,86.51,,,2,,173.01,5,432.53,,,1,86.51,,,1,86.51,,,,,,,1,86.51,,,,,,,1,86.51,,,,,3,259.52,,,,,,,,,,,,,,,,
,,,,80~84,,,1,160.77,,,,,,,,,,,,,,1,160.77,,,,2,321.54,,,1,160.77,,,1,160.77,,,,,,,2,321.54,,,,,,,1,160.77,,,,,2,321.54,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,258.40,1,,,,258.40,,,,,,,,1,258.40,,,,,1,258.40,,,,,1,258.40,,,1,258.40,,,,,,,,,,,,,2,516.80,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,43.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,23.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,17.73,,,,,,1,17.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,18.77,,,,,,,,,,,,,,,,,,1,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,17.83,,,,,,,,,,,,,,,,,,1,17.83,2,35.66,1,17.83,,,,,,,1,17.83,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,17.11,,,,,,,,,1,,,,17.11,2,34.21,1,17.11,,,,,,,,,,,,,,,,,,,,1,17.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,53.51,1,17.84,,,,,,,1,,,,17.84,1,17.84,,,1,,17.84,1,17.84,,,,,1,17.84,,,,,,,,,,,,,,,,,4,71.35,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,37.13,,,1,18.57,,,1,18.57,,,,,,4,74.27,,,,,,2,37.13,,,1,18.57,,,,,,,2,37.13,,,,,,,1,18.57,,,3,55.70,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,7,203.67,,,,,,,,,1,,,,29.10,5,145.48,,,5,,145.48,1,29.10,,,4,116.38,2,58.19,1,29.10,,,2,58.19,,,,,,,1,29.10,1,29.10,,,1,29.10,,,,,,,,,,,,,,,,,,,,
,,,,55~59,6,206.33,,,,,,,,,,,,,,10,343.88,,,1,,34.39,3,103.16,1,34.39,2,68.78,1,34.39,1,34.39,2,68.78,3,103.16,,,,,,,,,1,34.39,2,68.78,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,113.77,1,37.92,1,37.92,,,,,2,,,,75.84,12,455.06,,,4,,151.69,2,75.84,2,75.84,1,37.92,1,37.92,,,,,,,,,1,37.92,1,37.92,,,,,1,37.92,,,2,75.84,,,,,,,,,,,,,,,,,,
,,,,65~69,2,85.95,,,,,,,1,42.97,,,,,,8,343.79,,,2,,85.95,7,300.82,1,42.97,1,42.97,,,1,42.97,1,42.97,,,,,,,,,,,,,,,,,1,42.97,,,,,,,,,,,,,,,,,,
,,,,70~74,1,57.47,,,2,114.94,1,57.47,,,4,,,,229.89,5,287.36,,,2,,114.94,4,229.89,,,3,172.41,3,172.41,,,1,57.47,4,229.89,,,1,57.47,1,57.47,,,3,172.41,1,57.47,,,5,287.36,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,81.70,2,163.40,,,3,,245.10,4,326.80,,,3,245.10,1,81.70,,,,,2,163.40,,,,,1,81.70,,,2,163.40,,,,,2,163.40,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,158.48,,,,,,,,,,4,633.91,,,,,,5,792.39,,,1,158.48,1,158.48,,,,,1,158.48,,,,,,,,,2,316.96,,,,,2,316.96,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,251.89,,,,,1,,,,251.89,,,,,,,,2,503.78,,,1,251.89,,,,,,,,,,,,,,,,,,,,,,,1,251.89,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.04,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,19.57,,,,,1,19.57,,,,,,,,,,,,,,,1,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,36.41,,,,,,1,18.20,,,,,1,18.20,,,,,,,,,,,,,,,,,1,18.20,,,1,18.20,,,,,,,,,,,,,,,,,,
,,,,35~39,1,17.81,,,,,,,,,,,,,,1,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.81,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,52.71,,,,,1,17.57,,,1,,,,17.57,2,35.14,,,,,,,,,,,,,,,,,,,,,,,,1,17.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,36.60,,,,,,,,,,,,,,2,36.60,,,,,,2,36.60,,,2,36.60,,,,,,,,,,,1,18.30,,,,,,,,,1,18.30,2,36.60,,,,,,,,,,,,,,,,,,
,,,,50~54,1,26.21,,,1,26.21,,,,,,,,,,6,157.27,,,1,,26.21,4,104.85,,,2,52.42,1,26.21,1,26.21,,,,,,,,,2,52.42,,,,,1,26.21,,,3,78.64,1,26.21,,,,,,,,,,,,,,,,
,,,,55~59,1,36.82,,,,,,,1,36.82,1,,,,36.82,4,147.28,,,,,,,,1,36.82,1,36.82,,,,,,,,,,,,,1,36.82,,,1,36.82,,,,,,,,,1,36.82,,,,,,,,,,,,,,
,,,,60~64,2,73.72,,,,,,,,,,,,,,4,147.44,,,1,,36.86,3,110.58,,,3,110.58,3,110.58,1,36.86,,,,,,,,,2,73.72,,,,,,,1,36.86,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,43.07,,,1,43.07,4,,,,172.27,4,172.27,1,43.07,5,,215.33,8,344.53,,,2,86.13,,,,,,,,,,,,,3,129.20,,,,,,,,,,,,,3,129.20,,,,,,,,,,,,,,
,,,,70~74,1,55.25,1,55.25,1,55.25,,,2,110.50,3,,,,165.75,6,331.49,,,1,,55.25,6,331.49,,,6,331.49,1,55.25,1,55.25,1,55.25,,,,,1,55.25,2,110.50,,,,,,,1,55.25,2,110.50,,,3,165.75,,,,,,,,,,,,,,
,,,,75~79,,,,,1,83.33,,,,,,,,,,4,333.33,,,2,,166.67,5,416.67,,,6,500.00,1,83.33,,,,,,,,,,,1,83.33,1,83.33,1,83.33,,,1,83.33,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,,146.84,5,734.21,,,2,293.69,,,,,,,,,,,,,,,,,,,,,,,,,,,2,293.69,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,234.19,,,,,,,,3,702.58,1,234.19,1,234.19,1,234.19,1,234.19,,,1,234.19,,,,,,,,,,,,,1,234.19,,,1,234.19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.25,,,,,1,18.25,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,19.00,,,,,,,,,,,,,,,,,1,19.00,,,,,,,,,,,,,,,1,19.00,1,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,18.27,,,,,,,,,,,,1,,18.27,,,,,1,18.27,,,,,1,18.27,,,,,,,,,,,,,,,1,18.27,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,18.01,,,,,1,18.01,,,2,,,,36.02,,,,,1,,18.01,2,36.02,,,2,36.02,,,,,,,1,18.01,1,18.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,18.20,,,,,1,18.20,3,,,,54.61,,,,,,,,1,18.20,,,1,18.20,1,18.20,,,,,,,,,,,,,,,,,1,18.20,,,,,2,36.40,,,,,,,,,,,,,,,,
,,,,50~54,,,1,23.60,,,,,1,23.60,4,,,,94.41,,,,,1,,23.60,2,47.20,1,23.60,1,23.60,,,,,,,1,23.60,,,,,1,23.60,,,,,2,47.20,,,,,1,23.60,1,23.60,,,,,,,,,,,,,,
,,,,55~59,2,72.57,,,,,1,36.28,,,8,,,,290.28,,,,,3,,108.85,1,36.28,,,2,72.57,1,36.28,,,1,36.28,1,36.28,4,145.14,,,,,,,,,1,36.28,1,36.28,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,73.13,,,,,,,,,3,,,,109.69,1,36.56,1,36.56,2,,73.13,5,182.82,,,2,73.13,1,36.56,,,1,36.56,1,36.56,3,109.69,,,1,36.56,,,,,1,36.56,1,36.56,1,36.56,,,1,36.56,,,,,,,,,,,,,,
,,,,65~69,1,42.83,,,2,85.65,,,2,85.65,8,,,,342.61,,,,,4,,171.31,2,85.65,2,85.65,2,85.65,1,42.83,2,85.65,,,,,4,171.31,,,,,,,,,,,,,,,2,85.65,,,,,,,,,,,,,,,,
,,,,70~74,1,54.41,3,163.22,,,,,,,6,,,,326.44,,,,,1,,54.41,10,544.07,,,3,163.22,2,108.81,1,54.41,1,54.41,,,3,163.22,1,54.41,,,,,1,54.41,1,54.41,1,54.41,,,,,3,163.22,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,158.98,7,,,,556.44,,,,,,,,1,79.49,1,79.49,2,158.98,,,,,,,,,2,158.98,,,,,,,,,2,158.98,1,79.49,,,,,3,238.47,,,,,,,,,,,,,,
,,,,80~84,1,140.85,,,,,,,1,140.85,,,,,,,,,,,,,3,422.54,,,3,422.54,1,140.85,,,,,1,140.85,2,281.69,,,,,,,1,140.85,1,140.85,,,,,1,140.85,3,422.54,,,,,,,,,,,,,,
,,,,85+,,,1,210.53,,,,,,,,,,,,,,,,,,,3,631.58,1,210.53,1,210.53,,,,,,,,,1,210.53,,,,,,,,,1,210.53,,,,,1,210.53,1,210.53,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
