,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,1,34.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,41.93,1,41.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,71.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,68.92,,,,,,,,,,,,,1,,68.92,,,,,,,,,,,1,68.92,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,3,,,,236.03,1,78.68,,,,1,,78.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,68.82,,,1,68.82,,,,,,,,,,1,68.82,,,,,,,,,,,,,,,1,68.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,67.48,,,2,134.95,,,2,,,,134.95,2,134.95,1,,67.48,2,,134.95,,,,,1,67.48,,,,,,,1,67.48,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,186.22,,,1,93.11,6,558.66,1,93.11,3,,,,279.33,,,,,,,,,,,,,,,,,,,1,93.11,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,161.29,1,161.29,,,,1,,161.29,,,,,,,,,,,,,1,161.29,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,586.51,1,293.26,,,,,,,,,,,2,,586.51,,,,,,,1,293.26,1,293.26,,,1,293.26,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,763.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,2127.66,,,,,,,,,,,,,,,,,,,,,,,,1,2127.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,45.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,1,,36.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,30.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,1,34.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,2,145.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,76.22,,,,,,,,,,,,,,,,,,1,76.22,,,,,1,76.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,74.07,,,,,2,148.15,,,,,,,,1,74.07,1,,74.07,,,,1,74.07,,,,,1,74.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,67.25,,,1,67.25,,,,,,,,,,1,,67.25,,,,2,134.50,,,1,67.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,86.73,,,,,,,,,,,,1,86.73,5,,433.65,,,,,,,,,,,,1,86.73,1,86.73,2,173.46,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,156.49,,,,,,,,,,,,,,,,1,156.49,,,,,2,312.99,,,1,156.49,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,275.48,,,,,,,,1,,275.48,2,,550.96,,,1,275.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,709.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,骨、關節及關節軟骨,,眼及淚腺,,,造血系統及網狀內皮系統,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,34.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,73.75,1,73.75,1,73.75,,,,,,,,,,,,,,,,,,1,73.75,1,73.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,77.64,3,232.92,1,77.64,1,77.64,,,2,,,,155.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,3,209.06,,,2,139.37,,,1,,,,69.69,,,1,,69.69,,,,,,1,69.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,81.63,,,1,81.63,,,3,,,,244.90,1,81.63,,,,1,,81.63,,,,,,,1,81.63,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,294.12,,,2,294.12,,,1,,,,147.06,,,,,,,,,,,1,147.06,,,1,147.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,259.07,,,2,518.13,,,1,,,,259.07,,,,,,,,,,,,,,,1,259.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,31.05,,,,,,,,,,,,,,,,,,,,,,,,1,31.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,,34.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,37.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,50.43,,,,,,,,,,,,,,,,1,,50.43,,,,,,,,,,,,,,1,50.43,1,50.43,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,84.60,,,,,,,1,84.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,75.59,,,,,,,,1,,75.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,4,282.49,1,,,,70.62,1,70.62,1,,70.62,1,,70.62,,,1,70.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,80.84,2,161.68,,,,,,3,242.52,1,,80.84,,,,,,,,1,80.84,1,80.84,1,80.84,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,133.69,1,133.69,1,,,,133.69,2,267.38,1,,133.69,,,,,,,,,,2,267.38,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,234.74,,,,,1,234.74,,,,,,4,938.97,2,,469.48,,,,,,,,,,1,234.74,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,621.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.48,,,1,31.48,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,37.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.30,,,,,,,1,46.30,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,160.00,,,,,,,,,,,1,,80.00,,,,,1,80.00,,,,,1,80.00,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,150.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,82.78,1,82.78,,,,,3,248.34,,,,,,1,82.78,3,,248.34,,,,,,,,1,82.78,,,,,1,82.78,1,82.78,,,,,,,1,82.78,,,,,,,,,,,,
,,,,60~64,1,73.10,,,,,1,73.10,2,146.20,1,,,,73.10,,,,,,1,,73.10,1,73.10,4,292.40,,,,,1,73.10,1,73.10,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,80.71,,,,,,1,80.71,4,,322.84,,,,,,3,242.13,,,1,80.71,1,80.71,1,80.71,,,,,1,80.71,,,,,,,1,80.71,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,3,,371.75,,,,,,3,371.75,,,1,123.92,,,1,123.92,,,,,1,123.92,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,232.02,,,1,232.02,,,,,,,,2,,464.04,,,,,,,,1,232.02,,,,,,,,,,,,,1,232.02,,,1,232.02,1,232.02,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1369.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,32.48,,,,,,,,,1,32.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,32.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,33.94,,,,,,1,33.94,,,,,,,,,,,,,,,,,1,33.94,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,37.57,2,75.13,,,,,,,,1,37.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,43.96,,,,,1,43.96,,,,,,,,1,43.96,,,,,,,,,,,1,43.96,,,,,,,1,43.96,,,1,43.96,,,,,,,,,,,,,,,,
,,,,45~49,1,74.68,,,,,,,,,,,,,,2,149.37,,,,,,,,,,,,,,,,,,,,,,,1,74.68,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,146.95,,,,,,,,,,,,,1,,73.48,,,,,,,,,1,73.48,,,,,1,73.48,1,73.48,,,,,,,,,,,,,,,,
,,,,55~59,,,1,82.78,,,,,,,1,,,,82.78,,,,,,1,,82.78,,,,,,,,,1,82.78,1,82.78,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,161.42,,,1,,,,80.71,3,242.13,,,,,,,1,80.71,,,,,,,2,161.42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,4,341.01,,,,,,,,3,255.75,1,,85.25,4,,341.01,,,,,,,1,85.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,127.23,,,1,127.23,,,1,,,,127.23,,,,,,5,,636.13,1,127.23,,,2,254.45,,,5,636.13,1,127.23,,,,,,,1,127.23,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,240.96,,,,,,,,,1,240.96,1,240.96,1,240.96,,,,,,,,,,,,,,
,,,,80~84,,,,,1,483.09,,,,,,,,,,3,1449.28,,,,,,,,,1,483.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,淋巴結,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.15,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.04,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.74,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,73.50,,,,,,,,,,,,,,,,,,,,,,,,1,36.75,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,41.82,,,,,,,,,,,,,,,,,,,1,41.82,,,,,,,2,83.65,,,,,,,,,,,,
,,,,45~49,,,,,,,1,68.92,1,68.92,,,,,,,,,,,,,,,,,,,,,,,,2,137.84,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,77.64,,,,,,,4,310.56,1,,,,77.64,,,2,,155.28,,,,,,,,,,,,,,1,77.64,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,84.32,,,,,1,84.32,,,,,,1,84.32,1,,84.32,1,,84.32,,,,,,,,,,,,,,,,,,,,,,,1,84.32,,,1,84.32,,,,,,
,,,,60~64,,,,,,,,,3,245.30,,,,,,,,4,,327.06,,,,2,163.53,1,81.77,1,81.77,,,1,81.77,2,163.53,,,,,,,1,81.77,,,,,,,,,,,,,,
,,,,65~69,,,1,82.37,,,,,1,82.37,,,,,,1,82.37,1,,82.37,,,,4,329.49,,,,,,,,,3,247.12,,,,,,,1,82.37,,,,,1,82.37,,,,,,,,
,,,,70~74,,,1,108.46,,,,,,,,,,,,2,216.92,3,,325.38,1,,108.46,4,433.84,,,,,,,,,,,,,,,1,108.46,,,,,,,,,1,108.46,,,,,,
,,,,75~79,1,224.72,1,224.72,,,,,2,449.44,,,,,,,,3,,674.16,,,,,,,,,,,,,,1,224.72,,,,,,,1,224.72,,,,,,,1,224.72,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,436.68,,,,,1,436.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,淋巴結,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,44.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,2,66.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,73.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,40.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,62.07,,,,,,,,,,,,1,62.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,85.69,1,,,,85.69,,,,,,1,,85.69,,,,,,,,,,,,,1,85.69,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,82.85,,,3,248.55,,,,,,2,165.70,,,,3,,248.55,,,,,,,,,,,,,,,1,82.85,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,5,435.16,2,,,,174.06,1,87.03,,,,2,,174.06,,,1,87.03,,,,,,,,,,,1,87.03,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,82.24,,,,,5,411.18,,,,,,3,246.71,,,,,,,1,82.24,,,1,82.24,1,82.24,2,164.47,1,82.24,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,100.50,,,,,,,1,100.50,1,,,,100.50,3,301.51,,,,1,,100.50,,,,,,,,,,,1,100.50,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,206.61,,,,,,,,,,,,1,206.61,,,,1,,206.61,,,1,206.61,,,,,1,206.61,,,,,1,206.61,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,826.45,,,,,,,,,,,,,,,,,1,413.22,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,食道,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,35.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,37.99,,,,,,,,,,1,37.99,1,,37.99,,,,1,37.99,,,,,,,,,,,,,,,,,,,2,75.99,,,,,,,,,,,,
,,,,40~44,1,40.19,,,,,,,1,40.19,,,,,,,,,,,1,,40.19,,,,,,,1,40.19,,,,,1,40.19,,,,,,,,,,,,,,,,,,,,
