,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,1785.71,,,,,,,,,,,,,,,,,
,,,,55~59,1,1515.15,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,1204.82,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,食道,,造血系統及網狀內皮系統,,鼻咽,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,1639.34,,,,,,
,,,,55~59,,,,,,,1,1492.54,,,,,,,,,,,,,
,,,,65~69,1,1470.59,,,1,1470.59,,,1,1470.59,,,,,,,,,,,
,,,,75~79,,,1,4545.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,1470.59,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,5000.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,食道,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,1298.70,,,,,,,,,,,,,,,,,
,,,,85+,1,4000.00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,2040.82,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,胃,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,
,,,,50~54,,,1,1265.82,,,,,,,,,,,,,,,,,
,,,,60~64,1,1492.54,,,,,,,1,1492.54,,,,,,,,,,,
,,,,65~69,1,1492.54,,,1,1492.54,,,,,1,,,,1492.54,,,,,,
,,,,70~74,,,,,,,1,1666.67,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,6250.00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,肝及肝內膽管,,胃,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,
,,,,55~59,,,1,1694.92,,,,,,,,,,,,,,,,,
,,,,65~69,1,1470.59,,,1,1470.59,1,1470.59,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,白血病,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,
,,,,50~54,,,1,1063.83,1,1063.83,,,,,,,,,,,,,,,
,,,,60~64,1,1923.08,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,1351.35,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,1538.46,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其他神經系統,,肺、支氣管及氣管,,鼻咽,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,869.57,,,,,,,,,,,
,,,,50~54,1,1041.67,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,1492.54,,,,,,,,,,,,,,,
,,,,70~74,,,1,1538.46,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,8333.33,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,非何杰金氏淋巴瘤,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,1538.46,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,卵巢、輸卵管及寬韌帶,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,結直腸癌,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,
,,,,45~49,2,1550.39,1,775.19,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,1818.18,,,
,,,,65~69,,,1,1538.46,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,1886.79,1,1886.79,,,1,,,,1886.79,,,,,,
,,,,80~84,,,,,,,,,1,3333.33,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
