,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,181.16,,,1,181.16,,,,,,,,,,,,,,,1,,181.16,,,,1,181.16,,,,,1,181.16,,,,,,,,
,,,,60~64,,,1,202.84,4,811.36,1,202.84,,,,,,,,2,405.68,1,,202.84,,,,,,,,,,,1,202.84,,,,,,,,,,
,,,,65~69,,,,,1,275.48,,,,,,,,,,1,275.48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,1,,420.17,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,689.66,,,,,,,,,,2,1379.31,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,胰,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,1,153.85,,,,,,,,,,,,,,,,,,,,,,,1,153.85,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,136.43,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,149.48,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,1,,206.19,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,184.50,,,1,184.50,,,,,,,,,,,,,,,,,,,,,1,184.50,1,184.50,,,,,,,,,,,,
,,,,60~64,1,192.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,255.75,1,,,,255.75,1,255.75,,,,1,,255.75,,,,1,255.75,,,,,,,,,,,,,,
,,,,70~74,1,401.61,1,401.61,,,,,,,,,,,,1,401.61,,,,,,,,,,,,,,,,1,401.61,,,,,,,,
,,,,75~79,,,,,1,680.27,,,,,,,,,,2,1360.54,,,,,,,1,,680.27,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,1333.33,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,喉,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,,,1,133.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,147.49,,,,,,,,,,,,,,,,,,,1,,147.49,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,188.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,824.74,,,1,206.19,,,,,1,,,,206.19,,,,,,,,,1,,206.19,,,,,1,206.19,,,,,,,,,,
,,,,55~59,1,190.11,,,,,,,1,190.11,,,,,,,,2,,380.23,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,198.02,,,,,,,1,,,,198.02,1,198.02,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,238.66,,,,,,,3,715.99,,,,,,1,238.66,1,,238.66,,,,,,,1,238.66,1,238.66,,,,,,,,,,,,
,,,,70~74,1,384.62,,,,,1,384.62,1,384.62,,,,,,1,384.62,1,,384.62,,,,,,,,,,,,,1,384.62,,,,,,,,
,,,,75~79,,,,,1,628.93,,,,,,,,,,,,,,,,,,,,,2,1257.86,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1315.79,,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,30~34,,,,,,,1,128.04,,,1,,,,128.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,151.52,1,151.52,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,210.08,1,210.08,,,,,,,,,,,,1,210.08,1,,210.08,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,398.41,,,,,,,,,,,,1,199.20,,,1,199.20,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,3,,573.61,,,,,,,,,,,,,1,191.20,,,,,,,,
,,,,65~69,,,,,1,233.64,,,,,1,,,,233.64,,,1,,233.64,,,,,,,,,1,233.64,,,,,1,233.64,1,233.64,,,,
,,,,70~74,,,,,1,378.79,,,,,,,,,,1,378.79,,,,1,,378.79,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,546.45,,,2,,,,1092.90,,,2,,1092.90,1,,546.45,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1234.57,1,,,,1234.57,,,2,,2469.14,,,,,,,,,,,,,,,,,2,2469.14,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,,3333.33,,,,,,,,,,,1,3333.33,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,胰,,,喉,,,腎盂及其他泌尿系統,,鼻咽,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,129.37,,,,,,,,,,,,
,,,,40~44,,,,,1,148.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,168.35,2,336.70,,,,,,,,,,1,,168.35,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,204.50,,,1,,,,204.50,,,1,,204.50,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,415.80,,,,,1,207.90,,,,,,,,1,207.90,,,,,,,1,,207.90,,,,,,,,,,,,,,,,
,,,,60~64,,,2,376.65,,,1,188.32,,,,,,,,2,376.65,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,232.02,,,,,,,,,,,,1,232.02,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,332.23,,,,,,,,,,,,,,,,,,,1,332.23,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,581.40,1,581.40,,,,,,,,,,,1,,581.40,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1250.00,,,1,,1250.00,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,2564.10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,,,,胃,,造血系統及網狀內皮系統,,,結直腸癌,,,膀胱,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,1,134.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,144.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,325.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,415.80,1,207.90,,,,,,,,,,,,,,1,,207.90,,,,,,,,,,,,,,,,
,,,,55~59,2,414.08,,,,,,,,,,,,,,2,414.08,1,,207.04,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,570.34,,,2,,,,380.23,,,,,,,,,1,,190.11,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,222.22,,,1,,,,222.22,,,1,,222.22,,,,,,,1,222.22,,,,,,,,,,,,,,
,,,,70~74,2,636.94,,,1,318.47,1,318.47,,,1,,,,318.47,,,,,,1,,318.47,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,561.80,,,,,2,,,,1123.60,,,,,,1,,561.80,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,2222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,胰,,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,,,,,,,,,1,130.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,135.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,141.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,314.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,432.90,,,1,216.45,,,,,1,,,,216.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,4,,,,770.71,,,1,,192.68,1,,192.68,,,,,,1,192.68,,,,,,,,,,,,
,,,,65~69,1,215.52,,,,,1,215.52,,,2,,,,431.03,2,431.03,,,,1,,215.52,1,,215.52,2,431.03,,,,,1,215.52,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,600.60,3,,900.90,,,,,,,,,,,1,300.30,,,1,300.30,,,,,,
,,,,75~79,,,1,552.49,,,,,,,,,,,,1,552.49,2,,1104.97,1,,552.49,,,,2,1104.97,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1075.27,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,,4761.90,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,胰,,,造血系統及網狀內皮系統,,,結直腸癌,,,膀胱,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,1,127.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,2,,288.60,,,,,,,,,,,,,,,,
,,,,45~49,1,157.48,,,,,,,,,,,,,,,,,,,,,,,,,1,157.48,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,190.48,,,,,,,,,,,,,,,,1,,190.48,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,656.46,,,1,,,,218.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,202.43,,,2,,,,404.86,,,1,,202.43,1,,202.43,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,437.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,279.33,1,279.33,,,,,,,,,,,,,,1,,279.33,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,520.83,2,1041.67,1,520.83,1,,,,520.83,2,1041.67,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,961.54,2,,,,1923.08,,,,,,,,,1,,961.54,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,2564.10,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,,,1,126.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,141.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,142.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,139.47,,,1,,,,139.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,361.01,,,,,2,361.01,,,,,,,,,,,,,,,,,,,1,180.51,,,,,1,180.51,1,180.51,,,,,,
,,,,55~59,1,217.39,,,,,2,434.78,,,1,,,,217.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,207.04,,,,,1,207.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,215.52,,,,,,,,,,,,,,1,,215.52,3,646.55,1,215.52,,,,,1,215.52,,,,,,
,,,,70~74,,,,,,,1,277.01,1,277.01,1,,,,277.01,2,554.02,1,,277.01,1,,277.01,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,480.77,2,961.54,,,,,,,,2,961.54,,,,,,,,,,,,,,1,480.77,,,,,,,,,,
,,,,80~84,,,,,,,1,819.67,,,1,,,,819.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,1,196.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,142.45,,,,,,,,,,
,,,,35~39,1,143.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,288.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,506.76,,,,,,,1,168.92,1,,,,168.92,1,168.92,,,,,,,1,,168.92,,,,,,,,,,,,,,,,
,,,,55~59,1,213.68,,,,,,,,,,,,,,1,213.68,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,219.78,,,,,1,219.78,2,439.56,1,,,,219.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,429.18,,,,,,,5,1072.96,,,,,,,,1,,214.59,2,,429.18,,,,,,,,,,2,429.18,,,,,,,,
,,,,70~74,,,1,280.11,,,1,280.11,3,840.34,1,,,,280.11,4,1120.45,,,,1,,280.11,,,,,,1,280.11,,,2,560.22,,,,,,,,
,,,,75~79,1,427.35,,,,,,,1,427.35,2,,,,854.70,1,427.35,,,,,,,,,,1,427.35,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,847.46,1,,,,847.46,,,2,,1694.92,,,,,,,1,847.46,,,,,1,847.46,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,胰,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,146.20,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,150.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,303.49,,,,,1,151.75,,,1,,,,151.75,1,151.75,,,,,,,,,,,,1,151.75,,,,,,,1,151.75,,,,
,,,,50~54,1,165.02,1,165.02,,,,,,,2,,,,330.03,,,1,,165.02,,,,,,,,,1,165.02,,,,,,,,,,,,
,,,,55~59,2,427.35,,,,,,,,,2,,,,427.35,,,1,,213.68,,,,,,,,,,,,,1,213.68,,,,,1,213.68,,
,,,,60~64,,,,,,,,,1,218.34,,,,,,,,3,,655.02,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,213.68,,,,,,,,,1,,,,213.68,1,213.68,2,,427.35,,,,2,,427.35,,,,,,,,,1,213.68,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,267.38,,,,,,,,,1,,267.38,1,267.38,,,,,,,,,,,1,267.38,,
,,,,75~79,,,,,1,401.61,,,1,401.61,2,,,,803.21,,,1,,401.61,,,,1,,401.61,,,,,1,401.61,,,,,,,,,,
,,,,80~84,,,,,,,,,1,854.70,2,,,,1709.40,,,2,,1709.40,1,,854.70,,,,,,,,1,854.70,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,25~29,,,,,,,,,1,127.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,144.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,144.51,,,,,,
,,,,35~39,1,147.49,,,,,,,1,147.49,,,,,,,,,,,,,,,,,,,,,,,1,147.49,,,,,,,,
,,,,40~44,1,143.47,,,,,,,,,,,,,,1,143.47,,,,1,,143.47,,,,,,,,,,,,,,,,1,143.47,,
,,,,45~49,1,147.49,,,,,,,,,1,,,,147.49,,,,,,,,,1,,147.49,,,,,,,,,,,,,,,,
,,,,50~54,2,318.47,,,,,,,1,159.24,,,,,,,,,,,1,,159.24,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,208.77,1,208.77,,,,,1,208.77,,,,,,,,,,,,,,,,,,,,,1,208.77,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,226.24,1,226.24,,,,2,,452.49,,,,,,,,,,,,,,,,,,1,226.24
,,,,65~69,1,213.68,,,,,,,4,854.70,,,,,,1,213.68,,,,,,,2,,427.35,1,213.68,1,213.68,1,213.68,,,,,,,1,213.68,,
,,,,70~74,1,256.41,,,,,,,1,256.41,1,,,,256.41,2,512.82,,,,,,,1,,256.41,,,,,,,,,,,,,1,256.41,,
,,,,75~79,1,380.23,,,1,380.23,,,2,760.46,,,,,,2,760.46,1,,380.23,,,,,,,1,380.23,,,2,760.46,,,,,1,380.23,,,2,760.46
,,,,80~84,,,,,,,,,1,840.34,,,,,,,,,,,1,,840.34,,,,,,,,,,,,,,,,,,1,840.34
,,,,85+,,,,,,,1,1587.30,,,,,,,,2,3174.60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,結直腸癌,,,腎盂及其他泌尿系統,,睪丸,,腦,,鼻咽,,攝護腺,,,,,,,
