,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,157.23,,,,,,,,1,,157.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,199.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,182.15,,,,,,,,,,,,1,182.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,201.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,234.19,1,234.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,281.69,,,,,,,,,1,,,,281.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,436.68,,,1,436.68,1,436.68,1,436.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,645.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,後腹膜腔及腹膜,,胃,,食道,,造血系統及網狀內皮系統,,,,,喉,,結直腸癌,,,睪丸,,腦,,,膀胱,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,1,,119.19,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,89.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,201.21,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,178.89,,,,,,,1,178.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,207.47,,,,,,,,,,,,,,,,,,,,,,1,207.47,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,442.48,,,,,1,221.24,1,221.24,,,,,,1,221.24,1,,221.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,277.01,1,277.01,,,1,,,,277.01,,,2,,554.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,425.53,,,,,,,,,,1,,425.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,649.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,造血系統及網狀內皮系統,,結直腸癌,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,89.37,,,,,1,,,,89.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,114.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,186.57,,,,,,,,,,1,,186.57,1,186.57,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,181.49,,,,,,,,1,,181.49,1,181.49,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,199.60,,,1,199.60,,,,,,,,,,,,,,,1,199.60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,436.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,1,,273.97,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,398.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,1250.00,,,,,,,,,2,,,,2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,,,,淋巴結,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,,,,,1,95.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,142.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,172.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,190.48,,,1,190.48,,,1,190.48,,,,,,,,,,,,,,,,,,,,1,190.48,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,197.24,,,,,,,,,,,,,,,,,1,,197.24,,,,,,,,,1,197.24,,,,,,,,,,,,
,,,,60~64,,,,,1,215.05,2,430.11,2,430.11,,,,,,,,,,,1,215.05,,,,,,1,215.05,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,268.82,2,537.63,,,,,,,,1,268.82,,,,1,268.82,,,,,,1,268.82,,,1,268.82,,,,,,,,,,,,,,
,,,,70~74,,,,,1,390.63,1,390.63,,,,,,,,,,1,,390.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1470.59,,,1,1470.59,,,2,,,,2941.18,,,,,,,,,,,1,1470.59,,,,,,,1,1470.59,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,胰,,結直腸癌,,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.88,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,98.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,98.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,102.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,140.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,157.73,1,157.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,5,1075.27,1,,,,215.05,,,1,,215.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,189.04,1,189.04,,,2,378.07,1,,,,189.04,,,1,,189.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,217.86,2,435.73,1,,,,217.86,,,,,,,,,,,,,,,1,217.86,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,270.27,1,270.27,,,,,,1,270.27,1,,270.27,,,1,,270.27,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,4,1403.51,,,,,,2,701.75,,,,1,350.88,,,,,,,,,,1,350.88,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,520.83,,,,,,1,520.83,1,,520.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1250.00,1,1250.00,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,2777.78,,,,,,,,,,,,,,,,,,1,2777.78,,,1,2777.78,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,,結直腸癌,,腎盂及其他泌尿系統,,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,93.81,,,,,,,,,,,,,,,1,93.81,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,98.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,267.74,,,,,1,,,,133.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,313.48,,,,,,,,,,,,1,,156.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,398.41,,,,,1,,,,199.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,5,952.38,,,,,1,,,,190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,220.26,3,660.79,1,220.26,1,220.26,1,,,,220.26,1,220.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,261.78,,,2,523.56,,,2,523.56,,,,,,,,1,,261.78,,,1,,261.78,1,261.78,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,321.54,,,,,1,,,,321.54,,,,,,1,321.54,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,1,531.91,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,2222.22,,,,,1,,,,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,2500.00,,,,1,2500.00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,胰,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,90.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,97.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,102.04,,,,,,,1,102.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,1,128.87,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,1,187.27,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,226.24,,,,,,,,1,,226.24,,,,,,,,1,226.24,,,,,,,,,,,,,,,,,,
,,,,65~69,1,246.91,,,,,,,1,246.91,1,,,,246.91,1,246.91,,,,,,1,,246.91,2,493.83,,,1,246.91,1,246.91,,,,,,,,,,,,,,
,,,,70~74,,,,,1,319.49,,,1,319.49,,,,,,2,638.98,1,,319.49,,,,,,,,1,319.49,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,534.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,980.39,,,,,3,2941.18,,,,,,,,1,,980.39,,,,,,,,,,,,2,1960.78,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,2325.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,食道,,胰,,,造血系統及網狀內皮系統,,結直腸癌,,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,98.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,103.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,153.85,,,,,,,,,,,,,,,,,,,,,1,,153.85,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,196.08,,,1,196.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,374.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,436.68,,,1,,,,218.34,,,1,,218.34,,,1,,218.34,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,244.50,2,489.00,1,,,,244.50,,,,,,,,1,,244.50,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,653.59,,,1,,,,326.80,,,1,,326.80,1,326.80,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,505.05,,,,,1,,,,505.05,,,,,,1,505.05,,,,1,505.05,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,909.09,,,,,,,,,,,,,1,909.09,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,2127.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,胰,,,結直腸癌,,腎,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,,,,,2,205.34,,,,,,,,1,102.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,120.34,,,,,,,,,,,,,,,,,,,,1,120.34,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,148.59,,,1,,,,148.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,1,181.82,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,592.89,,,,,,,,,,,,,,,,,,,,,,1,197.63,1,197.63,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,1,,210.53,,,,,,,,,,,,1,210.53,1,210.53,,,,,,,,,,,,
,,,,65~69,1,242.72,,,,,,,,,,,,,,1,242.72,2,,485.44,,,,,,,,,,1,242.72,,,1,242.72,,,,,,,,,,,,
,,,,70~74,1,321.54,1,321.54,1,321.54,2,643.09,1,321.54,,,,,,,,1,,321.54,1,321.54,,,,2,643.09,,,,,,,2,643.09,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,490.20,2,,980.39,,,,,,1,490.20,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,775.19,,,,,,1,,775.19,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,40~44,,,,,1,110.38,,,,,,,,,,2,220.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,145.77,,,,,,,1,145.77,,,,,,,,
,,,,50~54,2,335.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,221.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,403.23,,,,,,,,,,,,,,,1,201.61,,,,,,,,,,,,,,,,,,1,201.61,,,,,,
,,,,65~69,,,,,1,243.31,1,243.31,,,3,,,,729.93,1,243.31,,,,,,,,,1,243.31,,,,,,,,,,,,,2,486.62,,,,,,
,,,,70~74,2,641.03,,,2,641.03,,,1,320.51,,,,,,,,,,,,,1,,320.51,,,1,320.51,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,442.48,,,,,2,,,,884.96,,,2,,884.96,,,,,,,,,,,,,,1,442.48,,,,,1,442.48,,,,,,
,,,,80~84,,,1,769.23,,,,,,,2,,,,1538.46,,,1,,769.23,1,769.23,,,,,,1,769.23,,,1,769.23,,,1,769.23,,,1,769.23,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,,胰,,喉,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,1,98.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,99.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,107.87,,,,,,,,,,
,,,,45~49,,,,,1,143.68,1,143.68,,,,,,,,,,,,,,,,,,,,,,,,1,143.68,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,166.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,419.29,,,,,3,628.93,,,,,,,,1,209.64,,,,1,209.64,,,,1,209.64,,,,,1,209.64,,,,,,,,,,,,,,
,,,,60~64,1,200.40,,,,,2,400.80,,,,,,,,2,400.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,242.13,2,484.26,,,1,,,,242.13,,,,,,1,242.13,,,,,,,,2,484.26,,,,,,,1,242.13,,,,,,,,
,,,,70~74,,,,,,,1,300.30,,,1,,,,300.30,2,600.60,,,,,,1,,300.30,,,1,300.30,,,,,1,300.30,,,,,,,,,,,,
,,,,75~79,,,,,,,1,421.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,421.94,,,,,,,,,,
,,,,80~84,,,,,,,1,793.65,1,793.65,,,,,,,,2,,1587.30,2,1587.30,,,,,,,,1,793.65,1,793.65,,,,,1,793.65,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,胰,,,喉,,結直腸癌,,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.04,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,2,189.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,106.72,,,,,,,,,,,,,,,,,,
