,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,269.18,,,,,,,,,,,1,,134.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,1,,138.31,1,,138.31,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,298.95,,,,,,,,,,,,,,3,,448.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,186.57,,,2,,,,373.13,2,,373.13,1,,186.57,,,,,,,1,186.57,1,186.57,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,315.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,502.51,1,502.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,眼及淚腺,,,喉,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,1,82.92,,,,,,,,,,,,1,,82.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,74.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,110.99,,,,,,,,,,,,,,,,,,,,1,,110.99,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,153.61,3,460.83,,,,,,,,,,,,,,,,1,,153.61,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,135.87,1,135.87,1,135.87,,,,,2,,,,271.74,,,,,,,,,,1,,135.87,1,135.87,1,135.87,,,,,,,,,,,,,,,,,,
,,,,60~64,2,301.66,,,2,301.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,511.07,,,2,340.72,,,,,2,,,,340.72,,,,,,,,,,,,,,,1,170.36,1,170.36,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,308.64,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,458.72,,,,,,,,,,,,,,,1,,458.72,,,,,,,1,458.72,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,胰,,,,,結直腸癌,,,腎盂及其他泌尿系統,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,65.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,,69.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,89.21,,,,,,,,,,,,,,,,,,1,,89.21,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,168.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,265.96,,,,,1,132.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,154.32,,,1,154.32,,,,,,,,,,,1,,154.32,1,,154.32,1,,154.32,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,331.67,,,1,165.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,3,815.22,,,2,543.48,,,1,,,,271.74,1,,271.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,900.90,,,,,,,,,,,,,,,,,,,,,1,,900.90,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,胰,,,喉,,結直腸癌,,腎,,腦,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,35~39,1,87.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87.64,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,177.30,,,,,,,,,,,,,,,,,,,,,,,,1,177.30,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,407.06,,,,,,,,,,,,,,,1,,135.69,,,1,135.69,,,,,1,135.69,,,,,,,,,,,,
,,,,60~64,,,,,1,163.40,,,,,,,,,,1,,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,157.73,,,,,1,,,,157.73,1,,157.73,,,,,,,,,,1,157.73,,,,,1,157.73,,,,,,,,,,,,,,
,,,,70~74,,,,,1,250.00,,,,,,,,,,1,,250.00,1,,250.00,,,,,,,,,2,500.00,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,442.48,,,,1,,442.48,,,,,,,,,,,,,,1,442.48,,,,,,,,,,
,,,,80~84,,,1,917.43,,,,,1,917.43,,,,,,,,,,,,1,,917.43,,,,,,,,,,,,,,1,917.43,,,,,,,,,,
,,,,85+,,,,,,,,,1,2127.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2127.66,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,,,,胃,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,腦,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,1,,110.13,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,94.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,71.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,68.82,,,1,68.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,1,,86.21,,,,,,1,86.21,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,105.37,2,210.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,125.16,,,,,,,,,,,,,,,,,,
,,,,50~54,1,182.82,,,,,1,182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,282.49,,,,,,,,,1,,,,141.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,154.56,,,,,,,,,,,,,,,,,,,,2,309.12,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,320.51,,,,,1,,,,160.26,2,,320.51,1,,160.26,,,,,,,1,160.26,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,234.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,452.49,,,,,1,,,,452.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,1020.41,,,,,,,,,,,,,,,,,1,,1020.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1754.39,,,,,,,,,,,,,,,,,,,,,,1,1754.39,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,喉,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,睪丸,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,1,136.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.91,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,69.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,86.06,,,1,86.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,98.91,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.91,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,120.48,1,120.48,,,,,,,,,,,,,,,,,,,,,,,,1,120.48,,,,,,,,,,,,,,,,
,,,,55~59,1,149.70,,,,,1,149.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,150.15,,,,,2,300.30,,,1,,,,150.15,,,,,,,,,,,,,,,,,2,300.30,,,,,,,,,,,,,,,,
,,,,65~69,2,327.87,,,,,1,163.93,1,163.93,,,,,,1,,163.93,,,,,,,,,,,,,,1,163.93,1,163.93,1,163.93,,,,,,,,,,,,
,,,,70~74,,,,,,,1,217.86,1,217.86,2,,,,435.73,,,,,,,,,,1,,217.86,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,444.44,,,1,,,,444.44,,,,1,,444.44,1,,444.44,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1754.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,1,101.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,1,,100.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,83.68,1,,83.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,1,,117.37,,,,,,,,,,,1,117.37,1,117.37,,,,,,,,,,,,,,
,,,,50~54,,,,,1,174.83,,,1,174.83,,,,,,1,,174.83,2,,349.65,1,,174.83,,,,,,,,,,,,,,1,174.83,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,327.87,,,,1,,163.93,,,,,,,1,163.93,,,1,163.93,,,,,,,,,,,,,,,,
,,,,60~64,1,149.25,,,,,,,,,1,,,,149.25,,,,,,,,,,,,,1,149.25,,,1,149.25,,,1,149.25,,,1,149.25,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,171.53,1,,171.53,1,,171.53,,,,,,,,,,,1,171.53,1,171.53,,,,,,,,,,,,,,
,,,,70~74,,,1,205.76,,,,,1,205.76,1,,,,205.76,2,,411.52,,,,,,,1,,205.76,,,2,411.52,,,,,,,,,1,205.76,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,873.36,1,,436.68,,,,,,,,,,,,,,,,,,,,,,,,1,436.68,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,840.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1886.79,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,結締組織、皮下組織及其他軟組織,,,腦,,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,102.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,,94.25,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,77.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,95.42,,,,,,,,,,,,,,,,,,,,,,,1,,95.42,1,95.42,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,116.28,2,232.56,,,,,,,,,1,,116.28,,,,,,,,,,,1,116.28,,,,,,,,,,,,,,,,
,,,,50~54,1,163.93,,,,,,,3,491.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,178.89,,,3,536.67,,,,,,,,,,,,,,,,,,1,178.89,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,147.49,,,,,,3,,442.48,,,,,,,,,,1,147.49,1,147.49,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,527.24,,,,,,1,,175.75,,,,,,,,,,,,,,,,1,175.75,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,202.43,3,607.29,,,,,,2,,404.86,,,,,,,,,,,,,,,,3,607.29,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,754.72,2,,,,754.72,1,,377.36,1,,377.36,,,,,,,,,,,1,377.36,,,,,,,,,,,,,,,,
,,,,85+,,,1,1587.30,,,,,,,1,,,,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,,,1,139.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,109.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,97.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,189.39,,,,,,,,
,,,,45~49,,,,,,,1,112.36,1,112.36,,,,,,,,,,,,,,,,,,,,1,112.36,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,302.11,,,,,,,,,,,,,,,,,,,,,,,,1,151.06,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,190.84,,,,,,,,,,,,,,2,,381.68,1,,190.84,,,,,,,1,190.84,1,190.84,,,,,,,,,,,,
,,,,60~64,,,,,,,1,148.81,,,,,,,,,,,,,,2,,297.62,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,189.75,,,,,,,,,,,,,,,1,,189.75,,,,1,,189.75,1,189.75,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,194.93,,,,,,,,,,,,,,2,,389.86,,,,,,,,,,,,,,2,389.86,,,1,194.93,,,,,,
,,,,75~79,,,,,,,1,353.36,,,,,,,,1,,353.36,,,,2,,706.71,1,,353.36,,,,,,,1,353.36,,,1,353.36,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,769.23,,,,,,,,,,,,,,
,,,,85+,1,1408.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,1,84.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,77.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,92.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.68,1,92.68,,,,,,,,
,,,,45~49,3,335.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111.98,,,,,,,,,,
,,,,50~54,1,133.16,,,,,,,,,,,,,,1,,133.16,2,,266.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,409.00,,,,,,,1,,204.50,,,,1,204.50,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,155.04,1,155.04,,,2,,,,310.08,,,,2,,310.08,,,,1,,155.04,1,155.04,,,,,1,155.04,1,155.04,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,179.86,1,,179.86,1,,179.86,,,,,,,,,2,359.71,,,,,,,,,1,179.86,1,179.86,,,,,,
,,,,70~74,,,,,,,,,1,197.63,4,,,,790.51,1,,197.63,,,,,,,,,,1,197.63,2,395.26,,,,,,,,,,,1,197.63,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,328.95,,,,1,,328.95,,,,,,,,,,,1,328.95,,,1,328.95,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,2,,1459.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2985.07,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,胸腺、心臟與中隔,,,骨、關節及關節軟骨,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,,116.41,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,76.63,1,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.63,,,,,,,,,,,,,,
,,,,40~44,1,90.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,103.41,,,,,,,,,,,,,,1,,103.41,,,,,,,,,,,,1,103.41,,,,,,,,,,,,,,,,,,
,,,,50~54,1,129.03,,,1,129.03,1,129.03,1,129.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,333.33,,,1,166.67,1,,,,166.67,2,,333.33,,,,,,,,,,,,,,,,1,166.67,,,,,,,,,,,,,,
