,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,胰,,喉,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,37.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,34.65,,,,,,,,,,,1,34.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,40.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,67.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,72.73,,,,,,1,72.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,77.94,,,,,,,1,77.94,1,,,,77.94,,,,,,,,,1,77.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,244.30,2,,,,162.87,1,81.43,,,,,1,81.43,,,,,1,81.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,90.91,,,,,,,,,1,90.91,1,90.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,137.36,,,1,,,,137.36,5,686.81,1,137.36,1,137.36,1,137.36,,,,,1,137.36,,,1,137.36,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,465.12,1,,,,232.56,1,232.56,,,,,,,1,232.56,,,,,1,232.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,338.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,735.29,,,,,,,2,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,69.23,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,33.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,39.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,58.72,,,1,58.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,74.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,1,75.93,,,1,75.93,,,,,,,,,1,75.93,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,82.24,,,1,82.24,,,,,,,,,,,,,,,,,,,,4,328.95,,,1,82.24,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.53,,,,,1,89.53,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,1,131.58,,,1,131.58,1,131.58,,,,,,,,,1,131.58,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,217.86,3,653.59,1,217.86,1,217.86,,,,,2,435.73,,,,,,,1,217.86,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,4,1393.73,,,,,,,,,,,,,,,,,,,1,348.43,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,709.22,,,,,1,709.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1428.57,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,胰,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,37.69,,,,,,,,,,,,,,,,1,37.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,52.80,1,52.80,,,,,,,,,,,,,,,,,,1,52.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,2,154.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,83.61,,,,,,,,,,,,,,,,,,,,,,1,83.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,90.25,2,180.51,,,1,90.25,,,,,,,,1,90.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,242.72,,,,,2,242.72,,,1,,,,121.36,,,,,2,242.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,3,631.58,1,210.53,3,631.58,,,1,,,,210.53,,,,,1,210.53,1,210.53,3,631.58,,,1,210.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,724.64,,,,,2,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,662.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,32.78,,,,,,,,,,,,,,,,1,32.78,1,32.78,,,1,32.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,37.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,77.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,73.42,,,,,,,,1,73.42,1,73.42,,,,,,,,,,,1,73.42,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,82.51,,,,,,,,3,247.52,,,,,,,,,,,,,1,82.51,1,82.51,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,85.76,,,,,,,,,1,,,,85.76,1,85.76,4,343.05,1,85.76,1,85.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,120.34,,,,,2,240.67,,,,,,1,120.34,3,361.01,1,120.34,,,,,,,,,1,120.34,,,1,120.34,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,194.55,,,,,,,,2,389.11,2,389.11,3,583.66,2,389.11,,,,,,,,,,,1,194.55,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,347.22,,,,,,,,,,,1,347.22,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,621.12,1,621.12,,,,,,,,,,,,,1,621.12,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,消化器官其他分界不明部位,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,1,35.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.87,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,31.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,34.93,,,2,69.86,,,,,,,,,,1,34.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,44.15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.15,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.34,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,2,133.60,,,,,,,,,1,66.80,1,66.80,1,66.80,,,1,66.80,,,1,66.80,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,74.96,,,,,,3,224.89,,,,,,,1,74.96,,,,,,,,,,,,,,,,,1,74.96,,,,,,,,,,,,
,,,,60~64,3,269.06,,,,,,,1,89.69,,,,,,,,,,,,4,358.74,,,,,,,,,,,,,,,,,,,,,,,1,89.69,1,89.69,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,107.64,,,,,2,215.29,,,,,,,,,,,,,,,,,1,107.64,,,,,,,1,107.64,,,,,,
,,,,70~74,1,178.57,,,,,,,2,357.14,,,,,,1,178.57,1,178.57,,,,,,,1,178.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,340.14,,,,,1,340.14,3,1020.41,,,,,,,1,340.14,,,,,,,,,,,,,,,,,2,680.27,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,555.56,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,32.78,,,,,1,32.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,31.63,,,2,,,,63.25,,,,,,,,,,,1,31.63,,,,,,,,,,,1,31.63,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,34.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,41.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.19,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,1,65.83,1,65.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,73.05,,,,,,,,,2,,,,146.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,5,400.96,,,,,,,,,,,,,,1,80.19,2,160.38,,,,,1,80.19,,,,,1,80.19,,,1,80.19,,,1,80.19,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,87.34,1,,,,87.34,1,87.34,,,1,87.34,1,87.34,1,87.34,,,,,,,,,,,1,87.34,,,2,174.67,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,99.70,,,3,299.10,,,1,99.70,,,1,99.70,,,,,,,,,1,99.70,,,1,99.70,,,,,,,,,,,,,,
,,,,70~74,,,,,1,168.63,,,,,1,,,,168.63,,,2,337.27,,,,,,,1,168.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,552.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,552.49,,,,,,,1,552.49,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,淋巴結,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.49,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.78,,,2,73.56,1,36.78,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,31.71,,,,,,,1,31.71,,,,,,1,31.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,33.29,,,,,,,1,33.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,39.26,,,,,,,,,,,,,,1,39.26,,,,,,,,,,,,,1,39.26,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,59.17,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.17,,,,,,,1,59.17,,,,,,,,,,,,,,,,,,
,,,,50~54,1,77.22,,,,,,,,,,,,,,,,,,,,1,77.22,,,,,1,77.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,311.53,1,77.88,,,,,2,155.76,,,,,,,,1,77.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,91.07,,,,,,,2,182.15,1,,,,91.07,2,182.15,2,182.15,1,91.07,,,,,,,1,91.07,,,,,,,1,91.07,1,91.07,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,96.62,,,,,,2,193.24,3,289.86,,,,,1,96.62,,,,,,,,,1,96.62,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,155.76,,,,,2,311.53,,,,,,1,155.76,1,155.76,,,,,,,,,,,,,,,,,1,155.76,1,155.76,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,297.62,2,595.24,,,,,,,,,,,,1,297.62,,,,,,,,,,,1,297.62,,,2,595.24,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,561.80,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,34.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,33.24,,,,,,,,,,,,,,,,,,,1,33.24,,,,,,,,,,,,,,,,,,
,,,,30~34,1,31.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.80,,,,,,,,,,,,,,
,,,,35~39,3,100.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100.27,,,,,,,,,,,,,,
,,,,40~44,,,,,1,37.51,,,,,,,,,,,,2,75.02,,,,,,,1,37.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,51.52,,,,,,,,,,,,,,,,1,51.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,162.60,1,81.30,,,,,,,,,,,,,1,81.30,,,,,1,81.30,1,81.30,,,,,,,,,,,,,,,,
,,,,55~59,1,76.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.16,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,176.99,1,88.50,,,,,,,,,,,,,,3,265.49,,,1,88.50,1,88.50,1,88.50,,,,,,,,,,,1,88.50,,,,,1,88.50,,,,,,,,,,
,,,,65~69,,,,,,,,,2,194.55,,,,,,,,3,291.83,,,3,291.83,1,97.28,,,,,,,,,,,1,97.28,,,,,1,97.28,,,,,,,,,,,,
,,,,70~74,1,141.44,,,,,,,1,141.44,,,,,,1,141.44,3,424.33,,,,,,,,,,,,,,,,,1,141.44,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,268.82,,,1,,,,268.82,,,2,537.63,,,1,268.82,,,,,,,,,,,,,,,1,268.82,,,,,1,268.82,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,555.56,,,3,1666.67,,,,,,,,,,,,,,,1,555.56,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,1,1000.00,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,1,34.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,34.35,,,,,,,,,,,,,,,,1,34.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,32.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.65,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,32.46,,,1,32.46,,,,,,,,,,,,2,64.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,36.54,1,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.54,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,48.05,,,,,2,96.11,2,,,,96.11,1,48.05,,,,,,,,,,,1,48.05,,,,,,,,,,,,,,,,,,,,,,,,,,
