,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,11.69,,,,,,,,,2,,,,23.39,,,,,,,,,,,1,11.69,,,,,1,11.69,,,,,,,,,,,,,,,,,,,,,1,11.69,,,,,,,,,,,,,,,,,,,,
,,,,40~44,6,64.30,,,,,,,,,1,,,,10.72,,,,,1,,10.72,,,,,,,,2,21.43,,,1,10.72,,,1,10.72,,,,,,,,,1,10.72,,,2,21.43,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,38.09,,,,,,,,,4,,,,50.78,,,,,,,,2,,25.39,,,,,,,,,,,,,,,,,,,3,38.09,1,12.70,,,,,1,12.70,3,38.09,,,1,12.70,,,,,,,,,,,,,,,,
,,,,50~54,6,126.98,,,1,21.16,,,1,21.16,7,,,,148.15,,,,,,,,2,,42.33,,,1,21.16,1,21.16,,,1,21.16,,,,,,,,,1,21.16,,,2,42.33,,,1,21.16,,,1,21.16,,,,,,,,,,,,,,,,,,
,,,,55~59,1,24.85,,,1,24.85,,,,,6,,,,149.11,1,24.85,,,1,,24.85,1,,24.85,,,,,,,,,,,,,,,,,1,24.85,,,,,,,1,24.85,,,,,,,,,1,24.85,,,,,,,,,,,,,,
,,,,60~64,1,33.32,1,33.32,,,,,2,66.64,5,,,,166.61,,,1,33.32,1,,33.32,6,,199.93,,,,,1,33.32,,,,,,,,,1,33.32,1,33.32,,,,,1,33.32,1,33.32,1,33.32,,,,,,,2,66.64,,,,,,,,,,,,,,
,,,,65~69,1,34.53,,,,,,,2,69.06,5,,,,172.65,,,,,2,,69.06,3,,103.59,,,1,34.53,2,69.06,1,34.53,,,,,,,1,34.53,,,7,241.71,,,2,69.06,,,3,103.59,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,97.28,7,,,,340.47,,,1,48.64,2,,97.28,8,,389.11,1,48.64,,,4,194.55,2,97.28,,,,,,,,,1,48.64,1,48.64,1,48.64,,,,,2,97.28,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,180.02,,,,,,,,,6,,,,540.05,,,1,90.01,1,,90.01,2,,180.02,,,,,3,270.03,1,90.01,,,,,,,,,,,2,180.02,,,,,,,,,,,,,,,2,180.02,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,452.49,,,2,452.49,1,,226.24,3,,678.73,,,,,,,,,,,,,,,1,226.24,,,,,,,,,,,3,678.73,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,581.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,581.40,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,13.55,,,,,,,,,3,,,,40.66,1,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,48.85,,,,,,,1,12.21,1,,,,12.21,,,,,,,,1,,12.21,,,,,,,,,,,,,,,1,12.21,,,,,,,,,4,48.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,56.26,,,,,,,,,8,,,,90.02,,,,,1,,11.25,,,,1,11.25,2,22.50,1,11.25,1,11.25,1,11.25,,,1,11.25,,,1,11.25,,,,,,,2,22.50,,,1,11.25,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,73.47,,,,,,,,,4,,,,48.98,,,1,12.24,1,,12.24,,,,,,1,12.24,,,1,12.24,,,,,,,2,24.49,,,,,,,1,12.24,,,1,12.24,,,1,12.24,,,,,,,,,,,,,,,,,,
,,,,50~54,2,40.95,,,1,20.48,,,,,9,,,,184.28,,,1,20.48,1,,20.48,,,,,,,,,,,,,,,,1,20.48,1,20.48,1,20.48,,,,,,,1,20.48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,23.85,,,,,10,,,,238.49,1,23.85,5,119.25,6,,143.10,,,,,,1,23.85,,,,,,,,,,,1,23.85,,,,,1,23.85,2,47.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,33.48,,,1,33.48,,,3,100.44,11,,,,368.26,,,3,100.44,4,,133.91,,,,,,2,66.96,,,,,,,1,33.48,,,1,33.48,,,,,2,66.96,4,133.91,,,,,,,3,100.44,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,71.74,12,,,,430.42,1,35.87,1,35.87,3,,107.60,,,,,,4,143.47,1,35.87,,,1,35.87,1,35.87,2,71.74,3,107.60,,,,,,,,,1,35.87,,,1,35.87,4,143.47,,,,,,,,,,,,,,,,,,
,,,,70~74,1,44.44,,,,,,,1,44.44,10,,,,444.44,,,3,133.33,5,,222.22,,,,,,1,44.44,1,44.44,1,44.44,,,,,2,88.89,2,88.89,,,3,133.33,2,88.89,2,88.89,,,,,2,88.89,2,88.89,,,,,,,,,,,,,,,,,,
,,,,75~79,1,82.85,1,82.85,,,,,2,165.70,2,,,,165.70,,,,,1,,82.85,,,,,,1,82.85,,,,,,,,,,,,,,,,,1,82.85,1,82.85,,,,,2,165.70,1,82.85,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,217.39,,,,,1,,,,217.39,,,1,217.39,3,,652.17,,,,,,,,,,,,,,,,,,2,434.78,,,,,,,,,,,,,,,2,434.78,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,520.83,,,,,,,,,,,,,,,,,,,,,,1,520.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,9.81,1,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,12.16,,,,,,,,,,,,,1,,12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,13.34,,,,,,,,,1,,,,13.34,,,1,13.34,1,,13.34,,,,1,13.34,,,,,,,,,,,,,1,13.34,,,,,1,13.34,1,13.34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,25.01,,,1,12.50,,,,,1,,,,12.50,,,2,25.01,,,,,,,1,12.50,,,,,,,,,,,,,1,12.50,1,12.50,,,,,3,37.51,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,8,91.29,,,,,1,11.41,,,1,,,,11.41,,,7,79.88,,,,1,,11.41,1,11.41,,,,,,,,,,,,,3,34.23,,,,,1,11.41,3,34.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,70.25,,,,,,,,,1,,,,11.71,,,6,70.25,,,,3,,35.12,1,11.71,,,,,,,,,,,,,1,11.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,56.09,,,1,18.70,1,18.70,,,3,,,,56.09,,,5,93.48,,,,1,,18.70,,,,,1,18.70,,,,,1,18.70,,,1,18.70,,,1,18.70,1,18.70,1,18.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,69.24,1,23.08,,,1,23.08,,,1,,,,23.08,,,13,300.02,,,,2,,46.16,2,46.16,,,1,23.08,1,23.08,1,23.08,1,23.08,2,46.16,,,,,,,2,46.16,1,23.08,1,23.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,32.01,,,,,,,1,,,,32.01,,,4,128.04,,,,2,,64.02,4,128.04,1,32.01,3,96.03,1,32.01,,,,,,,2,64.02,,,,,2,64.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,35.55,,,,,1,35.55,,,1,,,,35.55,,,6,213.30,,,,2,,71.10,5,177.75,1,35.55,2,71.10,1,35.55,2,71.10,,,1,35.55,1,35.55,,,1,35.55,2,71.10,,,1,35.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,42.35,,,,,2,84.71,,,1,,,,42.35,,,4,169.42,,,,4,,169.42,5,211.77,,,2,84.71,,,1,42.35,1,42.35,,,2,84.71,1,42.35,2,84.71,3,127.06,,,5,211.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,72.46,,,,,,,1,,,,72.46,,,5,362.32,1,,72.46,2,,144.93,2,144.93,,,5,362.32,1,72.46,,,,,,,2,144.93,,,,,4,289.86,,,5,362.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,2,389.86,,,2,389.86,,,,,,,1,194.93,,,,,,,1,194.93,,,1,194.93,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,436.68,,,,,,,,,,,1,436.68,,,,,,,,,,,,,,,,,1,436.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,19.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,14.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.23,,,,,,,,,1,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,12.43,,,,,,,1,12.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,27.33,,,,,,,,,,,,,,1,13.66,,,,,,,,,,,1,13.66,,,,,,,,,,,,,1,13.66,1,13.66,,,,,,,,,1,13.66,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,38.74,,,,,1,12.91,,,,,,,,,,,,,,,,,,1,12.91,,,,,,,,,,,,,,,2,25.83,,,,,,,,,,,1,12.91,,,,,,,,,,,,,,,,,,,,
,,,,40~44,7,82.68,,,,,,,,,,,,,,5,59.06,,,,,,,,,,,,,,,1,11.81,,,,,,,1,11.81,,,1,11.81,1,11.81,,,,,,,6,70.87,1,11.81,,,,,,,,,,,,,,,,,,
,,,,45~49,9,102.77,,,2,22.84,,,,,1,,,,11.42,6,68.52,,,1,,11.42,2,,22.84,,,,,,,,,,,,,1,11.42,,,,,,,,,,,,,1,11.42,1,11.42,,,,,,,,,,,,,,,,,,,,
,,,,50~54,6,104.66,,,,,,,,,,,,,,9,156.99,2,34.89,2,,34.89,2,,34.89,,,,,,,,,,,,,1,17.44,1,17.44,1,17.44,,,1,17.44,1,17.44,,,2,34.89,2,34.89,,,,,,,,,,,,,,,,,,,,
,,,,55~59,11,248.76,1,22.61,1,22.61,,,,,,,,,,7,158.30,,,,,,3,,67.84,,,1,22.61,,,,,,,,,,,1,22.61,2,45.23,,,,,,,,,1,22.61,3,67.84,,,,,1,22.61,,,,,,,,,,,,,,
,,,,60~64,2,62.31,,,2,62.31,,,,,,,,,,9,280.37,,,4,,124.61,3,,93.46,,,2,62.31,,,,,1,31.15,,,,,1,31.15,3,93.46,,,,,,,1,31.15,,,3,93.46,,,1,31.15,1,31.15,,,,,,,,,,,,,,
,,,,65~69,2,70.85,,,,,1,35.42,,,1,,,,35.42,10,354.23,1,35.42,2,,70.85,8,,283.39,,,3,106.27,1,35.42,1,35.42,,,1,35.42,,,1,35.42,3,106.27,,,,,,,,,3,106.27,,,,,,,8,283.39,,,,,,,,,,,,,,
,,,,70~74,2,80.97,,,2,80.97,,,,,1,,,,40.49,7,283.40,,,4,,161.94,8,,323.89,1,40.49,3,121.46,,,1,40.49,1,40.49,,,1,40.49,1,40.49,8,323.89,1,40.49,1,40.49,2,80.97,1,40.49,2,80.97,,,1,40.49,,,4,161.94,,,,,,,,,,,,,,
,,,,75~79,1,65.92,,,,,,,,,,,,,,4,263.68,,,2,,131.84,4,,263.68,,,1,65.92,1,65.92,3,197.76,,,,,,,1,65.92,5,329.60,,,,,1,65.92,,,5,329.60,1,65.92,,,,,5,329.60,,,,,,,,,,,,,,
,,,,80~84,,,,,1,176.06,,,,,,,,,,,,,,,,,2,,352.11,,,2,352.11,,,1,176.06,,,,,,,,,,,1,176.06,,,,,,,1,176.06,,,,,,,1,176.06,,,,,,,,,,,,,,
,,,,85+,,,,,1,381.68,,,,,,,,,,,,,,1,,381.68,3,,1145.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,10.10,2,20.19,,,,,,,,,,,,,,,,,,,,,1,10.10,,,,,1,10.10,,,,,,,,,,,1,10.10,,,,,,,,,,,,,,,,,,
,,,,25~29,1,12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,13.72,,,,,,,,,,,,,,1,13.72,,,,,,,,,,,,,,,,,,,1,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,53.54,,,,,,,,,,,,,,2,26.77,,,,,,1,,13.39,,,,,,,,,,,,,,,,,1,13.39,,,1,13.39,1,13.39,,,,,,,1,13.39,,,,,,,,,,,,,,,,,,
,,,,40~44,6,73.30,,,,,,,,,1,,,,12.22,2,24.43,,,,,,,,,1,12.22,1,12.22,,,,,,,,,,,,,,,,,,,,,,,,,1,12.22,1,12.22,,,,,,,,,,,,,,,,,,
,,,,45~49,9,102.06,,,1,11.34,,,1,11.34,,,,,,10,113.40,,,,,,3,,34.02,,,,,1,11.34,,,,,,,,,,,2,22.68,2,22.68,,,1,11.34,,,,,1,11.34,,,,,,,,,,,,,,,,,,,,
,,,,50~54,9,140.21,,,,,1,15.58,,,1,,,,15.58,8,124.63,,,1,,15.58,2,,31.16,2,31.16,2,31.16,1,15.58,,,,,,,,,,,,,,,,,2,31.16,,,1,15.58,1,15.58,1,15.58,1,15.58,,,,,,,,,,,,,,,,
,,,,55~59,3,69.78,1,23.26,,,,,,,2,,,,46.52,4,93.04,,,,,,4,,93.04,5,116.31,2,46.52,5,116.31,,,1,23.26,,,,,,,1,23.26,2,46.52,,,,,,,,,1,23.26,3,69.78,,,,,2,46.52,,,,,,,,,,,,
,,,,60~64,2,58.33,,,,,,,,,1,,,,29.16,8,233.30,,,1,,29.16,4,,116.65,4,116.65,1,29.16,2,58.33,2,58.33,1,29.16,,,,,1,29.16,1,29.16,7,204.14,,,,,,,,,2,58.33,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,109.17,1,36.39,,,1,36.39,,,3,,,,109.17,8,291.12,,,,,,4,,145.56,7,254.73,,,2,72.78,1,36.39,,,,,,,1,36.39,,,3,109.17,,,,,2,72.78,,,2,72.78,1,36.39,,,,,3,109.17,,,,,,,,,,,,
,,,,70~74,3,119.28,,,,,,,,,2,,,,79.52,12,477.14,,,,,,,,,8,318.09,,,2,79.52,,,2,79.52,,,,,,,1,39.76,2,79.52,,,,,,,,,2,79.52,,,,,,,4,159.05,,,,,,,,,,,,
,,,,75~79,,,2,122.03,,,2,122.03,1,61.01,1,,,,61.01,5,305.06,,,,,,3,,183.04,4,244.05,1,61.01,3,183.04,,,1,61.01,1,61.01,,,,,,,4,244.05,,,,,1,61.01,,,1,61.01,,,,,,,4,244.05,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,6,917.43,,,,,,,,,1,152.91,1,152.91,1,152.91,,,,,,,,,,,,,1,152.91,,,,,,,,,4,611.62,,,,,1,152.91,2,305.81,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,337.84,,,1,337.84,,,,,,,1,337.84,,,,,,,1,337.84,,,,,,,,,1,337.84,,,,,,,,,2,675.68,,,,,,,2,675.68,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23.76,,,,,,,,,,,,,,,,,,,,,,,1,11.88,,,1,11.88,,,,,,,,,,,,,,,,
,,,,30~34,2,27.65,,,,,,,1,13.83,1,,,,13.83,,,2,27.65,,,,1,,13.83,,,1,13.83,,,,,,,,,,,,,,,,,1,13.83,1,13.83,,,,,,,,,2,27.65,,,,,,,,,,,,,,,,
,,,,35~39,5,69.41,,,1,13.88,,,,,1,,,,13.88,,,3,41.64,,,,,,,,,,,,,,,1,13.88,,,,,1,13.88,,,,,,,2,27.76,,,,,,,2,27.76,1,13.88,,,,,,,,,,,,,,,,
,,,,40~44,5,63.55,,,1,12.71,,,,,1,,,,12.71,,,4,50.84,,,,,,,2,25.42,,,,,,,,,,,,,,,,,,,,,1,12.71,,,1,12.71,,,,,1,12.71,,,,,,,,,,,,,,,,
,,,,45~49,10,116.74,,,,,,,2,23.35,,,,,,,,6,70.04,,,,,,,,,,,2,23.35,,,5,58.37,4,46.70,,,,,,,,,1,11.67,1,11.67,,,1,11.67,,,,,2,23.35,,,,,,,,,,,,,,,,
,,,,50~54,5,69.19,1,13.84,,,1,13.84,,,,,,,,,,8,110.71,,,,,,,2,27.68,4,55.36,,,,,1,13.84,1,13.84,,,,,,,1,13.84,3,41.52,,,,,1,13.84,,,1,13.84,,,,,,,,,,,,,,,,,,
