,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,719.42,1,719.42,1,719.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,1219.51,,,,1,,1219.51,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,消化器官其他分界不明部位,,,,,胰,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,,鼻咽,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,
,,,,35~39,1,175.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,193.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,1,,369.00,,,,,,,1,369.00,,,,,,,,
,,,,65~69,,,1,369.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,793.65,,,,,,1,,396.83,,,,,,,1,,396.83,,,,,,,,,,
,,,,75~79,,,,,1,704.23,,,,,1,,,,704.23,,,,,,,1,,704.23,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,胰,,,,,喉,,,腎,,,鼻咽,,,膽囊及肝外膽管,,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,
,,,,35~39,,,,,1,177.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,398.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,350.88,,,,,,,,,,,,,,,,1,,350.88,,,,,,,,,,,,,
,,,,65~69,,,1,384.62,,,2,769.23,,,1,,,,384.62,,,,1,,384.62,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,1171.88,,,1,,,,390.63,,,,,,,,,,1,,390.63,,,,,,,,,,
,,,,75~79,1,662.25,,,,,1,662.25,1,662.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,1851.85,,,,,,,,,,1,1851.85,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,,腦,,膀胱,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,259.74,,,,,,,,
,,,,55~59,,,,,,,1,413.22,,,,,,,,,,,1,,413.22,,,,1,,413.22,,,,,,,,,,
,,,,60~64,,,,,1,361.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,361.01,,,2,722.02,,,,,,,,,,,,,,,,,,,,,,1,361.01,,,,,,
,,,,70~74,,,,,1,396.83,,,1,396.83,,,,,,1,,396.83,,,,2,,793.65,1,,396.83,,,,,,,,,,
,,,,75~79,,,,,,,1,641.03,1,641.03,1,,,,641.03,1,,641.03,,,,,,,1,,641.03,,,,,,,,,,
,,,,80~84,,,,,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,1,1052.63,,,,
,,,,85+,2,4000.00,,,,,,,,,1,,,,2000.00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,後腹膜腔及腹膜,,,胃,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,鼻咽,,膽囊及肝外膽管,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,40~44,,,,,,,1,177.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,196.85,,,,,,,,,,,1,,196.85,,,,1,,196.85,,,,,,,,,,
,,,,55~59,,,,,,,,,1,390.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,346.02,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,386.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,418.41,,,,,,,,,,,,,,,,,,,,,,1,418.41,,,,,,,,
,,,,75~79,1,549.45,1,549.45,,,,,,,,,,,,,,,,,,,,,,,,,,1,549.45,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1063.83,,,,,,,1,,1063.83,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1818.18,1,,,,1818.18,,,,1,,1818.18,1,,1818.18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,,胸腺、心臟與中隔,,腦,,鼻咽,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,204.50,,,,
,,,,40~44,,,,,,,1,179.86,,,,,,,,,,,,,,1,,179.86,,,,,,1,179.86,,,,,,
,,,,45~49,1,193.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,502.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,387.60,2,775.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,370.37,,,,,,,,,,,,,,,,,,,,,,,1,,370.37,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,,370.37,,,,,,,,,,,,,,,,2,740.74,,
,,,,70~74,,,,,,,1,448.43,,,1,,,,448.43,,,,,,,,,,,,,,,,,,,1,448.43,,
,,,,75~79,,,,,,,,,,,2,,,,970.87,,,,1,,485.44,,,,,,,,,,,1,485.44,1,485.44,,
,,,,80~84,,,1,1086.96,,,,,1,1086.96,,,,,,,,,,,,,,,,,,1,1086.96,,,,,,,,
,,,,85+,,,,,,,1,1639.34,,,1,,,,1639.34,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,骨、關節及關節軟骨,,結直腸癌,,,,,結締組織、皮下組織及其他軟組織,,,腎盂及其他泌尿系統,,,鼻咽,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,
,,,,20~24,1,196.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,193.80,,,,,,,1,193.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,751.88,,,1,,,,375.94,,,,,,,1,,375.94,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,421.94,1,421.94,1,,,,421.94,1,,421.94,1,,421.94,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,2222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1515.15,,,,,1,,,,1515.15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,膀胱,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,1,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,199.60,,,,,,,,,,,,,,,,,,,,,,,1,,199.60,,,,,,,,,,
,,,,40~44,,,,,,,,,1,190.48,,,,,,,,,1,,190.48,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,194.55,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,212.77,1,212.77,,,,,,,1,,,,212.77,1,,212.77,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,317.46,,,,,,
,,,,65~69,,,,,,,1,371.75,,,1,,,,371.75,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,429.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,485.44,1,485.44,,,,,,,,1,,485.44,,,,1,,485.44,1,,485.44,1,485.44,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,1,,1000.00,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1492.54,,,,,,,,,,,,,,,1,1492.54,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,胰,,,喉,,,結直腸癌,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,30~34,,,1,207.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,1,,207.90,,,,,,,,,,,,,,,,
,,,,45~49,2,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,292.40,,,,,,
,,,,60~64,,,,,,,1,429.18,1,429.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,367.65,,,,,,,,,,,,,,,,,,,,,,,,1,367.65,,,,
,,,,70~74,1,403.23,,,,,,,,,1,,,,403.23,1,,403.23,,,,1,,403.23,1,,403.23,,,,,,,,,,
,,,,75~79,,,,,,,1,471.70,1,471.70,1,,,,471.70,1,,471.70,,,,,,,,,,1,471.70,,,,,,,,
,,,,80~84,,,,,,,,,1,925.93,1,,,,925.93,1,,925.93,,,,,,,,,,,,,,1,925.93,,,,
,,,,85+,,,,,1,1470.59,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,2,2941.18,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,白血病,,肺、支氣管及氣管,,食道,,胰,,胸腺、心臟與中隔,,,,,喉,,,結直腸癌,,,膀胱,,,鼻咽,,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,1,208.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,214.13,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,199.20,1,199.20,1,199.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,403.23,1,403.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,714.29,,,,,,,,,,1,,357.14,,,,,,,1,,357.14,,,,,,,,,,
,,,,70~74,,,1,434.78,,,1,434.78,1,434.78,,,,,,,,,1,,434.78,,,,,,,1,434.78,1,434.78,,,,,,
,,,,75~79,,,1,497.51,4,1990.05,,,,,,,,,,,,,,,,,,,,,,,,2,995.02,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,,757.58,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,,喉,,,結直腸癌,,,腎,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,35~39,1,213.68,1,213.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,183.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,201.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,201.61,,,,
,,,,55~59,1,248.14,,,1,248.14,,,,,,,,,,,,,,,,,,,1,,248.14,,,,,,,,,,
,,,,60~64,,,,,,,,,1,383.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,398.41,,,1,398.41,,,,,,,,,,,,,,,1,,398.41,,,1,398.41,,,1,398.41,,
,,,,70~74,1,409.84,,,,,2,819.67,,,,,,,,1,,409.84,,,,1,,409.84,,,,,,,,,,1,409.84,,
,,,,75~79,,,,,,,2,1025.64,,,,,,,,,,,2,,1025.64,,,,,,,,,,,,,1,512.82,,
,,,,80~84,,,,,,,1,666.67,1,666.67,1,,,,666.67,,,,,,,,,,2,,1333.33,1,666.67,,,,,,,,
,,,,85+,,,,,1,1351.35,,,1,1351.35,,,,,,,,,,,,,,,,,,,,,,,,1,1351.35,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,,胸腺、心臟與中隔,,結直腸癌,,膀胱,,鼻咽,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,45~49,,,,,,,,,,,1,,,,193.05,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,198.02,,,,,,,1,198.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,,218.34,1,,218.34,,,,,,,1,218.34,,,,,1,218.34,,
,,,,60~64,1,362.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,362.32
,,,,65~69,,,,,,,1,418.41,,,1,,,,418.41,,,,,,,1,,418.41,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,406.50,1,,,,406.50,,,,,,,1,,406.50,,,,,,,,1,406.50,,,1,406.50
,,,,75~79,1,487.80,,,2,975.61,,,2,975.61,2,,,,975.61,,,,,,,,,,1,,487.80,,,,,,,,,1,487.80
,,,,80~84,,,1,724.64,,,,,,,2,,,,1449.28,,,,,,,,,,,,,,,1,724.64,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1176.47,,,,,,,,,,,,,,,1,1176.47,,,,,1,1176.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,直腸與肛門,,肺、支氣管及氣管,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,213.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,366.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,347.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,458.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,704.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,小腸,,不明原發部位,,甲狀腺,,胃,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,323.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,371.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,448.43,,,,,,,1,448.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,546.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,671.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,直腸與肛門,,食道,,骨、關節及關節軟骨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,162.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,340.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,460.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,1098.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,584.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肺、支氣管及氣管,,造血系統及網狀內皮系統,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,423.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,534.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,其他神經系統,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,366.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,342.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肺、支氣管及氣管,,胰,,造血系統及網狀內皮系統,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,371.75,1,371.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
