,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,30.26,,,,,,,,,,,,,,1,30.26,1,30.26,,,,,,,,,,,1,30.26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,75.50,,,,,,,,,,1,37.75,,,,,,,,,,,,,,,,,,,,,1,37.75,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,55.59,,,,,,,,,,,,1,55.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,96.11,,,,,,,,,,,,1,48.05,,,,,,,,,1,48.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,105.54,,,,,,,,,,2,105.54,,,1,52.77,,,,,,,,,,,,,1,52.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,94.74,1,47.37,,,,,,,,1,47.37,,,,,,,1,47.37,1,47.37,,,,,,,,,,,1,47.37,1,47.37,,,,,,,,,,,,,,,,,,
,,,,60~64,1,50.99,,,,,2,101.99,,,1,,,,50.99,1,50.99,3,152.98,,,1,50.99,,,,,,,,,,,,,,,3,152.98,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,77.82,1,77.82,1,77.82,,,,,,,,,,1,77.82,,,3,233.46,,,,,,,1,77.82,,,,,,,1,77.82,,,,,1,77.82,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,235.29,1,117.65,,,1,117.65,,,,,,,,,2,235.29,1,117.65,,,,,,,,,2,235.29,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,2,432.90,,,1,216.45,,,,,,,,,,,,,,,,,,,,,1,216.45,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,2083.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,23.43,,,,,,,,,,,,,,,,,,,,,,,,1,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,24.40,,,1,,,,24.40,1,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,28.88,,,,,,,1,28.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,55.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,48.01,,,,,2,96.02,,,1,,,,48.01,,,,,,,,,,,,,,,1,48.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,53.82,,,,,,,,,,1,53.82,1,53.82,,,1,53.82,1,53.82,,,,,,,2,107.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,4,199.80,3,149.85,1,,,,49.95,,,2,99.90,1,49.95,,,,,2,99.90,,,,,,,,,,,1,49.95,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,49.26,,,,,4,197.04,2,98.52,3,,,,147.78,,,1,49.26,,,1,49.26,1,49.26,1,49.26,1,49.26,,,1,49.26,1,49.26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,74.24,1,74.24,4,,,,296.96,,,3,222.72,1,74.24,,,,,1,74.24,,,,,,,1,74.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,111.86,,,3,,,,335.57,,,3,335.57,1,111.86,,,,,1,111.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,397.61,,,,,,,,,,4,795.23,1,198.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,552.49,,,,,,,1,552.49,,,,,,,1,552.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,22.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,28.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,32.99,,,,,,,,1,32.99,,,,,,,,,,,,,,,,,,,,,,,1,32.99,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,51.47,,,,,,,,,,1,51.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,49.50,,,,,,,,1,49.50,,,,,,,,,1,49.50,1,49.50,,,,,,,,,2,99.01,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,52.14,,,,,,,1,,,,52.14,,,4,208.55,,,,,,,,,2,104.28,,,1,52.14,,,,,1,52.14,3,156.41,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,52.97,,,1,52.97,,,,,1,,,,52.97,,,1,52.97,,,1,52.97,,,,,2,105.93,,,,,,,,,,,1,52.97,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,47.60,,,,,,,3,142.79,,,,,,7,333.17,1,47.60,4,190.39,,,1,47.60,,,1,47.60,,,,,,,1,47.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,69.49,4,277.97,1,69.49,,,,,,,,,2,138.99,,,1,69.49,,,1,69.49,1,69.49,,,2,138.99,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,111.61,1,,,,111.61,4,446.43,1,111.61,2,223.21,,,,,,,1,111.61,1,111.61,1,111.61,,,,,1,111.61,,,1,111.61,1,111.61,,,,,,,,,,,,,,,,
,,,,75~79,1,189.04,,,,,,,2,378.07,,,,,,,,1,189.04,,,1,189.04,,,,,1,189.04,,,,,,,,,1,189.04,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,485.44,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,結直腸癌,,腎,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,62.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,46.45,1,46.45,3,139.34,,,,,,,,2,92.89,,,,,1,46.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,53.56,,,,,1,53.56,,,,,,1,53.56,,,,,2,107.12,1,53.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,101.42,,,,,,1,50.71,2,101.42,,,4,202.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,4,218.82,,,,,,,,1,54.70,,,,,,,,,,,1,54.70,,,,,,,1,54.70,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,48.59,3,145.77,1,,,,48.59,1,48.59,3,145.77,,,5,242.95,1,48.59,,,1,48.59,,,1,48.59,1,48.59,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,64.85,,,,,,,,,,,,,,,,3,194.55,,,5,324.25,1,64.85,,,1,64.85,,,,,,,3,194.55,1,64.85,1,64.85,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,214.59,,,,,,1,107.30,,,,,2,214.59,,,1,107.30,1,107.30,1,107.30,,,,,,,1,107.30,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,180.83,1,180.83,2,361.66,,,,,,,1,180.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,450.45,1,450.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,23.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,27.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.93,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.21,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,83.96,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,55.01,2,110.01,,,2,110.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,2,100.40,,,,,2,100.40,,,,,,,,,,,,,1,50.20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,56.82,1,56.82,,,,,1,56.82,,,,,,,,1,56.82,1,56.82,2,113.64,,,1,56.82,,,,,1,56.82,,,,,,,,,2,113.64,,,,,,,,,,,,,,,,,,
,,,,60~64,1,48.97,,,,,,,4,195.89,,,,,,3,146.91,5,244.86,1,48.97,2,97.94,,,,,,,1,48.97,1,48.97,,,,,,,1,48.97,1,48.97,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,124.84,,,1,62.42,,,,,,,,,,4,249.69,1,62.42,2,124.84,,,,,1,62.42,,,1,62.42,,,2,124.84,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,99.50,,,,,,,1,99.50,,,,,,,,,,,,,,2,199.00,,,,,,,1,99.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,168.35,,,,,,,3,505.05,,,,,,,,,,,,1,168.35,,,,,,,,,1,168.35,,,,,,,,,,,2,336.70,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,421.94,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,1,29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.76,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,23.56,,,,,,,,1,23.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,24.57,,,1,24.57,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.57,,,1,24.57,,,1,24.57,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,28.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,29.98,,,1,29.98,,,,,,,,,,,,,,,,,,,,,,,1,29.98,,,,,,,,,,,,,,,,
,,,,40~44,2,75.19,,,,,,,,,,,,,,,,,,,,,,1,37.59,,,,,,,,,1,37.59,,,,,,,,,3,112.78,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,57.18,2,114.35,,,1,57.18,,,1,57.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,50.03,,,2,100.05,1,50.03,,,1,50.03,1,50.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,55.83,,,,,,1,55.83,,,1,55.83,,,1,55.83,,,,,,,1,55.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,52.38,,,,,1,52.38,,,,,,,,1,52.38,1,52.38,1,52.38,,,5,261.92,2,104.77,1,52.38,,,,,,,,,,,,,,,,,,,1,52.38,,,,,,,,,,,,
,,,,65~69,2,119.12,1,59.56,,,,,1,59.56,,,,,,3,178.68,1,59.56,6,357.36,,,1,59.56,3,178.68,1,59.56,,,,,1,59.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,93.28,,,,,,,,3,279.85,2,186.57,3,279.85,,,3,279.85,1,93.28,1,93.28,1,93.28,,,1,93.28,,,,,,,1,93.28,,,1,93.28,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,500.00,1,166.67,3,500.00,,,,,1,166.67,,,,,,,,,1,166.67,,,,,,,,,,,1,166.67,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,352.11,,,,,,,1,352.11,,,,,,,,,,,,,1,352.11,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,23.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,27.10,,,1,27.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.34,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,35.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.01,,,,,,,,,,,,,,,,,,
,,,,45~49,2,113.90,,,,,,,,,2,,,,113.90,,,,,,,,,1,56.95,1,56.95,,,,,,,,,,,,,,,,,,,1,56.95,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.75,,,,,,,,,,,,,1,49.75,1,49.75,,,,,,,2,99.50,,,,,,,,,,
,,,,55~59,2,113.38,,,,,1,56.69,,,,,,,,,,,,1,56.69,,,1,56.69,1,56.69,,,,,,,,,1,56.69,2,113.38,,,1,56.69,1,56.69,,,1,56.69,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,108.52,,,,,,,2,108.52,1,54.26,6,325.56,1,54.26,,,,,,,,,,,,,,,,,1,54.26,,,,,,,,,,,,,,
,,,,65~69,,,1,56.69,1,56.69,,,,,1,,,,56.69,1,56.69,,,,,3,170.07,,,4,226.76,,,,,,,,,2,113.38,2,113.38,,,,,2,113.38,,,1,56.69,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,1,89.53,,,3,268.58,,,2,179.05,,,,,,,,,,,2,179.05,1,89.53,,,,,,,,,2,179.05,,,,,,,,,,
,,,,75~79,2,316.46,,,,,,,,,4,,,,632.91,,,,,,,2,316.46,,,3,474.68,,,1,158.23,1,158.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,340.14,,,,,,,,,,,1,340.14,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,970.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,1,28.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
