,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,,其他內分泌腺,,,其他神經系統,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.32,,,,,,,,,,,1,10.32,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,1,,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,3,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.95,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22.08,,,,,,,,,,,,,,
,,,,30~34,2,17.88,,,,,,,1,8.94,1,,,,8.94,,,2,,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.94,,,,,,,,,,,,,,
,,,,35~39,1,8.60,,,,,,,1,8.60,,,,,,,,1,,8.60,,,,,,,,,1,8.60,,,1,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.60,,,1,8.60,,,,,,,,,,
,,,,40~44,2,18.41,,,,,1,9.20,,,1,,,,9.20,,,3,,27.61,,,,,,,,,,,1,9.20,1,9.20,1,9.20,,,,,,,1,9.20,1,9.20,,,,,2,18.41,1,9.20,,,,,,,,,,,3,27.61,,,,,,,,,,
,,,,45~49,,,1,10.66,,,,,,,,,,,,,,7,,74.64,,,,1,,10.66,,,3,31.99,1,10.66,,,,,1,10.66,1,10.66,1,10.66,,,,,,,,,1,10.66,,,1,10.66,,,,,,,,,3,31.99,,,,,,,,,,
,,,,50~54,1,17.81,1,17.81,,,,,1,17.81,1,,,,17.81,,,5,,89.06,,,,,,,,,3,53.44,1,17.81,,,,,,,1,17.81,,,,,,,2,35.63,1,17.81,,,,,,,,,,,,,,,1,17.81,,,,,,,,,,
,,,,55~59,2,50.70,1,25.35,,,,,1,25.35,,,,,,,,5,,126.74,,,,,,,,,7,177.44,3,76.05,1,25.35,,,1,25.35,3,76.05,,,,,,,,,,,2,50.70,,,,,,,,,1,25.35,,,,,1,25.35,1,25.35,,,,,,
,,,,60~64,1,33.68,,,1,33.68,1,33.68,,,,,,,,,,6,,202.09,,,,,,,,,1,33.68,6,202.09,4,134.73,,,2,67.36,1,33.68,,,,,,,,,,,2,67.36,,,,,1,33.68,,,,,2,67.36,3,101.04,,,2,67.36,,,,,,
,,,,65~69,1,27.86,1,27.86,,,,,,,,,,,,,,11,,306.49,,,,,,,1,27.86,1,27.86,8,222.90,,,,,3,83.59,3,83.59,2,55.73,1,27.86,,,,,2,55.73,8,222.90,,,,,,,,,1,27.86,5,139.31,,,1,27.86,7,195.04,,,,,,
,,,,70~74,,,1,22.72,,,,,2,45.44,,,,,,,,13,,295.39,,,,,,,,,4,90.89,13,295.39,2,45.44,,,5,113.61,5,113.61,1,22.72,,,,,1,22.72,1,22.72,6,136.33,,,1,22.72,,,,,,,6,136.33,2,45.44,,,13,295.39,,,,,,
,,,,75~79,2,68.26,1,34.13,,,1,34.13,,,1,,,,34.13,1,34.13,10,,341.30,,,,,,,,,1,34.13,18,614.33,1,34.13,,,6,204.78,1,34.13,,,,,,,,,3,102.39,12,409.56,,,1,34.13,,,,,,,6,204.78,,,,,12,409.56,,,,,,
,,,,80~84,,,1,76.75,,,,,2,153.49,,,,,,,,3,,230.24,,,,,,,,,3,230.24,8,613.97,,,,,2,153.49,2,153.49,,,,,,,,,,,1,76.75,,,,,,,,,,,1,76.75,,,1,76.75,7,537.22,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,,284.09,,,,,,,1,142.05,1,142.05,2,284.09,1,142.05,,,3,426.14,,,1,142.05,,,,,,,,,1,142.05,,,,,,,,,,,1,142.05,,,,,8,1136.36,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,,肝及肝內膽管,,,其他內分泌腺,,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,2,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.94,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,10.72,,,,,,,,,,,1,,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.72,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,1,,11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,9.13,,,,,,,,,,,,,1,,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.13,,,,,,,,,,,1,9.13,,,1,9.13,,,1,9.13,,,,,,
,,,,35~39,1,8.53,2,17.07,,,,,,,,,,,,,,,,,3,,25.60,,,,,,1,8.53,,,,,,,,,,,1,8.53,,,,,1,8.53,,,,,,,,,1,8.53,,,,,1,8.53,,,,,,,1,8.53,,,,
,,,,40~44,,,1,9.08,,,,,,,,,,,,,,,,,3,,27.24,,,,1,9.08,,,,,2,18.16,1,9.08,2,18.16,,,,,,,,,,,,,,,1,9.08,1,9.08,,,,,1,9.08,,,1,9.08,,,,,1,9.08,2,18.16,,
,,,,45~49,3,30.36,1,10.12,,,,,,,,,,,,,,,,,4,,40.47,,,,,,,,1,10.12,3,30.36,3,30.36,,,,,1,10.12,1,10.12,1,10.12,,,,,,,1,10.12,,,4,40.47,,,,,,,,,,,1,10.12,1,10.12,,,,
,,,,50~54,2,30.77,,,,,,,1,15.39,1,,,,15.39,,,,,,10,,153.87,,,,,,,,,,4,61.55,4,61.55,,,,,1,15.39,,,,,,,,,,,,,,,2,30.77,,,1,15.39,,,,,,,,,2,30.77,,,,
,,,,55~59,5,126.65,,,,,,,,,,,,,,,,1,,25.33,4,,101.32,,,,,,,,,,1,25.33,2,50.66,,,,,,,1,25.33,,,,,,,,,,,3,75.99,,,,,,,,,,,,,2,50.66,,,,,,
,,,,60~64,3,96.34,,,,,,,,,1,,,,32.11,,,,,,5,,160.57,1,,32.11,,,,,,,2,64.23,3,96.34,1,32.11,,,1,32.11,2,64.23,,,,,,,,,,,,,1,32.11,,,,,,,,,,,3,96.34,,,,,,
,,,,65~69,2,62.58,1,31.29,,,,,1,31.29,,,,,,,,,,,8,,250.31,,,,,,,,,,4,125.16,12,375.47,1,31.29,1,31.29,5,156.45,4,125.16,,,,,,,,,2,62.58,2,62.58,5,156.45,,,,,,,,,2,62.58,1,31.29,,,,,2,62.58
,,,,70~74,1,22.43,2,44.86,1,22.43,,,1,22.43,2,,,,44.86,,,,,,10,,224.32,,,,1,22.43,,,,,7,157.02,13,291.61,2,44.86,,,9,201.88,2,44.86,1,22.43,,,,,,,,,2,44.86,7,157.02,,,,,,,,,1,22.43,5,112.16,,,1,22.43,11,246.75
,,,,75~79,,,,,2,62.83,,,2,62.83,5,,,,157.08,,,,,,7,,219.92,,,,,,,,1,31.42,5,157.08,11,345.59,2,62.83,,,1,31.42,1,31.42,1,31.42,,,,,,,,,1,31.42,8,251.34,,,1,31.42,1,31.42,,,3,94.25,,,,,1,31.42,12,377.00
,,,,80~84,,,,,,,,,1,69.98,2,,,,139.96,,,,,,8,,559.83,,,,,,,,,,1,69.98,6,419.87,1,69.98,,,3,209.94,1,69.98,3,209.94,,,,,,,,,,,4,279.92,,,,,1,69.98,,,2,139.96,1,69.98,,,,,5,349.90
,,,,85+,,,1,126.90,,,,,1,126.90,,,,,,,,,,,2,,253.81,,,,,,,,,,1,126.90,9,1142.13,,,,,,,1,126.90,,,,,,,,,,,,,,,,,,,1,126.90,,,,,3,380.71,,,1,126.90,2,253.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,,肝及肝內膽管,,,其他男性生殖器官,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.89,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.85,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19.04,,,,,,,,,,,1,9.52,1,9.52,,,,,,,,
,,,,35~39,1,8.52,,,,,1,8.52,,,,,,,,1,8.52,,,,2,,17.03,,,,,,,,1,8.52,,,,,1,8.52,,,,,,,1,8.52,,,,,,,,,,,1,8.52,,,,,,,,,1,8.52,1,8.52,,,,,,
,,,,40~44,,,,,,,,,1,9.09,1,,,,9.09,2,18.18,,,,3,,27.27,,,,,,1,9.09,2,18.18,,,,,1,9.09,,,,,,,,,,,,,1,9.09,,,,,3,27.27,,,,,2,18.18,1,9.09,1,9.09,,,,,,,,
,,,,45~49,6,59.15,1,9.86,,,,,,,,,,,,,,,,,5,,49.29,,,,,,4,39.43,2,19.72,,,,,1,9.86,,,,,,,,,,,,,,,1,9.86,,,1,9.86,,,,,2,19.72,,,3,29.57,,,,,,,,
,,,,50~54,3,40.83,,,,,,,,,,,,,,1,13.61,,,,1,,13.61,,,,,,,,3,40.83,,,,,2,27.22,,,1,13.61,,,,,,,,,,,1,13.61,,,,,,,,,,,,,2,27.22,,,1,13.61,,,,
,,,,55~59,1,24.61,,,2,49.21,,,1,24.61,,,,,,2,49.21,,,,5,,123.03,,,,,,2,49.21,2,49.21,1,24.61,,,1,24.61,,,2,49.21,,,,,,,1,24.61,1,24.61,2,49.21,,,,,,,,,,,1,24.61,,,,,1,24.61,4,98.43,,
,,,,60~64,4,120.59,,,4,120.59,,,,,3,,,,90.44,2,60.30,,,,5,,150.74,,,,,,1,30.15,2,60.30,1,30.15,,,4,120.59,,,2,60.30,1,30.15,,,,,,,,,4,120.59,,,1,30.15,,,,,,,1,30.15,,,1,30.15,2,60.30,2,60.30,,
,,,,65~69,2,67.66,1,33.83,3,101.49,,,1,33.83,1,,,,33.83,2,67.66,,,,10,,338.29,1,,33.83,,,1,33.83,8,270.64,1,33.83,,,4,135.32,4,135.32,4,135.32,,,,,,,1,33.83,1,33.83,2,67.66,,,,,,,,,1,33.83,,,,,,,,,9,304.47,,
,,,,70~74,,,,,1,23.54,,,1,23.54,1,,,,23.54,3,70.62,,,,8,,188.32,,,,,,7,164.78,12,282.49,2,47.08,1,23.54,10,235.40,3,70.62,2,47.08,,,,,,,1,23.54,,,7,164.78,,,,,2,47.08,,,,,3,70.62,3,70.62,,,3,70.62,9,211.86,,
,,,,75~79,,,1,29.15,1,29.15,,,,,,,,,,3,87.44,,,,8,,233.17,,,,1,29.15,9,262.31,16,466.34,2,58.29,,,7,204.02,1,29.15,1,29.15,,,,,,,,,2,58.29,1,29.15,1,29.15,1,29.15,3,87.44,,,,,4,116.58,,,,,1,29.15,15,437.19,,
,,,,80~84,1,62.66,,,1,62.66,,,,,,,,,,,,,,,5,,313.28,,,,,,2,125.31,6,375.94,,,,,4,250.63,2,125.31,,,,,,,,,,,1,62.66,3,187.97,,,,,,,,,,,4,250.63,,,,,1,62.66,10,626.57,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,117.23,1,117.23,2,234.47,1,117.23,,,1,117.23,,,1,117.23,,,,,,,,,,,1,117.23,,,,,1,117.23,,,,,,,,,,,,,3,351.70,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,,男性乳房,,,肝及肝內膽管,,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.67,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.69,,,,,,,,,,,,,,,,,,,1,10.69,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,10.52,,,,,,,,,,,,,,1,,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,1,,9.72,,,,,,,,,,,,,,,,,,,,,,,1,9.72,,,,,1,9.72,,,,,1,9.72,,,,,,,,,,,,,,
,,,,35~39,1,8.67,,,,,,,,,,,,,,,,,,,,,,1,,8.67,,,1,8.67,,,,,,,1,8.67,3,26.01,,,,,,,,,2,17.34,,,1,8.67,,,,,,,2,17.34,,,,,,,,,,,,,,
,,,,40~44,2,17.86,,,1,8.93,,,1,8.93,1,,,,8.93,1,8.93,,,,1,,8.93,3,,26.79,,,,,,,1,8.93,3,26.79,2,17.86,,,,,,,1,8.93,,,2,17.86,1,8.93,1,8.93,,,,,,,2,17.86,,,,,,,,,,,,,,
,,,,45~49,4,39.17,,,,,1,9.79,,,,,,,,1,9.79,,,,,,,3,,29.38,,,,,,,1,9.79,1,9.79,1,9.79,,,,,,,,,1,9.79,2,19.59,,,2,19.59,,,1,9.79,,,3,29.38,1,9.79,,,1,9.79,,,,,,,,
,,,,50~54,5,61.07,,,,,,,,,,,,,,1,12.21,,,,,,,6,,73.29,,,,,1,12.21,2,24.43,1,12.21,3,36.64,2,24.43,3,36.64,1,12.21,,,2,24.43,1,12.21,,,,,,,1,12.21,1,12.21,1,12.21,,,,,1,12.21,,,,,,,,
,,,,55~59,,,1,22.98,1,22.98,,,,,,,,,,1,22.98,,,,,,,3,,68.93,,,,,,,2,45.96,2,45.96,,,3,68.93,1,22.98,1,22.98,,,,,3,68.93,,,,,,,,,1,22.98,2,45.96,,,,,,,,,,,,,,
,,,,60~64,2,57.00,,,,,,,,,,,,,,1,28.50,,,,,,,9,,256.48,,,,,,,2,57.00,3,85.49,1,28.50,2,57.00,1,28.50,2,57.00,,,,,2,57.00,,,,,,,,,1,28.50,1,28.50,,,,,6,170.99,,,,,,,,
,,,,65~69,2,69.81,,,,,,,,,,,,,,2,69.81,,,,,,,4,,139.62,,,,,,,2,69.81,6,209.42,,,4,139.62,1,34.90,1,34.90,1,34.90,1,34.90,5,174.52,,,1,34.90,,,,,,,,,,,,,2,69.81,,,,,,,,
,,,,70~74,4,97.06,,,3,72.80,,,,,2,,,,48.53,1,24.27,,,,,,,7,,169.86,,,,,,,3,72.80,8,194.13,1,24.27,7,169.86,,,3,72.80,,,,,9,218.39,,,,,,,,,2,48.53,1,24.27,,,2,48.53,9,218.39,,,,,,,,
,,,,75~79,2,55.66,,,3,83.50,,,,,4,,,,111.33,2,55.66,,,,1,,27.83,3,,83.50,,,,,1,27.83,5,139.16,8,222.66,,,11,306.15,1,27.83,2,55.66,,,2,55.66,8,222.66,1,27.83,1,27.83,,,,,5,139.16,,,,,3,83.50,13,361.81,,,,,,,,
,,,,80~84,,,,,2,110.74,,,1,55.37,1,,,,55.37,1,55.37,1,,55.37,,,,3,,166.11,,,,,,,4,221.48,4,221.48,3,166.11,4,221.48,,,1,55.37,,,,,6,332.23,,,2,110.74,,,1,55.37,3,166.11,,,,,,,7,387.60,,,,,,,,
,,,,85+,1,107.64,,,1,107.64,,,,,,,,,,3,322.93,,,,,,,3,,322.93,1,107.64,,,,,1,107.64,5,538.21,2,215.29,5,538.21,1,107.64,3,322.93,,,,,1,107.64,,,,,,,,,1,107.64,,,,,,,3,322.93,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,10.86,,,,,,,,,,,,,,,,,,,1,10.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,10.93,,,,,,,,,,,1,,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,11.17,,,,,,,,1,11.17,,,,,,,,,,,,1,11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,10.14,,,,,,,,1,,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.14,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,26.57,,,,,1,8.86,2,17.71,,,,,,,,1,,8.86,,,,,,,,,1,8.86,1,8.86,,,,,,,1,8.86,,,1,8.86,1,8.86,2,17.71,,,,,,,1,8.86,1,8.86,,,,,,,,,,,,,,,,,,
,,,,40~44,2,17.72,,,,,,,,,,,,,,,,5,,44.31,,,,,,,1,8.86,1,8.86,,,,,2,17.72,,,,,,,2,17.72,,,,,,,,,,,2,17.72,,,,,,,,,,,,,,,,,,,,
