,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87.11,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,90.25,1,,,,90.25,,,,,,,,,,,1,90.25,,,,,,,1,90.25,1,90.25,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,93.90,,,,,,1,93.90,,,,,,,,,,,1,93.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,97.85,,,1,97.85,,,3,293.54,1,,,,97.85,1,97.85,,,,,,1,,97.85,,,1,97.85,,,,,,,,,1,97.85,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,344.23,,,,,,2,344.23,,,1,,172.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,271.00,,,,,,1,271.00,,,,,,,,,1,271.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,,425.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,943.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,,食道,,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,1,30.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,28.20,,,,,,,,,,,,,,,,,1,28.20,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,1,,33.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,87.95,,,,,,,,,,,,,,,,,,1,87.95,,,,,,,,,,,1,87.95,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,90.66,,,,,3,,271.99,,,,,,,,,,1,90.66,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,96.06,,,1,96.06,1,96.06,1,,,,96.06,,,,,,,,,,,,,,,1,96.06,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,192.49,1,96.25,,,,,,,,,,,,,,,,,,,,,,,,1,96.25,,,2,192.49,,,1,96.25,,,,,,,,,,,,
,,,,65~69,1,152.44,,,1,152.44,2,304.88,,,1,,,,152.44,,,,,1,,152.44,,,,,,,,1,152.44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,253.81,,,1,253.81,,,2,,,,507.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,387.60,1,387.60,,,1,,,,387.60,1,387.60,,,,,,,,,,,,,,,,,,,,,,,,,1,387.60,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,840.34,,,,,1,,840.34,,,,1,840.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,,胸腺、心臟與中隔,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,91.37,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,66.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,32.68,,,,,,,,,,,,,,,,,,,,,,,,1,32.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,43.48,,,,,2,86.96,,,,,,,,,,,,,,,,,,2,86.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,76.28,,,1,,76.28,1,,76.28,,,,,,,,,,,3,228.83,1,76.28,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,246.10,,,,,,,,,,1,82.03,,,,,,,,,,,,,1,82.03,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,84.39,,,,,,,1,84.39,3,,,,253.16,,,,,,,,,,,1,84.39,1,84.39,1,84.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,92.51,1,92.51,2,185.01,1,,,,92.51,,,2,185.01,,,,,,,,,,,,,1,92.51,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,144.51,,,,,,,,2,289.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,246.91,1,246.91,2,493.83,,,,,,,,,,,,,,,,,,1,246.91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,2,813.01,,,2,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,406.50,1,406.50,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,肝及肝內膽管,,其他分界不明的部位,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,骨、關節及關節軟骨,,淋巴結,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.29,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.96,,,,,,,,,1,30.96,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,27.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,60.46,,,,,1,30.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.23,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,41.60,,,,,,,,,,,,,,,,,,,,1,41.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,89.37,,,,,,,1,89.37,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.37,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,93.72,,,,,,,,,,,,,,,,,,,,1,93.72,1,93.72,2,187.44,,,,,,,1,93.72,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,6,594.65,,,,,,1,99.11,,,2,,198.22,1,,99.11,,,,,,,,,1,99.11,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,2,,262.12,,,,,,,,,,,,,,,,1,131.06,,,,,,,,,,,,,,,,
,,,,70~74,,,1,246.31,,,,,1,246.31,,,,,,,,,,,,,1,,246.31,,,,,,,,,1,246.31,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,806.45,,,,,,,,1,403.23,1,,403.23,,,,,,,,,,,,1,403.23,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,,591.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,結直腸癌,,睪丸,,,腦,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,43.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,35.54,,,1,35.54,,,,1,,35.54,,,1,35.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,85.00,,,,,,,,,,,,,,,,,,,,,1,,42.50,1,42.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,74.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,1,97.94,,,,,,,1,97.94,1,97.94,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,292.40,1,97.47,,,,,,1,97.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,203.67,,,,,1,101.83,,,,,,,,,,,,1,,101.83,,,,,,,,1,101.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,119.90,2,239.81,,,,,,1,119.90,3,359.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,218.82,1,218.82,2,437.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,387.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,558.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,,胃,,食道,,胰,,胸膜,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,1,48.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.19,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,34.70,,,,1,,34.70,1,34.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,34.38,,,,,,1,34.38,1,34.38,,,,,,,,,,,,,,,,,,,,,,,,,1,34.38,,,,,,,,,,
,,,,40~44,,,,,,,,,2,77.70,,,,,,,,,,,,,,,,,,,,1,38.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,64.85,,,,,,,,,,,,,,1,64.85,,,,,,,,,,,,,,,1,64.85,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,3,294.41,1,,,,98.14,,,,,,,,,,,1,98.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,101.32,,,,,,1,101.32,1,101.32,,,,,,,,,,,,,,,,,,,,,,,,,1,101.32,,,,,,,,,,
,,,,60~64,,,,,,,,,2,207.04,,,,,,2,207.04,1,103.52,,,,,,,1,103.52,,,,,,,,,,,1,103.52,1,103.52,2,207.04,2,207.04,,,,,,,,,,
,,,,65~69,,,,,1,110.50,,,1,110.50,,,,,,,,,,1,,110.50,,,,1,110.50,1,110.50,,,,,1,110.50,,,,,,,,,,,1,110.50,,,,,,,,
,,,,70~74,1,209.64,1,209.64,,,,,2,419.29,,,,,,2,419.29,1,209.64,,,,,,,1,209.64,,,,,,,3,628.93,,,,,,,2,419.29,,,1,209.64,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,353.36,,,,,,,,,,,,,,,1,353.36,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,591.72,,,,,,,,,,,,,,,,,,,,,,,,,,1,591.72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.83,,,,,,,,,,,,
,,,,25~29,1,42.59,,,1,42.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,70.52,,,,,,,1,35.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,68.33,1,34.16,,,,,,,,,,,,,,1,34.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,189.18,,,,,,,1,37.84,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.84,,,,,,,,,,,,,,,,,,
,,,,45~49,1,54.85,,,,,,,1,54.85,,,,,,,,,,1,,54.85,,,,,,1,54.85,,,,,,,,,,,,,,,,,1,54.85,,,,,,,,
,,,,50~54,,,,,,,,,3,292.11,,,,,,,,1,97.37,1,,97.37,1,,97.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,197.24,,,,,,,,,,,,,,,,,,1,98.62,,,1,98.62,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,319.49,1,106.50,,,,,2,212.99,,,,,,,,1,106.50,,,,,,,2,212.99,,,,,,,,,,,1,106.50,,,,,,,1,106.50,,,,,,,,
,,,,65~69,,,,,,,,,3,322.93,,,,,,1,107.64,,,,,,1,,107.64,2,215.29,,,1,107.64,1,107.64,2,215.29,,,,,1,107.64,,,2,215.29,,,1,107.64,,,,,,
,,,,70~74,,,,,2,364.30,,,1,182.15,,,,,,,,2,364.30,,,,,,,,,,,,,,,1,182.15,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,348.43,,,,,1,348.43,1,348.43,1,,,,348.43,,,,,,,,,,,,,,,,,,,,,,,,,1,348.43,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,609.76,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,1,42.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,38.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,76.07,,,,,,,,,,,,,,,,,,
,,,,30~34,1,37.36,,,,,1,37.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,33.01,,,2,66.03,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.01,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,2,74.40,2,74.40,,,,,,,,,,,,,1,,37.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,48.57,,,,,4,194.27,,,,,,,,1,48.57,1,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,4,369.34,,,1,,,,92.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,199.20,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.60,,,,,,,,,,,1,99.60,1,99.60,,,,,,,,,,,,
,,,,60~64,1,106.27,,,,,3,318.81,,,1,,,,106.27,,,,,1,,106.27,,,,2,212.54,,,1,106.27,1,106.27,,,,,,,1,106.27,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,107.99,,,2,,,,215.98,,,,,,,,,,,,,,,,,,,,,,,1,107.99,1,107.99,1,107.99,,,,,,,,,,,,
,,,,70~74,,,,,1,171.82,2,343.64,2,343.64,1,,,,171.82,,,,,,,,,,,1,171.82,,,,,1,171.82,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,655.74,,,,,,,,,,,,1,,327.87,,,,,,,,,,1,327.87,,,,,1,327.87,,,1,327.87,,,,,,,,,,,,
,,,,80~84,,,,,,,1,628.93,1,628.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,628.93,,,1,628.93,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.11,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,65.62,,,,,,,,,,1,,32.81,,,,,,,,,,,,,,1,32.81,,,,,,,,,,,,,,,,,,
,,,,40~44,2,71.86,,,,,,,2,71.86,,,,,,1,35.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,45.29,,,,,,,,,,,,,1,,45.29,,,,,1,45.29,1,45.29,,,1,45.29,1,45.29,,,,,,,,,,,,,,,,
,,,,50~54,2,170.07,,,,,,,2,170.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,170.07,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,97.94,,,1,97.94,,,,1,,97.94,,,,,,,1,97.94,,,,,1,97.94,,,,,,,,,,,,,,,,
,,,,60~64,1,105.60,,,1,105.60,,,3,316.79,,,,,,,,,,,,,,,,,,,,,,1,105.60,,,,,2,211.19,,,,,1,105.60,,,,,,,,,,
,,,,65~69,2,225.23,1,112.61,,,,,2,225.23,,,,,,2,225.23,1,112.61,1,,112.61,,,,1,112.61,1,112.61,,,,,1,112.61,1,112.61,,,,,1,112.61,,,,,,,,,,,,
,,,,70~74,2,297.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,297.62,2,297.62,,,1,148.81,1,148.81,,,,,,,,,,,,,,,,
,,,,75~79,1,307.69,,,,,1,307.69,,,1,,,,307.69,,,2,615.38,,,,,,,,,1,307.69,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,649.35,,,,1,,649.35,,,,,,,,,,,,,,,1,649.35,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
