,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,70.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,1,,51.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,60.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,1,82.17,1,,82.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,100.91,1,100.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,121.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,95.42,1,95.42,1,95.42,3,286.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,186.39,,,2,,,,186.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,351.29,1,117.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,191.94,,,1,,,,191.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,240.38,1,240.38,,,,,,1,,240.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,408.16,,,1,,,,408.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,肺、支氣管及氣管,,,胃,,結締組織、皮下組織及其他軟組織,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,1,,68.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,55.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,45.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,1,56.63,,,,,,,1,56.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,125.00,1,125.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,95.06,,,2,190.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,92.85,1,92.85,1,,,,92.85,2,,185.70,2,185.70,,,,1,,92.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,232.02,,,,,,2,,232.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,516.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,234.74,,,,,,,,,,,,,,1,,234.74,,,,,,,,,,,1,234.74,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,617.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,,食道,,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,70.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,52.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.19,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,181.65,,,,,,,1,90.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,119.19,,,,,,,,,,,,,,1,119.19,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,199.20,,,,1,99.60,1,,99.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,282.22,1,94.07,,,,,,,,,,,,,,,1,94.07,,,,1,,94.07,1,94.07,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,108.23,,,1,108.23,,,,,1,,,,108.23,2,,216.45,1,108.23,,,,,,,,,,,1,108.23,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,337.27,,,,1,168.63,,,,1,,168.63,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,228.31,,,,,2,456.62,,,,,,,,,2,456.62,,,,1,,228.31,,,,,,,1,228.31,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,418.41,,,,,,,,,1,418.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,578.03,,,,,,,,,1,578.03,,,,,1,578.03,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,,,,直腸與肛門,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,胃,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,84.39,,,,,,,,,,,1,,84.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,,49.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,214.59,,,,,,,,,,,,,,,,,,,,,,1,,71.53,,,,,,,1,71.53,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,2,169.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,104.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,98.14,,,3,294.41,,,,,,,,,,,1,98.14,,,,,,,,,,,1,98.14,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,99.01,,,,,3,297.03,,,,,,,,2,,198.02,3,297.03,,,,,,,,,,,,,1,99.01,1,99.01,,,,,,,,,,,,,,,,
,,,,65~69,1,163.40,1,163.40,,,,,,,,,,,,1,,163.40,2,326.80,,,,1,,163.40,,,1,163.40,,,,,,,1,163.40,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,442.48,,,,,,,,,,,3,663.72,,,,,,,,,,,1,221.24,1,221.24,1,221.24,1,221.24,,,,,,,,,,,,,,
,,,,75~79,,,1,418.41,,,,,,,,,,,,,,,1,418.41,,,,,,,1,418.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,578.03,,,,1,578.03,,,,,,,,,,,1,578.03,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,,骨、關節及關節軟骨,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,,,1,64.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,161.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,107.53,1,107.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,107.53,,,,,,,,,,,,,,
,,,,50~54,3,345.22,1,115.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,115.07,,,,,,,,,,,,,,,,
,,,,55~59,1,94.07,1,94.07,2,188.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,188.15,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,201.01,2,,,,201.01,,,,,,,,,,,,1,100.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,,140.85,1,140.85,1,,140.85,,,,1,140.85,,,,,1,140.85,,,,,,,,,,,,,,,,,,
,,,,70~74,1,226.76,,,,,,,,,2,,,,453.51,1,,226.76,,,,,,,,,,,1,226.76,,,,,1,226.76,,,,,,,,,,,,,,,,
,,,,75~79,,,,,3,1209.68,,,,,1,,,,403.23,,,,,,,,,,,,,,,,,,,,,,,,1,403.23,,,,,,,,,,,,
,,,,80~84,1,574.71,,,,,,,,,,,,,,,,,,,,,,1,,574.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1075.27,,,,,,,,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.62,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,50.68,,,,,,,,,,,,,2,101.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,60.57,,,,,,,,,,,,,,,,,,,,,,,,,1,60.57,,,,,,,,,,,,,,,,
,,,,40~44,,,1,77.88,,,,,,,,,,,,,,,,,1,,77.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,297.32,,,,,,,1,99.11,,,,,,1,,99.11,,,,,,,,,,,,,1,99.11,1,99.11,,,1,99.11,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,1,,120.19,,,,,,,,,,,1,120.19,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,98.04,,,,,,2,,196.08,,,,,,1,,98.04,,,,,,,1,98.04,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,198.02,1,,,,99.01,3,,297.03,,,,,,1,,99.01,,,,,,,1,99.01,,,,,1,99.01,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,129.53,,,,,,1,,129.53,,,,,,,,,,,,,1,129.53,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,459.77,1,,,,229.89,4,,919.54,,,1,,229.89,,,,1,229.89,1,229.89,,,,,1,229.89,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,645.16,1,,,,322.58,2,,645.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,632.91,,,,,2,1265.82,1,632.91,,,,,,1,,632.91,,,1,,632.91,,,,,,,,,,,,,,,,,,1,632.91,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,1,,66.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,,52.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,58.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,370.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,372.21,,,,,1,124.07,,,,,,,,1,,124.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,97.66,,,1,97.66,,,,,,,,,,,,,,,,,,,1,97.66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,196.27,,,1,,,,98.14,1,,98.14,,,,,,1,,98.14,3,294.41,,,,,1,98.14,1,98.14,,,,,,,,,,,,,,,,
,,,,65~69,1,127.88,,,,,3,383.63,,,,,,,,2,,255.75,3,383.63,,,,,,,1,127.88,1,127.88,,,1,127.88,,,,,,,,,,,,,,,,,,
,,,,70~74,2,427.35,,,,,3,641.03,,,1,,,,213.68,2,,427.35,,,,,,,,,,,1,213.68,,,1,213.68,,,1,213.68,1,213.68,,,,,,,,,,,,
,,,,75~79,,,1,310.56,,,,,,,,,,,,,,,,,,,,,,,,,,,1,310.56,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,666.67,2,1333.33,1,666.67,,,,,,1,,666.67,1,666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,917.43,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,,65.92,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,,107.70,,,,,,,,,,,,,,,,,,,,,1,53.85,,,,,,,,,,,,
,,,,40~44,1,74.18,,,,,,,,,,,,,,1,,74.18,,,,,,,,,,,,,,,1,74.18,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,1,90.66,1,,90.66,,,,,,,,1,90.66,,,,,,,,,,,1,90.66,,,,,,,,
,,,,50~54,2,242.42,,,,,,,,,1,,,,121.21,2,,242.42,,,,,,,,,1,121.21,,,,,,,,,,,,,1,121.21,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,2,,205.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,398.80,1,99.70,1,99.70,,,,,,,,,,6,,598.21,2,199.40,,,,1,,99.70,,,,,1,99.70,,,,,,,1,99.70,,,,,,,,,,,,
,,,,65~69,1,120.48,2,240.96,,,1,120.48,1,120.48,3,,,,361.45,4,,481.93,,,4,,481.93,,,,,,,,1,120.48,,,,,,,,,,,1,120.48,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,,405.68,,,2,,405.68,,,,,,2,405.68,,,,,,,,,,,,,2,405.68,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,,600.60,,,3,,900.90,,,,,,,,,,,,1,300.30,1,300.30,,,1,300.30,1,300.30,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,662.25,1,,662.25,,,,,,1,,662.25,,,,,,,,,,,1,662.25,,,,,2,1324.50,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,,喉,,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,3,198.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.66,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,111.92,,,,,1,55.96,,,,,,,,,,,,,,,,,,,,,,,,,1,55.96,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,2,143.47,,,1,,,,71.74,1,,71.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,1,86.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,346.42,,,,,,,,1,,115.47,,,,,,,,,,,,,1,115.47,,,1,115.47,,,,,,,,,,,,,,,,
,,,,55~59,2,214.36,,,,,1,107.18,,,,,,,,,,,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,208.12,1,104.06,,,6,624.35,1,104.06,,,,,,1,,104.06,,,,,,1,,104.06,1,104.06,,,,,,,,,1,104.06,,,,,,,,,,,,,,
,,,,65~69,2,222.47,,,,,2,222.47,,,1,,,,111.23,2,,222.47,,,,,,,,,,,,,1,111.23,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,188.32,,,,,1,188.32,,,1,,,,188.32,3,,564.97,1,188.32,,,,1,,188.32,,,,,1,188.32,,,,,1,188.32,,,,,,,,,,,,,,
,,,,75~79,,,,,2,579.71,3,869.57,,,,,,,,1,,289.86,1,289.86,,,,1,,289.86,,,,,2,579.71,,,,,2,579.71,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,649.35,,,1,,,,649.35,1,,649.35,,,,,,,,,1,649.35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,917.43,,,,1,917.43,1,,917.43,,,,1,917.43,,,,,,,,,1,917.43,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,,結直腸癌,,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,64.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,117.30,,,,,,,,,,,,,,1,,58.65,1,58.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,56.47,,,,,,,,,,,,,,,,,,,,,1,56.47,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,66.45,,,,,1,66.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
