,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,造血系統及網狀內皮系統,,,結直腸癌,,,鼻咽,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,,86.66,,,,,,,,,,,,,,,,
,,,,30~34,1,83.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,209.64,,,,,,,,,1,,,,209.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,167.50,,,1,167.50,,,,,,,,1,,167.50,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,187.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,222.72,1,222.72,1,222.72,,,,,,,,1,222.72,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,526.32,,,1,,,,526.32,,,,,,1,,526.32,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,造血系統及網狀內皮系統,,喉,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,1,87.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,119.05,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,193.80,,,,,,,,,,,,1,193.80,,,,,,,,,,,,
,,,,55~59,1,166.39,,,,,,,1,166.39,,,,,,,,1,,166.39,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,191.94,,,1,191.94,1,191.94,,,,,,,,,,,1,,191.94,,,,,,1,191.94,,,,,,,,,,,,
,,,,65~69,,,1,209.64,,,,,,,1,,,,209.64,,,,,,,,,1,,209.64,1,209.64,,,,,,,,,,,,,,
,,,,70~74,,,1,311.53,,,,,3,934.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,523.56,,,,,3,1570.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,877.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1851.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,,造血系統及網狀內皮系統,,,結直腸癌,,,腦,,鼻咽,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.15,,,,,,,,,,,,,,
,,,,30~34,1,90.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,95.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,116.41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.41,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,169.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,215.52,,,,,,,,,,,,,,1,215.52,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,1,,163.67,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,4,790.51,,,1,197.63,1,197.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,204.92,1,204.92,,,1,204.92,,,1,,,,204.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,306.75,,,1,306.75,,,,,,,,,,,,,,,,1,,306.75,,,,,,,,,,,,,,,,
,,,,75~79,,,2,975.61,1,487.80,,,,,,,,,,,,,,,,,,1,,487.80,,,,,,,,,,,,,,,,
,,,,80~84,1,847.46,1,847.46,,,,,,,,,,,,,,1,,847.46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胰,,,喉,,,結直腸癌,,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,,,1,92.76,,,1,92.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,148.81,,,,,,,1,148.81,,,,,,,,1,,148.81,,,,1,,148.81,,,,,,,,,,,,,,,,
,,,,50~54,1,229.36,,,1,229.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,168.07,1,,,,168.07,1,168.07,,,,1,,168.07,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,590.55,,,,,,3,590.55,,,,1,,196.85,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,202.02,,,,,,,1,202.02,,,,,,,,,,,1,,202.02,2,,404.04,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,286.53,,,1,286.53,2,,,,573.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,476.19,,,,,,,,,,,,
,,,,80~84,,,,,,,1,854.70,1,854.70,,,,,,1,854.70,,,,,,,,,,1,854.70,,,,,,,,,,,,,,
,,,,85+,,,1,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,喉,,,結直腸癌,,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,35~39,,,,,1,92.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,216.68,1,108.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,142.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,681.82,,,,,,,,,,,,,,,,,,,1,227.27,,,,,1,227.27,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,179.53,1,,179.53,,,,,,,,,1,179.53,,,,,,,,,,,,
,,,,60~64,,,,,,,1,189.75,1,189.75,,,,,,1,189.75,,,,,,,1,,189.75,,,,,,,,,,,,,,,,
,,,,65~69,,,1,208.33,,,1,208.33,,,,,,,,1,208.33,,,,,,,,,,,,,,1,208.33,,,,,,,,,,
,,,,70~74,,,,,1,263.85,2,527.70,,,,,,,,1,263.85,,,,,,,,,,,,,,,,,,1,263.85,,,,,,
,,,,75~79,1,462.96,,,,,,,,,,,,,,,,,,,1,,462.96,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,840.34,1,840.34,,,,,,,,,,,,,,1,840.34,,,,,,,,,,
,,,,85+,1,1515.15,,,,,,,1,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,喉,,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,45~49,1,131.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,194.17,,,,,,,1,194.17,1,,,,194.17,1,194.17,,,,1,,194.17,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,183.49,,,,,,,,,,,,,,,,,,,,,,,1,183.49,,,,,,,,,,
,,,,65~69,1,208.33,1,208.33,,,,,,,1,,,,208.33,1,208.33,1,,208.33,,,,1,,208.33,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,255.10,,,,,,,1,255.10,,,,,,
,,,,75~79,,,,,1,442.48,,,,,,,,,,2,884.96,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,793.65,1,,,,793.65,,,,,,,,,,,,,,1,793.65,,,1,793.65,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,,,,結直腸癌,,腦,,,膀胱,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,1,109.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,97.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,,102.04,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,124.38,,,,,,,1,124.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,201.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,204.92,,,,,1,204.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,179.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,421.94,,,,,,,1,210.97,,,,,,1,210.97,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,1,,241.55,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,409.84,,,,,,,,,,,,,,1,,409.84,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,826.45,1,,,,826.45,,,,,,,,,,,,1,826.45,,,,,,,,,,,,,,
,,,,85+,1,1298.70,,,,,,,1,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,胰,,胸腺、心臟與中隔,,,喉,,,結直腸癌,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,,115.87,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.30,,,,,,,,,,,,
,,,,40~44,1,100.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,244.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,174.22,,,,,,,,,,,,,,,,,,,1,,174.22,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,228.31,,,1,228.31,,,,,1,,,,228.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,347.22,1,173.61,,,1,,,,173.61,,,,,,1,,173.61,1,,173.61,1,173.61,,,,,,,,,,,,,,
,,,,65~69,1,213.22,,,1,213.22,,,,,1,,,,213.22,,,,,,,,,,,,1,213.22,,,,,,,,,,,,,,
,,,,70~74,1,228.31,1,228.31,1,228.31,2,456.62,1,228.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,381.68,,,1,,381.68,,,,1,,381.68,,,,,1,381.68,,,,,,,,,,
,,,,80~84,,,,,1,813.01,1,813.01,,,,,,,,1,813.01,,,,,,,2,,1626.02,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,,胰,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,10~14,,,,,,,,,,,1,,,,174.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,125.00,,,,,,,,,,
,,,,40~44,2,195.12,,,,,,,,,,,,,,,,2,,195.12,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,120.63,,,,,,,,,,,,1,120.63,1,,120.63,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,152.91,,,,,,,,,,,,,,,,,,1,,152.91,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,491.40,,,,,,,,,,,,,,,,,,,,,1,245.70,,,,,,,,,,,,,,
,,,,60~64,,,,,1,175.75,1,175.75,1,175.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1,175.75,,,,
,,,,65~69,,,,,,,1,210.97,1,210.97,,,,,,,,,,,,,,,,,,,1,210.97,,,,,1,210.97,,,,,,
,,,,70~74,,,,,1,226.24,,,1,226.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,346.02,,,,,,,2,692.04,,,,,,1,346.02,,,,1,,346.02,,,,,,,,,,1,346.02,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,757.58,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1190.48,,,,,,,,1,1190.48,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,胃,,食道,,胰,,,,,結直腸癌,,睪丸,,,腦,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,176.68,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,114.16,,,1,114.16,,,,,,,,,,1,114.16,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,97.85,2,195.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,111.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,143.88,2,287.77,,,,,1,143.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,1,236.97,,,,,,,,,,,,,,
,,,,60~64,2,381.68,1,190.84,,,,,,,,,,,,,,,,,1,,190.84,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,202.84,1,202.84,,,,,,,,,,,,2,405.68,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,234.74,2,469.48,2,469.48,,,,,,,,,,1,234.74,,,,,,,1,,234.74,,,1,234.74,,,,,,,,,,,,
,,,,75~79,1,315.46,,,1,315.46,,,,,1,,,,315.46,,,,,,,,,1,,315.46,,,,,,,,,,,,,,,,
,,,,80~84,,,1,699.30,,,1,699.30,,,,,,,,1,699.30,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,食道,,胰,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,100.40,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,440.04,,,,,2,220.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,531.91,2,265.96,1,132.98,1,132.98,1,132.98,,,,,,1,132.98,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,222.22,,,,,1,222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,202.84,,,,,1,202.84,,,,,,,,1,202.84,,,,,,,,,,,,,,1,202.84,,,,,,,,,,
,,,,65~69,1,196.08,,,2,392.16,2,392.16,,,,,,,,,,,,,,,,,,,,,,,1,196.08,,,,,,,,,,
,,,,70~74,2,464.04,3,696.06,,,3,696.06,,,1,,,,232.02,,,1,,232.02,,,,,,,,,,,1,232.02,,,,,,,,,,
,,,,75~79,2,606.06,,,,,,,,,,,,,,,,,,,1,,303.03,,,,,,1,303.03,,,,,,,,,,,,
,,,,80~84,1,628.93,,,1,628.93,1,628.93,,,,,,,,,,,,,1,,628.93,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1041.67,1,1041.67,,,,,,,,,,,,,,,,,,1,,1041.67,1,1041.67,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,食道,,,造血系統及網狀內皮系統,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,35~39,,,,,,,1,120.92,2,241.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,,106.04,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,105.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,245.70,,,,,1,122.85,2,245.70,,,,,,1,122.85,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,409.84,,,,,,,,,1,,,,204.92,,,,,,,,,1,,204.92,,,1,204.92,1,204.92,,,,,,,,,,
,,,,60~64,,,,,,,,,4,847.46,,,,,,,,,,,,,,,,,1,211.86,,,,,1,211.86,,,,,,,,
,,,,65~69,1,193.05,,,1,193.05,,,1,193.05,,,,,,2,386.10,,,,,,,,,,,,,,,,,,1,193.05,,,,,,
,,,,70~74,,,1,235.29,,,,,1,235.29,,,,,,,,,,,,,,,,,,,,,,,,,1,235.29,,,,,,
,,,,75~79,,,,,,,,,2,578.03,,,,,,2,578.03,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,1219.51,,,,1,,609.76,1,,609.76,,,1,609.76,,,,,,,,,,,,
,,,,85+,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,攝護腺,,,,,,,,,,,,,
