,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,308.64,,,,,,,,,,,,,,1,308.64,,,1,308.64,,,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.39,,,,,1,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,19.89,1,19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.89,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,21.50,1,21.50,,,,,,,,,,,,,,,,,,,,1,21.50,,,,,,,,,,,,,,,,,,,,,,,1,21.50,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,35.78,,,,,,,,,1,35.78,,,,,,,,,,,,,,,,,,,,,1,35.78,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,113.51,,,,,,,,,,,,,,1,37.84,1,,37.84,,,,,,,,1,37.84,,,,,,,,,,,,,1,37.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,48.12,,,,,,,,,,,,,,,1,48.12,,,,,,,,,,,,,2,96.25,2,96.25,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,55.65,,,,,,,,,,4,222.59,,,,,,,1,55.65,,,,,2,111.30,,,,,,,,,1,55.65,,,,,,,2,111.30,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,2,121.21,,,,1,,60.61,1,60.61,,,,,3,181.82,,,,,,,,,,,,,1,60.61,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,92.68,,,,,,,2,185.36,2,185.36,,,2,185.36,,,,,,,1,92.68,1,92.68,2,185.36,,,,,1,92.68,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,152.44,,,,,,,,,,,,,,,,,1,152.44,,,,,,,,,,,,,1,152.44,,,1,152.44,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,1,284.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,584.80,,,,,,,,,1,584.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1754.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,,,,後腹膜腔及腹膜,,胃,,,食道,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.24,,,1,23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,39.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,21.03,,,,,,,,,,1,,21.03,,,,,,1,21.03,,,,,,,1,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,66.42,,,1,,33.21,,,,,,,,,,,,,,,,,,1,33.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,3,110.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,48.47,,,,,,1,,48.47,,,1,48.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,167.32,,,,,,,,,,,,,,,,,,,,,1,55.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,59.92,,,,,2,,,,119.83,1,59.92,1,,59.92,1,,59.92,1,59.92,1,59.92,,,,,,,,,2,119.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,84.75,,,1,84.75,,,,,,,,,,,,,1,,84.75,,,,,,,1,84.75,,,,,,,,,1,84.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,151.29,,,,,1,151.29,,,1,,,,151.29,,,1,,151.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,266.67,,,,,2,533.33,,,1,,,,266.67,,,1,,266.67,,,,,,,,,,,,,,,,,,,,,,1,266.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,555.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,20.22,1,20.22,,,,,,,,,,,,,,,,,,,,,,1,20.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,20.47,1,20.47,,,,,1,,,,20.47,1,20.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,1,,30.54,,,,,,,1,30.54,,,,,1,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,36.30,,,,,,,,,,,,,,,,,,,,,,,,1,36.30,,,2,72.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,4,184.76,,,,,,,,2,,92.38,1,,46.19,1,46.19,,,,,,,1,46.19,,,1,46.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,162.95,,,,,,,,1,,54.32,,,,1,54.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,58.69,,,,,,,2,117.37,,,,,,,,2,,117.37,2,,117.37,,,,,1,58.69,1,58.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,160.13,,,,,,,,1,,80.06,,,,,,,,1,80.06,,,,,,,,,,,1,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,141.44,,,,,,,,,,,1,,141.44,,,,,,,1,141.44,,,1,141.44,,,,,2,282.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,243.31,,,,,,,,1,,243.31,,,,1,243.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,,胃,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,1,,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,61.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,20.37,,,,,,,,,,,,,,1,20.37,,,,,,,,,,,,,,,1,20.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,28.20,,,,,,,,,,,,,,2,56.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,37.04,,,,,,,1,37.04,,,,,,1,37.04,,,,,,,,,,,,,,,1,37.04,,,,,,,,,,,,,1,37.04,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,43.57,,,,,,,1,43.57,,,,,,,,1,,43.57,,,,1,43.57,,,,,,,,,1,43.57,,,,,3,130.72,1,43.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,108.23,,,1,54.11,,,2,108.23,,,,,,1,54.11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,58.82,,,,,2,117.65,2,,,,117.65,,,,,,,,,,,,,1,58.82,1,58.82,,,,,,,1,58.82,,,,,,,1,58.82,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,4,308.88,1,,,,77.22,,,,,,,,,1,77.22,1,77.22,,,,,3,231.66,,,,,,,,,,,,,1,77.22,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,134.77,,,,,,3,404.31,,,,,,,,,,,,,,,,,,,,,2,269.54,1,134.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,735.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,16.32,,,,,,,,,,,,,,,,,,,,,,1,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,21.36,,,,,,,,,1,,,,21.36,,,,,,,,,,,,,,,,,,,,,1,21.36,,,2,42.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,41.07,,,,,,,,,1,,,,41.07,,,1,,41.07,,,,,,,,1,41.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,44.31,,,,,,,,,1,,,,44.31,1,44.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,58.11,,,1,58.11,,,,,2,,,,116.21,,,1,,58.11,,,,1,58.11,,,,,1,58.11,1,58.11,2,116.21,,,1,58.11,,,,,1,58.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,62.50,1,,,,62.50,2,125.00,1,,62.50,,,,1,62.50,,,,,,,,,,,,,,,,,,,,,1,62.50,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,151.17,,,,,,1,,75.59,1,75.59,,,,,,,,,2,151.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,3,,,,361.45,,,,,,,,,1,120.48,1,120.48,,,,,,,,,,,,,,,1,120.48,2,240.96,1,120.48,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,224.22,,,,,,,1,224.22,,,,,,1,224.22,1,,224.22,,,,,,,,1,224.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,22.75,,,,,,,2,,,,45.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,20.67,,,,,,,1,20.67,,,,,,,,,,,1,,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,1,,20.53,,,,,,,1,20.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,23.34,,,2,46.69,1,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,41.05,,,,,,,,,1,,,,41.05,1,41.05,,,,1,,41.05,1,41.05,,,,,,,,,,,,,,,2,82.10,,,,,1,41.05,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,43.88,,,,,,,,,3,,,,131.64,,,,,,,,,1,43.88,1,43.88,,,,,,,,,,,,,,,,,,,,,1,43.88,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,114.35,,,,,,,,,1,57.18,,,1,57.18,,,,,1,57.18,2,114.35,1,57.18,,,,,2,114.35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,129.20,,,,,,,,,2,,,,129.20,,,,,,1,,64.60,3,193.80,1,64.60,4,258.40,,,,,1,64.60,1,64.60,,,,,1,64.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,144.61,,,,,,,2,144.61,1,,,,72.31,,,,,,,,,2,144.61,2,144.61,2,144.61,,,,,1,72.31,4,289.23,,,,,1,72.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,111.36,,,,,,2,,222.72,1,111.36,1,111.36,,,,,1,111.36,1,111.36,1,111.36,,,,,1,111.36,,,,,3,334.08,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,214.59,,,,,,1,,214.59,4,858.37,1,214.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,952.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.15,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,20.87,,,1,,,,20.87,1,20.87,,,,,,,,,,,,,,,,,,,,,,,,,1,20.87,,,1,20.87,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,3,68.97,,,,,,,,1,22.99,,,,1,,22.99,1,22.99,,,,,,,,,,,,,1,22.99,,,,,,,1,22.99,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,38.01,,,,,1,38.01,,,,,,,,,,1,,38.01,,,,,,1,38.01,,,,,,,,,,,,,,,,,,,1,38.01,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,87.11,,,,,1,43.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.55,,,,,,,,,,,,,,,,,,,,,,
