,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,肺、支氣管及氣管,,食道,,胰,,造血系統及網狀內皮系統,,,,,喉,,結直腸癌,,腦,,,膀胱,,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,49.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,50.89,1,50.89,,,,,,,,,,,,,,1,,50.89,1,,50.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,61.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,368.55,,,,,,,,,,,,,,,,,,,,,,,,1,122.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,99.80,,,,,,,,,,,,,,1,99.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,105.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,115.87,1,115.87,,,,,,,,,,,,,,,,,1,,115.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,204.50,1,204.50,,,1,204.50,,,,,,2,409.00,,,,,,,,,,,1,204.50,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,263.85,1,263.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,414.94,1,,414.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,961.54,1,961.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.84,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,48.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,120.12,,,,,,,,,,,,,,,,,,1,,60.06,1,,60.06,,,,,,,,,1,60.06,,,,,,,,,,,,,,,,
,,,,40~44,1,73.80,,,1,73.80,1,73.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,235.29,,,,,2,235.29,,,,,,,,,,,,,,,,,,,,,,,,,,1,117.65,,,,,,,,,,,,,,,,
,,,,50~54,,,1,101.73,,,1,101.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,105.60,,,,,1,105.60,,,1,,,,105.60,2,211.19,,,,,,,,,,,,,1,105.60,1,105.60,,,,,,,,,,,,,,,,,,
,,,,60~64,1,113.12,,,,,,,,,,,,,,2,226.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,178.89,,,,,,,,3,536.67,,,,,,,,,,,1,178.89,,,1,178.89,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,277.78,1,277.78,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,823.05,,,,,,,,,1,411.52,,,,,,,,,1,411.52,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,2941.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,48.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,57.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,70.77,,,,,1,70.77,,,,,,,,,,,,,2,,141.54,,,,,2,141.54,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,111.73,,,,,,,,1,111.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,101.73,,,,,,,,,,,,,,,,,,,,,,,,,,1,101.73,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,107.30,,,,,,1,107.30,,,,,,1,,107.30,,,,,1,107.30,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,109.41,,,2,218.82,,,,,,,,,,3,328.23,,,,,,1,,109.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,165.56,,,,,,,1,165.56,1,,,,165.56,3,496.69,,,1,,165.56,,,,1,165.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,273.22,,,,,1,273.22,,,,,,,,,,,,,,,1,,273.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,383.14,,,,,,,,,,1,383.14,1,,383.14,,,,,,1,383.14,1,383.14,1,383.14,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,847.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,腎,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,110.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,43.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,47.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,95.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.75,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,266.13,,,,,,,,,,,,,,,,,,1,,66.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,316.46,,,,,,,,,,,,,,,,,,,,,2,,210.97,1,105.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,106.84,1,106.84,,,,,,,,,1,106.84,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,108.70,,,1,,,,108.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,2,307.22,,,,,,,,,1,153.61,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,257.73,,,1,257.73,2,,515.46,,,,,,,,,,,,1,257.73,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,2,,763.36,,,,,,,,,,1,381.68,1,381.68,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,793.65,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,肺、支氣管及氣管,,胃,,造血系統及網狀內皮系統,,,結締組織、皮下組織及其他軟組織,,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.71,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,47.28,,,,,,,,,1,,,,47.28,,,,,,,,1,,47.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,164.84,,,,,1,54.95,,,,,,,,,,,,,,,,,,,,,,2,109.89,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.53,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,2,182.48,1,,91.24,,,,,,,,1,91.24,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,115.74,,,,,,,,,,,,,,,,,,1,,115.74,,,,1,115.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,105.82,1,105.82,,,,,2,,,,211.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,433.37,,,1,108.34,,,,,,,,,,3,325.03,,,,,,,,,,,1,108.34,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,287.77,,,,,,,1,143.88,2,,,,287.77,1,143.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,489.00,3,733.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,366.30,,,,,,,,,,1,366.30,,,,,,,,,,,,,,,1,366.30,1,366.30,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,結直腸癌,,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,57.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,51.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,1,,50.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,61.65,,,,,,,,,,,,,,1,61.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,155.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,125.16,,,,,1,125.16,,,,,,,,,,,,,,,,,,,,,,1,125.16,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,102.77,,,,,,,,,1,,,,102.77,,,,,1,,102.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,111.73,,,1,,,,111.73,3,335.20,1,111.73,,,,3,,335.20,,,1,111.73,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,131.93,,,1,131.93,,,,,,,,2,263.85,,,1,,131.93,2,,263.85,,,,,1,131.93,,,1,131.93,,,,,,,,,,,,,,,,
,,,,70~74,1,242.72,,,,,1,242.72,1,242.72,,,,,,2,485.44,1,242.72,,,,,,,1,242.72,,,1,242.72,1,242.72,2,485.44,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,729.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,657.89,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,肺、支氣管及氣管,,胃,,食道,,,胰,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,膀胱,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,114.74,,,,,,,,,,,,,,,,
,,,,25~29,1,51.81,,,,,1,51.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,49.78,,,,,,,1,49.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,51.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,60.68,,,,,,,,,3,,,,182.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,74.24,,,,,,,1,,,,74.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,121.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,121.95,,,,,,,,,,,,,,
,,,,55~59,,,,,2,211.86,,,1,105.93,1,,,,105.93,,,,,,,,,,,,,1,105.93,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,335.95,,,1,111.98,,,,,,,,,,1,111.98,,,,,,,,,,,,,,,1,111.98,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,128.37,2,,,,256.74,1,128.37,,,,,,1,,128.37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,212.77,,,,,,,1,212.77,3,,,,638.30,3,638.30,,,,,,,,,1,212.77,1,212.77,,,1,212.77,,,,,1,212.77,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,724.64,1,362.32,,,1,,362.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,641.03,,,,,,,,,,,,,,,,1,641.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1449.28,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,胰,,,胸腺、心臟與中隔,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.83,,,,,,,,,,,,,,
,,,,25~29,1,52.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,100.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,114.61,1,57.31,1,57.31,,,,,,,,,,1,57.31,,,,,,,,,,,1,57.31,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,285.10,,,,,,,2,142.55,,,,,,,,,,,,,,,,,,,,,,1,71.28,,,,,,,,,,,,,,,,,,
,,,,50~54,1,112.36,,,,,1,112.36,,,1,,,,112.36,3,337.08,1,112.36,,,,1,,112.36,,,1,112.36,,,1,112.36,,,,,,,,,,,,,,,,,,
,,,,55~59,1,105.49,,,,,,,1,105.49,,,,,,1,105.49,,,1,,105.49,,,,,,,,,,1,105.49,,,,,,,,,,,,,,,,,,
,,,,60~64,1,114.16,,,,,,,1,114.16,1,,,,114.16,2,228.31,,,1,,114.16,,,,1,114.16,,,,,,,,,1,114.16,1,114.16,,,,,,,,,,,,
,,,,65~69,1,121.95,,,,,1,121.95,1,121.95,,,,,,1,121.95,,,,,,,,,,,,,,,,,,,,,2,243.90,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,197.24,,,,,,1,197.24,,,1,,197.24,,,,,,,,1,197.24,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,367.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,367.65,,,,,,,,,,,,
,,,,80~84,,,,,,,1,591.72,,,,,,,,1,591.72,,,,,,1,,591.72,,,,,,,,,1,591.72,,,,,,,,,,,,,,,,
,,,,85+,1,1388.89,,,,,,,,,,,,,,1,1388.89,,,,,,,,,,,1,1388.89,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,胃,,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,,58.48,,,,,,,,,,,,,,,,1,58.48,,,,,,,,,,,,
,,,,30~34,1,51.73,,,,,,,,,,,,,,1,51.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,1,,49.43,,,,,,,,,,,,,,,1,49.43,,,,,,,,,,
,,,,40~44,3,172.22,,,,,,,,,2,,,,114.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,5,330.47,,,1,66.09,,,1,66.09,,,,,,,,1,66.09,,,,,,,,,1,66.09,1,66.09,1,66.09,,,1,66.09,1,66.09,,,,,,,,,,,,
,,,,50~54,3,317.46,,,,,,,,,,,,,,,,,,,,,,,,1,105.82,,,,,,,1,105.82,,,,,,,,,,,,,,,,
,,,,55~59,3,332.96,1,110.99,,,,,,,2,,,,221.98,,,3,332.96,,,,,,,,,,,1,110.99,1,110.99,,,,,,,1,110.99,,,,,,,,,,
,,,,60~64,2,228.57,,,,,,,,,2,,,,228.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,359.28,,,,,,,,,1,,,,119.76,,,3,359.28,1,,119.76,,,,,,,,,,,,,,,,,,,,2,239.52,,,,,,,,
,,,,70~74,,,,,1,185.19,1,185.19,,,,,,,,,,1,185.19,,,,1,,185.19,1,185.19,,,,,1,185.19,,,,,,,2,370.37,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,2,682.59,,,,,,,,,,,,,,,,,,,,,1,341.30,,,,,,,,,,
,,,,80~84,1,588.24,,,,,,,,,,,,,,1,588.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1351.35,,,,,,,,,,,,,,,1,1351.35,,,,,,,,,1,1351.35,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,,胰,,眼及淚腺,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.11,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,48.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
