,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,結直腸癌,,結締組織、皮下組織及其他軟組織,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,43.78,,,,,,,,,,,1,43.78,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,66.93,1,66.93,,,,,1,66.93,,,,,,,,1,66.93,,,1,66.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,70.03,1,70.03,,,,,,,,,,,,,,,,,,,,,,1,70.03,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,1,67.16,,,1,67.16,,,1,67.16,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,223.71,,,1,,,,74.57,3,223.71,,,1,74.57,1,74.57,1,74.57,1,74.57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,176.99,,,,,,,,,,,,,,1,176.99,,,,,1,176.99,,,1,176.99,,,,,2,353.98,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,275.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,40~44,,,,,1,59.59,1,59.59,,,,,,,,,,,,,,,,,,1,59.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,68.21,,,1,,,,68.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,67.98,,,,,,,,,,,,,,,,,,,,,,,,1,67.98,,,2,135.96,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,141.74,,,,,2,141.74,,,,,,,,,,1,70.87,1,70.87,1,70.87,1,70.87,,,,,,,1,70.87,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,145.77,1,72.89,,,,,,1,72.89,2,145.77,,,,,,,,,1,72.89,,,,,,,1,72.89,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,91.74,,,,,,,,,1,91.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,329.49,,,1,,,,164.74,,,2,329.49,,,,,,,2,329.49,,,1,164.74,1,164.74,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,260.42,3,781.25,,,,,,,,,,,,,,,,,,1,260.42,,,,,,,1,260.42,,,,,,,,,,,,,,,,
,,,,85+,,,1,1492.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,107.58,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,71.48,,,,,,1,71.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,66.71,,,,,,,,,,,,,,,,,,1,66.71,,,,,1,66.71,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,72.94,,,1,72.94,1,,,,72.94,,,,,,,,,,,2,145.88,,,1,72.94,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,70.82,1,70.82,,,1,70.82,2,141.64,,,,,,,,1,70.82,3,212.46,,,,,1,70.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,90.58,,,,,,,,,,,,1,90.58,,,1,90.58,,,,,1,90.58,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,309.12,,,1,154.56,,,,,1,154.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,251.89,,,,,,,,,,2,503.78,,,,,,,1,251.89,,,,,,,1,251.89,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,胰,,喉,,結直腸癌,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.51,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,1,39.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,37.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,36.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.43,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,72.67,,,,,,,,1,72.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,1,66.84,,,,,,,,,,,,,1,66.84,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,74.29,,,,,,,,,,1,74.29,1,74.29,,,,,1,74.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,70.52,,,,,3,211.57,,,,,,,,,,2,141.04,1,70.52,1,70.52,2,141.04,,,,,,,,,1,70.52,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,89.69,1,89.69,,,,,,,,1,89.69,4,358.74,,,,,,,3,269.06,,,3,269.06,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,133.51,,,,,,,,1,133.51,,,1,133.51,1,133.51,,,1,133.51,,,1,133.51,,,,,1,133.51,,,,,,,,,,,,,,
,,,,75~79,,,,,1,241.55,3,724.64,1,241.55,,,,,,1,241.55,,,2,483.09,,,,,1,241.55,,,,,,,,,1,241.55,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1149.43,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胰,,骨、關節及關節軟骨,,結直腸癌,,腎,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,1,34.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,37.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,35.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.98,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,1,40.70,,,,,,,3,122.10,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,70.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,1,67.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,73.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,73.10,1,73.10,,,3,,,,219.30,4,292.40,,,1,73.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,86.28,1,86.28,1,,,,86.28,,,,,,,,,1,86.28,1,86.28,,,,,2,172.56,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,122.70,2,245.40,,,,,,,,1,122.70,1,122.70,1,122.70,,,,,,,,,,,1,122.70,,,,,,,,,,,,,,,,,,
,,,,75~79,1,244.50,,,,,1,244.50,,,,,,,,,,,,1,244.50,,,,,,,1,244.50,,,2,489.00,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,骨、關節及關節軟骨,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,37.30,,,,,,,,,,,,,,,,,,1,37.30,,,,,1,37.30,,,,,,,,,,,,,,,,,,
,,,,30~34,1,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,40.47,,,1,40.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,44.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,67.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,69.78,,,,,,,,,,,,,1,69.78,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,72.57,,,,,,,1,72.57,1,,,,72.57,1,72.57,,,,,1,72.57,1,72.57,,,1,72.57,1,72.57,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,72.41,,,,,,,,,2,,,,144.82,,,,,1,72.41,1,72.41,1,72.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,166.94,,,1,83.47,,,2,166.94,,,,,1,83.47,1,83.47,,,1,83.47,1,83.47,,,4,333.89,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,229.10,,,2,229.10,1,114.55,2,229.10,,,,,,,,,,,,,2,229.10,1,114.55,1,114.55,,,,,,,,,,
,,,,75~79,,,1,239.81,,,,,,,,,,,,,,,,,,1,239.81,1,239.81,,,2,479.62,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,427.35,,,,,,,,,1,427.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,934.58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,結直腸癌,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.06,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,39.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,43.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,61.88,,,,,,,,,,,,,,1,61.88,,,,,,,,,,,,,,,,,2,123.76,,,,,,,,,,,,,,,,
,,,,50~54,1,72.10,,,1,72.10,,,,,1,,,,72.10,,,1,72.10,,,,,,,,,,,,,1,72.10,,,,,,,,,,,,,,,,,,
,,,,55~59,1,71.74,,,,,,,1,71.74,,,,,,,,1,71.74,,,,,1,71.74,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,152.56,,,,,1,76.28,2,152.56,,,,,,1,76.28,2,152.56,,,,,1,76.28,,,,,,,,,,,1,76.28,,,,,,,,,,,,,,
,,,,65~69,1,81.77,,,,,1,81.77,1,81.77,,,,,,,,1,81.77,,,1,81.77,1,81.77,,,,,1,81.77,,,,,,,1,81.77,,,,,,,,,,,,
,,,,70~74,1,108.58,,,,,,,1,108.58,,,,,,,,,,2,217.16,,,2,217.16,,,,,,,,,,,,,2,217.16,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,217.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,425.53,1,425.53,2,851.06,,,,,,,,,,,,,,,,,1,425.53,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.93,,,,,,,,,,,,,,,,,,
,,,,35~39,1,40.60,,,,,,,,,,,,,,,,,,,,,,1,40.60,1,40.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,43.44,,,1,,,,43.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,110.62,,,,,,,,,,,,,,,,,,,,,,1,55.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,148.26,,,,,,,1,74.13,,,,,,,1,74.13,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,69.98,,,,,3,,,,209.94,,,1,69.98,,,,,,,1,69.98,,,3,209.94,,,,,2,139.96,,,,,1,69.98,,,,,,,,
,,,,60~64,1,78.49,1,78.49,,,,,,,,,,,,2,156.99,,,,,,,2,156.99,,,,,,,,,,,1,78.49,,,,,,,,,,,,,,
,,,,65~69,1,79.94,,,,,,,1,79.94,4,,,,319.74,1,79.94,3,239.81,,,1,79.94,,,,,1,79.94,1,79.94,,,2,159.87,1,79.94,,,,,1,79.94,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,107.53,,,3,322.58,,,,,,,,,,,,,,,,,1,107.53,1,107.53,1,107.53,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,204.50,,,2,409.00,1,204.50,1,204.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,387.60,,,,,,,,,,4,1550.39,,,,,,,,,1,387.60,2,775.19,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,819.67,,,,,,,,,,,1,819.67,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,,,,,1,40.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,38.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,44.27,1,44.27,,,,,,,,,,,,,,,,1,44.27,,,1,44.27,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,50.53,,,,,,,,,,,,,,2,101.06,,,,,1,50.53,,,,,,,,,,,,,,,1,50.53,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,75.19,,,1,75.19,,,,,,,,,,,,,,,,,1,75.19,,,,,1,75.19,,,,,,,,
,,,,55~59,,,1,71.02,,,,,1,71.02,,,,,,,,2,142.05,,,,,1,71.02,,,,,,,,,1,71.02,,,1,71.02,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,160.00,,,,,,1,80.00,1,80.00,,,,,,,1,80.00,,,1,80.00,,,,,,,,,1,80.00,,,,,,,,,,
,,,,65~69,1,79.74,,,,,,,1,79.74,,,,,,,,,,,,2,159.49,1,79.74,,,,,,,,,,,1,79.74,,,,,,,,,,,,,,
,,,,70~74,,,,,1,106.61,,,1,106.61,,,,,,,,3,319.83,,,1,106.61,1,106.61,1,106.61,,,,,,,,,1,106.61,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,174.83,3,524.48,,,,,,1,174.83,,,1,174.83,1,174.83,,,,,,,,,,,1,174.83,2,349.65,,,,,,,,,,,,,,
,,,,80~84,,,1,364.96,,,,,,,,,,,,,,,,,,1,364.96,,,,,,,,,1,364.96,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,45.87,,,,,,,,1,45.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,39.25,,,,,,,,1,39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
