,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,13.38,1,13.38,,,,,,1,13.38,,,,,,,,,,,,,,,,,,,1,13.38,1,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,12.48,,,,,,,,,,1,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,16.68,,,,,1,16.68,1,,,,16.68,,,,,,,,,,,,,1,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,13.76,,,,,,,1,13.76,,,,,1,13.76,,,,,,,,,,,,,,,,,,,1,13.76,,,1,13.76,,,,,,,,,,,,,,,,
,,,,35~39,3,38.26,,,,,,,1,12.75,5,,,,63.77,,,,,,,,,2,25.51,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.75,,,,,,,,,,,,,,,,
,,,,40~44,4,61.18,1,15.30,,,1,15.30,,,8,,,,122.36,,,,,,,,,,,,,,,1,15.30,,,,,,,,,,,1,15.30,,,,,,,,,2,30.59,,,,,,,,,,,,,,,,
,,,,45~49,2,45.98,,,,,,,,,3,,,,68.97,,,,,,,1,22.99,1,22.99,,,3,68.97,,,,,,,,,,,,,,,,,,,,,,,1,22.99,,,,,,,,,,,,,,,,
,,,,50~54,,,1,45.29,,,,,,,6,,,,271.74,,,,,,,,,,,,,,,1,45.29,,,,,,,,,,,1,45.29,,,1,45.29,,,,,2,90.58,,,,,,,,,,,,,,,,
,,,,55~59,3,151.67,1,50.56,,,,,,,5,,,,252.78,,,,,,,1,50.56,1,50.56,,,,,,,,,,,,,,,1,50.56,,,,,1,50.56,,,1,50.56,,,1,50.56,,,,,,,,,,,,,,
,,,,60~64,2,144.20,,,1,72.10,,,,,4,,,,288.39,,,,,1,72.10,,,2,144.20,,,1,72.10,,,,,,,,,1,72.10,,,,,1,72.10,,,,,,,,,,,2,144.20,,,,,,,,,,,,
,,,,65~69,3,264.55,,,,,,,,,2,,,,176.37,,,,,1,88.18,4,352.73,4,352.73,,,4,352.73,,,1,88.18,,,,,,,1,88.18,1,88.18,,,1,88.18,,,,,,,1,88.18,1,88.18,,,,,,,,,,,,
,,,,70~74,2,260.08,,,,,,,,,3,,,,390.12,,,,,,,,,5,650.20,1,130.04,2,260.08,,,,,1,130.04,,,,,,,3,390.12,,,,,,,,,,,,,3,390.12,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,230.41,,,,,,,,,4,921.66,1,230.41,3,691.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,518.13,,,,,,,,,,,,,,,,,,,,1,518.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1036.27,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1075.27,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,,,,,,,,1,1075.27,,,,,1,1075.27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,12.34,,,,,,,,,,,,,,,,,,,,,,,,1,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,16.36,,,,,,,,,,,,1,16.36,,,,,,,,,,,,,,,,,,,2,32.73,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.16,,,1,14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,37.16,1,12.39,,,,,,,3,,,,37.16,,,,,1,12.39,,,1,12.39,1,12.39,,,,,,,,,,,,,,,,,,,2,24.77,1,12.39,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,28.88,,,,,,,,,2,,,,28.88,,,,,2,28.88,,,,,,,,,1,14.44,,,1,14.44,,,1,14.44,,,,,1,14.44,,,,,1,14.44,,,,,,,,,,,,,,,,,,
,,,,45~49,2,41.25,,,,,1,20.63,,,3,,,,61.88,,,,,,,,,1,20.63,1,20.63,,,,,,,,,1,20.63,,,,,,,,,1,20.63,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,42.32,,,,,1,42.32,4,,,,169.28,,,,,3,126.96,1,42.32,,,1,42.32,,,,,1,42.32,2,84.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,147.13,2,98.09,1,49.04,2,98.09,,,2,,,,98.09,,,,,4,196.17,,,1,49.04,2,98.09,,,,,1,49.04,1,49.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,5,,,,334.67,,,1,66.93,3,200.80,,,2,133.87,3,200.80,,,,,,,2,133.87,,,,,,,,,1,66.93,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,86.66,,,,,1,86.66,3,,,,259.97,1,86.66,1,86.66,6,519.93,,,4,346.62,2,173.31,,,,,,,2,173.31,,,,,1,86.66,,,1,86.66,,,,,,,2,173.31,,,,,,,,,,,,,,,,
,,,,70~74,1,122.55,,,,,1,122.55,,,2,,,,245.10,,,,,3,367.65,,,4,490.20,,,1,122.55,,,,,3,367.65,,,,,2,245.10,,,,,,,,,,,2,245.10,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,423.73,2,,,,423.73,,,1,211.86,1,211.86,,,2,423.73,,,,,,,,,1,211.86,,,1,211.86,,,,,1,211.86,,,,,1,211.86,5,1059.32,,,,,,,,,,,,,,,,
,,,,80~84,1,518.13,,,,,,,,,,,,,,,,,,,,,,1,518.13,1,518.13,,,,,,,,,,,,,,,,,2,1036.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,2,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,12.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,13.57,,,,,,,1,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,16.04,,,,,1,16.04,,,1,,,,16.04,1,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,4,,,,56.21,,,1,14.05,1,14.05,,,,,,,,,,,,,,,,,,,1,14.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,5,61.27,,,2,24.51,1,12.25,1,12.25,2,,,,24.51,,,,,,,,,1,12.25,1,12.25,,,,,,,,,,,,,,,,,1,12.25,1,12.25,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,41.19,,,,,,,,,7,,,,96.10,,,,,1,13.73,,,,,,,,,,,,,,,1,13.73,,,1,13.73,,,,,1,13.73,,,4,54.91,,,,,,,,,,,,,,,,,,
,,,,45~49,2,37.13,,,,,1,18.56,,,4,,,,74.25,1,18.56,1,18.56,,,,,1,18.56,,,,,,,,,,,,,1,18.56,1,18.56,1,18.56,,,,,2,37.13,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,37.76,,,,,,,,,5,,,,188.82,,,1,37.76,1,37.76,,,,,1,37.76,,,,,,,,,,,,,1,37.76,,,,,1,37.76,,,1,37.76,,,1,37.76,,,,,,,,,,,,,,
,,,,55~59,2,92.59,,,,,,,,,5,,,,231.48,,,2,92.59,5,231.48,,,1,46.30,,,2,92.59,,,,,,,,,,,1,46.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,62.50,,,,,1,62.50,2,125.00,6,,,,375.00,,,1,62.50,1,62.50,,,,,3,187.50,,,,,1,62.50,,,,,,,1,62.50,,,,,1,62.50,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,255.54,,,,,,,,,8,,,,681.43,,,1,85.18,5,425.89,,,2,170.36,,,,,,,,,,,,,,,1,85.18,,,,,,,1,85.18,,,1,85.18,,,,,,,,,,,,,,,,
,,,,70~74,,,1,113.90,,,1,113.90,,,4,,,,455.58,,,,,3,341.69,1,113.90,3,341.69,,,2,227.79,,,,,,,,,,,,,,,,,,,1,113.90,,,1,113.90,2,227.79,,,,,,,,,,,,,,
,,,,75~79,,,,,1,190.48,,,,,3,,,,571.43,,,1,190.48,8,1523.81,,,1,190.48,,,,,,,,,,,,,1,190.48,,,,,,,,,,,,,,,1,190.48,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,462.96,,,1,462.96,1,462.96,,,2,925.93,,,,,,,,,,,1,462.96,,,1,462.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,943.40,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.95,1,16.95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.55,,,,,,,,,1,,,,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,27.64,,,1,13.82,,,,,1,,,,13.82,,,,,1,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.82,1,13.82,,,,,,,,,,,,,,,,,,
,,,,35~39,8,98.52,,,1,12.32,1,12.32,,,2,,,,24.63,,,1,12.32,,,,,,,,,,,,,,,1,12.32,,,,,1,12.32,,,,,,,6,73.89,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,10,,,,131.79,,,1,13.18,2,26.36,1,13.18,,,1,13.18,,,,,,,,,,,,,,,,,1,13.18,,,,,,,1,13.18,,,,,,,,,,,,,,,,
,,,,45~49,8,134.82,,,1,16.85,,,,,5,,,,84.26,1,16.85,3,50.56,1,16.85,3,50.56,,,,,,,,,,,2,33.70,,,,,1,16.85,,,,,,,1,16.85,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,63.41,,,,,,,,,3,,,,95.12,,,5,158.53,,,2,63.41,,,,,,,,,,,1,31.71,,,,,,,,,1,31.71,,,1,31.71,,,1,31.71,,,,,,,,,,,,,,,,
,,,,55~59,2,94.74,,,,,,,1,47.37,7,,,,331.60,1,47.37,2,94.74,1,47.37,3,142.11,,,,,,,1,47.37,1,47.37,3,142.11,,,1,47.37,,,,,,,,,1,47.37,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,57.87,1,57.87,,,,,,,3,,,,173.61,,,9,520.83,,,1,57.87,,,,,,,,,1,57.87,1,57.87,,,,,,,,,,,,,,,,,1,57.87,,,,,,,,,,,,,,,,
,,,,65~69,1,85.62,1,85.62,,,,,1,85.62,5,,,,428.08,,,4,342.47,2,171.23,2,171.23,,,,,1,85.62,,,,,4,342.47,,,,,,,,,,,,,,,1,85.62,,,2,171.23,,,,,,,,,,,,,,
,,,,70~74,3,321.20,4,428.27,,,,,2,214.13,1,,,,107.07,2,214.13,8,856.53,2,214.13,,,,,,,,,1,107.07,,,2,214.13,,,1,107.07,1,107.07,,,,,1,107.07,1,107.07,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,174.52,1,174.52,,,,,,,,,,2,349.04,1,174.52,2,349.04,,,,,,,,,,,,,,,,,,,,,,,,,1,174.52,,,,,,,1,174.52,,,,,,,,,,,,,,
,,,,80~84,1,431.03,2,862.07,,,,,,,2,,,,862.07,,,2,862.07,1,431.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,862.07,2,1724.14,,,1,862.07,,,,,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,12.94,,,,,,,,,,,,,,,,,,,,,1,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,12.38,,,,,,,,,,,,,,,,,,,,1,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,14.62,,,,,,,1,14.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,13.83,1,13.83,,,,,,,,,,,,2,27.67,,,,,1,13.83,,,,,,,,,,,1,13.83,,,,,,,,,1,13.83,,,,,1,13.83,,,,,1,13.83,,,,,,,,,,,,
,,,,35~39,,,1,12.38,,,,,,,2,,,,24.76,,,,,,,,,,,,,,,1,12.38,1,12.38,,,,,,,2,24.76,1,12.38,,,1,12.38,,,,,1,12.38,,,1,12.38,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,12.85,,,,,4,51.39,1,12.85,1,12.85,,,1,12.85,1,12.85,,,,,,,,,,,,,1,12.85,,,,,,,,,2,25.70,,,,,,,,,,,,
,,,,45~49,3,47.65,,,1,15.88,1,15.88,,,,,,,,,,,,,,13,206.48,,,3,47.65,1,15.88,1,15.88,4,63.53,,,,,,,1,15.88,,,3,47.65,,,1,15.88,,,,,,,2,31.77,,,,,,,,,,,,
,,,,50~54,2,52.70,,,,,,,,,,,,,,,,1,26.35,,,2,52.70,2,52.70,,,,,1,26.35,1,26.35,,,,,,,,,,,4,105.40,2,52.70,,,,,,,1,26.35,1,26.35,,,,,,,,,,,,
,,,,55~59,,,,,,,1,47.26,,,,,,,,,,,,,,5,236.29,,,4,189.04,,,,,1,47.26,1,47.26,,,,,,,1,47.26,1,47.26,,,,,,,,,1,47.26,,,,,,,,,,,,,,
,,,,60~64,1,53.79,,,1,53.79,,,1,53.79,,,,,,,,,,,,1,53.79,3,161.38,1,53.79,,,1,53.79,3,161.38,,,,,,,,,,,2,107.58,,,1,53.79,,,1,53.79,1,53.79,,,,,1,53.79,,,,,,,,
,,,,65~69,3,252.95,,,1,84.32,,,1,84.32,,,,,,,,,,,,6,505.90,2,168.63,5,421.59,,,4,337.27,2,168.63,,,,,1,84.32,,,,,2,168.63,,,,,,,1,84.32,,,,,1,84.32,2,168.63,,,,,,,,
,,,,70~74,,,,,,,,,1,103.84,,,,,,1,103.84,,,,,3,311.53,1,103.84,5,519.21,,,,,1,103.84,1,103.84,,,,,1,103.84,,,2,207.68,,,,,,,,,1,103.84,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,2,344.83,1,172.41,2,344.83,,,1,172.41,3,517.24,,,,,,,,,,,2,344.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,380.23,,,,,4,1520.91,,,1,380.23,,,,,,,,,,,,,,,,,2,760.46,,,,,,,,,,,2,760.46,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,900.90,,,1,900.90,,,,,,,,,,,,,1,900.90,,,,,,,,,1,900.90,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,13.33,,,,,,,,,,,,,,,,,,,,,,,1,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,11.87,,,1,,,,11.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.87,,,,,,,,,,,,,,,,
,,,,25~29,1,13.83,,,,,1,13.83,,,,,,,,1,13.83,,,,,,,,,,,,,,,,,,,,,1,13.83,,,,,,,,,,,,,1,13.83,,,,,,,,,,,,,,,,
,,,,30~34,1,13.84,,,1,13.84,,,1,13.84,,,,,,,,,,,,,,,,1,13.84,,,,,,,,,,,,,,,,,,,1,13.84,1,13.84,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,12.41,,,,,,,1,12.41,,,,,,4,49.62,1,12.41,2,24.81,,,1,12.41,,,,,,,,,,,,,2,24.81,,,,,,,,,1,12.41,,,1,12.41,,,,,,,,,,,,,,,,
,,,,40~44,5,62.04,,,,,,,1,12.41,,,,,,3,37.23,,,,,1,12.41,,,,,,,,,,,,,,,1,12.41,,,,,,,,,,,1,12.41,2,24.82,,,,,,,,,,,,,,,,
,,,,45~49,3,45.72,2,30.48,2,30.48,,,,,,,,,,4,60.96,,,,,3,45.72,1,15.24,,,1,15.24,2,30.48,1,15.24,,,,,,,,,,,,,,,,,1,15.24,3,45.72,,,,,,,,,,,,,,,,
,,,,50~54,4,91.60,,,,,1,22.90,,,,,,,,3,68.70,,,1,22.90,,,1,22.90,,,,,,,,,,,,,1,22.90,,,1,22.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,89.89,,,,,1,44.94,,,,,,,,6,269.66,,,1,44.94,,,1,44.94,,,3,134.83,1,44.94,1,44.94,,,1,44.94,,,,,,,,,,,,,2,89.89,1,44.94,,,,,,,,,,,,,,,,
,,,,60~64,4,206.29,2,103.15,1,51.57,,,,,,,,,,7,361.01,,,1,51.57,4,206.29,1,51.57,1,51.57,1,51.57,,,,,,,1,51.57,2,103.15,1,51.57,,,,,,,,,1,51.57,,,2,103.15,,,,,,,,,,,,,,
,,,,65~69,2,158.10,1,79.05,1,79.05,,,1,79.05,,,,,,5,395.26,,,1,79.05,7,553.36,1,79.05,1,79.05,1,79.05,,,,,1,79.05,,,3,237.15,1,79.05,,,,,,,,,,,,,4,316.21,,,,,,,,,,,,,,
,,,,70~74,1,102.46,,,,,1,102.46,,,,,,,,3,307.38,,,2,204.92,3,307.38,,,3,307.38,2,204.92,,,,,,,2,204.92,1,102.46,,,,,,,,,,,1,102.46,,,2,204.92,,,,,,,,,,,,,,
