,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,1,65.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,46.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,97.28,,,,,,,,,,,,,,,,,,,,,1,97.28,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.50,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,99.90,,,,,,,,,,,,,,3,299.70,,,,,,,,,,1,99.90,,,1,99.90,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,292.68,1,,,,97.56,,,1,97.56,,,,,,,,,,2,195.12,2,195.12,1,97.56,2,195.12,,,,,,,,,,,,,,
,,,,65~69,1,129.53,1,129.53,,,,,1,129.53,,,,,,1,129.53,2,259.07,1,,129.53,1,129.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,191.94,,,1,191.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,344.83,,,,,,,,1,344.83,,,,,,,,,1,344.83,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,657.89,,,,,1,657.89,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,胰,,骨、關節及關節軟骨,,結直腸癌,,膀胱,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.53,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,79.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,92.25,,,,,,,,,,,,,,,1,92.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,98.91,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.91,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,103.63,,,1,103.63,,,,,,1,103.63,,,1,,103.63,,,,,,,1,103.63,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,99.01,,,,,,,,1,99.01,,,,,,1,99.01,,,,,1,99.01,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,259.07,,,,,,,,,,,,,,,,4,518.13,1,,129.53,,,,,,,,,1,129.53,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,180.18,1,,,,180.18,,,,,,,,,,,,,,1,180.18,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,331.13,2,662.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,1129.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,造血系統及網狀內皮系統,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,,68.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,47.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.42,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,1,72.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,178.25,,,1,89.13,,,1,89.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,124.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,104.60,1,104.60,,,,,2,209.21,,,,,,,,,,,,,,,,,,,1,104.60,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,102.56,1,102.56,,,,,,,,,,,,1,102.56,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,99.90,,,1,99.90,,,,,,,,,,,,,,,,,1,99.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,118.06,,,,,,,,,2,,,,236.13,1,118.06,1,118.06,,,,1,118.06,,,2,236.13,,,,,1,118.06,,,,,,,,,,,,,,,,
,,,,70~74,1,174.83,,,1,174.83,,,2,349.65,1,,,,174.83,1,174.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,354.61,,,2,709.22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,354.61,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,543.48,2,,,,1086.96,,,,,,,,,,,,1,543.48,,,,,,,1,543.48,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1388.89,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,胰,,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,49.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,69.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,86.13,1,86.13,,,,,,,,,,1,,86.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,119.19,,,1,,,,119.19,,,,,1,,119.19,,,,,1,119.19,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,114.16,,,,,,,,,,,,,,,1,114.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,300.60,2,200.40,,,,,,1,100.20,,,,,,,,,,,,1,100.20,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,202.22,3,303.34,,,,,,,,1,101.11,,,,,,1,101.11,1,101.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,109.89,,,,,,,,,,,,,,,,,1,109.89,1,109.89,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,171.82,,,1,171.82,1,171.82,1,,,,171.82,1,171.82,1,171.82,,,,1,171.82,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,321.54,,,,,,,,,,,,,,1,321.54,,,,,,1,321.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,2,1086.96,,,,,,1,543.48,,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,74.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.68,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.66,1,65.66,1,65.66,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81.37,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,106.95,2,213.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,126.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,101.01,1,101.01,,,,,,,,,,1,101.01,1,101.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,102.88,1,102.88,,,,,,,,,,,,1,,102.88,,,,,1,102.88,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,107.07,,,2,214.13,,,1,107.07,,,,,,,,,,,,,,,,,2,214.13,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,337.27,1,168.63,4,674.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,573.07,1,286.53,2,573.07,,,,,,1,286.53,1,286.53,,,,,,1,286.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,581.40,,,,,1,,,,581.40,,,,,,,,1,581.40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,淋巴結,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.78,,,,,,,,,,,,
,,,,45~49,1,95.88,,,,,,,,,,,,,,1,95.88,,,,,,,,,,,,1,95.88,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,131.93,,,,,,,,,,,,,,1,131.93,,,,,,,,,,,,1,131.93,,,1,131.93,1,131.93,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,104.17,1,104.17,,,,,,,,,,,,,1,104.17,1,104.17,,,1,104.17,1,104.17,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,105.04,1,105.04,1,105.04,,,,,,,,,,,,,,,,,1,105.04,,,1,105.04,,,1,105.04,,,1,105.04,,,,,,,,,,
,,,,65~69,3,330.03,1,110.01,,,,,3,330.03,2,,,,220.02,3,330.03,1,110.01,1,,110.01,,,2,220.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,152.21,3,456.62,1,152.21,,,,,,1,152.21,,,,,,,,,,,,,1,152.21,,,,,,,,,,
,,,,75~79,,,,,,,1,266.67,,,,,,,,1,266.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,555.56,,,,,,,,,,,,1,555.56,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.68,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,53.82,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.82,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,64.18,,,,,,,,,,,,,,,,,,1,64.18,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,77.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.25,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,266.31,,,,,4,532.62,,,,,,,,,,,,,,,,,,,,,1,133.16,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,104.49,2,208.99,,,,,,,,1,104.49,1,104.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,108.34,,,5,541.71,,,,,,,,1,108.34,2,216.68,1,,108.34,1,108.34,1,108.34,,,,,,,1,108.34,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,220.51,1,110.25,,,,,,2,220.51,1,110.25,,,,,,,,,,,,,,1,110.25,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,151.98,,,2,303.95,,,,1,151.98,,,,,,,,,1,151.98,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,241.55,,,1,,,,241.55,2,483.09,,,,,,,,,,1,241.55,,,,,1,241.55,,,1,241.55,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1129.94,,,,,,,,,,,,,,,1,564.97,,,,,,,,,,,,,1,564.97,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,78.80,,,,,,,,,,,,1,78.80,,,,,,,,,,,,,,,,,,
,,,,30~34,1,55.46,,,,,,,1,55.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,63.94,,,,,1,63.94,1,63.94,,,,,,,,,,,,,,,1,63.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,144.51,,,,,,,2,144.51,,,,,,,,,,,,,,,,,,,,,,,1,72.25,2,144.51,,,,,,,,,,,,,,
,,,,45~49,4,355.56,,,,,1,88.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,256.41,,,,,,,2,256.41,,,,,,1,128.21,,,,,,,,,,1,128.21,,,,,,,1,128.21,,,,,,,,,,,,,,
,,,,55~59,1,109.77,,,,,,,1,109.77,,,,,,1,109.77,,,,,,,,,,,,1,109.77,,,1,109.77,,,,,,,,,,,,,,,,
,,,,60~64,1,109.29,2,218.58,,,1,109.29,3,327.87,1,,,,109.29,2,218.58,,,,,,,,1,109.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,111.98,,,,,,,,,,,,,,2,223.96,,,1,,111.98,,,,,,,,,,,1,111.98,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,281.29,,,1,140.65,3,,,,421.94,2,281.29,,,,,,,,1,140.65,,,1,140.65,,,2,281.29,1,140.65,,,,,,,,,,,,,,
,,,,75~79,3,700.93,,,,,,,1,233.64,2,,,,467.29,3,700.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,1,558.66,,,,,,,,,,,,,1,558.66,,,,,,,,,,,,
,,,,85+,,,,,1,909.09,,,,,,,,,,,,,,,,,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,胰,,,,,胸腺、心臟與中隔,,結直腸癌,,腎,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,35~39,1,61.80,1,61.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,70.87,,,,,1,,,,70.87,,,,,,,,,,1,70.87,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,86.51,1,86.51,,,,,,,,,,,,1,86.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,119.76,2,239.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,119.47,1,119.47,1,119.47,,,,,,,,,,,,,,,,,,,,,1,119.47,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,108.81,2,217.63,,,1,108.81,1,108.81,,,,,,,,,,,,,,,,,,,,,2,217.63,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,114.03,,,,,,,1,,,,114.03,,,,,1,,114.03,,,1,114.03,1,114.03,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,3,403.23,3,403.23,4,537.63,,,,,,,,,,2,268.82,,,,1,134.41,1,134.41,,,1,134.41,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,2,452.49,2,452.49,,,,,,,,,,,,1,226.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,505.05,1,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,1,59.42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,59.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.42,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,69.25,,,1,,,,69.25,,,1,69.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,81.63,,,,,1,,,,81.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,222.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111.48,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,133.16,2,,,,266.31,,,1,133.16,,,,,,1,133.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,108.11,,,,,,,1,,,,108.11,1,108.11,2,216.22,2,,216.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,232.29,,,1,116.14,,,,,1,,,,116.14,1,116.14,2,232.29,,,,,,1,116.14,,,1,116.14,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,131.23,,,2,,,,262.47,,,9,1181.10,,,,,,,,1,131.23,,,,,3,393.70,,,,,,,,,,,,,,,,
,,,,75~79,2,425.53,,,,,,,,,1,,,,212.77,1,212.77,1,212.77,1,,212.77,1,212.77,,,1,212.77,2,425.53,,,,,,,,,,,,,,,,,,,,
