,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,200.40,3,601.20,,,2,,,,400.80,1,200.40,,,,,,1,200.40,1,200.40,1,200.40,,,,,,,1,200.40,,,,,,,,,,,,
,,,,70~74,,,,,,,1,291.55,,,2,,,,583.09,1,291.55,,,,2,583.09,,,,,,,,,1,291.55,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,502.51,,,,,,,,2,1005.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,900.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,104.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,135.69,,,,,1,135.69,,,,,,,,1,135.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,2,255.10,,,,1,127.55,2,255.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,143.68,,,,,,,,,,1,143.68,,,,,,,,,,2,287.36,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,377.36,,,,,,,,1,188.68,,,,,,,,3,566.04,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,292.40,,,1,292.40,1,292.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,505.05,,,,,2,1010.10,,,1,,,,505.05,,,1,,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其他男性生殖器官,,,直腸與肛門,,肺、支氣管及氣管,,胃,,胸腺、心臟與中隔,,腎盂及其他泌尿系統,,睪丸,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,1,105.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.03,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,1,73.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,106.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,184.16,,,,,1,184.16,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,142.65,1,142.65,2,,,,285.31,1,142.65,1,,142.65,,,1,142.65,,,1,142.65,1,142.65,,,,,1,142.65,2,285.31,,,,,,,,,,
,,,,60~64,3,417.25,1,139.08,,,,,,,,,,,,,,,,,,,2,278.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,176.68,,,,,,,,,,,,,,,,,,,,,1,176.68,,,,,,,,,,,1,176.68,,,,,,,,,,,,
,,,,70~74,,,,,1,283.29,,,,,1,,,,283.29,,,,,,,,,,,,,,,,,,1,283.29,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,1,515.46,1,515.46,1,515.46,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,2222.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,食道,,,,,胸腺、心臟與中隔,,結直腸癌,,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,1,104.38,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,,73.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,74.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,95.69,1,95.69,,,,,1,95.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,164.20,,,,,,,,,1,,,,164.20,,,,,,,,,,,,2,328.41,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,159.74,,,,,2,319.49,2,319.49,,,,,,1,159.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,252.84,1,126.42,,,,,,,,1,126.42,,,,,,,,1,126.42,,,1,126.42,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,137.17,,,1,137.17,1,137.17,,,,,,,,,,,,,1,137.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,171.82,,,,,1,171.82,2,343.64,,,,,,,,,,,,,,,,,1,171.82,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,255.75,,,2,511.51,1,,,,255.75,,,,,,,,,,1,255.75,,,,,1,255.75,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,526.32,,,,,,,,,,,,,,,,,1,526.32,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,後腹膜腔及腹膜,,食道,,,,,喉,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,92.42,,,,,,,,1,92.42,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,152.21,,,,,,,,1,152.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,362.32,,,,,,,,,,,,,,,,1,,181.16,,,1,181.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,128.53,1,128.53,,,,,,,,,,,,,,,1,128.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,138.70,,,1,138.70,,,,,,,,1,,138.70,1,138.70,1,138.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,165.84,2,331.67,1,165.84,,,,,,,,,,,,,1,165.84,1,165.84,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,468.38,1,234.19,,,1,,,,234.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1492.54,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,110.99,,,,,,,,,,,,,,
,,,,45~49,2,272.11,,,,,,,,,,,,,,,,,,,1,136.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,187.97,,,,,,,,1,,187.97,,,1,187.97,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,133.51,,,1,,133.51,,,,,,,,,1,133.51,1,133.51,,,,,,,,,,,,,,,,
,,,,60~64,2,275.48,,,,,,,,,,,,,,,,1,,137.74,,,,,,,,,,,2,275.48,,,,,,,,,,,,,,,,
,,,,65~69,,,1,157.98,1,157.98,,,,,,,,,,1,157.98,1,,157.98,1,157.98,,,1,157.98,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,236.97,1,,236.97,,,,,,,1,236.97,,,1,236.97,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,416.67,,,,,,,,,,1,,416.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,751.88,,,1,751.88,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,1,83.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,103.95,1,103.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,126.42,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,197.24,,,,,,,,,,,1,197.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,138.70,1,138.70,,,,,,,,,,,,,,,,,1,138.70,1,138.70,1,138.70,,,,,,,,,,,,,,,,
,,,,60~64,1,132.63,,,,,3,397.88,,,,,,,,1,132.63,,,,1,132.63,,,1,132.63,1,132.63,,,,,1,132.63,1,132.63,,,,,,,,,,,,
,,,,65~69,1,159.74,,,,,,,2,319.49,,,,,,,,2,,319.49,,,,,,,,,,,2,319.49,2,319.49,1,159.74,,,,,,,,,,,,
,,,,70~74,,,1,224.22,1,224.22,,,3,672.65,1,,,,224.22,,,,,,,,1,224.22,,,,,1,224.22,,,,,1,224.22,,,,,,,,,,,,
,,,,75~79,,,,,,,1,401.61,1,401.61,,,,,,1,401.61,,,,,,,,,,,,,,1,401.61,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1538.46,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,1,82.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,1,82.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,109.77,,,,,,,,,,,,,,,,,,,,,,,,,1,109.77,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,119.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,1,189.04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,298.06,,,,,,,1,149.03,,,,,,1,149.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,264.90,,,1,132.45,,,1,132.45,1,,,,132.45,2,264.90,1,,132.45,,,,,,,,,2,264.90,,,1,132.45,,,1,132.45,,,,,,,,,,
,,,,65~69,1,153.14,,,,,2,306.28,5,765.70,1,,,,153.14,3,459.42,1,,153.14,,,,,1,153.14,,,,,,,,,1,153.14,,,,,,,,,,,,
,,,,70~74,2,436.68,1,218.34,1,218.34,,,2,436.68,1,,,,218.34,,,,,,,,1,218.34,,,,,,,1,218.34,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,369.00,,,1,369.00,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,1,86.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,85.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.15,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,119.76,,,,,,,1,119.76,,,,,,,,,,,,,,,,,,,,,,,1,119.76,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,1,173.31,,,,,,,1,173.31,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,2,,332.78,,,1,166.39,,,,,,,,,1,166.39,,,,,,,,,,,,,,
,,,,60~64,1,132.80,,,,,1,132.80,2,265.60,,,,,,1,132.80,2,,265.60,1,132.80,,,1,132.80,1,132.80,,,1,132.80,,,,,2,265.60,,,,,,,,,,
,,,,65~69,,,,,,,,,1,153.14,,,,,,3,459.42,1,,153.14,,,,,,,,,1,153.14,,,,,,,2,306.28,,,,,,,,,,
,,,,70~74,,,1,208.33,,,,,1,208.33,,,,,,,,,,,,,1,208.33,,,,,,,,,1,208.33,,,,,,,,,,,,,,
,,,,75~79,,,1,327.87,,,,,2,655.74,,,,,,1,327.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,消化器官其他分界不明部位,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,178.25,,,,,,,,,,,,,,1,178.25,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,169.64,,,,,,,,,,1,,84.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,197.63,,,,,,,1,98.81,,,,,,,,1,,98.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,156.49,,,,,,,,1,156.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,384.62,,,,,3,576.92,,,,,,,,1,192.31,,,,,,1,192.31,1,192.31,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,135.14,2,270.27,1,135.14,,,,,,,,,,3,405.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,156.25,,,2,312.50,,,1,,,,156.25,5,781.25,1,,156.25,,,,,,,,,,,1,156.25,1,156.25,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,198.81,,,,,,,,4,795.23,1,,198.81,,,,,,,1,198.81,,,,,1,198.81,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,304.88,,,,,,,,1,304.88,,,,,,,,,,,,,,,,,,2,609.76,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1459.85,,,,,,,,,,1,,729.93,1,729.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1063.83,,,,,,,,,,,,,,,1,1063.83,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,1,144.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.43,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,84.10,1,84.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,92.51,,,,,,,,,,,,,,,,1,,92.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,111.61,,,,,,,2,223.21,,,,,,,,,,,,,,,1,111.61,,,,,1,111.61,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,3,399.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,383.14,,,,,1,191.57,3,574.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,554.02,,,,,,,2,277.01,,,,,,1,138.50,1,,138.50,,,,,1,138.50,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,156.01,3,468.02,,,,,,,,3,,468.02,1,156.01,1,156.01,,,,,,,,,2,312.01,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,189.75,3,,569.26,,,,,1,189.75,,,1,189.75,,,2,379.51,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,311.53,5,1557.63,1,,,,311.53,,,1,,311.53,,,1,311.53,,,2,623.05,,,1,311.53,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,595.24,,,,,,,,2,,1190.48,,,1,595.24,,,1,595.24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,15~19,,,,,1,151.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
