,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其他神經系統,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,1,,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,35.97,,,,,,,,,,,,,,2,,35.97,,,,,,,,,,,,1,17.99,,,,,,,,,,,1,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,42.12,,,,,,,,,,,,,,,,,,,,,,,1,,21.06,,,,,,,,,,,1,21.06,,,,,1,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,31.86,,,,,,,,,,,,,,3,,95.57,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,138.26,,,,,,,,,,,,,,4,,138.26,2,,69.13,1,,34.57,,,,,,,,,,1,34.57,1,34.57,,,,,,,,,1,34.57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,76.05,,,,,,,,,1,,,,38.02,2,,76.05,,,,1,,38.02,3,,114.07,,,2,76.05,1,38.02,,,,,,,,,,,,,1,38.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,41.10,,,,,,,,,,,,,,6,,246.61,,,,2,,82.20,2,,82.20,,,,,,,2,82.20,,,,,,,,,,,,,1,41.10,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,53.02,1,53.02,,,,,,,,,,2,,106.04,,,,1,,53.02,7,,371.16,,,4,212.09,,,,,2,106.04,,,1,53.02,1,53.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,81.83,,,,,,,,,,,,,,2,,163.67,,,,,,,,,,1,81.83,1,81.83,,,,,2,163.67,,,,,1,81.83,,,,,1,81.83,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,153.85,4,,615.38,,,,1,,153.85,,,,,,1,153.85,,,,,1,153.85,,,,,,,,,,,,,1,153.85,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,1,,309.60,,,1,309.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,,735.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,1,,16.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,16.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,16.53,,,1,16.53,1,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,17.91,,,,,,,,,1,,,,17.91,1,,17.91,,,,,,,,,,,,,,,,,,,,,,,,2,35.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,,19.78,,,,,,,,,,,,,,,,,,,,1,19.78,,,1,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,58.60,,,1,29.30,2,58.60,,,,,,,,,,,,,,,,,1,,29.30,,,,,,,1,29.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,109.09,1,36.36,,,1,36.36,,,,,,,,1,,36.36,,,,1,,36.36,,,,,,,,,,,,,,,,,,1,36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,37.72,,,6,226.33,,,1,,,,37.72,2,,75.44,,,,1,,37.72,,,,,,,,,,,,,,,,,,1,37.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,41.24,,,,,3,123.71,,,,,,,,3,,123.71,1,,41.24,1,,41.24,,,,1,41.24,,,1,41.24,,,,,,,2,82.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,51.73,4,206.93,,,1,,,,51.73,6,,310.40,,,,1,,51.73,1,,51.73,,,2,103.47,,,2,103.47,,,,,1,51.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,4,303.03,,,2,,,,151.52,2,,151.52,,,,1,,75.76,2,,151.52,,,,,3,227.27,,,,,,,1,75.76,,,,,2,151.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,3,439.88,,,,,1,146.63,,,1,,,,146.63,,,,,,,,,,,,,,,1,146.63,,,,,1,146.63,,,1,146.63,,,1,146.63,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,299.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,17.31,,,,,1,,,,17.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,16.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,17.56,,,,,,,,,2,,,,35.11,,,,,,,1,,17.56,,,,,,,,,,,,,,,,,,1,17.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,38.65,,,,1,,19.32,,,,1,,19.32,,,,,,,,,,,,,,,,,1,19.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,25.52,,,,,,,,,1,,,,25.52,2,,51.03,,,,,,,1,,25.52,,,,,,,,,,,,,1,25.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,76.16,1,38.08,,,,,1,38.08,1,,,,38.08,,,,,,,,,,,,,1,38.08,1,38.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,5,,,,181.69,,,,,,,,,,,,,,,,,2,72.67,1,36.34,,,2,72.67,,,1,36.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,84.28,,,,,,,2,84.28,5,,,,210.70,,,,1,,42.14,,,,1,,42.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,50.33,,,,,,,,,,,,,,2,,100.65,3,,150.98,1,,50.33,,,,,,1,50.33,5,251.64,,,1,50.33,,,,,1,50.33,1,50.33,,,1,50.33,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,5,,,,365.23,,,,3,,219.14,,,,1,,73.05,,,,,1,73.05,,,,,,,,,1,73.05,,,1,73.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,126.58,,,,,,,1,,,,126.58,1,,126.58,,,,,,,5,,632.91,,,,,,,,,,,,,,,1,126.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,3,,,,900.90,,,,1,,300.30,,,,1,,300.30,,,,,,,,,,,,,,,1,300.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其他男性生殖器官,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.28,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.18,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,17.46,,,,,,,,,,,,,,1,,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,16.76,,,,,,,,,,,,,,2,,33.52,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.76,,,,,,,1,16.76,,,,,,,,,,,,,,,,,,
,,,,35~39,2,34.32,,,,,,,,,1,,,,17.16,2,,34.32,,,,,,,,,,,,,,1,17.16,,,,,1,17.16,,,,,1,17.16,,,1,17.16,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,77.06,1,19.26,1,19.26,,,1,19.26,,,,,,1,,19.26,,,,,,,1,,19.26,1,19.26,1,19.26,1,19.26,,,,,,,,,,,,,,,,,1,19.26,,,1,19.26,,,,,,,,,,,,,,,,
,,,,45~49,4,93.11,1,23.28,,,,,,,1,,,,23.28,3,,69.83,,,,2,,46.55,1,,23.28,,,,,,,,,,,,,,,,,1,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,37.11,,,,,,,,,,,,,,3,,111.32,,,,1,,37.11,,,,,,,,,,,,,,,,,,1,37.11,1,37.11,1,37.11,,,,,,,1,37.11,,,,,,,,,,,,,,,,
,,,,55~59,3,108.19,,,,,1,36.06,1,36.06,,,,,,7,,252.43,,,,,,,2,,72.12,,,1,36.06,2,72.12,,,,,1,36.06,,,,,,,,,,,,,2,72.12,,,1,36.06,,,,,,,,,,,,,,
,,,,60~64,3,127.12,,,,,,,1,42.37,,,,,,3,,127.12,,,,2,,84.75,,,,,,5,211.86,2,84.75,,,1,42.37,,,,,,,2,84.75,,,,,,,2,84.75,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,7,,354.61,,,,,,,4,,202.63,,,,,1,50.66,,,,,,,,,,,2,101.32,,,2,101.32,,,3,151.98,,,,,,,,,,,,,,,,,,
,,,,70~74,2,138.12,,,,,,,,,2,,,,138.12,4,,276.24,2,,138.12,,,,1,,69.06,,,2,138.12,,,1,69.06,,,,,1,69.06,,,,,,,,,,,,,,,2,138.12,,,,,,,,,,,,,,
,,,,75~79,1,120.05,,,,,1,120.05,,,,,,,,3,,360.14,,,,,,,4,,480.19,,,1,120.05,1,120.05,,,,,,,,,,,1,120.05,,,,,,,1,120.05,,,3,360.14,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,273.97,,,,,,,1,,273.97,,,,,,1,273.97,,,,,,,,,,,,,1,273.97,,,,,,,,,,,1,273.97,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,,581.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,胰,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,18.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,18.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,34.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,17.29,,,,,1,17.29,,,,,,,,,,,,,,,,,,,,,,1,17.29,,,,,1,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,18.88,,,,,,,2,37.76,,,,,,,,,1,,18.88,,,,,,,,,,,,,,,,,1,18.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,22.78,,,,,,,,,,,,,,,1,,22.78,,,,,,,,,,,,,1,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,3,105.12,,,,,,1,,35.04,,,,,,,,,,,,,,,,1,35.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,36.90,,,1,36.90,,,7,258.30,,,,,,,,,1,,36.90,,,,,,,1,36.90,1,36.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,42.23,2,84.46,,,6,253.38,,,,,,,,,2,,84.46,,,,,,,,,1,42.23,,,,,,,1,42.23,,,1,42.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,5,248.51,,,,,,1,,49.70,1,,49.70,,,,,,,,,,,,,,,,,1,49.70,1,49.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,135.14,,,,,,,,,2,,135.14,1,,67.57,2,,135.14,,,2,135.14,1,67.57,,,,,2,135.14,,,2,135.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,114.55,,,,,,,,,3,,343.64,2,,229.10,,,,,,,,,,,,,,,,,,1,114.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,252.53,,,,,,,1,252.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,2,,1123.60,,,,,,,,,,,,,,,,,,,1,561.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,男性乳房,,,肝及肝內膽管,,,其他內分泌腺,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,1,20.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.52,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.25,,,1,16.25,,,,,,,,,,,1,16.25,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,18.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,34.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.19,,,,,,,,,,,,,,,,,,,,,1,17.19,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,17.13,,,,,,,,,,,,1,17.13,,,,,,,,,,,,,,,,,,,,,1,17.13,,,,,,,,,,,,,,,,,,
,,,,40~44,5,93.02,1,18.60,,,,,,,,,,,,,,,7,,130.23,,,,1,,18.60,,,,,,,,,1,18.60,2,37.21,,,,,,,,,,,,,,,,,1,18.60,,,,,,,,,,,,,,
,,,,45~49,3,65.13,,,,,,,,,2,,,,43.42,,,,5,,108.55,1,,21.71,,,,3,65.13,,,,,,,2,43.42,,,,,,,,,,,,,2,43.42,,,,,,,,,,,2,43.42,,,,,,,,
,,,,50~54,2,66.96,,,,,,,,,1,,,,33.48,,,,5,,167.39,,,,,,,1,33.48,1,33.48,1,33.48,,,1,33.48,1,33.48,,,,,,,,,,,,,,,,,,,,,,,3,100.44,1,33.48,,,,,,
,,,,55~59,2,73.56,,,,,1,36.78,,,,,,,,,,,8,,294.23,,,,,,,1,36.78,3,110.33,1,36.78,1,36.78,1,36.78,1,36.78,,,,,1,36.78,1,36.78,1,36.78,,,,,,,,,,,1,36.78,2,73.56,,,1,36.78,,,,
,,,,60~64,1,42.52,,,1,42.52,,,1,42.52,1,,,,42.52,,,,16,,680.27,,,,,,,3,127.55,1,42.52,,,,,2,85.03,1,42.52,,,,,,,,,,,1,42.52,,,,,,,,,1,42.52,1,42.52,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,49.90,,,,14,,698.60,,,,1,,49.90,1,49.90,4,199.60,,,,,3,149.70,1,49.90,,,,,,,,,,,3,149.70,,,1,49.90,,,,,1,49.90,,,,,3,149.70,,,,
,,,,70~74,2,136.05,,,1,68.03,,,,,,,,,,1,,68.03,9,,612.24,,,,,,,,,3,204.08,,,,,3,204.08,,,1,68.03,,,,,1,68.03,,,1,68.03,,,1,68.03,1,68.03,,,,,1,68.03,,,3,204.08,,,,
,,,,75~79,1,112.11,,,1,112.11,,,,,,,,,,,,,,,,,,,,,,,,3,336.32,,,,,2,224.22,1,112.11,,,,,,,,,,,1,112.11,,,,,1,112.11,,,,,,,,,,,,,,
,,,,80~84,,,,,1,251.26,,,,,,,,,,,,,2,,502.51,,,,,,,,,2,502.51,,,,,,,,,,,,,,,,,,,1,251.26,,,,,,,,,,,,,,,3,753.77,,,,
,,,,85+,,,,,,,,,,,1,,,,561.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,561.80,,,,,,,,,,,,,,,1,561.80,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
