,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,209.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,168.07,,,,,,,,,,1,,168.07,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,170.36,1,170.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,227.79,,,1,227.79,,,,,,1,227.79,,,,1,,227.79,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,740.74,1,740.74,,,1,740.74,1,,,,740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1923.08,1,,,,1923.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,肺、支氣管及氣管,,喉,,膀胱,,鼻咽,,,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,187.97,,,1,187.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,200.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,163.40,1,,,,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,167.50,,,,,,,,,,,,2,335.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,208.77,2,417.54,1,208.77,1,208.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,314.47,1,314.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,540.54,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,714.29,1,714.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,後腹膜腔及腹膜,,胃,,,食道,,,胰,,,喉,,結直腸癌,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,132.28,,,,,,,,,,
,,,,40~44,1,132.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,227.27,,,,,,,,,,,,,,1,,227.27,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,165.29,,,1,,,,165.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,177.94,2,355.87,,,,,,,,,,,,,,,,,,,,,,,,,,,1,177.94,,,,,,
,,,,65~69,,,,,,,1,194.93,1,194.93,1,,,,194.93,1,194.93,,,,,,,,,,1,194.93,,,,,1,194.93,,,1,194.93,,,,
,,,,70~74,,,1,315.46,,,,,,,,,,,,,,,,,1,,315.46,,,,,,1,315.46,,,,,,,,,,,,
,,,,75~79,1,454.55,,,,,1,454.55,,,1,,,,454.55,,,1,,454.55,,,,,,,,,,,,,,,,,1,454.55,,,,
,,,,80~84,,,,,,,1,847.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1754.39,,,1,1754.39,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,腦,,,膀胱,,,膽囊及肝外膽管,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,45~49,1,151.98,1,151.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,171.82,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,174.22,,,3,522.65,,,,,1,,,,174.22,,,,,,,,,1,,174.22,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,391.39,1,195.69,,,1,,,,195.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,294.99,1,294.99,,,,,,,,,,,,,,,,,,,,1,,294.99,1,294.99,,,,,,,,,,,,,,
,,,,75~79,,,,,1,476.19,,,1,476.19,,,,,,,,,,,1,,476.19,1,,476.19,1,476.19,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,793.65,,,,,,1,793.65,1,,793.65,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,35~39,1,108.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,108.46,,,,,,,,
,,,,40~44,,,,,,,,,1,124.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,220.26,,,,,,,1,220.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,354.61,1,,,,177.30,,,,,,,,,,,,1,177.30,1,177.30,,,1,177.30,,,,,,,,
,,,,60~64,2,347.83,1,173.91,,,1,173.91,,,,,,,,2,347.83,,,,1,,173.91,,,,,,,,,,1,173.91,,,,,,,,
,,,,65~69,,,,,1,190.84,,,2,381.68,,,,,,4,763.36,,,,,,,,,,,,,,,,,,1,190.84,,,,,,
,,,,70~74,1,280.90,,,,,1,280.90,1,280.90,,,,,,1,280.90,1,,280.90,,,,1,,280.90,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,492.61,1,,,,492.61,1,492.61,,,,,,,,,,,,1,492.61,1,492.61,,,,,,,,,,
,,,,80~84,,,,,,,,,1,769.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,,結直腸癌,,,腎盂及其他泌尿系統,,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,140.06,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,137.74,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,112.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,143.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,182.82,,,1,182.82,,,,,1,,,,182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,176.37,1,176.37,,,,,,,,,,1,176.37,,,,1,,176.37,,,,,,1,176.37,,,,,,,,,,,,
,,,,65~69,,,1,185.87,,,1,185.87,,,,,,,,,,1,,185.87,,,,,,,,,,,,,1,185.87,2,371.75,,,,,,
,,,,70~74,,,,,1,265.25,1,265.25,1,265.25,,,,,,,,1,,265.25,,,,1,,265.25,,,,,,,,,1,265.25,,,,,,
,,,,75~79,,,,,1,431.03,1,431.03,1,431.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,819.67,,,,,,,,,,,,,,,,,,,,1,819.67,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1315.79,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,30~34,,,,,,,1,118.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,104.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,122.55,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122.55,,,,,,
,,,,45~49,,,,,,,1,136.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,191.20,,,,,1,191.20,1,191.20,1,,,,191.20,,,,,,,,,,,,,,1,191.20,,,,,,,1,191.20,,,,
,,,,55~59,,,,,,,1,208.33,,,,,,,,,,,,,,,,,,,1,208.33,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,347.22,,,1,,,,173.61,,,2,,347.22,,,,,,,,,,,,,,,,,1,173.61,,,,
,,,,65~69,1,180.83,,,,,1,180.83,,,,,,,,,,,,,,,,,,,,,,,,,1,180.83,,,1,180.83,,,,
,,,,70~74,,,,,1,250.00,,,1,250.00,,,,,,,,1,,250.00,1,,250.00,,,,,,,,1,250.00,,,,,1,250.00,,,,
,,,,75~79,,,,,,,,,,,2,,,,823.05,,,1,,411.52,,,,1,,411.52,,,,,,,,,,,1,411.52,,,,
,,,,80~84,,,1,826.45,,,2,1652.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1265.82,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,造血系統及網狀內皮系統,,,喉,,,結直腸癌,,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,121.65,,,1,121.65,,,,,,,,,,
,,,,45~49,1,131.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,167.50,,,,,,,1,,,,167.50,,,,,,,,,1,,167.50,,,,,,,,,,,,,,,,
,,,,55~59,1,229.36,,,,,1,229.36,,,,,,,,,,1,,229.36,1,,229.36,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,170.65,,,,,,,,,,,,,,,,,,1,170.65,,,,,,
,,,,65~69,2,383.14,,,,,,,3,574.71,1,,,,191.57,1,191.57,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,235.29,3,705.88,,,2,470.59,,,,,,,,,,,,,,,,,,,1,235.29,,,1,235.29,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,1,,400.00,,,,,,,,,1,400.00,1,400.00,,,,
,,,,80~84,,,,,1,671.14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,671.14,,,1,671.14,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,膽囊及肝外膽管,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,1,183.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,109.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,115.47,,,,,,,1,115.47,,,,,,,,,,,1,,115.47,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,132.10,,,,,,,,,,1,132.10,1,132.10,,,,,,,,,,,,
,,,,50~54,1,154.32,,,1,154.32,,,,,1,,,,154.32,,,,,,,,,,,,1,154.32,,,,,,,,,,,,,,
,,,,55~59,1,230.95,,,2,461.89,,,,,2,,,,461.89,,,1,,230.95,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,177.62,,,3,532.86,,,,,,,,,,,,1,,177.62,,,,1,,177.62,,,,,,,,,,,1,177.62,,,,
,,,,65~69,2,371.06,,,7,1298.70,,,,,,,,,,1,185.53,1,,185.53,,,,,,,,,,,1,185.53,,,,,,,,,,
,,,,70~74,,,,,1,234.74,,,,,,,,,,1,234.74,,,,,,,,,,,,,,,,1,234.74,,,,,,,,
,,,,75~79,,,,,1,384.62,,,,,,,,,,,,1,,384.62,,,,,,,1,384.62,,,,,,,1,384.62,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,腎,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,40~44,,,,,,,2,230.15,1,115.07,,,,,,,,,,,,,,,,,,,1,115.07,,,,,,,,,,,,
,,,,45~49,1,126.42,,,,,1,126.42,,,,,,,,,,,,,,,,,,,1,126.42,,,,,1,126.42,,,,,,,,
,,,,50~54,4,601.50,,,3,451.13,3,451.13,,,1,,,,150.38,1,150.38,1,,150.38,,,,1,,150.38,,,,,1,150.38,,,,,1,150.38,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,1,,219.30,1,,219.30,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,1,,180.18,,,,,,,,,,,,,,,1,180.18,,,,,,
,,,,65~69,1,184.50,,,,,1,184.50,,,,,,,,,,,,,2,,369.00,1,,184.50,,,,,,,,,,,,,,,,
,,,,70~74,,,1,222.22,,,6,1333.33,,,1,,,,222.22,1,222.22,,,,,,,1,,222.22,,,,,,,,,,,3,666.67,,,,
,,,,75~79,,,,,,,1,357.14,,,,,,,,,,,,,,,,1,,357.14,,,,,,,,,,,1,357.14,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,684.93,,,,,,,,,,,,,,,,1,684.93,,,1,684.93,,,,
,,,,85+,1,1176.47,,,,,,,,,,,,,,,,1,,1176.47,,,,,,,,,,,,,1,1176.47,,,1,1176.47,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,食道,,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,35~39,1,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,219.78,1,109.89,,,,,,,,,,,,,,,,,,,,,,,,,,,1,109.89,,,,,,,,,,
,,,,45~49,1,125.63,,,,,1,125.63,1,125.63,,,,,,,,1,,125.63,,,,,,,1,125.63,,,,,,,,,,,,,,
,,,,50~54,3,425.53,,,,,,,,,,,,,,1,141.84,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,209.21,1,209.21,3,627.62,,,,,,1,209.21,1,,209.21,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,189.75,,,,,,,3,569.26,,,,,,1,189.75,,,,,,,1,,189.75,,,,,,,,,,,,,,,,
,,,,65~69,1,183.49,,,,,,,,,,,,,,2,366.97,2,,366.97,,,,,,,,,,,,,1,183.49,,,,,,,,
,,,,70~74,,,,,,,2,422.83,,,,,,,,,,3,,634.25,1,,211.42,,,,,,3,634.25,,,,,,,,,,,,
,,,,75~79,,,,,,,,,3,996.68,,,,,,1,332.23,2,,664.45,,,,,,,,,,,,,1,332.23,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,598.80,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1176.47,1,1176.47,1,,,,1176.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,147.28,,,,
,,,,30~34,,,,,1,173.01,,,,,,,,,,,,,,,,,,,,,,,,,1,173.01,,,,,,,,,,
,,,,35~39,2,264.55,,,,,,,,,1,,,,132.28,,,2,,264.55,,,,,,,,,,,,,,,,,1,132.28,,,,
,,,,40~44,1,108.34,,,,,1,108.34,,,,,,,,1,108.34,,,,,,,,,,,,,,,,,,,,1,108.34,1,108.34,,
,,,,45~49,,,,,,,,,3,369.00,,,,,,,,,,,1,,123.00,1,,123.00,,,,,,,,,,,,,,,,
,,,,50~54,1,132.80,,,,,,,1,132.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,193.42,,,,,,,1,193.42,,,,,,,,,,,,,,,,,1,193.42,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,212.31,,,,,,1,212.31,,,,,,,,,,,,,,,,,,1,212.31,,,,,,
,,,,65~69,2,363.64,1,181.82,,,,,2,363.64,1,,,,181.82,,,,,,2,,363.64,1,,181.82,1,181.82,,,,,,,,,,,,,1,181.82
,,,,70~74,1,207.47,,,,,,,,,3,,,,622.41,1,207.47,,,,,,,,,,1,207.47,1,207.47,,,1,207.47,,,,,,,,
,,,,75~79,1,303.03,,,1,303.03,,,5,1515.15,1,,,,303.03,5,1515.15,,,,1,,303.03,,,,,,,,,,,,,,,,,,1,303.03
,,,,80~84,,,,,,,,,1,591.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,591.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,造血系統及網狀內皮系統,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,231.48,,,,,,,,,,,,
,,,,35~39,,,,,,,1,146.41,,,,,,,,,,,,,,,,,,,,,,,,,1,146.41,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,110.74,,,,,,1,,110.74,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,370.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
