,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,266.67,,,,,,,,,,,,1,,266.67,1,,266.67,,,,,,,,,1,266.67,,,,,,,,,,,,,,
,,,,70~74,,,1,383.14,,,1,383.14,,,1,,,,383.14,,,,,,,,,,1,,383.14,,,1,383.14,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1886.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,胰,,,胸腺、心臟與中隔,,,結直腸癌,,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,35~39,1,127.23,,,,,,,,,1,,,,127.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,193.05,1,193.05,,,,,,1,,193.05,1,,193.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,169.20,,,,,,,,,,,,,,,,,,,,,,,,,,2,338.41,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,180.51,,,,,1,,,,180.51,,,,,,,,,,1,,180.51,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,502.51,1,251.26,,,,,,,,,,,,,,,1,,251.26,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,380.23,,,,,,,1,,,,380.23,1,,380.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,3,,,,1734.10,,,,,,,1,,578.03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,胃,,,胰,,,結直腸癌,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,149.70,,,,,,,,,,,,,,,,
,,,,45~49,1,179.53,,,,,,,2,359.07,1,,,,179.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,177.30,,,,,,,,,,,,,,,,,,,,,,,,,,1,177.30,1,177.30,,,,,,,,,,,,,,
,,,,60~64,,,1,174.83,,,1,174.83,1,174.83,,,,,,,,,1,,174.83,,,,1,,174.83,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,5,,,,1193.32,1,,238.66,1,,238.66,1,,238.66,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,367.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,900.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,結直腸癌,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,1,153.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,168.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,6,1027.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,336.70,,,,,1,168.35,2,336.70,,,,,,,,,,,,,,,,,,,,1,168.35,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,230.95,1,230.95,1,,,,230.95,,,,1,,230.95,1,,230.95,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,350.88,1,350.88,,,,,,,1,,,,350.88,,,,,,,,,,1,,350.88,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,,555.56,,,,,,,1,555.56,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1000.00,1,,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,結直腸癌,,,腎,,,腎盂及其他泌尿系統,,腦,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,132.63,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,112.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,145.14,,,,,,,,,,,,1,,145.14,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,170.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,460.83,,,,,,,,,,,,,,,,,1,,230.41,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,529.10,,,1,,,,176.37,1,,176.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,172.71,1,172.71,1,172.71,1,,,,172.71,,,,,,,1,,172.71,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,217.39,1,217.39,,,,,1,217.39,,,,,,,,,,,,1,,217.39,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,328.95,,,,1,,328.95,,,,,,,1,328.95,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,1069.52,,,1,,,,534.76,,,,,,,,,,,,,,,,,1,534.76,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,造血系統及網狀內皮系統,,,結直腸癌,,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,1,125.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,1,,108.58,,,,,,1,108.58,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,141.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,170.94,,,,,,,,,1,,,,170.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,187.27,,,,,,,,,,,,,,,,,1,,187.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,344.83,1,172.41,1,,,,172.41,,,,2,,344.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,403.23,,,,,,,,,,,,,,,,,,,,1,201.61,,,,,,,,,,,,,,,,
,,,,70~74,,,1,315.46,,,,,,,1,,,,315.46,1,,315.46,,,,,,,1,,315.46,,,,,,,1,315.46,,,,,,,,,,
,,,,75~79,,,,,1,543.48,2,1086.96,1,543.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1063.83,,,,,,,2,2127.66,,,,,,,,
,,,,85+,,,,,1,1515.15,,,,,,,,,,,,,,,,,,,1,,1515.15,,,,,1,1515.15,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胰,,,腎盂及其他泌尿系統,,,膀胱,,,鼻咽,,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,,112.36,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,134.05,,,,,,,,,,,,,,1,,134.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,428.27,1,214.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,202.43,,,,,,,,,,,,,,,,
,,,,60~64,1,184.84,,,,,3,554.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,393.70,,,,,,,1,,196.85,1,,196.85,,,1,196.85,,,,,,,,,,,,,,
,,,,70~74,2,604.23,,,,,1,302.11,,,1,,,,302.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,529.10,,,,,,,,,,,,,,,,2,,1058.20,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1428.57,,,2,2857.14,,,,,,,,,,,1,,1428.57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,35~39,1,113.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,310.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,374.53,,,,,,,,,1,,187.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,441.50,,,,,,,,,,,,1,,220.75,,,,,,1,220.75,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,574.71,,,,,,,,,1,,191.57,,,,,,,,,1,191.57,1,191.57,1,191.57,,,,,,,,,,
,,,,65~69,,,1,191.57,1,191.57,,,3,574.71,,,,,,3,,574.71,,,,,,,,,,,,,,,,1,191.57,,,,,,,,,,
,,,,70~74,,,1,283.29,,,1,283.29,1,283.29,1,,,,283.29,2,,566.57,,,,,,,,,,,,,,1,283.29,1,283.29,1,283.29,,,,,,,,
,,,,75~79,,,,,,,,,2,990.10,,,,,,2,,990.10,,,,1,,495.05,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1010.10,2,2020.20,,,,,,,,,,,,,,,1,,1010.10,1,1010.10,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1492.54,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,1,167.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,110.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,124.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,323.62,,,,,,,,,1,,,,161.81,,,,,,,,,,1,,161.81,,,,,,,,,1,161.81,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,179.21,1,,179.21,,,,,,,,,,,,1,179.21,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,,233.64,,,,,,,,,,1,233.64,,,,,,,,,,,,,,,,
,,,,60~64,1,183.49,,,,,,,,,2,,,,366.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,188.68,1,188.68,1,,,,188.68,1,,188.68,1,,188.68,,,,,,,,,,,1,188.68,,,,,1,188.68,,,,,,
,,,,70~74,,,1,276.24,,,,,,,2,,,,552.49,1,,276.24,,,,,,,,,,,,,,1,276.24,1,276.24,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,465.12,1,,465.12,,,,,,,,,,,,,,,,,,,,1,465.12,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,934.58,,,,,,,1,934.58,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,,1666.67,,,,,,,,,,,,,,1,1666.67,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胸腺、心臟與中隔,,,結直腸癌,,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,1,140.45,,,,,,,,,,,,,,,,,,,,,,,,,,1,140.45,,,,,,,,,,,,,,,,
,,,,30~34,1,136.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,119.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,152.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,177.62,,,,,,,3,532.86,,,,,,,,,,,,1,,177.62,2,,355.24,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,481.93,1,,,,240.96,,,,,,,,,,1,,240.96,,,1,240.96,,,,,,,,,,,,,,
,,,,60~64,,,,,1,184.16,1,184.16,1,184.16,,,,,,2,,368.32,,,,,,,,,,,,1,184.16,1,184.16,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,580.27,2,,,,386.85,1,,193.42,1,,193.42,,,,2,,386.85,,,3,580.27,,,1,193.42,,,,,,,,,,
,,,,70~74,,,,,,,,,1,255.10,2,,,,510.20,4,,1020.41,,,,,,,2,,510.20,,,1,255.10,1,255.10,2,510.20,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,420.17,,,,,,,,,,,,,,,,1,420.17,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,900.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1666.67,,,,,,2,,3333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,119.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,234.47,,,,,2,234.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,146.41,,,,,,,,,,
,,,,50~54,,,,,,,1,173.31,,,,,,,,,,,,,,,,,1,,173.31,1,173.31,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,229.36,,,,,,,,,,,1,,229.36,,,,1,,229.36,1,229.36,,,,,,,,,,,,,,,,
,,,,60~64,,,1,193.80,1,193.80,5,968.99,,,1,,,,193.80,2,,387.60,,,,,,,1,,193.80,,,,,,,,,1,193.80,,,,,,,,
,,,,65~69,,,,,,,2,398.41,1,199.20,,,,,,1,,199.20,4,,796.81,1,,199.20,,,,,,1,199.20,1,199.20,,,1,199.20,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,236.41,4,,945.63,,,,,,,,,,,,,,,1,236.41,,,,,,,,
,,,,75~79,,,,,1,403.23,,,,,,,,,,1,,403.23,,,,,,,,,,,,,,,,1,403.23,,,1,403.23,1,403.23,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,847.46,,,,,,,,,,,,,,,,,1,847.46,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1851.85,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,食道,,,胸腺、心臟與中隔,,,結直腸癌,,,膀胱,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,1,,147.71,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,118.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,136.99,,,,,1,136.99,,,1,,,,136.99,1,,136.99,,,,1,,136.99,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,158.73,,,,,1,158.73,,,1,,,,158.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,206.19,1,206.19,2,412.37,1,206.19,3,,,,618.56,1,,206.19,,,,,,,,,,,,1,206.19,,,,,,,,,,,,,,
,,,,65~69,2,401.61,,,2,401.61,1,200.80,,,,,,,,,,,,,,,,,1,,200.80,,,,,,,,,,,,,,,,,,
,,,,70~74,1,232.02,,,1,232.02,1,232.02,1,232.02,1,,,,232.02,,,,,,,,,,,,,1,232.02,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,754.72,1,377.36,,,,,,1,,377.36,1,,377.36,,,,1,,377.36,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,757.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,,胸腺、心臟與中隔,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
