,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,主唾液腺,,甲狀腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,,,,胃,,,食道,,,喉,,,腦,,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,1,96.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,1,,64.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,79.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,1,,115.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,238.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,188.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,207.47,,,,,,,,,,,,,,,,1,,207.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,131.58,,,,,2,263.16,,,1,,,,131.58,2,,263.16,,,,,,,,,,,,1,131.58,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,137.55,,,1,,,,137.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,460.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,喉,,,結直腸癌,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,92.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,92.59,1,92.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,1,,72.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,100.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,194.93,,,,,,,,,,,1,,194.93,,,,1,,194.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,,204.50,1,,204.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,150.83,2,301.66,,,,,,,,,1,,150.83,1,,150.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,131.41,,,,,2,262.81,1,,,,131.41,3,,394.22,2,,262.81,,,,3,,394.22,1,131.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,3,642.40,,,,,,1,,214.13,,,,1,,214.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,383.14,1,,383.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1176.47,,,,,,1,,1176.47,,,,1,,1176.47,,,,2,2352.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2702.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.25,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.07,1,67.07,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,3,278.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,178.25,1,178.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,199.60,,,,,,,,,,,,,,1,,199.60,,,,,,,,,,,,,,,,1,199.60,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,1,,198.41,1,,198.41,,,,,,,,1,198.41,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,171.53,,,,1,,171.53,,,,1,,171.53,,,,,,,,,,,1,171.53,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,132.45,1,,132.45,,,,,,,,,,,,,,1,132.45,,,,,,,1,132.45,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,,197.63,1,,197.63,,,,,,1,197.63,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,359.71,,,,,1,,,,359.71,,,,2,,719.42,,,,1,,359.71,,,,,1,359.71,,,,,1,359.71,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,884.96,1,,884.96,1,,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86.21,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,,85.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.63,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,62.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,,77.46,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.46,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,1,,147.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,210.53,,,,,,,,,,,,,,,,,,,,,,1,210.53,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,3,,554.53,,,,,,,1,,184.84,,,,,,,1,184.84,,,,,,,,,,,,,,,,,,
,,,,65~69,1,133.16,1,133.16,1,133.16,,,,,,,,,,,,,2,,266.31,,,,,,,1,133.16,,,,,,,,,,,,,,,,,1,133.16,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,182.15,,,,,,,2,,364.30,,,,,1,182.15,,,1,182.15,1,182.15,,,2,364.30,,,,,,,,,,
,,,,75~79,,,,,,,,,1,326.80,,,,,,1,,326.80,1,,326.80,,,,,,,,,,,,,,,,,,,,,1,326.80,,,1,326.80,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,751.88,,,,1,,751.88,,,,,,,,,,,,,,,,,,,,,,,,,1,751.88,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,,70.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,56.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,70.82,,,,,,,2,141.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.82,1,70.82,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,117.23,2,,234.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,216.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,,179.86,1,,179.86,,,,,,,,,1,179.86,,,1,179.86,1,179.86,,,1,179.86,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,384.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,192.31,,,,,,,,,,
,,,,65~69,,,1,136.99,,,,,,,,,,,,1,,136.99,2,,273.97,,,,,,,,,,,,,,,1,136.99,,,,,,,,,,,,,,,,
,,,,70~74,1,166.39,,,1,166.39,1,166.39,2,332.78,,,,,,,,,4,,665.56,,,,,,,,,1,166.39,1,166.39,,,,,1,166.39,,,1,166.39,,,,,,,,,,
,,,,75~79,,,,,,,,,3,914.63,,,,,,,,,2,,609.76,,,,3,,914.63,1,304.88,,,,,,,,,1,304.88,,,2,609.76,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,2,,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,胸腺、心臟與中隔,,,結直腸癌,,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.18,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.41,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,61.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,50.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,63.69,1,63.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.69,,,,,,,,,,,,,,
,,,,45~49,1,97.94,,,,,,,,,,,,,,,,,,,,1,,97.94,,,,,,,,,,,,,,1,97.94,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,201.21,,,,,,,,,,,,,,,,,,,,,,,,,,1,201.21,,,1,201.21,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,346.02,,,1,,,,173.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,200.40,,,,,,,1,200.40,1,,,,200.40,,,,1,,200.40,,,,,,,,,1,200.40,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,139.28,1,139.28,1,,,,139.28,,,,,,,,,,1,,139.28,,,,,,,,,,,1,139.28,2,278.55,,,,,,,,,,,,
,,,,70~74,,,,,,,3,486.22,2,324.15,3,,,,486.22,1,,162.07,1,,162.07,,,,1,,162.07,,,,,,,,,1,162.07,,,1,162.07,,,,,,,,,,,,
,,,,75~79,,,1,263.85,,,1,263.85,,,1,,,,263.85,,,,,,,,,,1,,263.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,662.25,,,1,,,,662.25,,,,,,,,,,,,,1,662.25,,,,,,,,,,,1,662.25,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1612.90,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胸腺、心臟與中隔,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.94,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,1,,67.57,,,,,,,,,,,1,67.57,,,,,,,,,,,,,,
,,,,35~39,,,,,1,50.18,1,50.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,62.85,1,62.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.85,,,,,,,,,,,,,,
,,,,45~49,2,169.20,,,,,1,84.60,,,,,,,,,,,,,,1,,84.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,363.64,,,1,,,,181.82,1,,181.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,200.00,,,,,,,1,200.00,,,,,,,,,,,,1,,200.00,,,,,,1,200.00,,,1,200.00,,,,,,,,,,,,,,,,,,
,,,,65~69,2,309.12,,,,,1,154.56,,,3,,,,463.68,,,,,,,2,,309.12,,,,,,,,2,309.12,,,,,,,,,2,309.12,,,,,,,,,,
,,,,70~74,1,154.08,,,,,1,154.08,1,154.08,6,,,,924.50,1,,154.08,2,,308.17,,,,,,,1,154.08,1,154.08,4,616.33,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,261.10,,,1,261.10,,,5,,,,1305.48,,,,1,,261.10,,,,,,,,,,,1,261.10,,,,,,,1,261.10,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,574.71,,,,2,,1149.43,,,,,,,,,,,1,574.71,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,1,74.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,67.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.71,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,48.54,,,,,,,,,1,,,,48.54,,,,,,,1,,48.54,1,,48.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,59.14,,,,,,,,,1,,,,59.14,1,,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,78.86,,,,,,,,,,,,,,,3,,236.59,1,,78.86,1,,78.86,,,,,,,,,1,78.86,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,156.99,,,,,,,,,,,,,,,,,,,1,156.99,,,,,,,,,,,,,,,,,,
,,,,60~64,1,198.41,,,,,,,,,,,,,,,,,1,,198.41,1,,198.41,,,,,,1,198.41,1,198.41,,,,,2,396.83,,,1,198.41,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,350.88,1,,175.44,2,,350.88,,,,,,,,,,,1,175.44,,,2,350.88,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,145.14,,,,,2,,,,290.28,,,,3,,435.41,1,,145.14,,,,,,,,,,1,145.14,1,145.14,,,1,145.14,1,145.14,,,,,,,,,,
,,,,75~79,,,,,1,242.13,,,,,2,,,,484.26,,,,2,,484.26,1,,242.13,,,,,,,,,,,,,,,,,,2,484.26,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,549.45,,,,,,,1,549.45,,,1,549.45,,,,,,,,,1,549.45,,,,,,,,,,
,,,,85+,,,,,,,,,1,1176.47,,,,,,1,,1176.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.98,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.72,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,54.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,48.15,,,,,,,,,,,,,,,,,,,,,,,,,1,48.15,,,,,,,,,,,,
,,,,40~44,1,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,71.43,,,,,,,,,,,,,,,,,,,,1,,71.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,133.51,,,,,,,,,,,,1,,133.51,,,,,,,,,,1,133.51,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,204.50,,,1,204.50,,,,,2,,,,409.00,,,,1,,204.50,1,,204.50,,,,,,,,,,,,1,204.50,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,193.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,193.42,,,,,1,193.42,,,,,,,,,,
,,,,65~69,,,,,,,,,,,4,,,,764.82,,,,2,,382.41,3,,573.61,1,,191.20,,,,,1,191.20,,,1,191.20,1,191.20,2,382.41,,,,,1,191.20,,,,,,
,,,,70~74,1,147.06,,,,,,,,,1,,,,147.06,,,,,,,2,,294.12,2,,294.12,,,,,,,,,1,147.06,,,,,,,1,147.06,,,,,,,,
,,,,75~79,,,,,,,,,1,224.22,,,,,,1,,224.22,,,,2,,448.43,1,,224.22,,,1,224.22,,,,,1,224.22,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,512.82,,,,,,,,,1,512.82,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
