,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,71.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,110.74,,,,,2,,221.48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,122.40,,,2,244.80,1,122.40,1,,,,122.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,130.38,1,130.38,,,3,391.13,,,,,,,,1,130.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,197.63,,,,,1,197.63,1,,,,197.63,,,,,1,197.63,,,,1,197.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,309.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,450.45,,,,,,,1,450.45,,,,,,,,1,450.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,膀胱,,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,159.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,110.25,,,,,,,,1,110.25,,,,,,1,110.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,122.55,1,122.55,,,2,245.10,,,,,,,,1,122.55,,,,,,1,122.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,126.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,181.82,,,,,1,181.82,1,,,,181.82,1,181.82,1,181.82,1,181.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,292.40,,,,,,,1,292.40,1,,,,292.40,1,292.40,,,,,,,,,,1,292.40,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,425.53,,,,,,,,,,,,,,1,425.53,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,892.86,1,892.86,,,1,,892.86,,,1,892.86,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,2777.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,後腹膜腔及腹膜,,胃,,食道,,胰,,,喉,,腎,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,64.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,51.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,64.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,84.96,,,,,,,,,,,,1,84.96,,,,,,,,,,,,,,,,,,
,,,,40~44,1,117.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,172.41,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,340.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,120.05,,,,,,,,,,1,120.05,,,,,,1,120.05,,,1,120.05,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,126.90,,,1,,,,126.90,1,126.90,3,380.71,,,,,,1,126.90,1,126.90,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,2,349.04,,,1,,174.52,,,,,1,174.52,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,275.48,1,275.48,2,,,,550.96,,,2,550.96,,,,,,,,,,,,1,275.48,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,819.67,,,1,409.84,,,,,,,,,,,,,,1,409.84,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,,膀胱,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,52.55,,,,,,,,,,,,,,,,,,,1,52.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,53.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,82.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,165.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,242.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,117.51,1,117.51,1,117.51,1,117.51,,,1,,,,117.51,2,235.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,2,256.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,324.15,,,,,,,2,,324.15,1,162.07,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,257.73,,,,,,,,,,1,257.73,2,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,431.03,,,2,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,2439.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,,結直腸癌,,腎,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,56.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,59.07,1,59.07,,,,,,,,,,,,1,59.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,101.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,163.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,252.21,,,,,,,,,,,,,,,,,,,2,252.21,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,116.01,,,,,,1,116.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,128.87,,,,,2,257.73,,,,,,,,,,,,,,,1,128.87,,,,,1,128.87,1,128.87,,,,,,,,,,,,,,,,
,,,,65~69,,,1,153.61,,,1,153.61,1,153.61,1,,,,153.61,,,1,153.61,1,153.61,1,,153.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,251.26,,,,,,1,251.26,,,,,,,,,,,,,,,,,,1,251.26,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,5,2074.69,2,829.88,,,,,,1,414.94,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,775.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,,骨、關節及關節軟骨,,喉,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,1,61.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,51.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.13,,,,,,,,,,,,,,
,,,,35~39,,,1,75.87,1,75.87,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.87,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,141.04,,,,,,,,,,2,282.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,116.55,,,,,2,233.10,,,,,,,,2,233.10,2,233.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,130.55,,,,,,,,,,,,,,1,130.55,,,1,130.55,1,,130.55,,,,,1,130.55,1,130.55,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,147.06,,,,,,,,,,2,294.12,1,147.06,,,,,,1,147.06,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,239.23,,,,,,,,,,1,239.23,1,239.23,,,,,,,,,,,,1,239.23,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,409.84,,,,,,,,1,409.84,1,409.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,694.44,,,,,,,,,,,,,,,,,,,,,,1,694.44,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,喉,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,,,,,1,73.10,,,,,,,,,,1,73.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,91.66,,,,,,,,,,,,,,,,,,,,,,,,,1,91.66,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,2,259.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,162.07,,,,,,,,,,,,1,162.07,,,,,,,,,,,,1,162.07,,,,,,,,,,,,,,,,
,,,,55~59,1,116.69,,,,,3,350.06,,,,,,,,2,233.37,,,1,116.69,,,,,,,,1,116.69,1,116.69,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,390.12,,,,,,,,,,1,130.04,1,130.04,1,,130.04,1,130.04,,,1,130.04,1,130.04,,,,,,,,,,,,,,,,,,
,,,,65~69,1,145.14,,,1,145.14,,,,,,,,,,2,290.28,,,,,1,,145.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,217.39,,,,,,1,217.39,,,2,434.78,,,,,,1,217.39,,,,,,,1,217.39,1,217.39,,,,,,,,,,,,
,,,,75~79,,,1,404.86,,,,,,,1,,,,404.86,1,404.86,,,2,809.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,,689.66,,,,,,,,,,,,,1,689.66,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,造血系統及網狀內皮系統,,,喉,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,63.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,63.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,71.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,170.65,,,,,,,,,,,,,,,,,,,,,,,,,,,1,170.65,,,,,,,,,,,,,,
,,,,55~59,1,119.76,,,,,1,119.76,,,,,,,,,,2,239.52,1,119.76,,,,1,119.76,,,,,,,1,119.76,,,,,,,,,,,,,,,,
,,,,60~64,,,1,129.03,,,,,,,4,,,,516.13,,,,,,,,,,,,1,129.03,1,129.03,2,258.06,,,1,129.03,,,,,,,,,,,,,,
,,,,65~69,,,1,144.72,,,2,289.44,2,289.44,1,,,,144.72,1,144.72,3,434.15,1,144.72,,,,,,,,,,1,144.72,,,2,289.44,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,214.13,,,1,,,,214.13,,,1,214.13,1,214.13,1,,214.13,,,,,,,,,,,1,214.13,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,377.36,,,,,,,,,,,,,,,,,,,,1,377.36,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,3,1851.85,,,,,,,,2,1234.57,,,,,,,,,,,,,,,,1,617.28,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1785.71,,,,,,,,,,1,1785.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,,胰,,造血系統及網狀內皮系統,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,1,67.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.96,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,66.71,,,,,,,,,,,,,,,,1,66.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,383.63,1,127.88,1,,,,127.88,,,,,,,,,,,,,,,,1,127.88,1,127.88,1,127.88,,,,,,,,,,,,,,
,,,,60~64,,,1,127.23,1,127.23,3,381.68,,,4,,,,508.91,,,,,1,127.23,,,,,,1,127.23,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,143.47,,,1,,,,143.47,1,143.47,,,,,,,,1,143.47,,,,,,,,,,,2,286.94,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,399.20,,,,,,,,,,2,399.20,2,,399.20,1,199.60,,,,,,,,,1,199.60,1,199.60,,,,,,,,,,,,
,,,,75~79,,,1,350.88,,,1,350.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,704.23,1,704.23,3,,,,2112.68,,,,,,,,,,,,,,1,704.23,1,704.23,,,,,1,704.23,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1449.28,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,男性乳房,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.52,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.02,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,63.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,65.79,,,,,,,1,65.79,,,,,,,,,,,,,,,,,,,,,1,65.79,,,,,,,1,65.79,,,,,,,,,,
,,,,40~44,,,,,,,,,1,81.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,166.39,,,,,,,,,,,,,,,,,,,,,,,1,166.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,134.59,,,,,2,269.18,,,,,,1,134.59,,,2,269.18,,,,,,1,134.59,,,,,,,,,1,134.59,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,127.88,,,2,255.75,1,,127.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,143.68,,,,,,1,143.68,1,143.68,6,862.07,2,,287.36,,,1,143.68,,,1,143.68,,,,,,,,,1,143.68,,,,,,,,
,,,,70~74,,,,,,,1,185.19,1,185.19,,,,,,1,185.19,,,4,740.74,1,,185.19,,,,,,,,,,,1,185.19,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,338.98,1,,,,338.98,2,677.97,,,1,338.98,2,,677.97,1,338.98,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,680.27,,,1,680.27,,,1,680.27,,,,,,1,680.27,,,,,,,,,,1,680.27,,,,,,,,,,,1,680.27,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1369.86,,,,,,,,,,,,,,,,,,,,,,,,1,1369.86,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,1,82.78,,,,,,,,,,,,,,,,,,,,,,,,,1,82.78,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,131.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
