,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,87.26,,,,,,,,,,,,1,,87.26,,,,,,1,87.26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,107.64,,,,,1,107.64,1,107.64,,,,,,,,,,,,,,,,,,,,1,107.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,147.71,1,147.71,,,1,147.71,,,,,,1,147.71,,,,,,1,,147.71,,,,,,,2,295.42,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,213.68,1,,,,213.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,291.55,,,1,291.55,3,874.64,,,,,,,,,,,,,,,,1,291.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,598.80,1,598.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,後腹膜腔及腹膜,,,胃,,食道,,胰,,喉,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,1,,44.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,37.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,,40.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,45.39,,,,,1,45.39,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.39,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.09,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,88.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,83.19,,,,,1,83.19,1,83.19,1,,,,83.19,2,166.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,86.81,1,86.81,,,,,,,,,,,,,,,,,,1,86.81,,,1,86.81,1,86.81,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,99.01,,,,,,,,1,99.01,2,,198.02,,,,,,,,,,,,1,99.01,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,2,,285.31,,,,1,142.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,212.31,,,,,,,1,212.31,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,263.16,,,,,,,,,,,,,,,,1,263.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1204.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,47.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,41.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,41.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.33,,,,,,,,,,,,,,,,,,
,,,,30~34,1,40.18,,,,,,,,,1,,,,40.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.29,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,57.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,90.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,4,,,,336.13,,,,,,,,,,,,,,,,,,,,,,,,,1,84.03,,,,,,,,,,,,,,
,,,,55~59,,,,,1,85.62,,,,,,,,,,1,85.62,3,256.85,,,,,,,,,,,1,85.62,1,85.62,1,85.62,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,97.09,,,,,,,1,97.09,,,,,,,,1,97.09,,,,,,,1,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,284.09,,,,,,,,,,,,,,,,,,,,,1,142.05,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,192.68,,,3,578.03,1,,192.68,,,,,,,,,,1,192.68,1,192.68,,,1,192.68,,,,,,,,,,,,,,,,
,,,,75~79,,,1,264.55,,,,,,,,,,,,,,2,529.10,,,,,,,,,,,,,,,,,,,1,264.55,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,497.51,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,1,,1204.82,,,1,1204.82,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.54,,,,,,,,,,,,,,
,,,,20~24,,,,,1,43.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,40.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,44.37,,,,,,,,,,2,88.73,,,,,,,,,,,,,,,,,,,,,1,44.37,,,,,,,,,,,,,,
,,,,40~44,,,1,54.53,,,1,54.53,,,,,,,,2,109.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,182.65,,,,,,,,,,,,,,,,,,1,91.32,,,,,,,,,1,91.32,,,,,,,,,,,,,,,,,,
,,,,50~54,1,81.30,,,,,2,162.60,,,,,,,,,,,,,,,,,,,,1,81.30,,,1,81.30,,,,,,,1,81.30,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,85.84,,,,,,,,1,85.84,1,85.84,,,,,,,,,,,1,85.84,,,,,,,2,171.67,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,96.71,1,96.71,2,193.42,,,,,,,1,96.71,,,,,,,,,2,193.42,,,,,1,96.71,,,,,,,,,,,,
,,,,65~69,,,,,,,1,134.23,,,,,,,,,,1,134.23,,,,1,,134.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,193.42,,,,,1,,193.42,,,,,,,,,,,,1,193.42,2,386.85,,,,,1,193.42,,,,,,,,,,,,
,,,,75~79,,,,,,,2,534.76,1,267.38,,,,,,1,267.38,1,267.38,,,,1,,267.38,,,,,,,1,267.38,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,469.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1136.36,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,,胰,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,87.37,,,,,,,,,,,,1,,43.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,104.00,,,,,1,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,2,104.00,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,89.45,,,1,89.45,,,,,,,,,,,,,,,,,,,,1,89.45,,,1,89.45,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,81.17,,,,,,,,1,81.17,,,,,,,,,,,,,1,81.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,84.10,3,252.31,,,,,,,,,,,,1,,84.10,,,,,,,,1,84.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,191.75,,,,,,,,,,1,95.88,3,,287.63,1,,95.88,,,,,,,,,1,95.88,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,127.71,,,,,,,,1,127.71,1,127.71,,,,,,,,,,,1,127.71,,,,,1,127.71,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,194.17,,,2,388.35,2,,388.35,1,,194.17,1,194.17,,,,,,,,,1,194.17,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,277.78,,,,,,,,2,555.56,,,,1,,277.78,,,,,,,,,,,2,555.56,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,518.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,2173.91,,,,,,,,,,,,,,,,,1,1086.96,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.44,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,39.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,40.82,,,,,1,40.82,1,40.82,,,,,,1,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.82,,,,,,
,,,,40~44,,,,,,,,,1,45.98,,,,,,3,137.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,79.43,,,,,1,,,,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.43,,,,,1,79.43,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,85.54,,,,,,,,1,,85.54,,,,,,,,,,,1,85.54,,,1,85.54,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,2,177.15,,,1,,88.57,2,,177.15,,,,,,,,,,,,,,,,,,,,,,,1,88.57,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,1,,94.79,1,94.79,1,94.79,1,94.79,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,3,354.61,,,,,,1,,118.20,2,236.41,,,,,,,,,,,1,118.20,,,,,,,,,,,,,,,,
,,,,70~74,,,1,176.37,,,,,,,1,,,,176.37,1,176.37,,,,,,,,,2,352.73,,,,,1,176.37,,,,,1,176.37,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,557.10,,,,,,1,,278.55,1,278.55,,,,,1,278.55,,,,,,,,,,,,,1,278.55,,,1,278.55,,,,
,,,,80~84,,,,,,,,,,,2,,,,816.33,1,408.16,1,408.16,,,,,,,,,,,,,,,1,408.16,,,,,,,,,,,,,,,1,408.16,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,819.67,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,50.56,,,,,,1,,50.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,44.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,33.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,45.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,40.27,,,1,,,,40.27,,,,,1,,40.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,89.05,1,44.52,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.52,,,,,,,,,,,,,,,1,44.52,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,65.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,91.16,,,2,,,,182.32,,,,,,,,,,,,,,,1,91.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,85.62,,,,,,,1,,,,85.62,,,,,1,,85.62,1,,85.62,1,85.62,,,,,,,,,,,,,,,,,,,1,85.62,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,90.09,,,1,90.09,,,,,,,,,,,,,,,1,90.09,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,107.99,,,,,1,107.99,,,3,,,,323.97,,,,,1,,107.99,,,,1,107.99,1,107.99,,,,,1,107.99,1,107.99,,,,,,,1,107.99,,,1,107.99,,,,,,
,,,,70~74,1,174.52,1,174.52,,,,,,,1,,,,174.52,,,,,,,,,,,1,174.52,,,,,1,174.52,,,,,1,174.52,1,174.52,,,1,174.52,,,,,,,,,,
,,,,75~79,,,,,1,276.24,,,,,,,,,,,,,,1,,276.24,,,,,,,,,,,,,,1,276.24,,,,,1,276.24,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,,384.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,1,33.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,41.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.72,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,40.65,1,,40.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,80.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,43.73,1,43.73,3,131.18,,,,,,,,,,,,,1,,43.73,,,,,,,,,,,2,87.45,,,,,,,,,,,,,,,,,,
,,,,45~49,1,56.75,,,,,,,2,113.51,,,,,,,,,,1,,56.75,,,,,,1,56.75,,,,,,,,,,,2,113.51,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,186.92,,,,,,,,1,93.46,,,,,,,,,,,,,1,93.46,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,176.06,3,264.08,1,,,,88.03,,,,,,,,,,,,,,,,,1,88.03,,,,,1,88.03,1,88.03,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,4,356.82,,,,,,,,,,1,,89.21,,,,1,89.21,,,1,89.21,,,1,89.21,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,104.60,2,209.21,1,,,,104.60,,,,,4,,418.41,,,,,,1,104.60,,,1,104.60,,,1,104.60,,,1,104.60,,,,,,,,,,,,,,
,,,,70~74,,,,,2,347.83,1,173.91,1,173.91,,,,,,4,695.65,,,2,,347.83,,,,,,,,,,,,,,,,,,1,173.91,,,,,,,,,,,,,,
,,,,75~79,1,250.63,,,,,,,1,250.63,,,,,,,,,,2,,501.25,,,,,,,,,,,,,,,,,,,,1,250.63,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,384.62,,,,,,,,,,,,,,,1,384.62,,,,,1,384.62,,,1,384.62,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,666.67,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,胃,,,淋巴結,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,,52.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,1,41.39,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.39,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.25,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,2,,,,79.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,42.64,,,1,42.64,,,,,2,,,,85.29,,,1,42.64,1,,42.64,,,,,,,,,,,,,,2,85.29,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,2,102.99,1,51.49,,,,,,,,,2,102.99,,,,,,,1,51.49,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,4,,,,377.36,,,1,94.34,,,,,,,,,1,94.34,,,,,,,,,1,94.34,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,87.64,,,3,262.93,,,,1,,87.64,,,,,,,1,87.64,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,179.37,,,,,,,,1,,89.69,,,3,269.06,,,1,89.69,,,,,,,,,,,,,,,,,,,,,,
