,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.01,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.45,,,,,,,,,1,10.45,,,,,,,,,,,,,,,,
,,,,20~24,1,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,13.37,,,,,,,,1,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.33,,,,,,,,,,,,,,,,,,,,,1,13.33,,,,,2,26.66,,,,,,,,,,,,
,,,,35~39,1,13.18,,,1,13.18,,,,,,,,,,1,13.18,,,,,,,,,,,,,1,13.18,,,,,,,,,,,,,,,,,,,,,,,,,1,13.18,,,,,,,,,,,,
,,,,40~44,1,14.51,,,,,,,,,,,,,,1,14.51,,,,,,,,,,,1,14.51,,,,,,,,,,,,,,,,,3,43.52,,,,,,,1,14.51,,,,,,,,,,,,,,
,,,,45~49,2,39.91,,,,,,,,,,,,,,1,19.96,,,,1,19.96,,,,1,19.96,1,19.96,,,,,,,,,,,,,,,,,,,1,19.96,,,,,1,19.96,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.27,1,36.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,43.46,1,43.46,,,,,,,,,1,43.46,3,130.38,,,,,3,130.38,1,43.46,,,,,,,,,1,43.46,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,50.05,,,,,,,,,,,,,,5,250.25,,,,,,,,,2,100.10,4,200.20,,,,,,,,,3,150.15,,,,,1,50.05,2,100.10,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,25.55,1,25.55,,,,,,,,5,127.75,,,,,,2,,51.10,9,229.94,5,127.75,,,,,5,127.75,4,102.20,2,51.10,1,25.55,,,,,5,127.75,1,25.55,,,,,1,25.55,1,25.55,1,25.55,6,153.30,,,,,,,,
,,,,70~74,,,1,34.15,,,,,,,,,,,,3,102.46,,,,,,,,,,,14,478.14,,,,,5,170.77,,,1,34.15,,,,,2,68.31,2,68.31,1,34.15,,,2,68.31,1,34.15,1,34.15,,,2,68.31,,,,,,,,
,,,,75~79,,,1,83.82,,,2,167.64,,,,,,,,1,83.82,,,,,,,,,2,167.64,2,167.64,,,,,2,167.64,,,,,,,,,,,2,167.64,,,,,,,,,1,83.82,1,83.82,,,,,,,,,,
,,,,80~84,2,419.29,,,,,,,1,209.64,,,,,,1,209.64,,,,,,,,,1,209.64,2,419.29,,,,,1,209.64,,,1,209.64,,,,,,,,,,,,,,,1,209.64,,,,,2,419.29,,,,,,,,
,,,,85+,,,,,1,636.94,,,,,,,,,,,,,,,,,,,,,,1,636.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.33,,,,,,,,,1,10.33,,,,,,,,,1,10.33,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.99,,,,,1,11.99,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.08,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,26.46,,,,,,,,,,,,,,,,,,,,,,1,13.23,,,,,,,,,,,,,,,,,,,,,1,13.23,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,,12.96,,,,,,,,1,12.96,,,,,1,12.96,,,,,,,,,,,,,,,1,12.96,,,1,12.96,,,,,,,,,,,,,,
,,,,40~44,5,69.68,,,,,,,,,,,,,,,,2,,27.87,,,2,,27.87,1,13.94,,,,,1,13.94,,,,,,,,,1,13.94,1,13.94,,,,,,,,,4,55.74,,,,,,,,,,,,,,
,,,,45~49,2,36.24,,,,,,,,,,,,,,,,4,,72.48,,,1,,18.12,,,,,,,1,18.12,,,,,,,,,,,1,18.12,,,,,,,,,1,18.12,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,6,,199.73,,,,,,,,,,,,1,33.29,1,33.29,,,,,,,1,33.29,1,33.29,,,,,,,,,4,133.16,,,,,,,,,,,,,,
,,,,55~59,2,84.25,,,,,,,,,1,,,,42.12,,,2,,84.25,,,2,,84.25,2,84.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,52.06,,,,,,,,,,3,,156.17,,,1,,52.06,3,156.17,,,,,1,52.06,,,,,,,,,,,2,104.11,1,52.06,1,52.06,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,28.68,2,57.36,1,28.68,,,,,,,,,,2,,57.36,,,6,,172.07,9,258.10,1,28.68,,,8,229.42,1,28.68,1,28.68,1,28.68,,,1,28.68,4,114.71,1,28.68,,,1,28.68,2,57.36,,,,,1,28.68,,,,,,,,,,
,,,,70~74,1,30.18,,,,,,,,,1,,,,30.18,,,2,,60.35,1,30.18,1,,30.18,4,120.70,,,,,4,120.70,1,30.18,1,30.18,,,,,,,2,60.35,1,30.18,,,,,,,,,3,90.53,4,120.70,,,,,,,,,,
,,,,75~79,1,74.91,,,1,74.91,,,,,,,,,,1,74.91,2,,149.81,,,1,,74.91,7,524.34,,,,,3,224.72,2,149.81,,,,,,,,,4,299.63,,,,,,,,,,,,,1,74.91,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,187.62,,,,,,1,187.62,,,,,3,562.85,,,1,187.62,,,,,1,187.62,,,,,1,187.62,,,,,,,,,2,375.23,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,510.20,,,,,,1,,510.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,510.20,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.54,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,11.37,,,,,,,,,,,,,,,,,,,,,,,,1,11.37,,,,,,,,,,,,,,,,,,,,,,,,,1,11.37,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,13.03,,,,,,,,,,,,,,,,1,,13.03,,,1,,13.03,,,,,,,1,13.03,,,,,,,,,,,,,,,,,1,13.03,,,,,,,1,13.03,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,,12.54,1,12.54,,,,1,12.54,,,,,1,12.54,,,,,,,,,,,1,12.54,,,,,,,2,25.09,,,,,,,,,,,,,,,,
,,,,40~44,2,27.03,,,,,,,,,,,,,,,,4,,54.07,,,1,,13.52,,,,,,,1,13.52,2,27.03,,,,,,,,,2,27.03,,,,,,,,,,,3,40.55,,,,,,,,,,,,
,,,,45~49,1,16.74,1,16.74,,,,,,,,,,,,,,3,,50.23,,,1,,16.74,,,1,16.74,,,4,66.97,,,,,,,,,,,,,1,16.74,,,,,,,,,4,66.97,,,,,,,,,,,,
,,,,50~54,1,29.92,,,,,1,29.92,,,,,,,,,,4,,119.69,1,29.92,1,,29.92,,,,,,,2,59.84,2,59.84,,,,,,,,,1,29.92,,,,,,,,,1,29.92,,,,,,,,,,,,,,
,,,,55~59,2,79.87,,,,,,,,,,,,,,,,4,,159.74,,,,,,2,79.87,,,,,1,39.94,1,39.94,,,,,1,39.94,,,1,39.94,,,,,1,39.94,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,106.67,,,,,,,,,,,,1,,53.33,,,,,,3,160.00,2,106.67,,,2,106.67,,,1,53.33,1,53.33,1,53.33,,,1,53.33,,,1,53.33,,,,,2,106.67,2,106.67,,,,,2,106.67,,,,,,
,,,,65~69,3,101.59,,,,,,,,,,,,,,1,33.86,6,,203.18,,,2,,67.73,4,135.46,,,,,3,101.59,1,33.86,,,,,,,,,2,67.73,,,,,,,,,1,33.86,1,33.86,,,1,33.86,3,101.59,,,,,,
,,,,70~74,1,27.47,,,2,54.95,,,1,27.47,1,,,,27.47,1,27.47,4,,109.89,1,27.47,,,,7,192.31,,,,,4,109.89,1,27.47,1,27.47,,,,,2,54.95,4,109.89,1,27.47,2,54.95,,,1,27.47,4,109.89,2,54.95,,,,,2,54.95,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,131.32,2,,131.32,,,1,,65.66,7,459.62,,,,,4,262.64,1,65.66,,,,,,,1,65.66,3,196.98,,,,,,,,,1,65.66,,,,,1,65.66,2,131.32,,,,,,
,,,,80~84,,,,,1,164.47,,,,,,,,,,1,164.47,1,,164.47,,,2,,328.95,4,657.89,1,164.47,,,1,164.47,,,,,,,,,,,2,328.95,,,,,,,,,1,164.47,,,,,1,164.47,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,442.48,,,1,,442.48,,,,,,,2,884.96,,,,,,,,,,,,,,,1,442.48,,,,,1,442.48,,,,,2,884.96,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,肝及肝內膽管,,其他分界不明的部位,,,,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,14.23,,,,,,1,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,10.50,,,,,,,,1,10.50,,,,,,,,,,,,,,,,,1,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,2,21.93,,,,,,,,,,,,,,,,,,1,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,25.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.93,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,24.99,,,,,,,,,,,,,,,,,,,,,,1,12.50,,,,,,,1,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,26.38,,,,,,,4,52.76,,,,,,,,,,,,,2,,26.38,,,2,26.38,,,1,13.19,,,,,,,1,13.19,,,,,,,,,,,1,13.19,,,,,,,,,,,,,,,,
,,,,45~49,1,15.60,,,1,15.60,1,15.60,4,62.40,,,,,,,,,,,1,15.60,2,,31.20,,,,,1,15.60,1,15.60,,,,,,,,,,,,,,,,,,,1,15.60,,,,,,,,,,,,,,,,
,,,,50~54,4,103.92,,,,,,,2,51.96,,,,,,,,,,,2,51.96,1,,25.98,1,25.98,1,25.98,1,25.98,,,,,,,,,1,25.98,2,51.96,,,,,,,,,1,25.98,,,,,,,,,,,,,,,,
,,,,55~59,2,80.32,,,,,,,5,200.80,,,,,,,,,,,,,2,,80.32,1,40.16,,,,,,,,,,,,,,,2,80.32,,,,,,,1,40.16,1,40.16,1,40.16,,,,,,,,,,,,,,
,,,,60~64,1,49.75,,,,,,,7,348.26,,,,,,,,,,,,,2,,99.50,1,49.75,2,99.50,,,,,,,,,,,,,,,,,,,,,1,49.75,1,49.75,,,1,49.75,,,,,,,,,,,,
,,,,65~69,1,41.88,,,1,41.88,2,83.75,2,83.75,,,,,,,,,,,5,209.38,6,,251.26,,,4,167.50,,,1,41.88,,,,,,,,,4,167.50,,,,,,,2,83.75,,,,,3,125.63,,,,,,,,,,,,
,,,,70~74,,,,,2,53.05,,,7,185.68,,,,,,,,,,,2,53.05,11,,291.78,1,26.53,5,132.63,3,79.58,2,53.05,,,,,1,26.53,,,4,106.10,1,26.53,1,26.53,,,4,106.10,,,1,26.53,5,132.63,,,,,,,,,,,,
,,,,75~79,1,56.02,1,56.02,,,,,2,112.04,1,,,,56.02,,,,,,1,56.02,7,,392.16,1,56.02,,,1,56.02,,,,,1,56.02,2,112.04,,,3,168.07,,,,,1,56.02,,,,,1,56.02,4,224.09,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,148.37,2,,296.74,,,,,1,148.37,,,,,,,,,,,2,296.74,,,,,,,1,148.37,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,374.53,1,,374.53,,,2,749.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1,374.53,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,,其他內分泌腺,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,14.58,,,1,,14.58,,,,,,,,,,,,,,,,,1,14.58,,,,,,,,,,,,,1,14.58,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,11.14,,,,,,1,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.75,,,,,,,,,,,,,,,2,21.51,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.43,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,12.70,,,2,,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.40,,,,,,,,
,,,,35~39,3,37.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.35,,,1,12.35,,,,,1,12.35,,,,,,,,,1,12.35,,,,,,,,,,,,,,,,,,
,,,,40~44,1,13.03,,,,,,,3,39.09,,,,,,,,4,,52.12,,,,,,1,13.03,,,,,,,1,13.03,,,1,13.03,,,,,,,,,,,,,,,,,,,1,13.03,1,13.03,,,,,,,,
,,,,45~49,3,44.39,,,3,44.39,1,14.80,1,14.80,,,,,,,,4,,59.19,1,14.80,,,,2,29.59,1,14.80,,,1,14.80,1,14.80,,,,,,,,,,,,,1,14.80,1,14.80,,,,,1,14.80,,,2,29.59,,,,,,,,
,,,,50~54,3,68.01,,,,,,,,,,,,,,,,6,,136.02,,,,,,4,90.68,2,45.34,1,22.67,,,,,,,,,,,,,2,45.34,2,45.34,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,39.42,,,1,39.42,,,1,39.42,,,,,,,,2,,78.83,,,,,,,,4,157.67,,,3,118.25,,,,,,,,,,,,,,,,,,,,,,,,,,,2,78.83,1,39.42,,,,,,
,,,,60~64,1,46.58,,,,,,,,,1,,,,46.58,1,46.58,3,,139.73,,,,,,,,2,93.15,,,1,46.58,,,2,93.15,,,,,,,1,46.58,,,,,,,,,,,,,1,46.58,1,46.58,,,,,3,139.73,,
,,,,65~69,3,150.38,,,,,,,,,1,,,,50.13,,,3,,150.38,,,1,,50.13,2,100.25,3,150.38,,,,,,,,,1,50.13,,,,,,,4,200.50,,,,,1,50.13,,,,,,,,,,,1,50.13,1,50.13,,
,,,,70~74,1,26.95,,,1,26.95,,,,,1,,,,26.95,,,4,,107.79,,,,,,4,107.79,13,350.31,,,5,134.73,6,161.68,4,107.79,,,,,,,2,53.89,3,80.84,,,,,,,,,,,2,53.89,,,,,,,5,134.73,,
,,,,75~79,,,,,,,,,,,2,,,,98.91,,,3,,148.37,,,,,,1,49.46,8,395.65,,,3,148.37,2,98.91,1,49.46,1,49.46,,,1,49.46,,,7,346.19,1,49.46,1,49.46,,,,,,,,,,,,,1,49.46,5,247.28,,
,,,,80~84,,,1,130.89,,,,,,,,,,,,,,2,,261.78,,,,,,2,261.78,4,523.56,,,2,261.78,1,130.89,,,,,,,,,,,1,130.89,,,,,,,,,,,1,130.89,,,,,,,1,130.89,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,317.46,,,,,,1,317.46,,,,,,,2,634.92,,,,,,,,,,,,,,,,,,,,,,,1,317.46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,,男性乳房,,肝及肝內膽管,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,,10.42,,,1,10.42,,,,,,,,,,,,,,,,,1,10.42,,,,,1,10.42,,,,,,,,,,,,,,,,
,,,,25~29,2,24.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,12.60,,,1,12.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.60,,,,,,,,,,
,,,,35~39,1,12.55,,,,,,,,,,,,,,,,1,,12.55,,,1,,12.55,,,1,12.55,,,,,,,,,,,,,,,1,12.55,,,1,12.55,,,,,,,1,12.55,,,,,,,,,,,,
,,,,40~44,3,38.00,,,,,,,,,,,,,,,,,,,,,3,,38.00,,,1,12.67,1,12.67,,,1,12.67,,,1,12.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
