,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,骨、關節及關節軟骨,,,膀胱,,鼻咽,,,鼻腔、中耳及副鼻竇,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,,31.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,33.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,35.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,45.72,1,45.72,,,,,,,,,,,,,,,,,1,,45.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,65.92,,,,,,,1,65.92,1,,,,65.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,73.69,,,,,1,73.69,,,,,,,,1,,73.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,176.37,,,,,1,88.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,75.70,,,1,,,,75.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,75.13,,,,,,,1,75.13,,,,,,,,,,,1,,75.13,1,,75.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,386.60,2,257.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,261.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,411.52,,,,,,,,,,,,,,,,,,,,,,,,,1,411.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,900.90,1,900.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,結直腸癌,,,,,結締組織、皮下組織及其他軟組織,,,膀胱,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,33.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,83.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,82.85,,,,,1,82.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,85.32,,,,,,,,,1,,,,85.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,72.73,,,3,218.18,,,,,,,,,,,,,,,1,,72.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,107.76,1,107.76,,,,,,,,2,,215.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,245.10,1,245.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,393.70,,,,,,,,,,,,,1,393.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,,喉,,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,32.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,34.26,,,,,,,,,,,,,,,,,,,,1,34.26,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,40.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,105.10,,,,,,,,,,,,,,,,,1,52.55,,,,,,,,,,,,,2,105.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,1,72.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,80.06,,,,,,,,,1,80.06,,,,,,,,,,,1,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,90.09,,,,,,,2,180.18,,,,,,1,,90.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,218.66,,,,,,1,,72.89,,,1,,72.89,,,,,,,,,,1,72.89,,,1,72.89,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,100.50,,,,,,,,,,,,3,,301.51,,,,,,1,,100.50,,,,,,,,,,,1,100.50,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,205.76,1,205.76,,,,,,1,,205.76,,,1,,205.76,,,,,,1,205.76,1,205.76,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,425.53,,,,,,,,,,,,,,,,,,,1,425.53,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,胰,,淋巴結,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,1,26.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.04,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.06,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,38.05,,,,,,,,,,,,,,,,1,,38.05,,,,,,,,,,,,,,,1,38.05,,,,,,,,,,,,,,,,
,,,,40~44,,,1,47.42,,,,,,,2,,,,94.83,,,,1,47.42,,,,,,,,,,,,,,,1,47.42,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,75.47,,,,,,,,,2,,,,150.94,,,,1,75.47,,,,,,,,,,,,,1,75.47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,152.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,194.55,,,,,,,,,2,,,,194.55,,,,1,97.28,,,,,,,,,,,,,,,,,1,97.28,,,,,,,1,97.28,,,,,,,,,,,,
,,,,60~64,1,69.25,1,69.25,,,,,1,69.25,4,,,,277.01,1,,69.25,,,2,,138.50,,,,,,1,69.25,1,69.25,1,69.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,2,186.39,1,,93.20,2,,186.39,1,93.20,,,,,,,,,,,,,,,,,2,186.39,,,,,,,,,,,,
,,,,70~74,,,,,1,173.91,,,1,173.91,,,,,,,,,1,173.91,,,,1,,173.91,,,,,,,,,,,,,1,173.91,,,1,173.91,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,361.01,,,,,,,,,,,,,,,,,,,,,,,,,1,361.01,,,,,,,,,,,,
,,,,80~84,,,,,,,1,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,,胸腺、心臟與中隔,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.76,1,38.76,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,33.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.15,,,,,,,,,,,,,,,,
,,,,35~39,2,72.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.22,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,44.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.66,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,67.70,,,,,,,,,,,,,,,,,,,,,1,67.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,73.64,1,73.64,,,2,147.28,1,,,,73.64,,,,,,1,,73.64,,,,,,,,,,,,,,,,1,73.64,,,,,,,,,,,,,,,,,,
,,,,55~59,1,99.80,,,,,,,2,199.60,,,,,,1,,99.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,73.53,,,2,,,,147.06,,,,2,147.06,,,,,,,,,1,73.53,,,1,73.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,85.32,2,,,,170.65,,,,,,1,,85.32,1,,85.32,,,1,85.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,160.26,,,,,,,2,320.51,,,,,,,,,,,,,,,,,,,,,1,160.26,,,,,,,,,1,160.26,,,,,,,,,,,,,,,,
,,,,75~79,1,357.14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,357.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,757.58,,,,,,,,,,,,,,,,,1,757.58,1,757.58,1,757.58,,,,,,,,,,,1,757.58,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,,造血系統及網狀內皮系統,,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,26.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.47,,,,,1,31.47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,34.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,41.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,62.62,,,,,,,2,125.23,,,,,,,,,,,,,,,,,,,,,,,1,62.62,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,147.06,,,,,1,73.53,,,,,,,,,,,,,,,,,,,,,,,,,1,73.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,180.83,,,,,,1,,90.42,2,180.83,,,,,,,1,90.42,1,90.42,1,90.42,,,1,90.42,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,82.30,,,1,82.30,,,1,,,,82.30,3,,246.91,1,82.30,,,,,,,,,,,,,1,82.30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,77.58,1,77.58,,,,,,,,,1,77.58,1,,77.58,,,,,,,,,,1,77.58,1,77.58,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,292.40,1,,,,146.20,1,,146.20,,,,,,1,,146.20,,,,,1,146.20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,342.47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,,胰,,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,1,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,66.40,,,,,,,,,,,,,1,,33.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,78.19,,,,,,,,,,,,,,,,,1,39.09,,,,,,,,,,,,,1,39.09,1,39.09,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,57.57,,,,,1,57.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.57,,,,,,,,,,,,,,
,,,,50~54,2,146.52,,,,,2,146.52,,,,,,,,1,,73.26,,,,,,1,,73.26,,,,,,,,,,,2,146.52,1,73.26,,,,,,,,,,,,,,,,,,
,,,,55~59,1,84.10,,,1,84.10,1,84.10,1,84.10,1,,,,84.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,88.81,2,177.62,,,,,,2,,177.62,2,177.62,,,,,,,,,,,2,177.62,,,,,1,88.81,,,1,88.81,,,,,1,88.81,,,,,,,,,,
,,,,65~69,,,1,76.86,,,1,76.86,,,,,,,,3,,230.59,,,,,,,,,,,,,1,76.86,,,,,,,,,,,,,1,76.86,1,76.86,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,2,258.06,,,,,,,1,129.03,1,129.03,,,,,,,,,,,,,,,,,1,129.03,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,297.62,,,1,,297.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,699.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1960.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其他男性生殖器官,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,1,30.33,,,,,,,,,,,,,,,1,30.33,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,1,32.28,,,,,,,,,1,32.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,111.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.23,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,50.81,,,,,,,,,3,,,,152.44,,,,1,50.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,300.30,,,,,,,,,2,,,,150.15,,,,,,1,,75.08,1,,75.08,1,75.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,80.65,1,80.65,1,80.65,,,3,,,,241.94,1,,80.65,,,,,,,,,,,1,80.65,,,,,,,1,80.65,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,193.61,,,,1,96.81,,,,,,,,,,,,,1,96.81,,,,,1,96.81,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,155.16,1,77.58,,,1,,,,77.58,,,,2,155.16,1,,77.58,,,,2,155.16,1,77.58,,,,,,,2,155.16,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,117.79,,,,,,,1,117.79,1,,,,117.79,,,,,,,,,,,,,,1,117.79,,,,,,,1,117.79,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,1,,264.55,,,,,,1,264.55,2,529.10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,689.66,,,,,,,,,,,,1,689.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.98,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.89,,,1,25.89,,,,,,,,,,,,
,,,,25~29,,,,,1,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.12,,,,,,,,,,,,
,,,,30~34,3,89.02,,,,,1,29.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.67,,,,,,,,,,,,
,,,,35~39,2,64.68,,,,,,,,,1,,,,32.34,,,,,,,,,,,,,,1,32.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,139.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,293.47,1,73.37,,,,,,,,,,,,1,,73.37,,,,,,,,,,,,,,,1,73.37,,,,,,,,,,,1,73.37,,,,,,,,,,,,
,,,,55~59,,,,,,,1,75.87,,,2,,,,151.75,,,,,,,,,2,,151.75,,,,,,,,,,,,,1,75.87,,,,,4,303.49,1,75.87,,,,,,,,,,
