,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,247.52,1,247.52,,,,,,,,,,,1,247.52,1,,247.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,199.20,,,,,1,199.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,163.13,2,326.26,,,,,,,,,,,,,,,1,,163.13,1,163.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,98.14,,,,,1,,,,98.14,,,,2,196.27,1,,98.14,,,1,98.14,,,1,98.14,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,223.96,2,223.96,,,1,,,,111.98,1,,111.98,,,,,,1,111.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,408.16,2,408.16,,,,,,,,,,,,,,,,,,,,1,204.08,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,結直腸癌,,,腎盂及其他泌尿系統,,睪丸,,腦,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.53,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,223.71,,,,,,,,,,,,,,,,,,2,447.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,203.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,181.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,105.15,,,3,315.46,,,,,1,,,,105.15,1,,105.15,1,105.15,,,,1,105.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,1,,106.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,177.30,4,709.22,,,,,1,,,,177.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,432.90,,,,,,1,,432.90,,,1,,432.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,食道,,,胰,,喉,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,101.63,,,,,,,1,101.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,129.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,186.22,,,1,186.22,2,372.44,1,,,,186.22,1,,186.22,,,1,,186.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,129.70,,,,,,1,,129.70,,,,,,,,,,,,1,129.70,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,225.73,,,,,,,,,,2,,225.73,,,,,,,,1,112.87,1,112.87,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,154.80,,,,,,2,,309.60,,,,,,1,154.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,370.37,1,370.37,1,370.37,,,,,,,,,1,370.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,3846.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,消化器官其他分界不明部位,,,結直腸癌,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,1,132.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,1,,96.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,178.57,,,,,,,,,,,,,,,,,,,,,,,,1,178.57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,234.74,,,1,,,,234.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,193.80,2,387.60,1,193.80,,,,,,,,,1,193.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,147.71,2,295.42,,,1,,,,147.71,1,,147.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,234.19,,,2,,,,234.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,147.49,,,2,294.99,,,1,,,,147.49,,,,,,,,,1,147.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,325.73,,,1,325.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,食道,,,淋巴結,,喉,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,100.70,,,,,,,,,,,,,,,,,,1,100.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,158.73,2,317.46,,,,,,,,,,,,,,,,,,1,158.73,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,383.88,,,,,,,,,,,,,,,,,,,,,,,,1,191.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,163.93,,,3,491.80,1,163.93,,,,,,,,,,,,,,,,,,1,163.93,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,122.70,1,122.70,,,,,1,,,,122.70,,,,,,1,,122.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,139.47,,,2,,,,278.94,1,,139.47,1,139.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,544.96,,,,,,,,,,,,,,,1,272.48,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,763.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,1,102.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,85.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.42,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,145.35,,,,,,,,,,,,,,,,
,,,,50~54,1,255.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,403.23,,,1,,,,201.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,534.76,,,,,,,,1,,178.25,,,,,,2,356.51,,,,,,,1,178.25,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,130.04,1,130.04,1,130.04,,,,,,,,,,,2,,260.08,,,1,130.04,1,130.04,,,2,260.08,,,1,130.04,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,391.64,,,,,,,,2,,261.10,,,1,,130.55,,,1,130.55,1,130.55,,,,,,,1,130.55,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,255.10,,,,,,,,2,,510.20,,,1,,255.10,,,,,,,,,1,255.10,,,2,510.20,,,,,,,,,,,,,,
,,,,80~84,1,740.74,1,740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,結直腸癌,,腦,,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,137.55,,,,,,,,,,,,,1,,137.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,86.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,110.86,,,,,,,,,,,,,,,,,,,,,,1,110.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,138.50,,,,,,,,,,,,,,,,,,,,,,,,,,2,277.01,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,233.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,210.08,1,210.08,2,420.17,,,,,,,,1,,210.08,,,,,,,,1,210.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,4,781.25,,,2,,,,390.63,,,,,,,,,,,1,195.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,133.51,,,,,6,801.07,1,133.51,,,,,,,,,,,,,,1,133.51,,,1,133.51,1,133.51,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,132.63,,,,,,,,,2,,,,265.25,1,,132.63,1,132.63,,,,1,132.63,1,132.63,,,1,132.63,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,452.49,,,,,,,,1,,226.24,,,,,,,,,,,,2,452.49,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,636.94,1,636.94,2,,,,1273.89,,,,1,636.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,胰,,,結直腸癌,,腎盂及其他泌尿系統,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,96.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,213.90,,,1,106.95,,,,,,,,,,,,,,,,1,106.95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,3,387.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,430.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,220.75,,,1,220.75,,,1,220.75,,,,,,1,,220.75,,,,,,1,220.75,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,194.55,,,2,389.11,,,1,194.55,,,,,,,,,1,194.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,147.93,,,3,443.79,,,1,147.93,,,,,,1,,147.93,,,,,,2,295.86,,,,,3,443.79,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,264.90,,,,,,,,,,,,,,,,,,,,,,,,2,264.90,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,399.20,,,1,199.60,2,,,,399.20,2,,399.20,,,1,,199.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,595.24,2,1190.48,,,,,,,,,,,,,,,,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,1724.14,,,1,,1724.14,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,主唾液腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,胰,,喉,,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,102.46,,,,,,,,,,,,,1,102.46,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,98.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,86.51,,,,,,,,,,,,,,1,86.51,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,100.20,1,100.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,125.47,,,,,,,,,,,,,,1,125.47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,182.82,,,1,182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,3,724.64,1,241.55,,,,,,,,,,,1,241.55,,,,,,,,,,1,241.55,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,5,1026.69,,,,,1,,,,205.34,,,,,,,,,,,,,,,,,,,1,205.34,,,,,,,,,,,,,,,,
,,,,65~69,,,,,5,841.75,1,168.35,1,168.35,,,,,,,,,,,1,,168.35,1,168.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,134.77,,,5,673.85,,,4,539.08,,,,,,1,,134.77,1,134.77,,,,1,134.77,,,,,1,134.77,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,182.15,1,,,,182.15,1,,182.15,,,,,,1,182.15,1,182.15,,,1,182.15,1,182.15,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,546.45,,,,,,,,,,,,,,,,,,,,,,,,1,546.45,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,101.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,90.09,,,,,,,,,1,,,,90.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,93.37,,,1,,,,93.37,1,,93.37,,,,,,,,1,93.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,122.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,161.81,,,,,,,,,1,,,,161.81,,,,,,,,,,,,,,,,,,,1,161.81,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,543.48,,,,,,,,,1,271.74,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,202.43,,,,,3,,,,607.29,,,,,,2,,404.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,184.16,,,,,,,,,4,,,,736.65,1,,184.16,,,1,,184.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,153.85,,,,,1,153.85,3,,,,461.54,,,,3,461.54,2,,307.69,,,,,2,307.69,,,,,,,1,153.85,,,,,1,153.85,,,,,,,,
,,,,75~79,,,,,,,,,,,4,,,,881.06,,,,,,2,,440.53,,,,,,,1,220.26,,,,,,,1,220.26,1,220.26,,,,,,,,,,
,,,,80~84,1,571.43,,,,,,,,,1,,,,571.43,,,,,,,,,,,,,,,,,1,571.43,,,,,,,,,1,571.43,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,食道,,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,1,102.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,91.83,,,,,1,91.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.42,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.82,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,295.42,1,147.71,1,,,,147.71,,,,1,147.71,,,,,,,,1,147.71,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,4,1044.39,,,,,,,,,,,,,1,,261.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,216.92,1,216.92,,,,,,,,,,,1,216.92,,,,,,,,,,1,216.92,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,612.24,,,,,,,,1,,204.08,,,,,,1,204.08,,,,,,,,,,,,,1,204.08,,,,,,,,,,,,
,,,,70~74,,,1,158.48,,,2,316.96,,,,,,,,,,,2,316.96,,,,1,158.48,,,,,,,,,1,158.48,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,209.64,1,209.64,3,,,,628.93,1,,209.64,1,209.64,,,,,,,,1,209.64,,,1,209.64,,,1,209.64,,,,,,,,,,,,,,
,,,,80~84,,,1,531.91,1,531.91,,,,,1,,,,531.91,,,,2,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,1492.54,1,1492.54,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
