,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.84,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,51.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,37.20,,,,,,,,1,44.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.13,,,,,,,,
,,,,35~39,2,88.53,1,75.87,,,,,1,75.87,,,,,,3,82.71,,,,,1,38.71,,,1,44.27,,,,,,,,,,,,,,,,,,,,,,,,,1,44.27,,,,,,,,,1,75.87,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,2,44.81,,,,,1,57.47,1,118.34,2,105.99,,,,,,,,,,,1,57.47,,,,,,,,,1,52.99,,,1,52.99,,,,,1,57.47,,,1,57.47,,,,,,,,,,
,,,,45~49,2,163.80,,,,,,,,,,,,,,1,80.32,,,1,81.90,,,1,62.81,,,,,,,1,62.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.32,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,72.05,2,154.32,1,72.05,,,1,83.68,1,170.36,,,,,5,151.88,,,,,,,,,,,,,2,77.43,,,1,83.68,,,,,,,,,,,1,72.05,2,167.36,1,89.37,,,,,,,,
,,,,55~59,5,106.13,,,,,,,1,79.68,,,,,,10,363.50,,,,,3,162.60,4,138.55,1,79.68,,,5,106.13,1,71.89,,,,,,,,,,,,,,,1,71.89,,,,,,,1,71.89,,,1,156.74,2,143.78,,,1,79.68,,,,,,
,,,,60~64,6,143.16,,,,,,,,,1,,,,83.13,4,174.52,,,,,4,174.52,12,251.20,,,,,2,111.79,2,107.82,1,83.13,1,130.55,,,,,,,,,,,4,95.44,1,88.26,,,,,,,1,83.13,1,130.55,2,119.40,,,,,2,85.62,,,,
,,,,65~69,1,187.27,,,,,,,,,2,,,,129.79,3,169.49,,,,,6,167.64,7,195.59,,,,,7,220.89,1,147.06,,,1,91.74,,,,,,,,,2,112.99,4,190.75,1,99.30,1,91.74,,,,,,,2,183.49,1,187.27,1,105.49,4,155.52,,,,,,
,,,,70~74,,,,,1,163.40,,,2,153.49,3,,,,230.24,4,200.90,,,,,1,146.41,5,304.14,,,,,4,232.42,2,181.65,,,1,146.41,,,,,,,,,,,5,261.10,,,,,1,163.40,,,,,,,1,239.23,,,,,3,190.72,,,,
,,,,75~79,,,1,471.70,1,279.33,,,,,,,,,,,,,,1,409.84,,,4,496.89,,,,,7,437.77,2,332.23,,,,,,,,,,,1,279.33,,,,,,,,,,,,,,,1,295.86,1,223.71,,,,,1,223.71,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,3,681.82,2,569.80,,,1,502.51,4,618.24,1,561.80,,,,,,,,,,,,,,,1,578.03,1,1030.93,,,,,,,,,,,,,,,,,3,1244.81,,,,
,,,,85+,,,,,,,,,,,1,,,,1315.79,,,,,,,,,2,1769.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,47.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,30.85,,,,,,,,,,,,,,,,,,,1,42.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,2,73.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,40.36,1,36.91,,,,,,,,,,,,,,,,,,,,,,,1,36.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,97.78,,,,,,,3,61.15,,,,,,3,62.23,,,,,,,2,44.24,2,54.14,1,42.99,,,,,,,1,51.52,,,,,,,1,51.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,50.76,,,1,38.91,,,,,,,,,,3,65.93,,,2,77.82,1,57.60,1,38.91,,,,,,,1,50.76,,,,,1,38.91,,,,,,,,,2,54.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,92.19,,,,,,,1,54.38,,,,,,5,204.58,,,,,,,3,139.93,1,72.89,3,93.43,,,,,,,,,3,92.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,75.24,5,150.47,,,,,1,90.66,,,1,96.62,2,168.78,3,140.32,,,1,75.24,,,1,96.62,,,,,,,2,82.24,2,116.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,85.74,2,75.70,2,97.13,1,81.37,,,2,,,,82.14,11,279.33,,,,,2,141.54,7,168.88,2,76.37,9,218.34,1,70.77,,,,,,,2,133.07,,,,,1,70.77,3,102.88,4,152.73,,,,,2,141.54,,,,,,,,,,,,,,,,,,
,,,,60~64,1,92.08,,,1,82.44,,,,,,,,,,6,167.93,,,,,2,177.62,7,174.26,1,130.04,5,162.97,4,130.38,1,130.04,,,1,168.92,4,128.70,1,82.44,3,103.77,,,2,105.54,2,164.88,,,,,2,116.41,,,,,,,,,,,,,,,,,,
,,,,65~69,5,183.08,,,2,121.21,,,,,1,,,,95.79,4,156.92,,,,,3,149.63,12,277.84,,,7,226.83,3,111.36,1,92.51,,,3,116.01,1,95.79,,,1,95.79,1,95.79,2,94.12,3,146.91,1,104.06,,,1,92.51,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,269.54,,,,,1,,,,154.56,1,154.56,1,217.39,,,2,274.35,14,564.74,1,155.52,9,363.05,2,155.04,1,137.17,,,3,163.40,4,228.96,,,2,155.04,,,3,148.59,,,,,1,217.39,3,271.00,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,404.86,,,,,,,2,,,,333.33,2,264.90,,,,,1,404.86,13,782.66,,,7,549.88,,,,,,,,,1,223.71,,,,,,,2,239.52,,,,,,,3,249.58,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,552.49,1,478.47,,,,,2,512.82,6,869.57,,,3,1000.00,1,689.66,1,507.61,,,,,1,507.61,,,,,,,,,,,,,,,4,638.98,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,,,1,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,63.65,,,,,,,,,,,,,,,,,,,,,,,1,44.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,42.34,,,,,1,63.49,,,,,,,,3,47.15,,,,,,,,,,,,,,,,,,,,,1,73.53,,,,,,,1,45.13,,,,,,,,,,,,,5,69.27,,,,,,,,,,,,
,,,,35~39,3,50.53,,,,,1,77.70,,,,,,,,1,41.63,,,1,50.71,,,,,1,50.71,,,,,2,44.04,,,,,,,,,,,,,,,,,,,,,1,41.63,1,38.93,,,,,,,,,,,,,,,,
,,,,40~44,2,43.46,,,,,,,1,58.45,,,,,,2,54.41,,,,,,,,,,,,,1,37.92,1,37.92,,,,,,,,,,,,,,,,,,,1,37.92,,,,,,,4,75.61,,,,,,,,,,,,
,,,,45~49,2,98.91,,,,,,,,,1,,,,49.46,4,92.89,,,,,1,49.46,1,67.61,,,,,,,,,,,,,,,,,,,,,1,67.61,,,,,,,,,,,,,2,65.36,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,3,140.65,,,,,,,2,109.11,4,137.74,,,,,3,127.61,1,180.83,1,100.60,,,,,,,,,1,78.13,,,2,156.25,,,,,,,2,109.11,1,180.83,,,,,2,126.58,,,,,,
,,,,55~59,1,119.76,1,71.43,,,1,85.91,,,1,,,,82.10,7,172.12,,,,,1,71.43,2,78.00,2,142.86,2,78.00,,,7,172.12,2,100.05,,,,,,,,,1,119.76,,,,,,,,,,,,,,,,,,,1,119.76,,,,,,,,
,,,,60~64,,,,,2,104.44,,,,,3,,,,103.66,7,238.34,1,84.10,,,,,5,169.89,13,350.22,1,87.26,,,3,263.16,,,,,,,,,,,1,87.72,4,115.11,,,,,1,129.03,,,,,3,96.65,3,156.17,2,85.65,1,87.72,3,152.75,,,,,,
,,,,65~69,1,90.50,,,2,163.53,,,,,,,,,,8,209.31,,,,,,,6,156.99,8,238.17,1,144.72,,,10,229.67,3,135.26,2,127.96,,,,,,,,,3,140.45,,,,,,,,,,,,,1,144.72,,,,,6,156.99,,,,,,
,,,,70~74,1,124.69,,,1,255.10,,,1,255.10,7,,,,400.23,6,228.48,,,,,,,4,214.59,6,328.95,,,,,8,304.65,4,346.62,1,255.10,,,,,1,214.13,,,4,156.80,1,124.69,,,,,,,,,1,124.69,1,145.56,1,145.56,1,145.56,4,204.50,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,421.94,,,,,,,,,13,739.90,,,,,4,562.59,,,,,,,,,,,1,213.68,1,213.68,,,,,1,257.73,,,,,2,281.29,,,,,,,7,717.21,,,,,,
,,,,80~84,1,952.38,,,,,,,,,,,,,,2,468.38,,,,,,,3,1851.85,5,1170.96,,,,,7,1041.67,,,,,,,,,,,1,952.38,1,450.45,,,,,,,,,,,,,,,,,,,4,679.12,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1785.71,1,1234.57,,,,,,,3,1449.28,,,,,1,1785.71,,,,,,,,,,,,,1,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,1,,,,56.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,54.67,,,,,,,,,,,,,,,,,,,,,,,,,1,31.57,,,,,,,,,,,,,1,54.67,,,,,,,,,,,,,,
,,,,15~19,,,1,67.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,34.57,,,,,1,42.92,,,1,34.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.88,,,,,,,,,,,,,,,1,58.96,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,43.37,,,,,,,,,,,,2,42.07,,,,,,,,,,,,,,,1,43.37,,,,,,,,,,,,,1,46.66,,,,,,,,,,,1,75.64,,,,,,,,,,
,,,,35~39,1,38.49,2,51.30,1,38.49,,,,,,,,,,,,,,1,48.95,,,,,,,,,1,41.67,,,1,66.71,1,38.49,,,,,,,1,41.67,,,,,,,1,48.95,,,,,,,1,41.67,1,48.95,,,,,,,,,,
,,,,40~44,2,117.72,,,,,,,,,,,,,,,,,,4,85.78,,,,,,,,,2,42.89,1,58.86,,,,,,,1,38.74,,,,,,,,,,,,,1,38.74,,,,,,,,,,,,,1,48.03,,,,
,,,,45~49,1,62.89,1,62.89,,,,,,,,,,,,,,,,5,90.56,,,,,,,,,,,,,,,1,44.31,,,,,,,,,1,44.31,,,,,,,,,,,,,1,62.89,1,62.89,,,1,62.89,,,,,,
,,,,50~54,3,128.04,,,,,,,,,,,,,,1,182.48,,,7,181.30,,,,,,,1,94.07,1,94.07,,,,,1,78.13,,,1,103.09,,,,,,,,,1,78.13,,,1,94.07,,,,,,,,,,,,,1,103.09,,,,
,,,,55~59,,,,,1,71.12,,,,,,,,,,1,159.49,,,10,192.68,,,,,,,3,88.57,6,131.49,,,,,4,105.79,2,76.78,2,170.07,,,,,,,,,3,116.19,,,1,83.40,,,,,2,102.15,2,141.94,,,1,127.88,1,85.03,,,,
,,,,60~64,4,136.52,,,1,127.23,,,1,127.23,,,,,,1,88.89,,,12,247.88,,,,,,,3,132.63,10,236.02,,,,,4,129.03,1,84.10,,,,,1,84.10,1,127.23,1,84.10,2,168.21,1,165.56,1,84.10,,,,,1,88.89,1,84.10,1,84.10,,,3,167.32,,,,
,,,,65~69,3,140.78,,,1,89.13,,,,,,,,,,1,101.83,,,7,183.73,,,,,,,3,182.48,21,484.76,1,143.47,,,9,247.59,1,191.57,1,143.47,1,89.13,,,,,1,99.11,4,152.32,,,,,1,191.57,1,99.11,1,99.11,,,,,1,99.11,4,142.81,,,,
,,,,70~74,,,,,1,117.79,,,,,,,,,,5,183.02,,,6,376.18,,,,,1,117.79,7,248.76,12,518.81,1,117.79,,,9,278.38,4,190.84,1,199.60,,,,,,,,,7,256.22,,,4,172.94,,,,,2,268.10,,,,,3,240.58,1,199.60,,,,
,,,,75~79,2,407.33,,,1,350.88,,,,,,,,,,1,239.81,,,4,289.23,1,380.23,,,,,2,265.25,8,503.46,1,239.23,,,4,341.59,1,239.81,1,380.23,,,,,,,1,203.67,5,377.07,,,1,203.67,1,239.23,,,2,220.02,,,,,,,4,341.30,,,,
,,,,80~84,,,1,487.80,,,,,,,,,,,,2,952.38,,,3,864.55,,,,,,,1,704.23,7,1093.75,,,,,6,1178.78,,,1,476.19,,,,,1,476.19,,,4,532.62,,,,,1,1063.83,,,2,595.24,1,476.19,,,1,476.19,3,672.65,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1250.00,,,,,,,,,1,877.19,,,,,,,,,1,1449.28,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,107.01,,,,,,,,,,,,,,,,,,,,,1,77.52,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,47.30,,,,,,,,,,,,,,,,,,,,,,1,47.30,,,,,,,,,,,,,,,1,71.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,43.29,,,,,,,1,33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,47.28,,,,,,,,,,,,,,,,,,,,1,44.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,43.23,,,,,,,,,1,,,,38.65,,,2,53.78,,,,,,,1,38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.65,,,1,43.23,,,,,,,,,,,,,,
,,,,35~39,2,71.53,,,,,,,1,37.94,1,,,,42.35,,,4,53.86,,,,,,,,,,,,,1,78.37,,,,,,,,,,,,,,,,,1,65.79,,,1,78.37,,,3,82.49,,,1,65.79,,,,,,,,,,
,,,,40~44,4,74.49,,,,,,,,,,,,,,,,3,101.28,,,,,,,,,1,46.47,1,46.47,,,1,46.47,,,,,,,,,1,46.47,,,,,,,,,,,,,1,38.05,,,,,,,,,,,,,,
,,,,45~49,5,102.46,,,,,,,,,1,,,,133.87,1,61.24,6,92.12,,,,,,,,,3,95.33,,,1,57.70,,,,,,,,,,,1,61.24,,,1,41.67,,,,,,,,,2,83.33,,,,,,,,,,,,,,
,,,,50~54,1,166.39,,,1,100.30,,,,,,,,,,,,3,120.63,,,,,,,1,90.58,4,99.06,,,,,1,100.30,,,,,,,1,166.39,,,,,,,,,,,,,,,1,100.30,,,,,,,,,,,,,,
,,,,55~59,1,74.85,,,1,134.59,1,89.29,,,,,,,,,,7,184.11,,,,,,,1,83.47,9,180.00,1,89.29,4,149.14,2,81.43,1,74.85,,,,,1,74.85,1,134.59,,,2,81.43,,,,,2,81.43,1,74.85,2,107.35,,,1,165.84,,,,,,,,,,
,,,,60~64,1,81.37,,,1,87.80,,,1,81.37,,,,,,,,7,169.94,,,1,87.80,1,161.55,1,87.80,5,132.66,,,7,163.48,3,95.45,1,87.80,,,1,87.80,1,87.80,6,201.34,,,1,81.37,1,81.37,,,,,3,132.10,2,175.59,,,1,81.37,2,84.46,,,,,,,,
,,,,65~69,2,95.65,,,1,90.83,,,,,,,,,,,,15,348.92,,,,,2,202.02,3,143.47,11,291.93,2,111.30,9,407.61,6,139.57,1,101.94,1,101.94,1,101.01,,,4,143.99,,,3,97.66,1,143.68,,,,,1,101.01,1,101.94,1,188.32,,,4,222.59,,,,,,,,
,,,,70~74,3,143.06,1,129.20,,,,,1,112.11,1,,,,130.89,1,185.19,10,294.03,,,,,,,3,143.06,18,529.26,1,130.89,15,441.05,3,209.50,,,,,,,1,130.89,4,164.61,1,129.20,,,,,,,,,5,226.65,1,112.11,,,,,7,288.07,,,,,,,,
,,,,75~79,2,461.89,,,1,204.50,,,,,2,,,,228.57,,,4,326.26,,,,,,,5,301.39,7,363.26,,,6,493.02,4,341.88,,,,,,,2,255.10,1,230.95,,,,,,,,,,,2,216.92,1,230.95,,,,,4,293.26,,,,,,,,
,,,,80~84,2,781.25,,,,,,,,,2,,,,583.09,,,2,500.00,1,917.43,,,,,,,6,983.61,,,4,1253.92,,,1,476.19,,,,,,,3,491.80,,,,,,,,,1,476.19,,,,,,,1,680.27,,,,,,,,,,
,,,,85+,1,833.33,,,,,,,,,,,,,,,,1,740.74,,,,,,,,,1,1369.86,,,3,1785.71,,,,,,,,,1,740.74,,,,,,,,,,,,,1,740.74,,,,,,,1,1369.86,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
