,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,209.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,80.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,347.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,150.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,259.74,1,140.45,1,140.45,,,1,259.74,,,,,,,,,,,,,,,,1,140.45,,,,,,,1,140.45,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,327.33,2,,,,327.33,2,199.60,1,163.67,1,,163.67,1,,163.67,,,1,255.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,256.41,1,,,,256.41,1,375.94,1,256.41,,,,,,,,,,,,,,,,,1,375.94,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,414.94,1,414.94,,,,,,,,1,584.80,,,,,,,,,,,,,1,414.94,,,,,2,829.88,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,763.36,,,,,,,,,,,,,1,763.36,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1538.46,,,,,,,,,,,,,1,1538.46,,,,,,,1,1538.46,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,,,,肺、支氣管及氣管,,胃,,食道,,,喉,,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,1,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,158.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,59.77,,,,,,,,,,,,,,,,,,1,59.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,3,490.20,,,,,,,,,,,,1,,163.40,,,,,,,,1,342.47,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,255.10,,,,,,,,1,149.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,179.86,,,,,,,,,,,,,,,,,,,,,,,,1,255.10,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,4,643.09,,,1,,,,160.77,2,321.54,,,,,,1,,257.73,1,160.77,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,4,562.59,,,,,,,,1,347.22,1,236.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,392.16,1,392.16,,,,,,,,2,459.77,3,689.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,738.01,,,,,,,,2,738.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,2272.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,76.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,191.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,213.22,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.55,1,116.55,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,153.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,275.48,,,,,1,,144.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,158.48,,,,,,,1,,,,254.45,3,475.44,1,254.45,,,,,,,2,508.91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,215.98,,,,,,,,,3,,,,389.11,,,3,389.11,,,,,,,,,,,,,2,259.40,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,449.44,,,1,515.46,,,1,398.41,,,,,,1,398.41,1,515.46,,,,1,,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,1,,952.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,胰,,,骨、關節及關節軟骨,,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,263.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,85.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,148.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,148.81,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,92.34,,,,,,,,,,,,,,,,,1,187.62,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,109.53,,,,,,1,,196.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,159.24,,,,,2,318.47,1,159.24,,,,,,1,321.54,1,159.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,294.70,,,,,,,,,,1,155.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,6,587.66,,,,,,,,,,,,1,,155.76,,,,,,,,,,1,263.85,1,155.76,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,191.94,,,3,,,,287.91,1,152.21,,,,,,,,,,,1,152.21,,,,,1,152.21,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,394.48,,,,,,,,2,245.70,,,,,,,,,1,325.73,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,492.61,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,735.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,884.96,,,,,,,,,,,,,,1,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,5882.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3225.81,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,220.99,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,190.48,1,84.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.53,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,,81.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.68,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,198.81,,,,,,,,,1,106.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,265.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,167.22,,,,,,,,1,167.22,,,,,,,,,1,167.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,151.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,271.00,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,383.88,,,,,,,,1,191.94,,,,1,,294.12,,,1,191.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,380.23,,,,,,,1,328.95,1,,,,450.45,,,2,380.23,1,,450.45,,,,,,,,,,,,1,328.95,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,657.89,,,2,1769.91,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,323.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,336.13,,,,,,,,,,,,,,,,,,,,,1,,88.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,224.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,293.26,,,,,1,,160.00,,,,,,1,251.26,,,1,160.00,,,,,,,1,251.26,,,,,,,,,,,,
,,,,60~64,,,,,,,1,151.52,,,6,,,,581.96,,,,,1,,151.52,1,,269.54,,,2,193.99,,,,,1,151.52,,,1,151.52,,,,,,,,,,,,,,
,,,,65~69,,,1,277.78,,,1,189.75,,,5,,,,948.77,1,277.78,1,277.78,,,,1,,189.75,,,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,
,,,,70~74,,,1,446.43,,,,,1,300.30,,,,,,1,446.43,1,300.30,3,,538.60,2,,600.60,,,,,,,,,,,1,300.30,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,1,609.76,,,,,,,,,,,1,724.64,,,1,609.76,,,,,,,,,,
,,,,80~84,,,,,1,1052.63,,,,,1,,,,1052.63,,,,,,,,,,,,,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,後腹膜腔及腹膜,,胃,,胰,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,2,168.92,,,,,,,,,,,,,,,,,,,,,,,,1,84.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,88.97,,,,,1,,88.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,2,201.82,,,,,,,,,,1,100.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,315.96,1,123.00,1,220.75,2,157.98,,,1,,,,123.00,,,,,,,,,,,,,,,1,123.00,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,172.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,259.07,,,3,480.77,1,259.07,,,,,,,,,,,,,1,,160.26,1,160.26,1,160.26,1,160.26,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,5,491.64,1,265.96,,,,,,,,,,,,,,,,1,156.01,,,,,,,1,156.01,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,4,446.93,,,1,,,,183.82,1,183.82,2,223.46,,,,,,,1,183.82,,,,,,,1,183.82,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,420.17,6,1662.05,,,2,,,,554.02,,,1,277.01,,,,,,,,,,,,,1,420.17,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,709.22,,,2,,,,645.16,,,,,,,,,,,,,,,,,1,709.22,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,食道,,,胰,,造血系統及網狀內皮系統,,結直腸癌,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,2,183.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,165.29,1,86.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,120.05,,,1,120.05,,,1,214.59,,,,,,2,240.10,,,,,,,,,,,,,1,214.59,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,166.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,337.84,,,,,,,,,,,,,,,,,,
,,,,55~59,1,161.03,,,,,,,2,202.63,,,,,,1,161.03,,,,,,,,,1,161.03,,,1,161.03,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,523.56,,,,,,,4,392.93,1,,,,157.23,1,157.23,1,261.78,,,,,,,,,,,1,157.23,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,4,434.78,,,,,,,,1,282.49,,,,1,,176.68,,,1,176.68,,,,,2,353.36,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,258.40,1,411.52,,,3,775.19,,,,,,,,3,476.19,,,,,,,,,,,,,,,1,411.52,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,4,1208.46,,,,,,,,,,1,,662.25,,,,,,,,1,662.25,1,555.56,1,662.25,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1351.35,2,2325.58,,,,,,1,1162.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,3571.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胰,,,胸腺、心臟與中隔,,,骨、關節及關節軟骨,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,1,103.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,93.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,115.47,,,,,,,,,,,,,,,1,,165.84,,,1,88.57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,96.43,,,,,,,,,,,,,,1,96.43,,,,,,,,,,,,,,,,,,,1,193.80,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,113.25,1,113.25,,,,,,,1,199.20,,,,,,,,,,,1,113.25,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,1,308.64,,,,,,,,,1,161.03,,,1,161.03,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,162.60,,,,,2,204.29,,,2,,,,325.20,1,162.60,,,,,,,,,,,,,1,274.73,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,275.48,4,671.14,,,,,,,,1,167.79,,,,,,,,,,,,,,,1,167.79,,,,,,,1,275.48,,,,,,,,,,,,
,,,,65~69,,,,,,,6,637.62,,,3,,,,512.82,2,341.88,,,,,,,,,,,,,,,,,1,170.94,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,241.55,4,596.13,,,1,,,,389.11,1,241.55,,,,,,,,,,,,,,,,,,,,,,,1,241.55,,,,,,,,,,,,
,,,,75~79,,,,,,,6,1724.14,,,,,,,,1,609.76,,,,,,,,,,,,,1,609.76,,,,,,,,,2,1086.96,,,,,,,,,,,,
,,,,80~84,,,1,1190.48,,,,,,,,,,,,1,1190.48,,,1,,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,2564.10,,,,,,,,,,,1,2564.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,1,199.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,1,,170.36,,,,,,1,85.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,192.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.43,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,402.41,,,,,1,201.21,2,141.74,,,,,,1,201.21,,,1,,109.41,,,,,,,,1,201.21,1,109.41,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,371.40,1,143.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,5,557.41,1,,,,174.52,,,2,349.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,212.77,,,,,,2,349.65,3,319.15,,,,1,,174.83,,,,,,,,,,,,,1,174.83,1,174.83,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,316.79,,,,,,1,283.29,2,211.19,,,,,,,1,168.35,1,168.35,2,336.70,,,,,,,,,2,336.70,,,,,,,,,,,,
