,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,4,63.47,,,,,,,,,1,,,,73.69,7,92.52,,,,,14,138.90,1,30.22,,,1,42.48,7,98.79,22,218.28,5,76.45,,,12,130.41,2,50.13,1,73.69,,,,,,,,,2,50.13,,,9,127.01,,,2,50.13,,,,,,,8,83.92,1,73.69,,,1,73.69,11,126.12,,,,,,
,,,,75~79,1,68.35,,,2,96.43,1,68.35,1,85.18,,,,,,2,170.36,1,85.18,,,7,196.24,,,,,1,68.35,1,137.17,11,245.21,1,85.18,,,12,396.96,1,68.35,1,85.18,,,,,1,313.48,,,,,1,85.18,4,118.84,,,,,2,161.55,,,1,196.46,2,133.96,1,68.35,,,,,7,176.01,,,,,,
,,,,80~84,,,,,1,440.53,,,,,,,,,,,,,,,,5,401.61,,,,,1,194.93,2,389.86,3,268.82,,,,,4,358.42,,,,,,,,,1,763.36,,,,,,,3,213.98,,,1,194.93,1,165.84,,,,,5,307.31,2,179.21,,,,,4,285.31,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,520.83,,,,,,,,,1,520.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,588.24,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,8.46,,,2,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.21,,,1,46.00,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.54,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,14.52,,,,,4,,,,16.44,,,1,34.76,,,,,,,,,,,,,1,5.73,,,,,,,,,,,,,,,,,1,14.52,,,,,,,,,1,5.73,,,1,19.01,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,18.11,2,,,,11.18,,,,,,,,,,,,,,,,,1,6.54,,,,,,,,,,,,,,,,,,,1,6.54,,,,,1,16.12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.77,,,1,15.18,,,1,71.48,,,,,,,,2,9.68,,,,,1,71.48,,,,,,,1,15.18,,,,,,,1,19.82,,,1,6.99,,,,,1,6.99,,,,,,,1,6.99,,,,,1,6.99,,,,,,,,,,,,,,,,,,
,,,,30~34,5,16.68,,,,,,,1,6.94,1,,,,6.94,,,3,16.60,,,,,,,,,1,6.94,1,6.94,1,19.76,2,13.88,,,,,1,19.76,,,,,,,,,,,,,,,,,1,6.94,2,10.27,,,3,13.79,,,,,,,,,,,,,,,,,,
,,,,35~39,14,48.06,,,1,15.25,1,16.49,1,16.49,1,,,,6.66,,,12,39.80,,,,,,,,,3,10.85,2,15.84,,,3,23.77,,,,,,,,,,,,,,,2,9.48,,,1,6.66,,,,,1,6.66,1,6.66,2,9.48,,,,,,,,,,,,,,,,,,
,,,,40~44,19,53.65,,,,,,,1,36.83,2,,,,9.37,2,9.78,17,57.55,,,,,,,4,15.25,3,110.50,2,18.62,1,6.46,2,20.34,1,6.46,,,,,,,,,,,2,10.99,3,14.67,,,2,9.83,1,6.46,,,1,20.15,2,11.77,6,34.84,1,6.46,,,,,,,,,,,,,,,,
,,,,45~49,27,92.45,,,,,2,14.34,1,38.48,3,,,,17.88,2,42.52,20,71.51,,,,,,,,,6,33.64,3,17.22,1,7.87,,,3,16.82,1,7.87,,,1,7.87,,,1,24.59,,,5,28.04,,,2,33.66,1,21.26,,,1,7.87,4,19.98,8,31.54,,,,,2,30.00,,,,,,,,,,,,
,,,,50~54,14,84.65,1,123.92,3,48.23,1,43.05,,,1,,,,13.91,2,27.82,22,133.02,1,13.91,,,,,,,6,45.31,8,53.31,,,3,77.80,1,45.54,1,123.92,,,,,1,13.91,,,1,45.54,3,25.62,,,,,1,13.91,,,1,45.54,1,13.91,4,35.67,1,65.23,1,40.14,,,,,,,,,,,,,,
,,,,55~59,15,127.96,,,,,1,53.48,,,2,,,,32.38,3,29.01,22,180.14,,,1,53.48,,,,,6,62.07,10,81.77,2,24.30,7,84.46,4,39.60,2,145.03,1,133.51,,,,,,,2,24.30,7,67.68,,,,,4,44.54,,,2,145.03,5,43.55,2,24.30,1,53.48,,,2,26.47,,,,,,,,,,,,
,,,,60~64,12,117.19,,,1,59.95,,,2,35.95,,,,,,3,38.36,20,236.46,,,,,,,,,13,113.71,19,212.69,,,5,68.06,4,51.68,,,,,1,58.79,,,,,2,45.76,10,102.75,,,1,22.88,4,65.01,,,1,58.79,5,59.12,5,68.82,,,,,5,63.66,,,,,,,,,,,,
,,,,65~69,5,43.41,1,25.96,,,,,1,144.51,,,,,,3,44.07,35,264.35,1,25.96,,,,,,,10,75.53,18,135.95,4,115.14,14,111.57,4,58.41,5,86.54,,,,,,,1,25.96,3,55.94,15,113.29,,,5,51.92,3,72.01,,,,,6,143.10,6,71.78,,,3,31.15,9,78.13,,,,,,,,,,,,
,,,,70~74,3,52.00,,,1,56.15,,,,,,,,,,4,58.73,36,333.18,,,3,78.72,,,1,28.10,12,128.64,28,259.14,1,56.15,13,120.31,3,38.18,2,56.20,,,,,,,2,46.53,2,46.53,10,118.13,,,2,79.46,5,162.55,,,,,9,96.48,1,28.10,,,,,11,101.80,,,,,,,,,,,,
,,,,75~79,1,58.58,,,1,77.10,,,,,2,,,,360.36,4,127.88,11,237.43,,,,,,,2,82.85,6,199.73,12,222.63,1,58.58,6,139.02,1,180.18,3,79.77,,,1,272.48,,,,,,,7,196.68,,,1,77.10,,,,,,,8,159.27,,,,,1,58.58,14,259.74,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,187.62,1,187.62,1,160.00,,,,,,,,,4,363.97,9,522.04,,,5,303.77,1,187.62,1,160.00,,,,,,,,,,,2,527.70,,,,,,,,,,,3,320.17,,,,,,,6,523.56,,,,,,,,,,,,
,,,,85+,,,,,1,1162.79,,,,,,,,,,,,1,431.03,,,,,,,,,,,3,678.73,,,3,548.45,,,,,,,,,,,1,431.03,,,2,938.97,,,,,,,,,1,1162.79,2,809.72,,,,,,,2,628.93,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.93,1,8.72,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,19.75,,,1,7.40,,,,,,,1,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.75,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,22.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,2,,,,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.75,,,,,,,,,,,,,1,5.75,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,6.22,2,,,,9.41,,,2,18.52,,,,,,,,,,,,,3,21.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,2,16.71,,,,,,,1,14.30,1,,,,6.90,1,6.90,,,,,,,,,,,,,1,40.73,1,6.90,,,,,,,,,,,,,,,,,,,,,,,1,14.30,,,,,1,6.90,,,1,14.30,1,6.90,,,,,,,,,,,,,,
,,,,30~34,7,24.16,,,,,,,,,1,,,,20.18,1,14.17,5,18.26,1,44.33,,,1,44.33,,,1,20.18,1,14.17,1,12.95,3,13.38,,,,,,,,,1,14.17,,,,,,,,,1,6.80,1,12.95,1,12.95,,,,,,,1,6.80,5,21.69,,,,,,,,,,,,,,
,,,,35~39,15,44.55,,,1,6.63,,,2,22.22,,,,,,1,14.57,6,17.82,,,,,,,1,15.23,2,11.42,2,16.64,1,15.23,2,22.22,,,,,,,,,,,,,,,,,1,6.63,4,18.22,,,1,19.39,2,17.06,,,1,6.63,1,15.23,5,19.35,1,41.10,1,41.10,,,,,,,,,,
,,,,40~44,18,51.86,1,6.37,1,68.87,,,1,18.63,,,,,,2,26.42,16,54.54,,,,,,,,,5,17.79,3,14.24,1,18.63,4,18.38,2,9.72,,,,,,,,,,,,,,,,,3,26.21,,,1,18.63,,,,,1,6.37,1,18.63,7,20.17,,,,,,,,,,,,,,
,,,,45~49,11,36.58,1,37.45,,,1,37.45,2,10.67,,,,,,,,24,76.49,1,23.05,,,,,2,12.23,4,19.34,6,23.31,1,23.10,7,31.84,1,7.31,,,1,7.31,1,7.31,,,,,,,,,2,11.10,5,27.74,,,1,23.05,1,37.45,,,2,10.67,3,16.01,2,11.10,,,1,37.45,1,37.45,,,,,,,,
,,,,50~54,18,110.17,,,1,12.88,,,,,2,,,,119.12,3,27.04,22,122.11,,,,,,,1,36.74,7,40.73,,,2,79.68,3,29.23,2,19.07,,,3,29.17,,,,,,,,,,,3,29.23,8,66.86,,,,,,,1,12.88,1,39.64,6,40.92,5,72.21,,,,,,,,,,,,,,
,,,,55~59,11,90.25,,,3,27.54,,,2,30.65,1,,,,49.90,4,39.91,30,199.76,,,1,44.17,,,1,47.55,9,94.58,7,56.97,,,4,50.51,4,37.06,,,4,45.51,1,15.33,,,,,,,1,15.33,3,100.30,11,103.28,1,47.55,2,48.70,,,,,2,25.25,5,34.99,8,74.12,,,1,47.55,1,15.33,,,,,,,,
,,,,60~64,11,118.42,2,67.80,2,42.90,,,,,1,,,,59.63,3,86.43,37,315.59,,,,,,,1,144.72,7,69.67,9,96.89,2,84.46,11,109.49,1,86.51,,,1,55.74,,,,,,,,,1,21.45,1,21.45,11,109.49,1,21.45,,,2,56.53,,,,,4,53.37,2,30.98,,,,,6,73.77,,,,,,,,
,,,,65~69,6,57.93,,,1,149.25,1,46.79,,,,,,,,4,70.56,30,240.10,,,,,,,2,71.00,5,78.88,23,184.07,2,29.11,7,61.01,5,63.35,,,4,47.14,,,,,1,28.31,,,2,56.63,4,47.14,12,96.04,,,1,28.31,2,47.60,,,,,9,98.30,2,29.11,1,28.31,,,9,76.11,,,,,,,,
,,,,70~74,5,88.23,,,1,103.41,,,1,36.58,2,,,,34.06,7,105.42,23,196.68,,,,,,,1,25.60,10,98.43,29,247.99,2,46.85,10,98.61,4,47.77,,,7,81.34,,,,,,,,,1,25.60,2,44.52,16,144.04,1,170.65,1,65.15,2,51.20,,,1,65.15,13,111.17,2,46.85,,,1,25.60,22,216.94,,,,,,,,
,,,,75~79,1,123.15,,,1,123.15,,,1,171.53,,,,,,4,145.72,17,327.68,,,1,68.40,,,2,59.38,6,144.93,18,300.00,2,73.58,13,286.47,1,52.47,1,123.15,,,,,,,,,,,1,123.15,1,52.47,11,261.47,,,1,119.19,3,120.53,,,,,5,99.62,,,,,1,68.40,18,321.31,,,,,,,,
,,,,80~84,1,757.58,,,,,,,,,,,,,,2,283.69,5,283.13,,,,,,,,,3,523.56,13,599.91,,,5,324.04,,,,,1,141.84,,,,,,,,,,,1,141.84,3,282.75,,,,,,,,,,,1,141.84,,,1,373.13,1,141.84,7,323.03,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,355.87,1,649.35,,,,,,,,,,,3,472.44,,,2,714.29,1,357.14,,,1,649.35,,,,,,,,,,,,,1,826.45,,,,,,,,,,,,,,,,,,,2,518.13,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,2,,,,41.50,,,,,,,1,9.09,2,18.19,,,1,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.83,,,,,1,9.09,1,16.55,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,35.32,,,,,,,,,,,,,,,,,,,,,1,7.39,,,,,,,,,,,,,,,,,,,,,,,1,26.89,,,,,,,1,7.39,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,1,6.94,,,,,,,,,,,,,1,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,2,,,,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.32,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,15.05,3,17.98,,,,,,,,,,,,,,,,,,,1,16.97,,,,,,,,,,,,,,,,,,,,,2,10.33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,3,13.78,2,13.79,,,,,,,,,,,,1,6.90,,,,,1,20.96,,,,,,,,,,,1,6.90,1,43.71,,,1,20.96,,,,,,,,,,,,,,,,,1,15.89,1,6.90,,,,,1,6.90,,,,,1,6.90,,,,,,,,,,
,,,,30~34,1,6.75,1,6.75,1,6.75,,,2,92.04,3,,,,9.89,2,12.88,,,,,5,60.81,,,,,,,,,1,6.75,,,1,11.70,,,,,,,,,,,,,,,,,,,,,2,8.56,,,,,2,23.40,2,14.92,1,80.58,,,2,8.56,,,,,,,,,,
,,,,35~39,6,23.26,,,,,1,13.87,,,1,,,,14.26,,,,,,,10,34.03,1,13.87,,,,,,,4,24.16,3,13.50,2,9.00,,,,,,,,,1,19.89,,,,,,,,,1,14.26,6,22.02,2,14.06,1,6.66,1,6.66,1,6.66,,,1,6.66,1,69.69,,,,,,,,,,
,,,,40~44,22,62.34,,,,,,,,,1,,,,6.38,1,71.28,,,1,17.17,18,49.05,,,,,1,6.38,,,5,15.29,3,11.16,1,15.81,,,1,6.38,3,26.80,,,,,,,,,,,,,2,9.30,7,38.31,,,,,1,38.58,,,1,6.38,3,11.16,4,19.47,1,15.81,1,6.38,,,,,,
,,,,45~49,26,79.33,,,3,12.53,1,7.04,2,10.24,3,,,,21.11,2,10.24,,,,,32,97.64,,,1,7.04,,,1,20.81,4,34.82,11,45.20,1,22.70,,,4,15.56,2,10.74,,,1,7.04,,,,,,,1,37.45,,,6,24.21,1,73.26,1,73.26,1,7.04,,,2,21.71,4,16.44,6,24.66,,,2,10.52,1,7.04,,,,
,,,,50~54,24,139.15,,,,,4,32.69,,,,,,,,1,11.64,,,,,35,175.53,,,,,,,1,11.64,6,34.79,4,26.54,1,35.27,,,5,29.23,,,2,17.16,1,11.64,,,,,,,1,11.64,,,3,20.82,,,1,11.64,,,,,1,36.23,2,17.16,5,73.66,,,2,17.51,,,,,,
,,,,55~59,20,129.14,,,,,1,45.37,,,1,,,,14.95,2,22.18,,,1,14.95,37,238.91,,,,,,,,,8,63.41,17,120.63,,,,,5,48.02,1,45.37,,,1,14.95,,,1,14.95,,,,,5,56.24,4,41.56,,,1,71.74,3,44.86,,,,,5,56.73,1,14.95,,,4,45.33,3,27.20,,,,
,,,,60~64,13,135.69,,,,,,,,,1,,,,89.53,2,29.63,,,,,27,239.23,,,,,,,,,10,83.77,14,136.83,,,,,8,125.51,4,54.98,2,33.17,,,,,,,,,1,20.36,2,40.72,15,125.66,,,2,40.72,1,58.38,1,20.36,,,3,175.13,2,30.19,,,,,3,36.01,,,,
,,,,65~69,8,95.64,,,2,70.87,2,35.53,1,50.81,,,,,,6,126.98,1,27.31,,,34,287.45,,,,,,,4,59.76,9,143.54,23,194.45,3,35.50,,,7,70.99,7,82.83,3,55.24,1,27.31,1,27.31,,,,,1,50.81,3,152.44,15,134.08,,,3,46.27,2,70.87,,,,,6,68.21,2,51.47,1,50.81,5,59.16,9,91.28,,,,
,,,,70~74,6,85.65,1,34.58,3,59.25,,,,,,,,,,7,77.02,,,,,29,248.56,,,,,,,1,34.58,13,114.84,36,293.40,4,88.48,,,10,93.31,4,60.57,3,60.30,,,,,,,,,,,3,42.83,14,144.46,1,24.31,6,62.60,2,44.24,,,,,9,79.51,3,111.69,,,2,44.24,16,150.36,,,,
,,,,75~79,2,52.34,2,70.72,2,91.74,,,1,154.32,2,,,,87.37,8,137.27,,,,,16,283.69,,,,,,,2,87.37,8,127.23,30,447.23,2,91.74,1,45.87,16,238.52,2,121.88,,,1,106.50,,,,,,,1,106.50,1,113.64,16,277.34,1,113.64,,,1,113.64,,,1,45.87,9,156.01,1,45.87,,,,,20,343.17,,,,
,,,,80~84,1,332.23,,,,,,,1,159.49,,,,,,1,255.10,,,,,2,215.52,,,,,,,,,,,10,442.67,,,,,8,354.14,1,159.49,,,,,,,,,1,255.10,,,1,332.23,3,274.73,,,1,159.49,1,159.49,,,,,6,483.87,,,,,2,221.24,9,431.24,,,,
,,,,85+,,,,,1,327.87,,,,,1,,,,800.00,,,,,,,5,547.05,,,,,,,,,4,923.79,2,413.22,,,,,2,461.89,,,,,,,,,,,,,1,315.46,,,,,,,,,1,598.80,,,,,,,,,,,,,4,1311.48,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,11.47,,,,,,,,,2,18.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.99,,,,,,,,,1,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,4,,,,19.32,,,1,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,14.53,,,,,2,8.56,2,10.51,,,,,1,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.07,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,5.89,,,1,14.80,,,,,,,,,,,,1,16.60,,,,,,,,,1,5.89,,,,,,,,,,,,,,,,,,,,,,,2,25.33,,,,,1,5.89,,,,,2,11.78,,,,,,,,,,,,,,
,,,,25~29,1,21.54,1,6.95,,,,,1,6.95,,,,,,1,6.95,1,13.90,,,4,18.37,,,,,,,,,,,,,1,16.19,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.87,,,2,32.37,,,,,,,,,,,,,,
,,,,30~34,9,37.27,,,,,,,,,1,,,,14.37,,,1,14.37,,,4,18.17,,,,,,,,,1,6.64,1,14.37,,,2,21.69,,,,,1,10.85,,,,,,,,,3,11.23,,,1,6.64,,,2,13.28,,,,,2,11.64,,,,,,,,,,,,,,
,,,,35~39,9,24.33,,,,,,,1,6.67,1,,,,6.67,,,,,,,14,38.79,,,,,,,,,3,20.01,2,13.38,,,,,,,,,3,13.52,,,,,,,,,,,2,9.01,,,,,,,2,13.34,,,6,20.14,,,2,13.38,,,,,,,,,,
