,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,214.13,,,,,1,214.13,1,214.13,,,,,,1,214.13,,,,1,,214.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,326.80,,,,1,,326.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,543.48,2,1086.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,990.10,,,,,,,,,1,,,,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,肝及肝內膽管,,直腸與肛門,,胃,,食道,,骨、關節及關節軟骨,,,,,結直腸癌,,腎,,,膀胱,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,72.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,161.03,,,,,,,,,,,,,,1,,161.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,112.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,108.70,,,,,,,,,,,,1,108.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,121.95,2,243.90,,,,,,,,,,,,,,,,,1,,121.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,159.74,2,319.49,,,,,,,,,,,,1,,159.74,,,,1,,159.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,208.77,2,417.54,,,,,,,,,,,,,,,,,,1,,208.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,334.45,1,334.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,546.45,,,,,,,,,,,,2,1092.90,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,造血系統及網狀內皮系統,,,結直腸癌,,腎,,腦,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84.96,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,1,,51.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,59.77,,,,,,,,,,,,,,,,,,,1,59.77,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,83.19,,,,,,,,,,,,,,,,,1,83.19,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,106.61,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,176.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,110.50,,,,,,,,,1,,,,110.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,110.13,2,,,,220.26,,,,,,,,,,,,1,110.13,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,119.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,152.67,,,,,,,,,,,,1,152.67,,,,,,,1,,152.67,,,1,152.67,,,,,,,1,152.67,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,403.23,1,,201.61,1,,201.61,,,,2,403.23,,,,,,,1,201.61,,,,,,,,,,,,,,
,,,,75~79,,,1,317.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,,568.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,819.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,造血系統及網狀內皮系統,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,1,64.23,,,1,64.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.66,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,57.27,,,,,,,,,,,,,,,,1,57.27,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.55,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,101.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,,166.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,116.01,,,,,,,1,,,,116.01,,,,,,1,,116.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,141.84,1,141.84,,,,,,,,,,,,1,141.84,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,204.08,1,,204.08,1,,204.08,,,,1,204.08,,,,,1,204.08,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,310.56,,,,,,,,,,,,,,,,,,,,,2,621.12,,,,,,,,,,,2,621.12,,,,,,,,,,
,,,,80~84,,,1,531.91,,,1,531.91,,,1,,,,531.91,,,,,,,,,1,,531.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,775.19,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,非何杰金氏淋巴瘤,,,胃,,,胰,,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.45,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.59,,,,,,,,,1,54.59,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.08,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,,75.41,,,,,,,,,,,,,,,,,,,1,75.41,,,,,,,,,,
,,,,40~44,1,92.59,,,1,92.59,,,1,92.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,157.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,128.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,105.26,,,,,,,,,,,,,,1,,105.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,2,,234.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,134.95,2,269.91,1,,,,134.95,1,134.95,,,,1,,134.95,,,,,,1,134.95,1,134.95,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,1,,198.41,,,,1,198.41,,,,,1,198.41,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,285.71,1,285.71,,,,,,
,,,,80~84,,,,,,,,,1,478.47,,,,,,,,,,,,,,1,,478.47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,胰,,,胸腺、心臟與中隔,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,1,91.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,59.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,55.25,,,,,,,,1,55.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,2,180.02,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,134.59,,,,,,,,,,,,,1,,134.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,107.18,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,1,,110.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,134.05,,,,,,,,,1,,,,134.05,1,134.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,196.08,,,,,,,1,196.08,,,,,,,,,,,,,,,,,1,196.08,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,282.49,,,,,,,,2,,564.97,,,,,,,,,1,282.49,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,1,70.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,70.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87.11,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,119.62,,,,,,,,,,,,,,,,,,
,,,,50~54,1,158.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,110.62,1,,,,110.62,,,,,,1,,110.62,,,,,,,,,,,,1,110.62,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,109.41,1,,,,109.41,,,1,,109.41,,,,,,,,,1,109.41,,,,,,,1,109.41,,,,,,,,,,,,
,,,,65~69,1,131.41,1,131.41,,,,,1,131.41,2,,,,262.81,3,394.22,,,,2,,262.81,,,,,,1,131.41,,,,,,,,,1,131.41,,,,,,,,,,
,,,,70~74,,,,,,,,,1,184.16,,,,,,,,,,,,,,1,,184.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,265.25,,,1,,265.25,,,,1,,265.25,,,1,265.25,,,1,265.25,1,265.25,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,456.62,1,456.62,,,,,,,,,,,,,,,,,1,456.62,,,,,,,1,456.62,,,1,456.62,,,,,,,,,,
,,,,85+,,,,,1,689.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,結直腸癌,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,85.76,,,,,1,85.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.56,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,176.06,,,,,,,,,,,,,,,,,,,,1,,176.06,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,111.61,,,2,223.21,,,,,,,,,,,,,,,,,1,111.61,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,109.53,2,,,,219.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,258.40,,,1,129.20,2,,,,258.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,1,,176.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,263.16,,,,,2,,,,526.32,1,263.16,,,,,,,1,,263.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,438.60,,,,,,,,,,,,,,,,,,,1,438.60,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,649.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,男性乳房,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.62,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,61.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.46,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,83.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,100.81,,,,,,,,,,,,,,1,100.81,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,116.82,,,,,,,,,2,,,,233.64,1,116.82,,,,,,,,,,1,116.82,,,,,,,,,1,116.82,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,2,216.22,2,,216.22,1,,108.11,1,,108.11,,,2,216.22,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,2,245.40,1,,122.70,2,,245.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,167.22,,,,,,,,,,,,,,5,,836.12,,,,,,,,,1,167.22,,,1,167.22,,,,,1,167.22,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,262.47,,,1,,262.47,,,,,,,,,2,524.93,,,1,262.47,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,448.43,,,,,,,,,,1,,448.43,1,,448.43,,,,,,,,,,,,,,,,1,448.43,,,,,,,,,,
,,,,85+,,,,,1,606.06,,,,,1,,,,606.06,1,606.06,,,,,,,,,,,,,,,,,,,,,,1,606.06,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,胰,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.34,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,72.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.01,,,,,,,,,,,,,,,,,,
,,,,35~39,1,63.82,,,,,1,63.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,2,,185.87,1,,92.94,1,,92.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,157.98,,,,,,,,,,,,,,
,,,,55~59,,,1,128.53,,,2,257.07,,,1,,,,128.53,,,,,,,,,,,,,,,,,,,,1,128.53,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,107.18,1,107.18,2,,,,214.36,,,,,,,,,,,,,,,,,,1,107.18,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,244.20,,,1,,,,122.10,1,122.10,,,,,,,1,,122.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,158.73,,,2,317.46,,,,,,1,158.73,1,,158.73,,,,1,,158.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,250.63,,,,,1,250.63,,,2,,,,501.25,,,2,,501.25,,,,,,,,,,,,,,,1,250.63,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,436.68,,,1,,436.68,1,,436.68,,,,,,,,,,,,1,436.68,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,628.93,1,628.93,1,,,,628.93,,,,,,,,,,,,,,1,628.93,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,25~29,,,,,1,73.80,,,,,,,,,,,,,,,,,,,,,,,,,1,73.80,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,65.88,,,,,,,,1,,65.88,1,,65.88,,,,,,,,,,,,,,,,,,1,65.88,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,,61.31,,,,,,,,,,,,,,,,,,,1,61.31,,,,,,,,,,
,,,,40~44,1,77.34,,,,,,,1,77.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,90.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,144.30,,,,,,,,,,,,,,,,
